MS ID	Old MS ID	External ID	Source
	rxn03626	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate:NAD+	name
rxn03626		(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate:NAD+ 3-oxidoreductase	name
rxn03626		(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate:NAD+ 3-oxidoreductase	name
	rxn04266	(1S,4R)-1-hydroxy-2-oxolimonene, NADPH:oxygen oxidoreductase	name
rxn04266		(1S,4R)-1-hydroxymenth-8-en-2-one,NADPH:oxygen oxidoreductase	name
	rxn06484	(2'-O-methyladenosine-N6-)-methyltransferase	name
rxn18184		(2'-deoxy) ribonucleoside 5'-triphosphate pyrophosphohydrolase	name
	rxn01369	(2'-hydroxylating)	name
rxn20742		(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase	name
rxn01093|rxn19466	rxn01093	(2,3-dihydroxybenzoyl)adenylate synthase	name
	rxn06395	(2,3-epoxidizing)	name
	rxn03496	(2,3-hydroxylating, ammonia-forming)	name
rxn18946		(2->1)-beta-D-fructan lyase (alpha-D-fructofuranose-beta-D-fructofuranose-1,2':2,1'-dianhydride-forming)	name
rxn18947		(2->1)-beta-D-fructan lyase (alpha-D-fructofuranose-beta-D-fructofuranose-1,2':2,3'-dianhydride-forming)	name
rxn17982		(2->6)-beta-D-fructan fructanohydrolase	name
rxn17933		(2->6)-beta-D-fructan fructohydrolase	name
rxn18944		(2->6)-beta-D-fructan lyase (di-beta-D-fructofuranose-2,6':2',6-dianhydride-forming)	name
rxn17981		(2->6)-beta-D-fructofuranan 6-(beta-D-fructosyl)-D-fructose-hydrolase	name
rxn02900	rxn02900	(2-Aminoethyl)phosphonate:pyruvate aminotransferase	name
rxn02201		(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	name
rxn02900		(2-aminoethyl)phosphonate aminotransferase	name
rxn02900		(2-aminoethyl)phosphonate transaminase	name
rxn02900		(2-aminoethyl)phosphonate:pyruvate aminotransferase	name
rxn02900		(2-aminoethyl)phosphonic acid aminotransferase	name
	rxn01954|rxn03988|rxn06014	(2-hydroxylating)	name
	rxn01244|rxn01245|rxn02950|rxn06031|rxn06621	(2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase	name
	rxn06398	(2-methylpropanoyl-transferring)]-phosphate phosphohydrolase	name
rxn04736		(2-naphthyl)methanol:NAD+ oxidoreductase	name
	rxn02305	(2-phosphoethyl)-thiazole	name
	rxn07202	(20-hydroxylating,ester-producing)	name
	rxn03196|rxn06261|rxn06361|rxn06505	(21-hydroxylating)	name
rxn17114		(24R)-cholest-5-ene-3beta,24-diol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	name
rxn02643	rxn02643	(24R,24'R)-Fucosterol-epoxide acetaldehyde-lyase	name
rxn02643		(24R,24'R)-fucosterol-epoxide acetaldehyde-lyase	name
rxn02643		(24R,24'R)-fucosterol-epoxide acetaldehyde-lyase (desmosterol-forming)	name
	rxn03290	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-	name
rxn03290|rxn15496|rxn18932|rxn18933		(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA hydro-lyase	name
rxn18932|rxn18933		(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA hydro-lyase [(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA-forming]	name
	rxn04987	(24S)-cholest-5-ene-3beta,24-diol,NADPH:oxygen	name
rxn14319	rxn14319	(24S)-cholest-5-ene-3beta,7alpha,24-triol:NAD+ 3-oxidoreductase	name
rxn02505		(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al:NAD+ 26-oxidoreductase	name
	rxn07253	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-	name
rxn07253|rxn17195		(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA:acceptor 24-oxidoreductase (24R-hydroxylating)	name
rxn14212|rxn18999		(25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oate:CoA ligase (AMP-forming)	name
rxn02506		(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol:NAD+ 26-oxidoreductase	name
rxn14367	rxn14367	(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA:acceptor 24,25-oxidoreductase	name
rxn14015		(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA:acceptor 24,25-oxidoreductase	name
	rxn14015	(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA:acceptor24,25-oxidoreductase	name
	rxn03283	(26-hydroxylating)	name
rxn04602		(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreductase (2-hydroxylating)	name
rxn04600		(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase	name
rxn23152		(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoate hydratase	name
rxn07882		(2E)-5-methylhexa-2,4-dienoyl-CoA hydratase	name
rxn03666		(2E,4E)-6-(2-aminophenyl)-2-hydroxy-6-oxohexa-2,4-dienoate acylhydrolase	name
rxn01895|rxn04604		(2E,4Z)-2-hydroxy-6-oxona-2,4-dienedioate succinylhydrolase	name
rxn12184	rxn12181|rxn12182|rxn12184|rxn12186|rxn12187	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase	name
rxn14255		(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (adding water;acetone-geosmin-forming)	name
	rxn14255	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (addingwater	name
rxn12187		(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (beta-selinene-forming)	name
rxn12182		(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (caryophyllene-forming)	name
rxn12181		(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (gamma-humulene-forming)	name
rxn12186		(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (germacrene-B-forming)	name
rxn12183	rxn12183	(2E,6E)-Farnesyl-diphosphate diphosphate-lyase (longifolene-forming)	name
rxn25952		(2E,6E)-farnesyl diphosphate di-trans,poly-cis-polyprenyl diphosphate synthase	name
rxn07446		(2E,6E)-farnesyl diphosphate diphosphate-lyase (amorpha-4,11-diene-forming)	name
rxn01661		(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, (+)-delta-cadinene-forming)	name
rxn01658		(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, aristolochene-forming)	name
rxn16822		(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, beta-sesquiphellandrene-forming)	name
rxn01656		(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, pentalenene-forming)	name
rxn01657		(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, trichodiene-forming)	name
rxn04379		(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, vetispiradiene-forming)	name
rxn07464		(2E,6E)-farnesyl diphosphate diphosphate-lyase [(+)-(R)-germacrene-A-forming]	name
rxn22946		(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-alpha-santalene-forming)	name
rxn24915		(2E,6E)-farnesyl diphosphate lyase (cyclizing, (+)-beta-chamigrene-forming)	name
