ModelSEED ID	External ID	Source
cpd00024	2-oxoglutarate	name
cpd00024	2-oxoglutaric acid	name
cpd00024	2-oxopentanedionate	name
cpd00024	2-oxopentanedionic acid	name
cpd00024	Oxoglutaric acid	name
cpd00024	a-ketoglutaric acid	name
cpd00024	alpha-Ketoglutaric acid	name
cpd00024	alpha-ketoglutarate	name
cpd00024	alpha-ketoglutaric acid	name
cpd00024	alpha-oxoglutarate	name
cpd00024	ketoglutarate	name
cpd00025	H2O2	name
cpd00025	Hydrogen peroxide	name
cpd00025	Hydrogenperoxide	name
cpd00025	Oxydol	name
cpd00025	hydrogen peroxide	name
cpd00025	hydroperoxide	name
cpd00025	perhydrol	name
cpd00026	UDP-D-glucose	name
cpd00026	UDP-alpha-D-glucose	name
cpd00026	UDP-glucose	name
cpd00026	UDPglucose	name
cpd00026	Uridine diphosphate glucose	name
cpd00027	D-(+)-Glucose	name
cpd00027	D-Glucose	name
cpd00027	Dextrose	name
cpd00027	Glucose	name
cpd00027	Grape sugar	name
cpd00028	Haem	name
cpd00028	Heme	name
cpd00028	Heme B	name
cpd00028	Protoheme	name
cpd00028	Protoheme IX	name
cpd00028	ferroprotoporphyrin IX	name
cpd00028	heme b	name
cpd00028	protoheme	name
cpd00028	protoheme IX	name
cpd00029	ACET	name
cpd00029	Acetate	name
cpd00029	Acetic acid	name
cpd00029	Ethanoic acid	name
cpd00029	Glacial acetic acid	name
cpd00029	acetate	name
cpd00029	acetic acid	name
cpd00029	ethanoic acid	name
cpd00030	Manganese	name
cpd00030	Manganese(2+)	name
cpd00030	Mn(II)	name
cpd00030	Mn++	name
cpd00030	Mn+2	name
cpd00030	Mn2+	name
cpd00030	manganese (II) ion	name
cpd00030	manganese ion	name
cpd00031	GDP	name
cpd00031	Guanosine 5'-diphosphate	name
cpd00031	Guanosine diphosphate	name
cpd00031	guanosine-5'-diphosphate	name
cpd00031	guanosine-diphosphate	name
cpd00031	ppG	name
cpd00032	2-Oxobutanedioic acid	name
cpd00032	Oxalacetic acid	name
cpd00032	Oxaloacetate	name
cpd00032	Oxaloacetic acid	name
cpd00032	Oxosuccinic acid	name
cpd00032	keto-Oxaloacetate	name
cpd00032	keto-oxaloacetate	name
cpd00032	oxalacetate	name
cpd00032	oxalacetic acid	name
cpd00032	oxaloacetate	name
cpd00032	oxaloacetic acid	name
cpd00033	Aminoacetic acid	name
cpd00033	Gly	name
cpd00033	Glycine	name
cpd00033	aminoacetic acid	name
cpd00033	gly	name
cpd00033	glycine	name
cpd00034	Zinc	name
cpd00034	Zinc cation	name
cpd00034	Zinc ion	name
cpd00034	Zn	name
cpd00034	Zn(II)	name
cpd00034	Zn++	name
cpd00034	Zn+2	name
cpd00034	Zn2+	name
cpd00034	zinc ion	name
cpd00035	L-2-Aminopropionic acid	name
cpd00035	L-Alanine	name
cpd00035	L-alanine	name
cpd00035	L-alpha-Alanine	name
cpd00035	L-alpha-alanine	name
cpd00035	ala	name
cpd00035	alanine	name
cpd00036	Butanedionic acid	name
cpd00036	Ethylenesuccinic acid	name
cpd00036	Succinate	name
cpd00036	Succinic acid	name
cpd00036	butanedioic acid	name
cpd00036	ethylenesuccinic acid	name
cpd00036	suc	name
cpd00036	succ	name
cpd00036	succinate	name
cpd00036	succinic acid	name
cpd00037	N-[2-[[[5-[(2,4-dioxo-1H-pyrimidin-1-yl)]-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl]oxy-hydroxy-phosphinoyl]oxy-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-3-yl]acetamide	name
cpd00037	UDP-2-acetamido-2-deoxy-alpha-D-glucose	name
cpd00037	UDP-GlcNAc	name
cpd00037	UDP-N-acetyl-D-glucosamine	name
cpd00037	UDP-N-acetyl-alpha-D-glucosamine	name
cpd00037	UDP-N-acetyl-glucosamine	name
cpd00037	UDP-N-acetylglucosamine	name
cpd00037	UDP-acetyl-D-glucosamine	name
cpd00037	UDP-alpha-N-acetyl-D-glucosamine	name
cpd00037	uridine diphosphate N-acetylglucosamine	name
cpd00038	GTP	name
cpd00038	Guanosine 5'-triphosphate	name
cpd00038	guanosine 5'-triphosphate	name
cpd00038	guanosine-triphosphate	name
cpd00038	guanylyl imidodiphosphate	name
cpd00039	2,6-Diaminohexanoic acid	name
cpd00039	2,6-diaminohexanoic acid	name
cpd00039	L-Lysine	name
cpd00039	L-lys	name
cpd00039	L-lysine	name
cpd00039	Lysine acid	name
cpd00039	lys	name
cpd00039	lysine	name
cpd00039	lysine acid	name
cpd00040	Glyoxalate	name
cpd00040	Glyoxylate	name
cpd00040	Glyoxylic acid	name
cpd00040	glyox	name
cpd00040	glyoxalate	name
cpd00040	glyoxylate	name
cpd00040	glyoxylic acid	name
cpd00041	2-Aminosuccinic acid	name
cpd00041	L-Asp	name
cpd00041	L-Aspartate	name
cpd00041	L-Aspartic acid	name
cpd00041	L-aspartate	name
cpd00041	L-aspartic acid	name
cpd00041	asp	name
cpd00041	aspartate	name
cpd00041	aspartic acid	name
cpd00042	5-L-Glutamyl-L-cysteinylglycine	name
cpd00042	GSH	name
cpd00042	Glutathione	name
cpd00042	N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine	name
cpd00042	Reduced glutathione	name
cpd00042	Reducedglutathione	name
cpd00042	gamma-L-Glutamyl-L-cysteinyl-glycine	name
cpd00042	gamma-L-glutamyl-L-cysteinyl-glycine	name
cpd00042	glutathionate	name
cpd00042	glutathione	name
cpd00042	glycine, N-(N-L-gamma-glutamyl-L-cysteinyl)-	name
cpd00042	reduced glutathione	name
cpd00043	UDP-D-galactopyranose	name
cpd00043	UDP-D-galactose	name
cpd00043	UDP-galactose	name
cpd00043	UDPgalactose	name
cpd00043	Uridene diphosphate galactose	name
cpd00043	uridine diphosphate galactose	name
cpd00044	3'-Phospho-5'-adenylyl sulfate	name
cpd00044	3'-Phosphoadenosine 5'-phosphosulfate	name
cpd00044	3'-Phosphoadenylyl sulfate	name
cpd00044	3'-phospho-5'-adenylyl sulfate	name
cpd00044	3'-phosphoadenosine-5'-phosphosulfate	name
cpd00044	3'-phosphoadenylyl sulfate	name
cpd00044	3'-phosphoadenylyl-sulfate	name
cpd00044	3-Phosphoadenylylsulfate	name
cpd00044	3-phospho-adenylylsulfate	name
cpd00044	3-phosphoadenylyl sulfate	name
cpd00044	PAPS	name
cpd00044	phosphoadenosine phosphosulfate	name
cpd00044	phosphoadenosine-5'-phosphosulfate	name
cpd00045	3',5'-ADP	name
cpd00045	3'-Phosphoadenylate	name
cpd00045	Adenosine 3',5'-bisphosphate	name
cpd00045	Adenosine3-5-bisphosphate	name
cpd00045	PAP	name
cpd00045	Phosphoadenosine phosphate	name
cpd00045	adenosine 3',5'-bisphosphate	name
cpd00045	adenosine-3',5'-bisphosphate	name
cpd00045	phosphoadenosine phosphate	name
cpd00046	5'-cytidylic acid	name
cpd00046	CMP	name
cpd00046	Cytidine 5'-monophosphate	name
cpd00046	Cytidine-5'-monophosphate	name
cpd00046	Cytidylic acid	name
cpd00046	cytidine-5'-monophosphate	name
cpd00046	cytidine-5'-phosphate	name
cpd00046	cytidine-P	name
cpd00046	cytidine-monophosphate	name
cpd00046	cytidine-phosphate	name
cpd00046	cytidylate	name
cpd00046	cytidylic acid	name
cpd00047	FORM	name
cpd00047	Formate	name
cpd00047	Formic acid	name
cpd00047	Methanoic acid	name
cpd00047	formate	name
cpd00047	formic acid	name
cpd00048	H2SO4	name
cpd00048	HSO4-	name
cpd00048	SLF	name
cpd00048	SO4--	name
cpd00048	SO4-2	name
cpd00048	SO42-	name
cpd00048	Sulfate	name
cpd00048	Sulfuric acid	name
cpd00048	bisulfate	name
cpd00048	hydrogen sulfate	name
cpd00048	sulfate	name
cpd00048	sulfuric acid	name
cpd00048	sulphate	name
cpd00048	tetraoxosulfate(2-)	name
cpd00049	Carboxylate	name
cpd00049	Carboxylic acid	name
cpd00049	Monocarboxylate	name
cpd00049	R-COOH	name
cpd00049	fatty-acid	name
cpd00050	FMN	name
cpd00050	Flavin mononucleotide	name
cpd00050	Flavin_mononucleotide	name
cpd00050	Riboflavin-5-phosphate	name
cpd00050	flavin mononucleotide	name
cpd00050	riboflavin-5'-phosphate	name
cpd00051	(S)-2-Amino-5-guanidinovaleric acid	name
cpd00051	2-amino-5-guanidinovaleric acid	name
cpd00051	L-Arg	name
cpd00051	L-Arginine	name
cpd00051	L-arginine	name
cpd00051	arg	name
cpd00051	arginine	name
cpd00052	CTP	name
cpd00052	Cytidine 5'-triphosphate	name
cpd00052	Cytidine triphosphate	name
cpd00052	cytidine-5'-triphosphate	name
cpd00052	cytidine-triphosphate	name
cpd00053	2-aminoglutaramic acid	name
cpd00053	L-2-Aminoglutaramic acid	name
cpd00053	L-Glutamine	name
cpd00053	L-glutamine	name
cpd00053	gln	name
cpd00053	glum	name
cpd00053	glumin	name
cpd00053	glutamic acid 5-amide	name
cpd00053	glutamine	name
cpd00053	proglumide	name
cpd00054	L-2-Amino-3-hydroxypropionic acid	name
cpd00054	L-3-Hydroxy-alanine	name
cpd00054	L-Serine	name
cpd00054	L-ser	name
cpd00054	L-serine	name
cpd00054	Serine	name
cpd00054	ser	name
cpd00054	serine	name
cpd00055	Formaldehyde	name
cpd00055	Formalin	name
cpd00055	Methanal	name
cpd00055	Methylene oxide	name
cpd00055	Oxomethane	name
cpd00055	Oxomethylene	name
cpd00055	formaldehyde	name
cpd00055	formalin	name
cpd00055	formol	name
cpd00055	methanal	name
cpd00056	TDP	name
cpd00056	TPP	name
cpd00056	ThPP	name
cpd00056	Thiamin diphosphate	name
cpd00056	Thiamin pyrophosphate	name
cpd00056	Thiamine diphosphate	name
cpd00056	Thiaminediphosphate	name
cpd00056	thiamin diphosphate	name
cpd00056	thiamin pyrophosphate	name
cpd00056	thiamin-PPi	name
cpd00056	thiamine diphosphate	name
cpd00056	thiamine pyrophosphate	name
cpd00056	thiamine-PPi	name
cpd00057	Alcohol	name
cpd00058	Ci(II)	name
cpd00058	Copper	name
cpd00058	Copper2	name
cpd00058	Cu(II)	name
cpd00058	Cu++	name
cpd00058	Cu+2	name
cpd00058	Cu2+	name
cpd00058	cupric copper	name
cpd00058	cupric ion	name
cpd00059	Ascorbate	name
cpd00059	Ascorbic acid	name
cpd00059	L-Ascorbate	name
cpd00059	L-Ascorbic acid	name
cpd00059	L-ascorbate	name
cpd00059	L-ascorbate (vitamin C)	name
cpd00059	L-ascorbate acid	name
cpd00059	L-ascorbic acid	name
cpd00059	Vitamin C	name
cpd00059	ascorbate	name
cpd00059	ascorbic acid	name
cpd00059	vitamin C	name
cpd00060	L-2-Amino-4methylthiobutyric acid	name
cpd00060	L-Methionine	name
cpd00060	L-methionine	name
cpd00060	Methionine	name
cpd00060	met	name
cpd00060	methionine	name
cpd00061	P-enol-pyr	name
cpd00061	P-enol-pyruvate	name
cpd00061	PEP	name
cpd00061	Phosphoenolpyruvate	name
cpd00061	Phosphoenolpyruvic acid	name
cpd00061	phosphoenolpyruvate	name
cpd00062	UTP	name
cpd00062	Uridine 5'-triphosphate	name
cpd00062	Uridine triphosphate	name
cpd00062	uridine-5'-triphosphate	name
cpd00062	uridine-triphosphate	name
cpd00063	Ca(2+)	name
cpd00063	Ca++	name
cpd00063	Ca+2	name
cpd00063	Ca2+	name
cpd00063	Calcium cation	name
cpd00063	Calcium ion	name
cpd00063	Calcium(2+)	name
cpd00063	calcium ion	name
cpd00064	(S)-2,5-Diaminopentanoate	name
cpd00064	(S)-2,5-Diaminopentanoic acid	name
cpd00064	(S)-2,5-Diaminovaleric acid	name
cpd00064	2, 5-diaminopentanoate	name
cpd00064	2, 5-diaminopentanoic acid	name
cpd00064	2, 5-diaminovaleric acid	name
cpd00064	L-Ornithine	name
cpd00064	L-ornithine	name
cpd00064	Ornithine	name
cpd00064	alpha,delta-diaminovaleric acid	name
cpd00065	(S)-alpha-Amino-beta-(3-indolyl)-propionic acid	name
cpd00065	2-amino-3-indolylpropanic acid	name
cpd00065	L-Tryptophan	name
cpd00065	L-tryptophan	name
cpd00065	Tryptophan	name
cpd00065	trofan	name
cpd00065	trp	name
cpd00065	tryptacin	name
cpd00065	tryptophan	name
cpd00066	(S)-alpha-Amino-beta-phenylpropionic acid	name
cpd00066	L-Phenylalanine	name
cpd00066	L-phenylalanine	name
cpd00066	endophenyl	name
cpd00066	phe	name
cpd00066	phenylalanine	name
cpd00067	H+	name
cpd00067	Proton	name
cpd00068	ITP	name
cpd00068	Inosine 5'-triphosphate	name
cpd00068	Inosine triphosphate	name
cpd00068	Inosine tripolyphosphate	name
cpd00068	inosine triphosphate	name
cpd00068	inosine, 5'-(tetrahydrogen triphosphate)	name
cpd00069	(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid	name
cpd00069	(S)-3-(p-Hydroxyphenyl)alanine	name
cpd00069	L-Tyrosine	name
cpd00069	L-tyrosine	name
cpd00069	Tyrosine	name
cpd00069	tyr	name
cpd00069	tyrosine	name
cpd00070	Malonyl coenzyme A	name
cpd00070	Malonyl-CoA	name
cpd00070	malonyl-CoA	name
cpd00070	malonylCoenzyme A	name
cpd00071	AALD	name
cpd00071	Acetaldehyde	name
cpd00071	Ethanal	name
cpd00071	acetaldehyde	name
cpd00071	acetic aldehyde	name
cpd00071	ethanal	name
cpd00071	ethyl aldehyde	name
cpd00072	D-Fructose 6-phosphate	name
cpd00072	D-Fructose 6-phosphoric acid	name
cpd00072	D-Fructose6-phosphate	name
cpd00072	Neuberg ester	name
cpd00073	Carbamide	name
cpd00073	Urea	name
cpd00073	basodexan	name
cpd00073	bromisovalum	name
cpd00073	carbamide	name
cpd00073	carmol	name
cpd00073	urea	name
cpd00074	Elemental sulfur	name
cpd00074	S	name
cpd00074	S0	name
cpd00074	S8	name
cpd00074	Sulfur	name
cpd00074	Sulfur, precipitated	name
cpd00074	elemental sulfur	name
cpd00074	orthorhombic sulfur	name
cpd00074	rhombic sulfur	name
cpd00075	NO2	name
cpd00075	NO2-	name
cpd00075	Nitrite	name
cpd00075	nitrite	name
cpd00076	1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside	name
cpd00076	Cane sugar	name
cpd00076	Glc(alpha1->2beta)Fru	name
cpd00076	Neohancoside D	name
cpd00076	Reiniose	name
cpd00076	SUCR	name
cpd00076	Saccharose	name
cpd00076	Sucrose	name
cpd00076	alpha-D-glucopyranosyl beta-D-fructofuranoside	name
cpd00076	saccharose	name
cpd00076	sucrose	name
cpd00076	sugar	name
cpd00077	1,2-Benzenediol	name
cpd00077	1,2-Dihydroxybenzene	name
cpd00077	1,2-benzenediol	name
cpd00077	1,2-dihydroxybenzene	name
cpd00077	2-hydroxyphenol	name
cpd00077	Benzenediol	name
cpd00077	Brenzcatechin	name
cpd00077	C15571	name
cpd00077	Catechol	name
cpd00077	Pyrocatechol	name
cpd00077	catechol	name
cpd00077	o-Benzenediol	name
cpd00077	pyrocatechin	name
cpd00078	Coenzyme A, S-(hydrogen butanedioate)	name
cpd00078	Succinyl coenzyme A	name
cpd00078	Succinyl-CoA	name
cpd00078	suc-co-A	name
cpd00078	suc-coa	name
cpd00078	succ-CoA	name
cpd00078	succ-S-CoA	name
cpd00078	succ-S-coenzyme-A	name
cpd00078	succ-coenzyme-A	name
cpd00078	succinyl-CoA	name
cpd00078	succinyl-S-CoA	name
cpd00078	succinyl-S-coenzyme-A	name
cpd00078	succinyl-coenzyme A	name
cpd00078	succinylcoenzyme-A	name
cpd00079	D-Glucose 6-phosphate	name
cpd00079	D-Glucose6-phosphate	name
cpd00079	Glucose 6-phosphate	name
cpd00079	Robison ester	name
cpd00079	alpha-D-glucose-6-phosphate	name
cpd00080	D-Glycerol 1-phosphate	name
cpd00080	D-glycerol-1-phosphate	name
cpd00080	GLYC-3-P	name
cpd00080	Glycerol 3-phosphate	name
cpd00080	Glycerol-3-phosphate	name
cpd00080	Glycerol3-phosphate	name
cpd00080	Glycerophosphoric acid	name
cpd00080	L-G3P	name
cpd00080	L-glycerol 3-phosphate	name
cpd00080	alpha-glycerophosphate	name
cpd00080	alpha-glycerophosphoric acid	name
cpd00080	glycerol-3-phosphate	name
cpd00080	sn-Glycerol 3-phosphate	name
cpd00080	sn-glycerol-3-phosphate	name
cpd00081	Bisulfite	name
cpd00081	H2SO3	name
cpd00081	HSO3	name
cpd00081	HSO3-	name
cpd00081	Hydrogen sulfite	name
cpd00081	SO3	name
cpd00081	SO3-2	name
cpd00081	Sulfite	name
cpd00081	Sulfite (HSO3)-	name
cpd00081	Sulfurous acid	name
cpd00081	bisulfite	name
cpd00081	hydrogen sulfite	name
cpd00081	sulfite	name
cpd00081	sulfurous acid	name
cpd00081	trioxosulfate(2-)	name
cpd00082	D-Fructose	name
cpd00082	D-arabino-Hexulose	name
cpd00082	Fruit sugar	name
cpd00082	Levulose	name
cpd00083	GDP-D-mannose	name
cpd00083	GDP-alpha-D-mannose	name
cpd00083	GDP-mannose	name
cpd00083	guanosine diphosphate mannose	name
cpd00083	guanosine diphosphomannose	name
cpd00083	guanosine pyrophosphate mannose	name
cpd00084	Cys	name
cpd00084	L-2-Amino-3-mercaptopropionic acid	name
cpd00084	L-Cysteine	name
cpd00084	L-cysteine	name
cpd00084	cys	name
cpd00084	cysteine	name
cpd00085	3-Aminopropanoate	name
cpd00085	3-Aminopropionic acid	name
cpd00085	3-aminopropanoate	name
cpd00085	beta-Alanine	name
cpd00085	beta-alanine	name
cpd00086	Propanoyl-CoA	name
cpd00086	Propionyl coenzyme A	name
cpd00086	Propionyl-CoA	name
cpd00086	n-propionyl-CoA	name
cpd00086	propanoyl-CoA	name
cpd00086	propionyl-CoA	name
cpd00086	propionyl-coenzyme A	name
cpd00087	(6S)-THFA	name
cpd00087	(6S)-Tetrahydrofolate	name
cpd00087	(6S)-Tetrahydrofolic acid	name
cpd00087	(6S)-tetrahydrofolate	name
cpd00087	5,6,7,8-Tetrahydrofolate	name
cpd00087	5,6,7,8-tetrahydrofolate	name
cpd00087	5,6,7,8-tetrahydrofolic acid	name
cpd00087	5-6-7-8-Tetrahydrofolate	name
cpd00087	FH4	name
cpd00087	H4F	name
cpd00087	H4PteGlu	name
cpd00087	H4PteGlu1	name
cpd00087	THF	name
cpd00087	Tetrahydrofolate	name
cpd00087	Tetrahydrofolic acid	name
cpd00087	folate-H4	name
cpd00087	tetra-H-folate	name
cpd00087	tetrahydrafolate	name
cpd00087	tetrahydrofolate	name
cpd00087	tetrahydrofolic acid	name
cpd00087	tetrahydropteroyl mono-L-glutamate	name
cpd00087	tetrahydropteroylglutamate	name
cpd00087	th-folate	name
cpd00087	vitamin B9	name
cpd00088	2,5-cyclohexadien-1-one	name
cpd00088	2,6-Dichloroindophenol	name
cpd00088	2,6-Dichlorophenolindophenol	name
cpd00088	2,6-dichloro-4-((4-hydroxyphenyl)imino)-2,5-cyclohexadien-1-one-2,6-dichloroindophenol	name
cpd00088	2,6-dichloro-4-[(4-hydroxyphenyl)imino]	name
cpd00088	2,6-dichlorophenolindophenol	name
cpd00088	DCIP	name
cpd00088	DCPIP	name
cpd00088	dichloroindophenol	name
