cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	mismatch_detail
cpd22605	4-hydroxy-5-methyl-2-propyl-3(2H)-furanone	HMPF	name_lookup	MISMATCH	YVWGXFKKGSQSAP-UHFFFAOYSA-N	DBYQGTLFSQKPCA-UHFFFAOYSA-N	12730529	CCCC1OC(C)C(=O)C1=O	CCCC1C(=O)C(=C(O1)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd22835	5-chlorocarbonyl-4-hydroxy-penta-2,4-dienate	CHEBI:140625	chebi_xref	MISMATCH	FTMHDEMDWXBDBQ-UHFFFAOYSA-M	IXBJPYLKCPOFEX-UHFFFAOYSA-M	134160354	O=C([O-])C=CC(=O)C=C(O)Cl	C(=CC(=O)O)C(=CC(=O)Cl)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd22887	5-chlorocarbonyl-2-hydroxy-penta-2,4-dienate	5-chlorocarbonyl-2-hydroxy-penta-2,4-dienate	name_lookup	MISMATCH	RFQTTWMMZCYSHV-UHFFFAOYSA-M	CYWRXIILQMXSGY-TZFCGSKZSA-M	135398053	O=C(Cl)CC=CC(=O)C(=O)[O-]	C(=C/C(=O)Cl)\C=C(\C(=O)O)/[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd22896	6-chloro-2-hydroxy-4-carboxymuconate-6-semialdehyde	6-chloro-2-hydroxy-4-carboxymuconate-6-semialdehyde	name_lookup	MISMATCH	CHVQPRRQGSHSOF-UHFFFAOYSA-L	RCOPGPSOOZZYBB-NAOWAUKJSA-L	54748979	O=C(Cl)CC(=CC(=O)C(=O)[O-])C(=O)[O-]	C(=C(\C=C(\C(=O)O)/[O-])/C(=O)[O-])\C(=O)Cl	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd04861	1-Formal-2-indanone	C07726	kegg_xref	MISMATCH	AXBXSMCPLPEELD-UHFFFAOYSA-N	TTZVRMUMCHLXAS-UHFFFAOYSA-N	441323	O=CC1=C(O)Cc2ccccc21	C1C2=CC=CC=C2C(C1=O)C=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05289	14,16-Hentriacontanedione	C08377	kegg_xref	MISMATCH	IGJMRBYUHVGGOR-UHFFFAOYSA-N	LZBJUTTUMRSJBP-UHFFFAOYSA-N	441489	CCCCCCCCCCCCCCCC(O)=CC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05306	N-Tritriacontane-16,18-dione	C08394	kegg_xref	MISMATCH	JWZJPYQQEUUEJC-UHFFFAOYSA-N	BYKYTXUAKJDVPV-UHFFFAOYSA-N	154874	CCCCCCCCCCCCCCCC(=O)C=C(O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05341	Convicine	C08430	kegg_xref	MISMATCH	UIHFRLHSNDNWEH-LMXUVIFNSA-N	JJWYIMQKLTVAGZ-SYCVNHKBSA-N	88000	NC1=NC(=O)NC(=O)C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(NC(=O)NC2=O)N)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15072	1,7-Dimethyluric acid	C16356	kegg_xref	MISMATCH	XRPUBUICAWUBRI-UHFFFAOYSA-N	NOFNCLGCUJJPKU-UHFFFAOYSA-N	91611	Cn1c(O)c2c(nc1=O)[nH]c(=O)n2C	CN1C2=C(NC1=O)NC(=O)N(C2=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15073	3,7-dihydro-3-methyl-1H-purine-2,6-dione	CHEBI:62208	chebi_xref	MISMATCH	HZOGTQYZAZGBAB-UHFFFAOYSA-N	GMSNIKWWOQHZGF-UHFFFAOYSA-N	70639	Cn1c(O)nc(O)c2ncnc1-2	CN1C2=C(C(=O)NC1=O)NC=N2	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15075	1-Methyluric acid	C16359	kegg_xref	MISMATCH	HPLZOENSSCGMAW-UHFFFAOYSA-N	QFDRTQONISXGJA-UHFFFAOYSA-N	69726	Cn1c(O)c2[nH]c(=O)[nH]c2nc1=O	CN1C(=O)C2=C(NC(=O)N2)NC1=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15077	1,3,7-Trimethylurate	CHEBI:691622	chebi_xref	MISMATCH	NEQLMYZAOIQDJS-UHFFFAOYSA-N	BYXCFUMGEBZDDI-UHFFFAOYSA-N	79437	Cn1c2c(O)n(C)c(=O)n(C)c-2nc1=O	CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd16322	(5R)-3,4-Dihydroxy-5-(hydroxymethyl)furan-2(5H)-one	C06316	kegg_xref	MISMATCH	VDUKUSMQELWXGO-DPAZEOEGSA-N	ZZZCUOFIHGPKAK-UWTATZPHSA-N	54675775	O=C1O[C@H](CO)C(=O)C1O	C([C@@H]1C(=C(C(=O)O1)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38398	N(delta)-hydroxy-N(omega)-methyl-L-arginine	CHEBI:143207	chebi_xref	MISMATCH	DFZYNUZCICQYAK-YFKPBYRVSA-O	AZWNHVHYFWVYQE-YFKPBYRVSA-O	137553757	CNC(=[NH2+])N(O)CCC[C@H]([NH3+])C(=O)[O-]	CN/C(=[N+](/CCC[C@@H](C(=O)[O-])[NH3+])\O)/N	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd38452	7-<i>epi</i>-cylindrospermopsin	CHEBI:143707	chebi_xref	MISMATCH	ZSRQZWSFCHZORS-YUQKHPEDSA-N	KDNLTVRXCBZFNF-YUQKHPEDSA-N	10341781	C[C@H]1[C@@H](OS(=O)(=O)[O-])C[C@@H]2C[C@H]([C@H](O)C3=NC(=O)NC(=O)C3)NC3=[NH+]C[C@H]1N32	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=[N+]2[C@@H]1CN3)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd38521	(+)-minovincinine	CHEBI:144371	chebi_xref	MISMATCH	UXHDPKGPDXVGAN-GFNGVGFXSA-O	BKMGDPNQILJWLI-ODVVLEEXSA-O	138911111	COC(=O)C1C[C@@]2([C@H](C)O)CCC[NH+]3CC[C@@]4(C1=Nc1ccccc14)[C@H]32	C[C@@H]([C@]12CCC[NH+]3[C@H]1[C@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38522	(-)-(R)-19-hydroxytabersonine	CHEBI:144372	chebi_xref	MISMATCH	XFHLIKVWUURUNF-WVLGWFRMSA-O	XDGRXQNYJMQLPU-VLCNGCBASA-O	138911113	COC(=O)C1C[C@]2([C@@H](C)O)C=CC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38523	(-)-minovincinine	CHEBI:144373	chebi_xref	MISMATCH	UXHDPKGPDXVGAN-WVLGWFRMSA-O	BKMGDPNQILJWLI-VLCNGCBASA-O	138911114	COC(=O)C1C[C@]2([C@@H](C)O)CCC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@@]12CCC[NH+]3[C@@H]1[C@@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38524	3-(methoxycarbonyl)-5alpha,6alpha,7alpha,12beta,19alpha-2,3-didehydro-6,7-epoxyaspidospermidin-9-ium	CHEBI:144374	chebi_xref	MISMATCH	MGFCUMGVVWKLOT-RZXRRTSOSA-O	AUVZFRDLRJQTQF-KXEYLTKFSA-O	138911115	CC[C@@]12CC(C(=O)OC)C3=Nc4ccccc4[C@@]34CC[NH+](C[C@@H]3O[C@@H]31)[C@@H]24	CC[C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38525	horhammericine	CHEBI:144375	chebi_xref	MISMATCH	HBTLQMKVKXQBDG-UFFZZFBNSA-O	QVNXPWJNUKKMHP-JJGNIUBRSA-O	138911116	COC(=O)C1C[C@]2([C@@H](C)O)[C@H]3O[C@H]3C[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38526	(20R)-20-acetoxy-3-(methoxycarbonyl)-5alpha,6alpha,7alpha,12beta,19alpha-2,3-didehydro-6,7-epoxyaspidospermidin-9-ium	CHEBI:144376	chebi_xref	MISMATCH	JCMHPGPWACBRNN-MBFAKCKXSA-O	UHJSNZNSAVJLSA-TZQKRGQNSA-O	138911117	COC(=O)C1C[C@]2([C@@H](C)OC(C)=O)[C@H]3O[C@H]3C[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38527	(-)-(R)-19-O-acetyltabersonine	CHEBI:144377	chebi_xref	MISMATCH	FQHIMEKYPUAPEC-CYVWRXBGSA-O	YBXUUELSZBVEKX-HZTRNQAASA-O	138911119	COC(=O)C1C[C@]2([C@@H](C)OC(C)=O)C=CC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38529	(+)-echitovenine	CHEBI:144379	chebi_xref	MISMATCH	GSTXRAGWDUTGRZ-VGOVMXEDSA-O	UELNVPGLHDEZFM-WWGYGDJHSA-O	138911120	COC(=O)C1C[C@@]2(C(C)OC(C)=O)CCC[NH+]3CC[C@@]4(C1=Nc1ccccc14)[C@H]32	CC([C@]12CCC[NH+]3[C@H]1[C@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38530	(-)-echitovenine	CHEBI:144384	chebi_xref	MISMATCH	GSTXRAGWDUTGRZ-CYVWRXBGSA-O	UELNVPGLHDEZFM-HZTRNQAASA-O	138911122	COC(=O)C1C[C@]2([C@@H](C)OC(C)=O)CCC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@@]12CCC[NH+]3[C@@H]1[C@@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38566	11a-hydroxy-oxytetracycline	CHEBI:144646	chebi_xref	MISMATCH	PMJXYABPGXMLDM-LUVPITIUSA-N	BWPAUHFEZFTASB-LUVPITIUSA-N	138911162	C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(=O)[C@@]3(O)C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)[C@]2(C(=O)C4=C1C=CC=C4O)O)O)[O-])C(=O)N)[NH+](C)C)O)O	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd38596	6-chloro-2,5-dioxo-2,5-dihydropyridin-3-ol(1-)	CHEBI:144867	chebi_xref	MISMATCH	MSACGESTEMINKX-UHFFFAOYSA-N	DIMRZANPBVLDAV-UHFFFAOYSA-M	139036277	O=C1[CH-]C(=O)C(Cl)=NC1=O	C1=C(C(=NC(=O)C1=O)Cl)[O-]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd38599	N(delta)-methyl-L-arginine	CHEBI:144928	chebi_xref	MISMATCH	XKCWNEVAXQCMGP-YFKPBYRVSA-O	XIXHNLGJMAXREG-YFKPBYRVSA-O	44451219	CN(CCC[C@H]([NH3+])C(=O)[O-])C(N)=[NH2+]	C[N+](=C(N)N)CCC[C@@H](C(=O)[O-])[NH3+]	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd38624	betaenone C	CHEBI:145053	chebi_xref	MISMATCH	RUGKNKGNYSOEHT-HBKHSIGZSA-N	YRYPVWAJOMXOHH-ITBWMFDCSA-N	23244602	CC[C@@H](C)[C@@H]1[C@](C)(C(O)=CC=O)[C@H]2[C@H](C)C[C@@](C)(O)C[C@@H]2C(=O)[C@@]1(C)O	CC[C@@H](C)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)/C=C\O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38626	(1S,2S,4R,6R,7S,8R,10Z,11S,12R)-12-[(2R)-butan-2-yl]-1,4,11-trihydroxy-10-(hydroxymethylene)-4,6,8,11-tetramethyltricyclo[6.2.2.0(2,7)]dodecan-9-one	CHEBI:145055	chebi_xref	MISMATCH	PJDBVYGVTLGKPD-QEHGZDKRSA-N	FHJXKTOXQHRDTL-PSWVRJCXSA-N	102093872	CC[C@@H](C)[C@@H]1[C@]2(C)C(O)=C(C=O)[C@@](O)([C@H]3C[C@](C)(O)C[C@@H](C)[C@@H]32)[C@@]1(C)O	CC[C@@H](C)[C@@H]1[C@]2([C@H]3[C@@H](C[C@@](C[C@@H]3[C@@]([C@@]1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38627	dehydroprobetaenone I	CHEBI:145061	chebi_xref	MISMATCH	YTDZYFKKPYAZEE-YDGZXZOGSA-N	BINVZINZKJFBTL-QQJLSPJJSA-N	139291715	CC[C@@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(O)=CC=O	CC[C@@H](C)[C@H]1C(=C[C@H]2C[C@H](C[C@H]([C@@H]2[C@@]1(C)C(=O)/C=C\O)C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38629	(1R,3Z,4S,4aS,6R,8R,8aS,9S,10R)-4,6,9-trihydroxy-10-[(2R)-1-hydroxybutan-2-yl]-3-(hydroxymethylidene)-1,6,8,9-tetramethyloctahydro-1,4-ethanonaphthalen-2(1H)-one	CHEBI:145066	chebi_xref	MISMATCH	UEMSYHRAZOAKGT-KICRIKMGSA-N	JTFGPTHCAAUOQL-RNPLJHCFSA-N	139291705	CC[C@@H](CO)[C@H]1[C@]2(C)C(O)=C(C=O)[C@@](O)([C@H]3C[C@](C)(O)C[C@@H](C)[C@@H]32)[C@@]1(C)O	CC[C@@H](CO)[C@@H]1[C@]2([C@H]3[C@@H](C[C@@](C[C@@H]3[C@@]([C@@]1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd38630	epoxybetaenone	CHEBI:145069	chebi_xref	MISMATCH	PXUDDXPBZDEGAF-QMJXDUBLSA-N	HZOURVGPGTYAHC-VUMBTFJMSA-N	139291716	CC[C@@H](C)[C@H]1[C@]2(C)O[C@@H]2[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)/C(O)=C/C=O	CC[C@@H](C)[C@@H]1[C@]([C@H]2[C@@H](C[C@@H](C[C@@H]2[C@@H]3[C@]1(O3)C)C)C)(C)C(=O)/C=C\O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38631	(2S,3R,4R,4aS,5R,7R,8aS)-2,7-dihydroxy-3-[(2R)-1-hydroxybutan-2-yl]-4-[(2Z)-3-hydroxyprop-2-enoyl]-2,4,5,7-tetramethyloctahydronaphthalen-1(2H)-one	CHEBI:145070	chebi_xref	MISMATCH	UYIODFVERZGSJU-BSXWIJKXSA-N	YRECHDUAXCBBOZ-HOCCXODSSA-N	6440666	CC[C@@H](CO)[C@@H]1[C@](C)(C(O)=CC=O)[C@H]2[C@H](C)C[C@@](C)(O)C[C@@H]2C(=O)[C@@]1(C)O	CC[C@@H](CO)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)/C=C\O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd09133	Tetracenomycin X	C12380	kegg_xref	MISMATCH	FVBONYMGQSELGJ-JUKGBBNCSA-N	QSPIPUXWSNFXCK-AGILITTLSA-N	129395	COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(OC)C(=O)CC(OC)C(=O)[C@]1(O)C3=O	CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)[C@@]4(C(=O)C=C([C@H]([C@@]4(C3=O)O)O)OC)OC)OC)C(=O)OC	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd09134	Elloramycin A	C12381	kegg_xref	MISMATCH	VEGRBTMPAZLYSO-JLPOCNGGSA-N	OYEXGNNKRQPUBW-FJYHMNRNSA-N	10009567	COC(=O)c1c(O[C@@H]2O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]2OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(OC)C(=O)CC(OC)C(=O)[C@]1(O)C3=O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)OC)OC)OC)OC	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd05545	Tingenone	C08638	kegg_xref	MISMATCH	HAAOYRFPRMWJNB-GMIFGOKCSA-N	WSTYNZDAOAEEKG-QSPBTJQRSA-N	441687	CC1C(=O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@]2(C)[C@@H]3C[C@@H](C)C(=O)C[C@]3(C)CC[C@@]12C	C[C@@H]1C[C@@H]2[C@@](CC[C@@]3([C@@]2(CC[C@@]4(C3=CC=C5C4=CC(=O)C(=C5C)O)C)C)C)(CC1=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05655	Bruceantinol	C08750	kegg_xref	MISMATCH	LZGQSBMUOUHYJP-FSKXZQRUSA-N	SREUSBYRKOPNJK-AJPRWBMOSA-N	5281305	COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(=O)C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)(C)OC(C)=O)[C@@H]24	CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)(C)OC(=O)C)(OC5)C(=O)OC)O)O)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05712	11-Deoxocucurbitacin I	C08807	kegg_xref	MISMATCH	XISBPIKSYOIZBG-CTYMYLBISA-N	PTCAIPUXGKZZBJ-CTYMYLBISA-N	5281324	CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)C(=O)C4(C)C)[C@]3(C)CC[C@]12C	C[C@@]12CC[C@@]3([C@H]([C@@H](C[C@]3([C@@H]1CC=C4[C@H]2C=C(C(=O)C4(C)C)O)C)O)[C@](C)(C(=O)/C=C/C(C)(C)O)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05714	Spinoside A	C08809	kegg_xref	MISMATCH	DWIRGRHFCBVTLO-OCCINUARSA-N	UODJOGKPOAZZHT-OCCINUARSA-N	5281325	CC(=O)O[C@H]1[C@H](O[C@@H]2C[C@@]3(C)[C@@H]4CC=C5[C@@H](CC(=O)C(=O)C5(C)C)[C@]4(C)CC[C@]3(C)[C@H]2[C@@](C)(O)C(=O)/C=C/C(C)(C)O)OC[C@H](OC(C)=O)[C@@H]1O	CC(=O)O[C@H]1CO[C@H]([C@@H]([C@H]1O)OC(=O)C)O[C@@H]2C[C@]3([C@@H]4CC=C5[C@H]([C@@]4(CC[C@@]3([C@H]2[C@](C)(C(=O)/C=C/C(C)(C)O)O)C)C)C=C(C(=O)C5(C)C)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05739	Withanolide D	C08842	kegg_xref	MISMATCH	TXRYVMFJPXODEF-VTIHXGHCSA-N	SASUFNRGCZMRFD-JCUIILOWSA-N	161671	CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1	CC1=C(C(=O)O[C@H](C1)[C@@](C)([C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)O)C	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
