ID	Name	Reversible	Reactants	Products	E.C.	Pathway
R_MAL0035	Pyruvate carboxylase	false	M_atp_c[1];M_h2o_c[1];M_pyr_c[1];M_co2_c[1];	M_h_c[1];M_adp_c[1];M_pi_c[1];M_oa_c[1];			
R_MAL0036	phosphoenolpyruvate carboxykinase	false	M_atp_c[1];M_h_c[1];M_oa_c[1];	M_adp_c[1];M_pep_c[1];M_co2_c[1];			
R_MAL0037	phosphoenolpyruvate carboxykinase (GTP)	true	M_h_m[1];M_oa_m[1];M_gtp_m[1];	M_co2_m[1];M_gdp_m[1];M_pep_m[1];			
R_MAL0038	glucose-6-phosphate dehydrogenase	true	M_dg6p_c[1];M_nadp_c[1];	M_h_c[1];M_nadph_c[1];M_d6pgl_c[1];			
R_MAL0039	6-phosphogluconolactonase	false	M_h2o_c[1];M_d6pgl_c[1];	M_h_c[1];M_d6pgc_c[1];			
R_MAL0040	6-phosphogluconolactonase	false	M_h2o_e[1];M_d6pgl_e[1];	M_h_e[1];M_d6pgc_e[1];			
R_MAL0041	Phosphogluconate dehydrogenase (decarboxylating)	false	M_nadp_c[1];M_d6pgc_c[1];	M_nadph_c[1];M_co2_c[1];M_rl5p_c[1];			
R_MAL0042	Ribulose-phosphate 3-epimerase	true	M_rl5p_c[1];	M_x5p_c[1];			
R_MAL0043	Transketolase	true	M_h_m[1];M_r5p_m[1];M_x5p_m[1];	M_t3p1_m[1];M_s7p_m[1];			
R_MAL0044	Transketolase	true	M_h_c[1];M_x5p_c[1];M_r5p_c[1];	M_t3p1_c[1];M_s7p_c[1];			
R_MAL0045	Transketolase	true	M_h_m[1];M_x5p_m[1];M_e4p_m[1];	M_t3p1_m[1];M_f6p_m[1];			
R_MAL0046	Transketolase	true	M_h_c[1];M_x5p_c[1];M_e4p_c[1];	M_f6p_c[1];M_t3p1_c[1];			
R_MAL0047	Transaldolase	true	M_t3p1_c[1];M_s7p_c[1];	M_h_c[1];M_f6p_c[1];M_e4p_c[1];			
R_MAL0048	Ribose-5-phosphate isomerase	true	M_rl5p_c[1];	M_r5p_c[1];			
R_MAL0049	Deoxyribokinase	false	M_atp_c[1];M_doris_c[1];	M_h_c[1];M_adp_c[1];M_2dr5p_c[1];			
R_MAL0050	Phosphoglucomutase	true	M_r1p_c[1];	M_r5p_c[1];			
R_MAL0051	ribose-phosphate diphosphokinase	true	M_atp_m[1];M_r5p_m[1];	M_amp_m[1];M_h_m[1];M_prpp_m[1];			
R_MAL0052	ribose-phosphate diphosphokinase	false	M_atp_c[1];M_r5p_c[1];	M_h_c[1];M_amp_c[1];M_prpp_c[1];			
R_MAL0053	phosphopentomutase	true	M_2dr5p_c[1];	M_2dr1p_c[1];			
R_MAL0054	Gluconokinase	false	M_atp_c[1];M_glcnt_c[1];	M_h_c[1];M_adp_c[1];M_d6pgc_c[1];			
R_MAL0055	UDP-glucose 6-dehydrogenase	false	M_h2o_c[1];M_nad_c[2];M_udpg_c[1];	M_h_c[3];M_nadh_c[2];M_udpge_c[1];			
R_MAL0056	UTP-glucose-1-phosphate uridylyltransferase	false	M_h_c[1];M_g1p_c[1];M_utp_c[1];	M_ppi_c[1];M_udpg_c[1];			
R_MAL0057	xylulokinase	false	M_atp_c[1];M_xul_c[1];	M_h_c[1];M_adp_c[1];M_x5p_c[1];			
R_MAL0058	Mannose-6-phosphate isomerase	true	M_man6p_c[1];	M_f6p_c[1];			
R_MAL0059	Phosphomannomutase	false	M_man6p_c[1];	M_man1p_c[1];			
R_MAL0060	Mannose-1-phosphate guanylyltransferase	false	M_h_c[1];M_man1p_c[1];M_gtp_c[1];	M_ppi_c[1];M_gdpman_c[1];			
R_MAL0061	GDP-mannose 4,6-dehydratase	true	M_gdpman_c[1];	M_h2o_c[1];M_gdman_c[1];			
R_MAL0062	GDP-L-fucose synthase	false	M_h_c[1];M_nadph_c[1];M_gdman_c[1];	M_nadp_c[1];M_glfuc_c[1];			
R_MAL0063	fucose-1-phosphate guanylyltransferase	true	M_f1p_c[1];	M_t3p2_c[1];M_glyal_c[1];			
R_MAL0064	fucose-1-phosphate guanylyltransferase	true	M_h_m[1];M_gtp_m[1];M_fu1p_m[1];	M_ppi_m[1];M_glfuc_m[1];			
R_MAL0065	fucokinase	false	M_atp_c[1];M_fuc_c[1];	M_h_c[1];M_adp_c[1];M_fu1p_c[1];			
R_MAL0066	hexokinase	true	M_atp_c[1];M_dfru_c[1];	M_h_c[1];M_adp_c[1];M_f6p_c[1];			
R_MAL0067	hexokinase	true	M_atp_c[1];M_man_c[1];	M_h_c[1];M_adp_c[1];M_man6p_c[1];			
R_MAL0068	6-phosphofructo-2-kinase	false	M_atp_m[1];M_f6p_m[1];	M_h_m[1];M_adp_m[1];M_f26p_m[1];			
R_MAL0069	6-phosphofructo-2-kinase	false	M_atp_c[1];M_f6p_c[1];	M_h_c[1];M_adp_c[1];M_f26p_c[1];			
R_MAL0070	fructose-2,6-bisphosphate 2-phosphatase	false	M_h_c[1];M_h2o_c[1];M_f26p_c[1];	M_f6p_c[1];M_pi_c[1];			
R_MAL0071	fructose-2,6-bisphosphate 2-phosphatase	false	M_h_m[1];M_h2o_m[1];M_f26p_m[1];	M_pi_m[1];M_f6p_m[1];			
R_MAL0072	ketohexokinase	true	M_atp_c[1];M_dfru_c[1];	M_h_c[1];M_adp_c[1];M_f1p_c[1];			
R_MAL0073	unknown	false	M_h2o_c[1];M_gdpman_c[1];	M_man_c[1];M_gdp_c[1];			
R_MAL0074	unknown	false	M_gdpman_c[1];	M_gdp_c[1];M_14bman_c[1];			
R_MAL0075	L-Rhamnose ketol-isomerase	true	M_rhmose_c[1];	M_rhmuose_c[1];			
R_MAL0076	ATP:L-rhamnulose 1-phosphotransferase	false	M_atp_c[1];M_rhmuose_c[1];	M_h_c[1];M_adp_c[1];M_rhmuose1p_c[1];			
R_MAL0077	L-Rhamnulose-1-phosphate lactaldehyde-lyase	true	M_rhmuose1p_c[1];	M_t3p2_c[1];M_ladhde_c[1];			
R_MAL0078	Galactokinase	false	M_atp_c[1];M_gal_c[1];	M_h_c[1];M_adp_c[1];M_gal1p_c[1];			
R_MAL0079	UDP-glucose 4-epimerase	true	M_udpgal_c[1];	M_udpg_c[1];			
R_MAL0080	Beta-galactosidase	false	M_h2o_c[1];M_lact_c[1];	M_dglc_c[1];M_gal_c[1];			
R_MAL0081	UDP-glucose-hexose-1-phosphate uridylyltransferase	true	M_g1p_c[1];M_udpgal_c[1];	M_udpg_c[1];M_gal1p_c[1];			
R_MAL0082	Beta-galactosidase	true	M_h2o_e[1];M_epm_e[1];	M_gal_e[1];M_man_e[1];			
R_MAL0083	Beta-galactosidase	true	M_h2o_e[1];M_ggl_e[1];	M_gal_e[1];M_gl_e[1];			
R_MAL0084	Alpha-galactosidase	false	M_h2o_e[1];M_meli_e[1];	M_gal_e[1];M_dglc_e[1];			
R_MAL0085	Beta-galactosidase	true	M_h2o_e[1];M_melt_e[1];	M_gal_e[1];M_sot_e[1];			
R_MAL0086	Alpha-galactosidase	true	M_h2o_e[1];M_raff_e[1];	M_gal_e[1];M_suc_e[1];			
R_MAL0087	Alpha-galactosidase	true	M_h2o_e[1];M_stac_e[1];	M_gal_e[1];M_raff_e[1];			
R_MAL0088	Alpha-glucosidase	false	M_h2o_c[1];M_suc_c[1];	M_dglc_c[1];M_dfru_c[1];			
R_MAL0089	aldehyde dehydrogenase	false	M_h2o_c[2];M_nad_c[1];M_glue_c[1];	M_h_c[2];M_nadh_c[1];M_glur_c[1];			
R_MAL0090	aldehyde dehydrogenase	false	M_nad_m[1];M_h2o_m[2];M_glue_m[1];	M_nadh_m[1];M_h_m[2];M_glur_m[1];			
R_MAL0091	 L-gulonolactone oxidase	true	M_glact_c[1];M_o2_c[1];	M_xhlact_c[1];M_h2o2_c[1];			
R_MAL0092	 L-gulonolactone oxidase	false	M_xhlact_c[1];	M_h_c[1];M_vc_c[1];			
R_MAL0093	1,3-beta-Glucan synthase	false	M_h_c[1];M_udpg_c[1];	M_udp_c[1];M_13glucan_c[1];			
R_MAL0094	glucan 1,3-beta-glucosidase	false	M_h2o_e[1];M_13glucan_e[1];	M_dglc_e[1];			
R_MAL0095	Beta-glucosidase	false	M_h2o_c[1];M_cellob_c[1];	M_dglc_c[2];			
R_MAL0096	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	false	M_h_c[1];M_dg6p_c[1];M_udpg_c[1];	M_udp_c[1];M_tre6p_c[1];			
R_MAL0097	Neutral trehalase	false	M_h2o_c[1];M_tre_c[1];	M_dglc_c[2];			
R_MAL0098	UDP-glucuronate decarboxylase	false	M_h_c[1];M_udpge_c[1];	M_co2_c[1];M_udxyl_c[1];			
R_MAL0099	glycogen synthase (ADPGlc)	false	M_adpglc_c[1];	M_adp_c[1];M_glycogen_c[1];			
R_MAL0100	1,4-alpha-glucan branching enzyme	false	M_14glucan_c[1];	M_glycogen_c[1];			
R_MAL0101	Glycogen phosphorylase	false	M_pi_c[1];M_glycogen_c[1];	M_h_c[1];M_g1p_c[1];			
R_MAL0102	Glycogen synthase	false	M_h_c[1];M_udpg_c[1];	M_udp_c[1];M_glycogen_c[1];			
R_MAL0103	alpha-amylase	false	M_star_c[1];	M_dex_c[1];M_starr_c[1];			
R_MAL0104	Dextrin 6-alpha-D-glucanohydrolase	false	M_h2o_c[4];M_dex_c[1];	M_dglc_c[4];			
R_MAL0105	glycogen debranching enzyme	true	M_mltiose_c[1];M_mlt_c[1];	M_dglc_c[1];M_mltose_c[1];			
R_MAL0106	starch phosphorylase	false	M_pi_c[1];M_mltose_c[1];	M_h_c[1];M_g1p_c[1];M_mltiose_c[1];			
R_MAL0107	glycogen debranching enzyme	false	M_h2o_c[1];M_star_c[1];	M_dglc_c[1];M_14glucan_c[7];			
R_MAL0108	trehalose-phosphatase	true	M_h_c[1];M_h2o_c[1];M_tre6p_c[1];	M_pi_c[1];M_tre_c[1];			
R_MAL0109	Chitinase	false	M_h2o_e[1];M_chit_e[1];	M_nag_e[1];			
R_MAL0110	Chitinase	false	M_h2o_m[1];M_chit_m[1];	M_nag_m[1];			
R_MAL0111	Chitinase	false	M_h2o_c[1];M_chit_c[1];	M_nag_c[1];			
R_MAL0112	Chitinase	false	M_h2o_e[1];M_chit_e[2];	M_chib_e[1];			
R_MAL0113	Chitinase	false	M_h2o_m[1];M_chit_m[2];	M_chib_m[1];			
R_MAL0114	Chitinase	false	M_h2o_c[1];M_chit_c[2];	M_chib_c[1];			
R_MAL0115	beta-N-acetylhexosaminidase	false	M_h2o_e[1];M_chib_e[1];	M_nag_e[2];			
R_MAL0116	beta-N-acetylhexosaminidase	false	M_h2o_c[1];M_chib_c[1];	M_nag_c[2];			
R_MAL0117	chitin deacetylase	false	M_h2o_c[1];M_chit_c[1];	M_h_c[1];M_ac_c[1];M_chito_c[1];			
R_MAL0118	chitin deacetylase	false	M_h2o_e[1];M_chit_e[1];	M_h_e[1];M_chito_e[1];M_ac_e[1];			
R_MAL0119	chitin deacetylase	false	M_h2o_m[1];M_chit_m[1];	M_ac_m[1];M_h_m[1];M_chito_m[1];			
R_MAL0120	Phosphoacetylglucosamine mutase	true	M_naga1p_c[1];	M_nag6p_c[1];			
R_MAL0121	UDP-N-acetylglucosamine diphosphorylase	true	M_h_c[1];M_utp_c[1];M_naga1p_c[1];	M_ppi_c[1];M_udpnag_c[1];			
R_MAL0122	chitin synthase	false	M_h_c[1];M_udpnag_c[1];	M_udp_c[1];M_chit_c[1];			
R_MAL0123	N-acetylglucosamine-6-phosphate deacetylase	false	M_h2o_c[1];M_nag6p_c[1];	M_ac_c[1];M_ga6p_c[1];			
R_MAL0124	Glucosamine 6-phosphate N-acetyltransferase	false	M_ga6p_c[1];M_accoa_c[1];	M_h_c[1];M_coa_c[1];M_nag6p_c[1];			
R_MAL0125	Glucosamine-6-phosphate deaminase	false	M_h2o_c[1];M_ga6p_c[1];	M_f6p_c[1];M_nh3_c[1];			
R_MAL0126	Glutamine-fructose-6-phosphate transaminase (isomerizing)	false	M_f6p_c[1];M_gln_c[1];	M_ga6p_c[1];M_glu_c[1];			
R_MAL0127	GDPmannose 4,6-dehydratase(gmd)	false	M_gdpman_c[1];	M_h2o_c[1];M_gdolmanp_c[1];			
R_MAL0128	Acetyl-CoA carboxylase	true	M_atp_c[1];M_accoa_c[1];M_hco3_c[1];	M_adp_c[1];M_pi_c[1];M_malcoa_c[1];			
R_MAL0129	Methylmalonate-semialdehyde dehydrogenase	false	M_coa_m[1];M_nad_m[1];M_h2o_m[1];M_mmshy_m[1];	M_nadh_m[1];M_h_m[1];M_hco3_m[1];M_ppacoa_m[1];			
R_MAL0130	lactoylglutathione lyase	true	M_lgt_c[1];	M_mgxl_c[1];M_gsh_c[1];			
R_MAL0131	hydroxyacylglutathione hydrolase	false	M_h2o_c[1];M_lgt_c[1];	M_h_c[1];M_gsh_c[1];M_lac_c[1];			
R_MAL0132	hydroxyacylglutathione hydrolase	false	M_h2o_m[1];M_lgt_m[1];	M_h_m[1];M_lac_m[1];M_gsh_m[1];			
R_MAL0133	glyoxylate reductase (NADP[c] +)	false	M_h_c[1];M_nadph_c[1];M_glx_c[1];	M_nadp_c[1];M_glya_c[1];			
R_MAL0134	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP[m] +)	false	M_nadp_m[1];M_mal_m[1];	M_pyr_m[1];M_co2_m[1];M_nadph_m[1];			
R_MAL0135	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP[m] +)	false	M_nadp_c[1];M_mal_c[1];	M_pyr_c[1];M_nadph_c[1];M_co2_c[1];			
R_MAL0136	Malate synthase	true	M_accoa_p[1];M_h2o_p[1];M_glx_p[1];	M_coa_p[1];M_h_p[1];M_mal_p[1];			
R_MAL0137	Homocitrate synthase	false	M_h2o_c[1];M_accoa_c[1];M_akg_c[1];	M_h_c[1];M_coa_c[1];M_hcit_c[1];			
R_MAL0138	acetyl-CoA C-acetyltransferase	true	M_coa_p[1];M_aaccoa_p[1];	M_accoa_p[2];			
R_MAL0139	Isocitrate lyase	false	M_icit_p[1];	M_glx_p[1];M_succ_p[1];			
R_MAL0140	citrate synthase	true	M_h2o_c[1];M_accoa_c[1];M_oa_c[1];	M_h_c[1];M_coa_c[1];M_cit_c[1];			
R_MAL0141	citrate synthase	true	M_accoa_m[1];M_h2o_m[1];M_oa_m[1];	M_coa_m[1];M_cit_m[1];M_h_m[1];			
R_MAL0142	citrate synthase	true	M_accoa_p[1];M_h2o_p[1];M_oa_p[1];	M_coa_p[1];M_h_p[1];M_cit_p[1];			
R_MAL0143	methylmalonyl-CoA epimerase	true	M_rmecoa_m[1];	M_smecoa_m[1];			
R_MAL0144	propionyl-CoA carboxylase	false	M_atp_m[1];M_hco3_m[1];M_ppacoa_m[1];	M_pi_m[1];M_adp_m[1];M_smecoa_m[1];			
R_MAL0145	propionyl-CoA carboxylase	false	M_atp_c[1];M_hco3_c[1];M_ppacoa_c[1];	M_adp_c[1];M_pi_c[1];M_smecoa_c[1];			
R_MAL0146	methylmalonyl-CoA mutase	true	M_rmecoa_m[1];	M_succoa_m[1];			
R_MAL0147	(S)-2-hydroxy-acid oxidase	false	M_o2_m[1];M_glya_m[1];	M_h2o2_m[1];M_glx_m[1];			
R_MAL0148	(S)-2-hydroxy-acid oxidase	false	M_o2_p[1];M_glya_p[1];	M_glx_p[1];M_h2o2_p[1];			
R_MAL0149	(S)-2-hydroxy-acid oxidase	false	M_o2_c[1];M_glya_c[1];	M_h2o2_c[1];M_glx_c[1];			
R_MAL0150	catalase/peroxidase	false	M_h2o2_p[2];	M_h2o_p[2];M_o2_p[1];			
R_MAL0151	hydroxypyruvate reductase	true	M_nad_c[1];M_g_c[1];	M_h_c[1];M_nadh_c[1];M_3hpyr_c[1];			
R_MAL0152	serine-glyoxylate transaminase	true	M_glx_c[1];M_ser_c[1];	M_3hpyr_c[1];M_gly_c[1];			
R_MAL0153	serine-glyoxylate transaminase	true	M_glx_m[1];M_ser_m[1];	M_3hpyr_m[1];M_gly_m[1];			
R_MAL0154	serine-glyoxylate transaminase	true	M_glx_p[1];M_ser_p[1];	M_3hpyr_p[1];M_gly_p[1];			
R_MAL0155	Glutamate-ammonia ligase	false	M_atp_c[1];M_nh3_c[1];M_glu_c[1];	M_adp_c[1];M_pi_c[1];M_gln_c[1];			
R_MAL0156	glycine hydroxymethyltransferase	true	M_ser_c[1];M_thf_c[1];	M_h2o_c[1];M_gly_c[1];M_metthf_c[1];			
R_MAL0157	glycine hydroxymethyltransferase	true	M_ser_m[1];M_thf_m[1];	M_h2o_m[1];M_gly_m[1];M_metthf_m[1];			
R_MAL0158	glycerate kinase	false	M_atp_c[1];M_g_c[1];	M_h_c[1];M_adp_c[1];M_3pg_c[1];			
R_MAL0159	catalase/peroxidase	false	M_h2o2_m[2];	M_h2o_m[2];M_o2_m[1];			
R_MAL0160	catalase/peroxidase	false	M_h2o2_c[2];	M_h2o_c[2];M_o2_c[1];			
R_MAL0161	citrate hydroxymutase	true	M_cit_p[1];	M_icit_p[1];			
R_MAL0162	Formate:NAD oxidoreductase	false	M_nad_c[1];M_for_c[1];	M_nadh_c[1];M_co2_c[1];			
R_MAL0163	acyl-coa dehydrogenase	true	M_procoa_m[1];	M_h_m[2];M_prpcoa_m[1];			
R_MAL0164	acyl-coa dehydrogenase	true	M_procoa_c[1];	M_h_c[2];M_prpcoa_c[1];			
R_MAL0165	enoyl-CoA hydratase	true	M_hcoa_m[1];	M_h2o_m[1];M_prcoa_m[1];			
R_MAL0166	enoyl-CoA hydratase	true	M_hcoa_c[1];	M_h2o_c[1];M_prcoa_c[1];			
R_MAL0167	unknown	false	M_nadp_m[1];M_hcoa_m[1];	M_nadph_m[1];M_h_m[1];M_3ocoa_m[1];			
R_MAL0168	unknown	false	M_nadp_c[1];M_hcoa_c[1];	M_h_c[1];M_nadph_c[1];M_3ocoa_c[1];			
R_MAL0169	no ec	true	M_nadph_m[1];M_h_m[2];M_malcoa_m[1];	M_nadp_m[1];M_h2o_m[1];M_3ocoa_m[1];			
R_MAL0170	no ec	true	M_h_c[2];M_nadph_c[1];M_malcoa_c[1];	M_h2o_c[1];M_nadp_c[1];M_3ocoa_c[1];			
R_MAL0171	3-hydroxyisobutyryl-CoA hydrolase	false	M_h2o_c[1];M_hyisocoa_c[1];	M_h_c[1];M_coa_c[1];M_hyisorate_c[1];			
R_MAL0172	3-hydroxyisobutyryl-CoA hydrolase	false	M_h2o_m[1];M_hyisocoa_m[1];	M_coa_m[1];M_h_m[1];M_hyisorate_m[1];			
R_MAL0173	Acetyl-CoA carboxylase	false	M_accoa_c[1];M_cccp_c[1];	M_malcoa_c[1];M_bccp_c[1];			
R_MAL0174	malonyl-CoA decarboxylase	false	M_h_m[1];M_malcoa_m[1];	M_accoa_m[1];M_co2_m[1];			
R_MAL0175	4-Aminobutyrate transaminase	true	M_akg_m[1];M_bala_m[1];	M_glu_m[1];M_oppa_m[1];			
R_MAL0176	succinate-semialdehyde dehydrogenase	false	M_nadp_m[1];M_h2o_m[1];M_succsal_m[1];	M_nadph_m[1];M_succ_m[1];M_h_m[2];			
R_MAL0177	4-Aminobutyrate transaminase	true	M_akg_m[1];M_gaba_m[1];	M_glu_m[1];M_succsal_m[1];			
R_MAL0178	Glutamate decarboxylase	false	M_h_c[1];M_glu_c[1];	M_co2_c[1];M_gaba_c[1];			
R_MAL0179	hydroxymethylglutaryl-CoA synthase	false	M_h2o_c[1];M_accoa_c[1];M_aaccoa_c[1];	M_h_c[1];M_coa_c[1];M_hmgcoa_c[1];			
R_MAL0180	hydroxymethylglutaryl-CoA synthase	false	M_accoa_m[1];M_h2o_m[1];M_aaccoa_m[1];	M_coa_m[1];M_h_m[1];M_hmgcoa_m[1];			
R_MAL0181	Hydroxymethylglutaryl-CoA lyase	true	M_hmgcoa_m[1];	M_accoa_m[1];M_acact_m[1];			
R_MAL0182	3-oxoacid CoA-transferase	true	M_succoa_m[1];M_acact_m[1];	M_succ_m[1];M_aaccoa_m[1];			
R_MAL0183	Acetoacetyl-CoA synthase	false	M_atp_c[1];M_coa_c[1];M_acact_c[1];	M_amp_c[1];M_ppi_c[1];M_aaccoa_c[1];			
R_MAL0184	Acetolactate synthase	false	M_pyr_m[2];M_h_m[1];	M_co2_m[1];M_aclac_m[1];			
R_MAL0185	Acetolactate synthase	false	M_pyr_m[1];M_h_m[1];M_obut_m[1];	M_co2_m[1];M_abut_m[1];			
R_MAL0186	phosphatidylinositol 3-kinase	false	M_atp_c[1];M_h_c[1];M_pins_c[1];	M_adp_c[1];M_pinsp_c[1];			
R_MAL0187	1-phosphatidylinositol 4-kinase	false	M_atp_c[1];M_h2o_c[1];M_pinsp_c[1];	M_adp_c[1];M_pi_c[1];M_pins4p_c[1];			
R_MAL0188	1-phosphatidylinositol-4-phosphate 5-kinase	false	M_atp_c[1];M_h_c[1];M_pins4p_c[1];	M_adp_c[1];M_d45pi_c[1];			
R_MAL0189	phosphatidylinositol bisphosphatase	false	M_h2o_c[1];M_1p1dmi34b_c[1];	M_h_c[1];M_pi_c[1];M_pinsp_c[1];			
R_MAL0190	aspartate carbamoyltransferase	true	M_h2o_c[1];M_ptpht_c[1];	M_h_c[1];M_pi_c[1];M_d45pi_c[1];			
R_MAL0191	phosphoinositide phospholipase C	true	M_h2o_c[1];M_d45pi_c[1];	M_h_c[1];M_tpi_c[1];M_dagly_c[1];			
R_MAL0192	inositol-3,4-bisphosphate 4-phosphatase	false	M_h_m[1];M_h2o_m[1];M_dmi34b_m[1];	M_pi_m[1];M_mi3p_m[1];			
R_MAL0193	1-phosphatidylinositol-3-phosphate 5-kinase	false	M_atp_c[1];M_h_c[1];M_pinsp_c[1];	M_adp_c[1];M_pyi35bp_c[1];			
R_MAL0194	myo-inositol-1(or 4)-monophosphatase	false	M_h_c[1];M_h2o_c[1];M_ip4_c[1];	M_pi_c[1];M_ins_c[1];			
R_MAL0195	inositol-phosphate phosphatase	false	M_h_c[1];M_h2o_c[1];M_mi3p_c[1];	M_pi_c[1];M_ins_c[1];			
R_MAL0196	CDP-diacylglycerol-inositol 3-phosphatidyltransferase	true	M_ins_c[1];M_cdpdg_c[1];	M_pins_c[1];M_cmp_c[1];			
R_MAL0197	myo-inositol-1-phosphate synthase	true	M_dg6p_c[1];	M_mi3p_c[1];			
R_MAL0198	inositol-pentakisphosphate 2-kinase	false	M_atp_c[1];M_i5p_c[1];	M_h_c[1];M_adp_c[1];M_i6p_c[1];			
R_MAL0199	MINPP1; multiple inositol-polyphosphate phosphatase	false	M_h_c[1];M_h2o_c[1];M_i3p_c[1];	M_pi_c[1];M_tpi_c[1];			
