ID	Name	Reversible	Reactants	Products	E.C.	Pathway
r_0083	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	false	s_0434__91__c__93__[1];s_0794__91__c__93__[1];s_1158__91__c__93__[1];	s_0318__91__c__93__[1];s_0394__91__c__93__[1];			
r_0084	5-formethyltetrahydrofolate cyclo-ligase	false	s_0319__91__c__93__[1];s_0434__91__c__93__[1];	s_0304__91__c__93__[1];s_0394__91__c__93__[1];s_1322__91__c__93__[1];			
r_0085	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	false	s_0323__91__c__93__[1];s_1012__91__c__93__[1];	s_1029__91__c__93__[1];s_1486__91__c__93__[1];			
r_0086	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	false	s_1423__91__c__93__[1];	s_0311__91__c__93__[1];s_0803__91__c__93__[1];			
r_0087	5-methylthioribose-1-phosphate isomerase	true	s_1422__91__c__93__[1];	s_1423__91__c__93__[1];			
r_0088	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	true	s_0318__91__c__93__[1];s_0794__91__c__93__[2];s_1322__91__c__93__[1];	s_0263__91__c__93__[1];s_0803__91__c__93__[1];			
r_0089	5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	true	s_0318__91__c__93__[1];s_0794__91__c__93__[2];s_1322__91__c__93__[1];	s_0309__91__c__93__[1];s_0803__91__c__93__[1];			
r_0090	6-phosphofructo-2-kinase	false	s_0434__91__c__93__[1];s_0557__91__c__93__[1];	s_0394__91__c__93__[1];s_0442__91__c__93__[1];s_0794__91__c__93__[1];			
r_0091	6-phosphogluconolactonase	false	s_0335__91__c__93__[1];s_0803__91__c__93__[1];	s_0340__91__c__93__[1];s_0794__91__c__93__[1];			
r_0092	6PP-IP5 depyrophosphorylation to IP6	true	s_0333__91__c__93__[1];s_0803__91__c__93__[1];	s_0794__91__c__93__[2];s_1158__91__c__93__[1];s_1322__91__c__93__[1];			
r_0093	6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	false	s_0333__91__c__93__[1];s_0434__91__c__93__[1];s_0794__91__c__93__[2];	s_0309__91__c__93__[1];s_0394__91__c__93__[1];s_0803__91__c__93__[1];			
r_0094	8-amino-7-oxononanoate synthase	false	s_0955__91__c__93__[1];s_1368__91__c__93__[1];	s_0352__91__c__93__[1];s_0456__91__c__93__[1];s_0529__91__c__93__[1];s_0794__91__c__93__[4];			
r_0095	acetaldehyde condensation	false	s_0359__91__c__93__[2];	s_0020__91__c__93__[1];			
r_0096	acetohydroxy acid isomeroreductase	false	s_0146__91__m__93__[1];s_0799__91__m__93__[1];s_1214__91__m__93__[1];	s_0016__91__m__93__[1];s_1210__91__m__93__[1];			
r_0097	acetolactate synthase	false	s_0799__91__m__93__[1];s_1401__91__m__93__[2];	s_0146__91__m__93__[1];s_0460__91__m__93__[1];			
r_0099	acetyl-CoA ACP transacylase	true	s_0376__91__m__93__[1];s_1845__91__m__93__[1];	s_0372__91__m__93__[1];s_0532__91__m__93__[1];			
r_0100	acetyl-CoA C-acyltransferase (palmitoyl-CoA)	false	s_0250__91__p__93__[1];s_0534__91__p__93__[1];	s_0378__91__p__93__[1];s_1305__91__p__93__[1];			
r_0101	acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	false	s_0243__91__p__93__[1];s_0534__91__p__93__[1];	s_0378__91__p__93__[1];s_1482__91__p__93__[1];			
r_0102	acetyl-CoA C-acyltransferase (myristoyl-CoA)	false	s_0253__91__p__93__[1];s_0534__91__p__93__[1];	s_0378__91__p__93__[1];s_1179__91__p__93__[1];			
r_0103	acetyl-CoA C-acetyltransferase	true	s_0373__91__c__93__[2];	s_0367__91__c__93__[1];s_0529__91__c__93__[1];			
r_0104	acetyl-CoA C-acetyltransferase	true	s_0376__91__m__93__[2];	s_0370__91__m__93__[1];s_0532__91__m__93__[1];			
r_0105	acetyl-CoA C-acyltransferase (lauroyl-CoA)	false	s_0257__91__p__93__[1];s_0534__91__p__93__[1];	s_0378__91__p__93__[1];s_1076__91__p__93__[1];			
r_0106	acetyl-CoA C-acyltransferase (octanoyl-CoA)	false	s_0239__91__p__93__[1];s_0534__91__p__93__[1];	s_0378__91__p__93__[1];s_1258__91__p__93__[1];			
r_0107	acetyl-CoA C-acyltransferase (decanoyl-CoA)	false	s_0247__91__p__93__[1];s_0534__91__p__93__[1];	s_0378__91__p__93__[1];s_0605__91__p__93__[1];			
r_0108	acetyl-Coa carboxylase	false	s_0376__91__m__93__[1];s_0437__91__m__93__[1];s_0447__91__m__93__[1];	s_0397__91__m__93__[1];s_0799__91__m__93__[1];s_1104__91__m__93__[1];s_1326__91__m__93__[1];			
r_0109	acetyl-CoA carboxylase, reaction	false	s_0373__91__c__93__[1];s_0434__91__c__93__[1];s_0445__91__c__93__[1];	s_0394__91__c__93__[1];s_0794__91__c__93__[1];s_1101__91__c__93__[1];s_1322__91__c__93__[1];			
r_0111	acetyl-CoA hydrolase	false	s_0376__91__m__93__[1];s_0807__91__m__93__[1];	s_0365__91__m__93__[1];s_0532__91__m__93__[1];s_0799__91__m__93__[1];			
r_0112	acetyl-CoA synthetase	false	s_0362__91__c__93__[1];s_0434__91__c__93__[1];s_0529__91__c__93__[1];	s_0373__91__c__93__[1];s_0423__91__c__93__[1];s_0633__91__c__93__[1];			
r_0113	acetyl-CoA synthetase	false	s_0365__91__m__93__[1];s_0437__91__m__93__[1];s_0532__91__m__93__[1];	s_0376__91__m__93__[1];s_0424__91__m__93__[1];s_0636__91__m__93__[1];			
r_0114	acetyl-CoA synthetase nuclear	false	s_0366__91__n__93__[1];s_0438__91__n__93__[1];s_0533__91__n__93__[1];	s_0377__91__n__93__[1];s_0425__91__n__93__[1];s_0637__91__n__93__[1];			
r_0115	acetylglutamate kinase	false	s_0437__91__m__93__[1];s_1192__91__m__93__[1];	s_0397__91__m__93__[1];s_1191__91__m__93__[1];			
r_0116	acid phosphatase (secreted)	false	s_0715__91__e__93__[1];s_0805__91__e__93__[1];	s_1324__91__e__93__[1];s_1406__91__e__93__[1];			
r_0117	aconitase	true	s_0174__91__m__93__[1];	s_0012__91__m__93__[1];			
r_0118	acteylornithine transaminase	false	s_0145__91__m__93__[1];s_0993__91__m__93__[1];	s_0182__91__m__93__[1];s_1182__91__m__93__[1];			
r_0119	acyl carrier protein synthase	false	s_0532__91__m__93__[1];s_0807__91__m__93__[1];	s_0392__91__m__93__[1];s_0799__91__m__93__[2];s_1308__91__m__93__[1];			
r_0120	acyl-CoA oxidase (decanoyl-CoA)	false	s_0605__91__p__93__[1];s_1279__91__p__93__[1];	s_0840__91__p__93__[1];s_1507__91__p__93__[1];			
r_0121	acyl-CoA oxidase (dodecanoyl-CoA)	false	s_1076__91__p__93__[1];s_1279__91__p__93__[1];	s_0840__91__p__93__[1];s_1510__91__p__93__[1];			
r_0122	acyl-CoA oxidase (hexacosanoyl-CoA)	false	s_0819__91__p__93__[1];s_1279__91__p__93__[1];	s_0840__91__p__93__[1];s_1513__91__p__93__[1];			
r_0123	acyl-CoA oxidase (hexadecanoyl-CoA)	false	s_1279__91__p__93__[1];s_1305__91__p__93__[1];	s_0823__91__p__93__[1];s_0840__91__p__93__[1];			
r_0124	acyl-CoA oxidase (octadecanoyl-CoA)	false	s_1279__91__p__93__[1];s_1457__91__p__93__[1];	s_0840__91__p__93__[1];s_1516__91__p__93__[1];			
r_0125	acyl-CoA oxidase (tetradecanoyl-CoA)	false	s_1179__91__p__93__[1];s_1279__91__p__93__[1];	s_0840__91__p__93__[1];s_1519__91__p__93__[1];			
r_0126	acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane	true	s_2821__91__erm__93__[1];s_3432__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3433__91__erm__93__[1];			
r_0127	acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane	true	s_2821__91__erm__93__[1];s_3441__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3442__91__erm__93__[1];			
r_0128	acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane	true	s_2821__91__erm__93__[1];s_3435__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3436__91__erm__93__[1];			
r_0129	acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane	true	s_2821__91__erm__93__[1];s_3438__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3439__91__erm__93__[1];			
r_0130	acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane	true	s_2821__91__erm__93__[1];s_3444__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3445__91__erm__93__[1];			
r_0131	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane	true	s_2819__91__erm__93__[1];s_3432__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3434__91__erm__93__[1];			
r_0132	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane	true	s_2819__91__erm__93__[1];s_3441__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3443__91__erm__93__[1];			
r_0133	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane	true	s_2819__91__erm__93__[1];s_3435__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3437__91__erm__93__[1];			
r_0134	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane	true	s_2819__91__erm__93__[1];s_3438__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3440__91__erm__93__[1];			
r_0135	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane	true	s_2819__91__erm__93__[1];s_3444__91__erm__93__[1];	s_2785__91__erm__93__[1];s_3446__91__erm__93__[1];			
r_0137	acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3	true	s_0329__91__er__93__[1];s_1303__91__er__93__[1];	s_0330__91__er__93__[1];s_0530__91__er__93__[1];			
r_0138	adenine deaminase	false	s_0383__91__c__93__[1];s_0794__91__c__93__[1];s_0803__91__c__93__[1];	s_0419__91__c__93__[1];s_0843__91__c__93__[1];			
r_0139	adenine phosphoribosyltransferase	false	s_0383__91__c__93__[1];s_1386__91__c__93__[1];	s_0423__91__c__93__[1];s_0633__91__c__93__[1];			
r_0140	adenosine deaminase	false	s_0386__91__c__93__[1];s_0794__91__c__93__[1];s_0803__91__c__93__[1];	s_0419__91__c__93__[1];s_0856__91__c__93__[1];			
r_0142	adenosine kinase	false	s_0386__91__c__93__[1];s_0434__91__c__93__[1];	s_0394__91__c__93__[1];s_0423__91__c__93__[1];s_0794__91__c__93__[1];			
r_0143	adenosine monophosphate deaminase	false	s_0423__91__c__93__[1];s_0794__91__c__93__[1];s_0803__91__c__93__[1];	s_0419__91__c__93__[1];s_0849__91__c__93__[1];			
r_0144	adenosylhomocysteinase	false	s_0803__91__c__93__[1];s_1413__91__c__93__[1];	s_0386__91__c__93__[1];s_1012__91__c__93__[1];			
r_0145	adenosylmethionine decarboxylase	false	s_0794__91__c__93__[1];s_1416__91__c__93__[1];	s_0456__91__c__93__[1];s_1420__91__c__93__[1];			
r_0146	adenosylmethionine-8-amino-7-oxononanoate transaminase	true	s_0352__91__c__93__[1];s_1416__91__c__93__[1];	s_0341__91__c__93__[1];s_1412__91__c__93__[1];			
r_0147	adenylate cyclase	false	s_0434__91__c__93__[1];	s_0192__91__c__93__[1];s_0633__91__c__93__[1];			
r_0148	adenylate kinase	false	s_0423__91__c__93__[1];s_0434__91__c__93__[1];	s_0394__91__c__93__[2];			
r_0149	adenylate kinase	false	s_0424__91__m__93__[1];s_0437__91__m__93__[1];	s_0397__91__m__93__[2];			
r_0150	adenylate kinase (GTP)	true	s_0424__91__m__93__[1];s_0786__91__m__93__[1];	s_0397__91__m__93__[1];s_0741__91__m__93__[1];			
r_0151	adenylosuccinate lyase (AICAR)	false	s_0299__91__c__93__[1];	s_0403__91__c__93__[1];s_0725__91__c__93__[1];			
r_0152	adenylosuccinate lyase	true	s_0393__91__c__93__[1];	s_0423__91__c__93__[1];s_0725__91__c__93__[1];			
r_0153	adenylosuccinate synthase	false	s_0785__91__c__93__[1];s_0849__91__c__93__[1];s_0973__91__c__93__[1];	s_0393__91__c__93__[1];s_0739__91__c__93__[1];s_0794__91__c__93__[2];s_1322__91__c__93__[1];			
r_0154	adenylyl-sulfate kinase	false	s_0298__91__c__93__[1];s_0434__91__c__93__[1];	s_0201__91__c__93__[1];s_0394__91__c__93__[1];s_0794__91__c__93__[1];			
r_0155	ADP-ribose 2,3-cyclic phosphodiesterase	false	s_0131__91__c__93__[1];s_0794__91__c__93__[1];s_0803__91__c__93__[1];	s_0389__91__c__93__[1];			
r_0156	alanine glyoxylate aminotransferase	false	s_0779__91__c__93__[1];s_0955__91__c__93__[1];	s_1003__91__c__93__[1];s_1399__91__c__93__[1];			
r_0157	alanyl-tRNA synthetase	false	s_0434__91__c__93__[1];s_0955__91__c__93__[1];s_1582__91__c__93__[1];	s_0404__91__c__93__[1];s_0423__91__c__93__[1];s_0633__91__c__93__[1];			
r_0158	alcohol acetyltransferase (2-methylbutanol)	false	s_0169__91__c__93__[1];s_0373__91__c__93__[1];	s_0172__91__c__93__[1];s_0529__91__c__93__[1];			
r_0159	alcohol acetyltransferase (ethanol)	false	s_0373__91__c__93__[1];s_0680__91__c__93__[1];	s_0529__91__c__93__[1];s_0685__91__c__93__[1];			
r_0160	alcohol acetyltransferase (isoamyl alcohol)	false	s_0373__91__c__93__[1];s_0929__91__c__93__[1];	s_0529__91__c__93__[1];s_0927__91__c__93__[1];			
r_0161	alcohol acetyltransferase (isobutyl alcohol)	false	s_0373__91__c__93__[1];s_0932__91__c__93__[1];	s_0529__91__c__93__[1];s_0935__91__c__93__[1];			
r_0162	alcohol acetyltransferase (phenylethanol alcohol)	false	s_0185__91__c__93__[1];s_0373__91__c__93__[1];	s_0529__91__c__93__[1];s_1316__91__c__93__[1];			
r_0163	alcohol dehydrogenase (ethanol to acetaldehyde)	false	s_0680__91__c__93__[1];s_1198__91__c__93__[1];	s_0359__91__c__93__[1];s_0794__91__c__93__[1];s_1203__91__c__93__[1];			
r_0164	alcohol dehydrogenase (glycerol, NADP)	false	s_0570__91__c__93__[1];s_0794__91__c__93__[1];s_1212__91__c__93__[1];	s_0765__91__c__93__[1];s_1207__91__c__93__[1];			
r_0165	mitochondrial alcohol dehydrogenase	false	s_0361__91__m__93__[1];s_0799__91__m__93__[1];s_1205__91__m__93__[1];	s_0682__91__m__93__[1];s_1200__91__m__93__[1];			
r_0166	aldehyde dehydrogenase (2-methylbutanol, NAD)	false	s_0166__91__c__93__[1];s_0794__91__c__93__[1];s_1203__91__c__93__[1];	s_0169__91__c__93__[1];s_1198__91__c__93__[1];			
r_0167	aldehyde dehydrogenase (2-methylbutanol, NAD)	false	s_0168__91__m__93__[1];s_0799__91__m__93__[1];s_1205__91__m__93__[1];	s_0171__91__m__93__[1];s_1200__91__m__93__[1];			
r_0168	aldehyde dehydrogenase (2-methylbutanol, NADP)	false	s_0166__91__c__93__[1];s_0794__91__c__93__[1];s_1212__91__c__93__[1];	s_0169__91__c__93__[1];s_1207__91__c__93__[1];			
r_0169	aldehyde dehydrogenase (2-phenylethanol, NAD)	false	s_0794__91__c__93__[1];s_1203__91__c__93__[1];s_1318__91__c__93__[1];	s_0185__91__c__93__[1];s_1198__91__c__93__[1];			
