ID	NAMES	EQUATION
00034	R03026_C3__((S)-3-Hydroxybutanoyl-CoA<=>Crotonoyl-CoA+H2O)	00081[0] => 00013[0] 00082[0]
00035	T00120_907_C4__(1.0HCO3-(MITO)=>1.0HCO3-(CYTO))	00083[0] => 00084[1]
00036	T02699_0_0_907_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Arginine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Arginine(CYTO))	00012[0] 00013[0] 00085[1] => 00015[0] 00016[0] 00086[0]
00037	T02699_0_0_906_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Valine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Valine(CYTO))	00012[0] 00013[0] 00087[1] => 00015[0] 00016[0] 00088[0]
00038	R06866_C4__(3-Hexaprenyl-4-hydroxy-5-methoxybenzoate<=>2-Hexaprenyl-6-methoxyphenol+CO2)	00090[0] => 00089[0] 00091[0]
00039	T02578_0_0_901_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Threonine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Threonine(EXTR))	00012[0] 00013[0] 00056[0] => 00015[0] 00016[0] 00055[1]
00040	R06941_C3__((3S)-3-Hydroxyadipyl-CoA+NAD+<=>3-Oxoadipyl-CoA+NADH+H+)	00037[0] 00093[0] => 00092[0] 00039[0] 00041[0]
00041	T00016_2403_C4__(1.03-Methyl-2-oxobutanoicacid(MITO)<=>1.03-Methyl-2-oxobutanoicacid(CYTO))	00094[0] => 00095[1]
00042	R01993_C3__((S)-Dihydroorotate+H2O<=>N-Carbamoyl-L-aspartate)	00097[0] 00013[0] => 00096[0]
00043	T00896_C7__(1.0Glycine(EXTR)+1.0H+(EXTR)=>1.0Glycine(CYTO)+1.0H+(CYTO))	00027[0] 00098[0] => 00026[1] 00041[1]
00044	T02578_0_0_900_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Methionine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Methionine(EXTR))	00012[0] 00013[0] 00058[0] => 00015[0] 00016[0] 00057[1]
00045	R07168_C3__(5-Methyltetrahydrofolate+NAD+<=>5,10-Methylenetetrahydrofolate+NADH+H+)	00100[0] 00037[0] => 00099[0] 00039[0] 00041[0]
00046	R06261_C3__(DolichylphosphateD-mannose+G10597<=>Dolichylphosphate+G00007)	00102[0] 00103[0] => 00101[0] 00029[0]
00047	T02578_0_0_908_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Succinate(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Succinate(EXTR))	00012[0] 00013[0] 00080[0] => 00015[0] 00016[0] 00079[1]
00048	T02578_0_0_906_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Valine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Valine(EXTR))	00012[0] 00013[0] 00088[0] => 00015[0] 00016[0] 00087[1]
00049	T02578_0_0_907_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Arginine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Arginine(EXTR))	00012[0] 00013[0] 00086[0] => 00015[0] 00016[0] 00085[1]
00050	R01494_C3__(N-Acylsphingosine+H2O=>Fattyacid+Sphingosine)	00013[0] 00105[0] => 00104[0] 00106[0]
00051	R00084_C4__(4Porphobilinogen+H2O=>Hydroxymethylbilane+4NH3)	00107[0] (4) 00109[0] => 00108[0] (4) 00110[0]
00052	R00485_C3__(L-Asparagine+H2O=>L-Aspartate+NH3)	00013[0] 00111[0] => 00112[0] 00036[0]
00053	T00884_C7__(1.0H+(EXTR)+1.0L-Glutamine(EXTR)=>1.0H+(CYTO)+1.0L-Glutamine(CYTO))	00098[0] 00113[0] => 00041[1] 00114[1]
00054	T00882_C7__(1.0L-Asparagine(EXTR)+1.0H+(EXTR)=>1.0L-Asparagine(CYTO)+1.0H+(CYTO))	00115[0] 00098[0] => 00111[1] 00041[1]
00055	T01262_C4__(1.02-Oxoadipate(CYTO)+1.0H+(MITO)<=>1.02-Oxoadipate(MITO)+1.0H+(CYTO))	00116[0] 00006[1] => 00117[1] 00041[0]
00056	T02699_0_0_935_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0TamoxifenN-oxide(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0TamoxifenN-oxide(CYTO))	00012[0] 00013[0] 00064[1] => 00015[0] 00016[0] 00063[0]
00057	R10121_C3__(3-Hydroxypimeloyl-[acp]methylester<=>Enoylpimeloyl-[acp]methylester+H2O)	00119[0] => 00118[0] 00013[0]
00058	T00885_C7__(1.0L-Isoleucine(EXTR)+1.0H+(EXTR)=>1.0L-Isoleucine(CYTO)+1.0H+(CYTO))	00120[0] 00098[0] => 00121[1] 00041[1]
00059	T00886_C7__(1.0L-Leucine(EXTR)+1.0H+(EXTR)=>1.0L-Leucine(CYTO)+1.0H+(CYTO))	00122[0] 00098[0] => 00123[1] 00041[1]
00060	R04428_C3__((3R)-3-Hydroxybutanoyl-[acyl-carrierprotein]<=>But-2-enoyl-[acyl-carrierprotein]+H2O)	00124[0] => 00013[0] 00125[0]
00061	R03180_C3__(4-Guanidinobutanamide+H2O=>4-Guanidinobutanoate+NH3)	00013[0] 00126[0] => 00127[0] 00036[0]
00062	T00890_C7__(1.0L-Proline(EXTR)+1.0H+(EXTR)=>1.0L-Proline(CYTO)+1.0H+(CYTO))	00128[0] 00098[0] => 00129[1] 00041[1]
00063	R10117_C3__(3-Hydroxyglutaryl-[acp]methylester<=>Enoylglutaryl-[acp]methylester+H2O)	00131[0] => 00013[0] 00130[0]
00064	R07497_C8__(Fecosterol=>Episterol)	00133[0] => 00132[0]
00065	T00881_C7__(1.0L-Alanine(EXTR)+1.0H+(EXTR)=>1.0L-Alanine(CYTO)+1.0H+(CYTO))	00134[0] 00098[0] => 00135[1] 00041[1]
00066	R00842_C3__(Glyceronephosphate+NADH+H+=>sn-Glycerol3-phosphate+NAD+)	00018[0] 00039[0] 00041[0] => 00071[0] 00037[0]
00067	R02425_C3__((S)(+)-Allantoin+H2O<=>Allantoate)	00013[0] 00137[0] => 00136[0]
00068	R06518_C3__(Dihydroceramide+H2O=>Fattyacid+Sphinganine)	00013[0] 00138[0] => 00104[0] 00139[0]
00069	R06528_C3__(Phytoceramide+H2O=>Fattyacid+Phytosphingosine)	00013[0] 00141[0] => 00140[0] 00104[0]
00070	R06260_C3__(DolichylphosphateD-mannose+G10596<=>Dolichylphosphate+G10597)	00102[0] 00142[0] => 00029[0] 00103[0]
00071	T00131_100_C4__(1.0Hexadecenoyl-[acp](MITO)<=>1.0Hexadecenoyl-[acp](CYTO))	00143[0] => 00144[1]
00072	T00131_101_C4__(1.0Octadecanoyl-[acp](MITO)<=>1.0Octadecanoyl-[acp](CYTO))	00145[0] => 00146[1]
00073	T00131_102_C4__(1.0Decanoyl-[acp](MITO)<=>1.0Decanoyl-[acp](CYTO))	00147[0] => 00148[1]
00074	R04535_C4__((3R)-3-Hydroxydecanoyl-[acyl-carrierprotein]<=>trans-Dec-2-enoyl-[acp]+H2O)	00149[0] => 00107[0] 00150[0]
00075	R00102_C3__(NAD++H2O=>Nicotinamide+ADP-ribose+H+)	00013[0] 00037[0] => 00151[0] 00152[0] 00041[0]
00076	R04961_C4__(Decanoyl-[acp]+NAD+<=>trans-Dec-2-enoyl-[acp]+NADH+H+)	00153[0] 00004[0] => 00005[0] 00150[0] 00006[0]
00077	R04430_C3__(Butyryl-[acp]+NADP+<=>But-2-enoyl-[acyl-carrierprotein]+NADPH+H+)	00154[0] 00155[0] => 00156[0] 00125[0] 00041[0]
00078	K10255_ACP_C4__(Octadecenoyl-[acp]+Oxygen=>(9Z,12Z)-Octadecadienoyl-CoA+H2O)	00005[0] 00157[0] 00006[0] 00147[0] => (2) 00107[0] 00004[0] 00158[0]
00079	R00586_C3__(L-Serine+Acetyl-CoA=>O-Acetyl-L-serine+CoA)	00159[0] 00160[0] => 00161[0] 00070[0]
00080	R01773_C4__(L-Homoserine+NAD+<=>L-Aspartate4-semialdehyde+NADH+H+)	00162[0] 00004[0] => 00005[0] 00006[0] 00010[0]
00081	R01775_C3__(L-Homoserine+NADP+<=>L-Aspartate4-semialdehyde+NADPH+H+)	00163[0] 00154[0] => 00156[0] 00041[0] 00011[0]
00082	R06238_C3__(GDP-D-mannose+G00004<=>GDP+G00005)	00164[0] 00165[0] => 00166[0] 00167[0]
00083	R00005_C3__(Urea-1-carboxylate+H2O=>2CO2+2NH3)	00013[0] 00169[0] => (2) 00168[0] (2) 00036[0]
00084	R01773_C3__(L-Homoserine+NAD+<=>L-Aspartate4-semialdehyde+NADH+H+)	00163[0] 00037[0] => 00039[0] 00041[0] 00011[0]
00085	R03260_C3__(O-Succinyl-L-homoserine+L-Cysteine=>L-Cystathionine+Succinate)	00170[0] 00172[0] => 00171[0] 00080[0]
00086	R00341_C3__(ATP+Oxaloacetate=>ADP+Phosphoenolpyruvate+CO2)	00012[0] 00073[0] => 00053[0] 00168[0] 00016[0]
00087	R02317_C3__((S)-2,3,4,5-Tetrahydropyridine-2-carboxylate+H2O<=>L-2-Aminoadipate6-semialdehyde)	00013[0] 00173[0] => 00174[0]
00088	R04355_C4__(Acetyl-[acyl-carrierprotein]+Malonyl-[acyl-carrierprotein]=>Acetoacetyl-[acp]+CO2+Acyl-carrierprotein)	00175[0] 00177[0] => 00091[0] 00176[0] 00178[0]
00089	T01416_C7__(1.0Carnitine(EXTR)+1.0H+(EXTR)=>1.0Carnitine(CYTO)+1.0H+(CYTO))	00179[0] 00098[0] => 00180[1] 00041[1]
00090	R01775_C4__(L-Homoserine+NADP+<=>L-Aspartate4-semialdehyde+NADPH+H+)	00162[0] 00182[0] => 00181[0] 00006[0] 00010[0]
00091	T01470_C7__(1.0Ethanolamine(EXTR)+1.0H+(EXTR)<=>1.0Ethanolamine(CYTO)+1.0H+(CYTO))	00183[0] 00098[0] => 00184[1] 00041[1]
00092	R08162_C4__(Hexadecenoyl-[acyl-carrierprotein]+H2O=>Acyl-carrierprotein+(9Z)-Hexadecenoicacid)	00107[0] 00143[0] => 00185[0] 00176[0]
00093	R03370_C4__(Octadecanoyl-[acyl-carrierprotein]+Reducedacceptor+Oxygen=>Oleoyl-[acyl-carrierprotein]+Acceptor+2H2O)	00157[0] 00145[0] 00005[0] 00006[0] => (2) 00107[0] 00147[0] 00004[0]
00094	R08163_C4__(Octadecanoyl-[acyl-carrierprotein]+H2O=>Acyl-carrierprotein+Octadecanoicacid)	00107[0] 00145[0] => 00186[0] 00176[0]
00095	R03508_C3__(1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose5-phosphate=>Indoleglycerolphosphate+CO2+H2O)	00187[0] => 00013[0] 00168[0] 00188[0]
00096	R09038_C4__(Cardiolipin+H2O<=>Monolysocardiolipin+Fattyacid)	00107[0] 00190[0] => 00189[0] 00191[0]
00097	R01431_C3__(Xylitol+NADP+<=>D-Xylose+NADPH+H+)	00193[0] 00154[0] => 00192[0] 00156[0] 00041[0]
00098	R09477_C3__(Xylitol+NAD+<=>D-Xylose+NADH+H+)	00037[0] 00193[0] => 00192[0] 00039[0] 00041[0]
00099	T02699_0_0_2078_0_0_C7__(1.0ATP(CYTO)+1.0Phosphatidylcholine(EXTR)+1.0H2O(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Phosphatidylcholine(CYTO))	00012[0] 00194[1] 00013[0] => 00015[0] 00016[0] 00195[0]
00100	R08158_C3__(Decanoyl-[acp]+H2O=>Acyl-carrierprotein+Decanoicacid)	00013[0] 00196[0] => 00197[0] 00198[0]
00101	R04385_C4__(ATP+Holo-[carboxylase]+HCO3-<=>ADP+Orthophosphate+Carboxybiotin-carboxyl-carrierprotein)	00083[0] 00199[0] 00200[0] => 00201[0] 00202[0] 00203[0]
00102	R01624_C4__(Acetyl-CoA+Acyl-carrierprotein=>CoA+Acetyl-[acyl-carrierprotein])	00176[0] 00204[0] => 00175[0] 00205[0]
00103	T02578_0_0_1238_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0D-Sorbitol(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0D-Sorbitol(EXTR))	00012[0] 00013[0] 00206[0] => 00015[0] 00016[0] 00207[1]
00104	R03370_C3__(Octadecanoyl-[acyl-carrierprotein]+Reducedacceptor+Oxygen=>Oleoyl-[acyl-carrierprotein]+Acceptor+2H2O)	00208[0] 00146[0] 00039[0] 00041[0] => (2) 00013[0] 00148[0] 00037[0]
00105	R04386_C4__(Acetyl-CoA+Carboxybiotin-carboxyl-carrierprotein+H+<=>Malonyl-CoA+Holo-[carboxylase])	00202[0] 00006[0] 00160[1] => 00209[0] 00199[0]
00106	R00694_C3__(L-Phenylalanine+2-Oxoglutarate<=>Phenylpyruvate+L-Glutamate)	00210[0] 00212[0] => 00211[0] 00024[0]
00107	R03243_C3__(L-Histidinolphosphate+2-Oxoglutarate<=>3-(Imidazol-4-yl)-2-oxopropylphosphate+L-Glutamate)	00210[0] 00214[0] => 00024[0] 00213[0]
00108	R06264_C3__(DolichylD-glucosylphosphate+G10599<=>Dolichylphosphate+G00008)	00028[0] 00030[0] => 00215[0] 00029[0]
00109	R03223_C3__(H++2-Methyl-4-amino-5-hydroxymethylpyrimidinediphosphate+4-Methyl-5-(2-phosphoethyl)-thiazole=>Diphosphate+Thiaminmonophosphate)	00216[0] 00219[0] 00041[0] => 00217[0] 00218[0]
00110	R00177_C3__(ATP+L-Methionine+H2O=>Orthophosphate+Diphosphate+S-Adenosyl-L-methionine)	00013[0] 00058[0] 00012[0] => 00015[0] 00220[0] 00217[0]
00111	T00120_836_C4__(1.0Linoleate(MITO)=>1.0Linoleate(CYTO))	00221[0] => 00222[1]
00112	T02578_0_0_2494_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Tamoxifen(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Tamoxifen(EXTR))	00012[0] 00013[0] 00223[0] => 00015[0] 00016[0] 00224[1]
00113	T00016_1574_C4__(1.0alpha-Isopropylmalate(MITO)<=>1.0alpha-Isopropylmalate(CYTO))	00225[0] => 00226[1]
00114	T01261_C4__(1.0Orthophosphate(MITO)+1.0Succinate(CYTO)<=>1.0Orthophosphate(CYTO)+1.0Succinate(MITO))	00201[0] 00080[1] => 00015[1] 00227[0]
00115	R00734_C3__(L-Tyrosine+2-Oxoglutarate<=>3-(4-Hydroxyphenyl)pyruvate+L-Glutamate)	00210[0] 00229[0] => 00024[0] 00228[0]
00116	R00754_C3__(Acetaldehyde+NADH+H+<=>Ethanol+NAD+)	00039[0] 00041[0] 00230[0] => 00231[0] 00037[0]
00117	R00754_C4__(Acetaldehyde+NADH+H+<=>Ethanol+NAD+)	00005[0] 00006[0] 00232[0] => 00233[0] 00004[0]
00118	T02790_553_0_0_0_0_C7__(1.0Isopentenyldiphosphate(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Isopentenyldiphosphate(EXTR)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	00234[0] 00012[0] 00013[0] => 00235[1] 00015[0] 00016[0]
00119	T02578_0_0_1108_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0S-Adenosyl-L-methionine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0S-Adenosyl-L-methionine(EXTR))	00012[0] 00013[0] 00220[0] => 00015[0] 00016[0] 00236[1]
00120	R02569_C4__(Acetyl-CoA+EnzymeN6-(dihydrolipoyl)lysine<=>CoA+[Dihydrolipoyllysine-residueacetyltransferase]S-acetyldihydrolipoyllysine)	00204[0] 00238[0] => 00237[0] 00205[0]
00121	T02578_0_0_1110_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Adenosine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Adenosine(EXTR))	00012[0] 00013[0] 00239[0] => 00015[0] 00016[0] 00240[1]
00122	T02790_537_0_0_0_0_C7__(1.0Adipatesemialdehyde(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Adipatesemialdehyde(EXTR)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	00241[0] 00012[0] 00013[0] => 00242[1] 00015[0] 00016[0]
00123	R01132_C3__(IMP+Diphosphate=>Hypoxanthine+5-Phospho-alpha-D-ribose1-diphosphate)	00217[0] 00245[0] => 00243[0] 00244[0]
00124	T00831_23_0_C7__(1.01-Phosphatidyl-1D-myo-inositol3-phosphate(EXTR)+1.0H+(EXTR)<=>1.01-Phosphatidyl-1D-myo-inositol3-phosphate(CYTO)+1.0H+(CYTO))	00246[0] 00098[0] => 00247[1] 00041[1]
00125	T00831_1_0_C7__(1.01-Phosphatidyl-D-myo-inositol(EXTR)+1.0H+(EXTR)<=>1.01-Phosphatidyl-D-myo-inositol(CYTO)+1.0H+(CYTO))	00248[0] 00098[0] => 00249[1] 00041[1]
00126	T02578_0_0_2457_0_0_C7__(1.0AMP(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0AMP(EXTR))	00250[0] 00012[0] 00013[0] => 00015[0] 00016[0] 00251[1]
00127	T01487_C7__(1.0H+(CYTO)+1.0L-Glutamine(EXTR)<=>1.0H+(EXTR)+1.0L-Glutamine(CYTO))	00041[0] 00113[1] => 00098[1] 00114[0]
00128	R00190_C3__(AMP+Diphosphate=>Adenine+5-Phospho-alpha-D-ribose1-diphosphate)	00217[0] 00250[0] => 00243[0] 00252[0]
00129	R06259_C3__(DolichylphosphateD-mannose+G10595<=>Dolichylphosphate+G10596)	00102[0] 00253[0] => 00029[0] 00142[0]
00130	R06258_C3__(DolichylphosphateD-mannose+G00006<=>Dolichylphosphate+G10595)	00254[0] 00102[0] => 00253[0] 00029[0]
00131	T02578_0_0_2449_0_0_C7__(1.0ATP(CYTO)+1.0Nicotinamide(CYTO)+1.0H2O(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Nicotinamide(EXTR))	00012[0] 00151[0] 00013[0] => 00015[0] 00016[0] 00255[1]
00132	T01504_C7__(1.0H+(CYTO)+1.0L-Valine(EXTR)<=>1.0H+(EXTR)+1.0L-Valine(CYTO))	00041[0] 00087[1] => 00098[1] 00088[0]
00133	R01034_C3__(Glycerol+NAD+<=>Glycerone+NADH+H+)	00256[0] 00037[0] => 00019[0] 00039[0] 00041[0]
00134	R07396_C3__(4-Methylthio-2-oxobutanoicacid+L-Glutamate<=>L-Methionine+2-Oxoglutarate)	00024[0] 00257[0] => 00058[0] 00210[0]
00135	R00066_C3__(26,7-Dimethyl-8-(D-ribityl)lumazine=>Riboflavin+5-Amino-6-(1-D-ribitylamino)uracil)	(2) 00258[0] => 00259[0] 00020[0]
00136	R01090_C3__(L-Leucine+2-Oxoglutarate<=>4-Methyl-2-oxopentanoate+L-Glutamate)	00210[0] 00123[0] => 00023[0] 00024[0]
00137	R04880_C3__(3,4-Dihydroxyphenylethyleneglycol+NAD+<=>3,4-Dihydroxymandelaldehyde+NADH+H+)	00037[0] 00261[0] => 00260[0] 00039[0] 00041[0]
00138	R01214_C3__(L-Valine+2-Oxoglutarate<=>3-Methyl-2-oxobutanoicacid+L-Glutamate)	00210[0] 00088[0] => 00095[0] 00024[0]
00139	T02578_0_0_2446_0_0_C7__(1.0L-Proline(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Orthophosphate(CYTO)+1.0L-Proline(EXTR)+1.0ADP(CYTO))	00129[0] 00012[0] 00013[0] => 00015[0] 00128[1] 00016[0]
00140	R05553_C3__(4-Amino-4-deoxychorismate=>4-Aminobenzoate+Pyruvate)	00262[0] => 00263[0] 00264[0]
00141	R04805_C3__(3alpha,7alpha,26-Trihydroxy-5beta-cholestane+NAD+<=>3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al+NADH+H+)	00265[0] 00037[0] => 00039[0] 00041[0] 00266[0]
00142	R08557_C3__(Choline+NAD+<=>Betainealdehyde+NADH+H+)	00037[0] 00268[0] => 00039[0] 00267[0] 00041[0]
00143	T00131_88_C4__(1.0Octanoyl-[acp](MITO)<=>1.0Octanoyl-[acp](CYTO))	00269[0] => 00270[1]
