ID	NAMES	KEGG	COMPARTMENT	MATCH	MODELSEED	MS NAMES
00052	C04691_2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate_C7H13O10P	C04691	C_00003	Y	cpd02857	DAHP
00053	C00074_Phosphoenolpyruvate_C3H5O6P	C00074	C_00003	Y	cpd00061	Phosphoenolpyruvate
00054	C00279_D-Erythrose 4-phosphate_C4H9O7P	C00279	C_00003	Y	cpd00236	D-Erythrose4-phosphate
00055	C00188_L-Threonine_C4H9NO3	C00188	C_00001	Y	cpd00161	L-Threonine
00056	C00188_L-Threonine_C4H9NO3	C00188	C_00003	Y	cpd00161	L-Threonine
00057	C00073_L-Methionine_C5H11NO2S	C00073	C_00001	Y	cpd00060	L-Methionine
00058	C00073_L-Methionine_C5H11NO2S	C00073	C_00003	Y	cpd00060	L-Methionine
00059	C00311_Isocitrate_C6H8O7	C00311	C_00002	Y	cpd00260	Isocitrate
00060	C00311_Isocitrate_C6H8O7	C00311	C_00003	Y	cpd00260	Isocitrate
00061	C11713_2-Naphthol_C10H8O	C11713	C_00001	Y	cpd08523	2-Naphthol
00062	C11713_2-Naphthol_C10H8O	C11713	C_00003	Y	cpd08523	2-Naphthol
00063	C16545_Tamoxifen N-oxide_C26H29NO2	C16545	C_00003	Y	cpd16359	Tamoxifen N-oxide
00064	C16545_Tamoxifen N-oxide_C26H29NO2	C16545	C_00001	Y	cpd16359	Tamoxifen N-oxide
00065	C00327_L-Citrulline_C6H13N3O3	C00327	C_00001	Y	cpd00274	Citrulline
00066	C00327_L-Citrulline_C6H13N3O3	C00327	C_00003	Y	cpd00274	Citrulline
00067	C03428_Presqualene diphosphate_C30H52O7P2	C03428	C_00003	Y	cpd02169	Presqualene diphosphate
00068	C03428_Presqualene diphosphate_C30H52O7P2	C03428	C_00001	Y	cpd02169	Presqualene diphosphate
00069	C00040_Acyl-CoA_C22H35N7O17P3SR	C00040	C_00003	Y	cpd11611	Acyl-CoA
00070	C00010_CoA_C21H36N7O16P3S	C00010	C_00003	Y	cpd00010	CoA
00071	C00093_sn-Glycerol 3-phosphate_C3H9O6P	C00093	C_00003	Y	cpd00080	Glycerol-3-phosphate
00072	C00681_1-Acyl-sn-glycerol 3-phosphate_C4H8O7PR	C00681	C_00003	Y	cpd00517	1-Acyl-sn-glycerol 3-phosphate
00073	C00036_Oxaloacetate_C4H4O5	C00036	C_00003	Y	cpd00032	Oxaloacetate
00074	C00036_Oxaloacetate_C4H4O5	C00036	C_00002	Y	cpd00032	Oxaloacetate
00075	C00966_2-Dehydropantoate_C6H10O4	C00966	C_00002	Y	cpd00712	2-Dehydropantoate
00076	C00966_2-Dehydropantoate_C6H10O4	C00966	C_00003	Y	cpd00712	2-Dehydropantoate
00077	C00135_L-Histidine_C6H9N3O2	C00135	C_00001	Y	cpd00119	L-Histidine
00078	C00135_L-Histidine_C6H9N3O2	C00135	C_00003	Y	cpd00119	L-Histidine
00079	C00042_Succinate_C4H6O4	C00042	C_00001	Y	cpd00036	Succinate
00080	C00042_Succinate_C4H6O4	C00042	C_00003	Y	cpd00036	Succinate
00081	C01144_(S)-3-Hydroxybutanoyl-CoA_C25H42N7O18P3S	C01144	C_00003	Y	cpd00842	(S)-3-Hydroxybutyryl-CoA
00082	C00877_Crotonoyl-CoA_C25H40N7O17P3S	C00877	C_00003	Y	cpd00650	Crotonyl-CoA
00083	C00288_HCO3-_HCO3	C00288	C_00002	Y	cpd00242	H2CO3
00084	C00288_HCO3-_HCO3	C00288	C_00003	Y	cpd00242	H2CO3
00085	C00062_L-Arginine_C6H14N4O2	C00062	C_00001	Y	cpd00051	L-Arginine
00086	C00062_L-Arginine_C6H14N4O2	C00062	C_00003	Y	cpd00051	L-Arginine
00087	C00183_L-Valine_C5H11NO2	C00183	C_00001	Y	cpd00156	L-Valine
00088	C00183_L-Valine_C5H11NO2	C00183	C_00003	Y	cpd00156	L-Valine
00089	C05802_2-Hexaprenyl-6-methoxyphenol_C37H56O2	C05802	C_00002	Y	cpd03439	2-Hexaprenyl-6-methoxyphenol
00090	C05313_3-Hexaprenyl-4-hydroxy-5-methoxybenzoate_C38H56O4	C05313	C_00002	Y	cpd03151	3-Hexaprenyl-4-hydroxy-5-methoxybenzoate
00091	C00011_CO2_CO2	C00011	C_00002	Y	cpd00011	CO2
00092	C02232_3-Oxoadipyl-CoA_C27H42N7O20P3S	C02232	C_00003	Y	cpd01507	3-Oxoadipyl-CoA
00093	C14145_(3S)-3-Hydroxyadipyl-CoA_C27H44N7O20P3S	C14145	C_00003	Y	cpd09844	(3S)-3-Hydroxyadipyl-CoA
00094	C00141_3-Methyl-2-oxobutanoic acid_C5H8O3	C00141	C_00002	Y	cpd00123	3-Methyl-2-oxobutanoate
00095	C00141_3-Methyl-2-oxobutanoic acid_C5H8O3	C00141	C_00003	Y	cpd00123	3-Methyl-2-oxobutanoate
00096	C00438_N-Carbamoyl-L-aspartate_C5H8N2O5	C00438	C_00003	Y	cpd00343	N-Carbamoyl-L-aspartate
00097	C00337_(S)-Dihydroorotate_C5H6N2O4	C00337	C_00003	Y	cpd00282	S-Dihydroorotate
00098	C00080_H+_H	C00080	C_00001	Y	cpd00067	H+
00099	C00143_5,10-Methylenetetrahydrofolate_C20H23N7O6	C00143	C_00003	Y	cpd00125	5-10-Methylenetetrahydrofolate
00100	C00440_5-Methyltetrahydrofolate_C20H25N7O6	C00440	C_00003	Y	cpd00345	5-Methyltetrahydrofolate
00101	G00007	G00007	C_00003	Y	cpd21504	(GlcNAc)2(Man)9(PP-Dol)1
00102	G10617_Dolichyl phosphate D-mannose	G10617	C_00003	Y	cpd12407	Dolichyl phosphate D-mannose
00103	G10597	G10597	C_00003	Y	cpd21697	(GlcNAc)2(Man)8(PP-Dol)1
00104	C00162_Fatty acid_CHO2R	C00162	C_00003	Y	cpd19000	Fatty acid
00105	C00195_N-Acylsphingosine_C19H36NO3R	C00195	C_00003	Y	cpd00167	Ceramide
00106	C00319_Sphingosine_C18H37NO2	C00319	C_00003	Y	cpd00267	Sphingoid
00107	C00001_H2O_H2O	C00001	C_00002	Y	cpd00001	H2O
00108	C01024_Hydroxymethylbilane_C40H46N4O17	C01024	C_00002	Y	cpd00755	Hydroxymethylbilane
00109	C00931_Porphobilinogen_C10H14N2O4	C00931	C_00002	Y	cpd00689	Porphobilinogen
00110	C00014_NH3_NH3	C00014	C_00002	Y	cpd00013	NH3
00111	C00152_L-Asparagine_C4H8N2O3	C00152	C_00003	Y	cpd00132	L-Asparagine
00112	C00049_L-Aspartate_C4H7NO4	C00049	C_00003	Y	cpd00041	L-Aspartate
00113	C00064_L-Glutamine_C5H10N2O3	C00064	C_00001	Y	cpd00053	L-Glutamine
00114	C00064_L-Glutamine_C5H10N2O3	C00064	C_00003	Y	cpd00053	L-Glutamine
00115	C00152_L-Asparagine_C4H8N2O3	C00152	C_00001	Y	cpd00132	L-Asparagine
00116	C00322_2-Oxoadipate_C6H8O5	C00322	C_00003	Y	cpd00269	2-Oxoadipate
00117	C00322_2-Oxoadipate_C6H8O5	C00322	C_00002	Y	cpd00269	2-Oxoadipate
00118	C20378_Enoylpimeloyl-[acp] methyl ester_C8H11O3SR	C20378	C_00003	Y	cpd31068	Enoylpimeloyl-[acp] methyl ester
00119	C20377_3-Hydroxypimeloyl-[acp] methyl ester_C8H13O4SR	C20377	C_00003	Y	cpd31067	3-Hydroxypimeloyl-[acp] methyl ester
00120	C00407_L-Isoleucine_C6H13NO2	C00407	C_00001	Y	cpd00322	L-Isoleucine
00121	C00407_L-Isoleucine_C6H13NO2	C00407	C_00003	Y	cpd00322	L-Isoleucine
00122	C00123_L-Leucine_C6H13NO2	C00123	C_00001	Y	cpd00107	L-Leucine
00123	C00123_L-Leucine_C6H13NO2	C00123	C_00003	Y	cpd00107	L-Leucine
00124	C04618_(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]_C4H7O2SR	C04618	C_00003	Y	cpd11478	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]
00125	C04246_But-2-enoyl-[acyl-carrier protein]_C4H5OSR	C04246	C_00003	Y	cpd11465	But-2-enoyl-[acyl-carrier protein]
00126	C03078_4-Guanidinobutanamide_C5H12N4O	C03078	C_00003	Y	cpd01973	4-Guanidinobutanamide
00127	C01035_4-Guanidinobutanoate_C5H11N3O2	C01035	C_00003	Y	cpd00762	4-Guanidinobutanoate
00128	C00148_L-Proline_C5H9NO2	C00148	C_00001	Y	cpd00129	L-Proline
00129	C00148_L-Proline_C5H9NO2	C00148	C_00003	Y	cpd00129	L-Proline
00130	C20374_Enoylglutaryl-[acp] methyl ester_C6H7O3SR	C20374	C_00003	Y	cpd31064	Enoylglutaryl-[acp] methyl ester
00131	C20373_3-Hydroxyglutaryl-[acp] methyl ester_C6H9O4SR	C20373	C_00003	Y	cpd31063	3-Hydroxyglutaryl-[acp] methyl ester
00132	C15777_Episterol_C28H46O	C15777	C_00005	Y	cpd14514	Episterol
00133	C04525_Fecosterol_C28H46O	C04525	C_00005	Y	cpd02755	Fecosterol
00134	C00041_L-Alanine_C3H7NO2	C00041	C_00001	Y	cpd00035	L-Alanine
00135	C00041_L-Alanine_C3H7NO2	C00041	C_00003	Y	cpd00035	L-Alanine
00136	C00499_Allantoate_C4H8N4O4	C00499	C_00003	Y	cpd00388	Allantoate
00137	C02350_(S)(+)-Allantoin_C4H6N4O3	C02350	C_00003	Y	cpd19020	(S)(+)-Allantoin
00138	C12126_Dihydroceramide_C19H38NO3R	C12126	C_00003	Y	cpd08908	Dihydroceramide
00139	C00836_Sphinganine_C18H39NO2	C00836	C_00003	Y	cpd00623	Sphinganine
00140	C12144_Phytosphingosine_C18H39NO3	C12144	C_00003	Y	cpd08926	Phytosphingosine
00141	C12145_Phytoceramide_C19H38NO4R	C12145	C_00003	Y	cpd08927	Ceramide II
00142	G10596	G10596	C_00003	Y	cpd21696	(GlcNAc)2(Man)7(PP-Dol)1
00143	C16520_Hexadecenoyl-[acyl-carrier protein]_C16H29OSR	C16520	C_00002	Y	cpd16235	hexadecenoyl-[acyl-carrier protein]
00144	C16520_Hexadecenoyl-[acyl-carrier protein]_C16H29OSR	C16520	C_00003	Y	cpd16235	hexadecenoyl-[acyl-carrier protein]
00145	C04088_Octadecanoyl-[acyl-carrier protein]_C18H35OSR	C04088	C_00002	Y	cpd12458	Stearoyl-[acyl-carrier protein]
00146	C04088_Octadecanoyl-[acyl-carrier protein]_C18H35OSR	C04088	C_00003	Y	cpd12458	Stearoyl-[acyl-carrier protein]
00147	C01203_Oleoyl-[acyl-carrier protein]_C18H33OSR	C01203	C_00002	Y	cpd11825	Octadecenoyl-ACP
00148	C01203_Oleoyl-[acyl-carrier protein]_C18H33OSR	C01203	C_00003	Y	cpd11825	Octadecenoyl-ACP
00149	C04619_(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]_C10H19O2SR	C04619	C_00002	Y	cpd11482	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
00150	C05754_trans-Dec-2-enoyl-[acp]_C10H17OSR	C05754	C_00002	Y	cpd11475	(2E)-Decenoyl-[acp]
00151	C00153_Nicotinamide_C6H6N2O	C00153	C_00003	Y	cpd00133	Nicotinamide
00152	C00301_ADP-ribose_C15H23N5O14P2	C00301	C_00003	Y	cpd00251	ADPribose
00153	C05755_Decanoyl-[acp]_C10H19OSR	C05755	C_00002	Y	cpd11474	Decanoyl-ACP
00154	C00006_NADP+_C21H29N7O17P3	C00006	C_00003	Y	cpd00006	NADP
00155	C05745_Butyryl-[acp]_C4H7OSR	C05745	C_00003	Y	cpd11464	Butyryl-ACP
00156	C00005_NADPH_C21H30N7O17P3	C00005	C_00003	Y	cpd00005	NADPH
00157	C00007_Oxygen_O2	C00007	C_00002	Y	cpd00007	O2
00158	C16160_Linoleoyl-[acyl-carrier protein]_C18H31OSR	C16160	C_00002	Y	cpd14881	Linoleoyl-ACP
00159	C00065_L-Serine_C3H7NO3	C00065	C_00003	Y	cpd00054	L-Serine
00160	C00024_Acetyl-CoA_C23H38N7O17P3S	C00024	C_00003	Y	cpd00022	Acetyl-CoA
00161	C00979_O-Acetyl-L-serine_C5H9NO4	C00979	C_00003	Y	cpd00722	O-Acetyl-L-serine
00162	C00263_L-Homoserine_C4H9NO3	C00263	C_00002	Y	cpd00227	L-Homoserine
00163	C00263_L-Homoserine_C4H9NO3	C00263	C_00003	Y	cpd00227	L-Homoserine
00164	G10614_GDP-D-mannose	G10614	C_00003	Y	cpd00083	GDP-mannose
00165	G00004	G00004	C_00003	Y	cpd21501	(GlcNAc)2(Man)2(PP-Dol)1
00166	G10620_GDP	G10620	C_00003	Y	cpd00031	GDP
00167	G00005	G00005	C_00003	Y	cpd21502	(GlcNAc)2(Man)3(PP-Dol)1
00168	C00011_CO2_CO2	C00011	C_00003	Y	cpd00011	CO2
00169	C01010_Urea-1-carboxylate_C2H4N2O3	C01010	C_00003	Y	cpd00742	Allophanate
00170	C00097_L-Cysteine_C3H7NO2S	C00097	C_00003	Y	cpd00084	L-Cysteine
00171	C02291_L-Cystathionine_C7H14N2O4S	C02291	C_00003	Y	cpd19019	L-Cystathionine
00172	C01118_O-Succinyl-L-homoserine_C8H13NO6	C01118	C_00003	Y	cpd00822	O-Succinyl-L-homoserine
00173	C00450_(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate_C6H9NO2	C00450	C_00003	Y	cpd00352	delta1-Piperideine-6-L-carboxylate
00174	C04076_L-2-Aminoadipate 6-semialdehyde_C6H11NO3	C04076	C_00003	Y	cpd01046	Allysine
00175	C03939_Acetyl-[acyl-carrier protein]_C2H3OSR	C03939	C_00002	Y	cpd11494	Acetyl-ACP
00176	C00229_Acyl-carrier protein_HSR	C00229	C_00002	Y	cpd11493	ACP
00177	C01209_Malonyl-[acyl-carrier protein]_C3H3O3SR	C01209	C_00002	Y	cpd11492	Malonyl-acyl-carrierprotein-
00178	C05744_Acetoacetyl-[acp]_C4H5O2SR	C05744	C_00002	Y	cpd11488	Acetoacetyl-ACP
00179	C00487_Carnitine_C7H16NO3	C00487	C_00001	Y	cpd19003	Carnitine
00180	C00487_Carnitine_C7H16NO3	C00487	C_00003	Y	cpd19003	Carnitine
00181	C00005_NADPH_C21H30N7O17P3	C00005	C_00002	Y	cpd00005	NADPH
00182	C00006_NADP+_C21H29N7O17P3	C00006	C_00002	Y	cpd00006	NADP
00183	C00189_Ethanolamine_C2H7NO	C00189	C_00001	Y	cpd00162	Aminoethanol
00184	C00189_Ethanolamine_C2H7NO	C00189	C_00003	Y	cpd00162	Aminoethanol
00185	C08362_(9Z)-Hexadecenoic acid_C16H30O2	C08362	C_00002	Y	cpd05274	Palmitoleic acid
00186	C01530_Octadecanoic acid_C18H36O2	C01530	C_00002	Y	cpd01080	ocdca
00187	C01302_1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate_C12H16NO9P	C01302	C_00003	Y	cpd00956	1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate
00188	C03506_Indoleglycerol phosphate_C11H14NO6P	C03506	C_00003	Y	cpd02210	Indoleglycerol phosphate
00189	C00162_Fatty acid_CHO2R	C00162	C_00002	Y	cpd19000	Fatty acid
00190	C05980_Cardiolipin_C13H18O17P2R4	C05980	C_00002	Y	cpd12801	Cardiolipin
00191	C18129_Monolysocardiolipin_C12H19O16P2R3	C18129	C_00002	Y	cpd19399	Monolysocardiolipin
00192	C00181_D-Xylose_C5H10O5	C00181	C_00003	Y	cpd00154	Xylose
00193	C00379_Xylitol_C5H12O5	C00379	C_00003	Y	cpd00306	Xylitol
00194	C00157_Phosphatidylcholine_C10H18NO8PR2	C00157	C_00001	Y	cpd11624	Lecithin
00195	C00157_Phosphatidylcholine_C10H18NO8PR2	C00157	C_00003	Y	cpd11624	Lecithin
00196	C05755_Decanoyl-[acp]_C10H19OSR	C05755	C_00003	Y	cpd11474	Decanoyl-ACP
00197	C00229_Acyl-carrier protein_HSR	C00229	C_00003	Y	cpd11493	ACP
00198	C01571_Decanoic acid_C10H20O2	C01571	C_00003	Y	cpd01107	Decanoate
00199	C06250_Holo-[carboxylase]_C17H27N5O4SR2	C06250	C_00002	Y	cpd12848	Holo-[carboxylase]
00200	C00002_ATP_C10H16N5O13P3	C00002	C_00002	Y	cpd00002	ATP
00201	C00009_Orthophosphate_H3PO4	C00009	C_00002	Y	cpd00009	Phosphate
00202	C04419_Carboxybiotin-carboxyl-carrier protein_C18H26N5O6SR2	C04419	C_00002	Y	cpd12543	Carboxybiotin-carboxyl-carrier protein
00203	C00008_ADP_C10H15N5O10P2	C00008	C_00002	Y	cpd00008	ADP
00204	C00024_Acetyl-CoA_C23H38N7O17P3S	C00024	C_00002	Y	cpd00022	Acetyl-CoA
00205	C00010_CoA_C21H36N7O16P3S	C00010	C_00002	Y	cpd00010	CoA
00206	C00794_D-Sorbitol_C6H14O6	C00794	C_00003	Y	cpd00588	Sorbitol
00207	C00794_D-Sorbitol_C6H14O6	C00794	C_00001	Y	cpd00588	Sorbitol
00208	C00007_Oxygen_O2	C00007	C_00003	Y	cpd00007	O2
00209	C00083_Malonyl-CoA_C24H38N7O19P3S	C00083	C_00002	Y	cpd00070	Malonyl-CoA
00210	C00026_2-Oxoglutarate_C5H6O5	C00026	C_00003	Y	cpd00024	2-Oxoglutarate
00211	C00166_Phenylpyruvate_C9H8O3	C00166	C_00003	Y	cpd00143	Phenylpyruvate
00212	C00079_L-Phenylalanine_C9H11NO2	C00079	C_00003	Y	cpd00066	L-Phenylalanine
00213	C01267_3-(Imidazol-4-yl)-2-oxopropyl phosphate_C6H9N2O5P	C01267	C_00003	Y	cpd00930	imidazole acetol-phosphate
00214	C01100_L-Histidinol phosphate_C6H12N3O4P	C01100	C_00003	Y	cpd00807	L-histidinol-phosphate
00215	G00008	G00008	C_00003	Y	cpd21505	(Glc)3(GlcNAc)2(Man)9(PP-Dol)1
00216	C04327_4-Methyl-5-(2-phosphoethyl)-thiazole_C6H10NO4PS	C04327	C_00003	Y	cpd02654	4-Methyl-5--2-phosphoethyl-thiazole
00217	C00013_Diphosphate_H4P2O7	C00013	C_00003	Y	cpd00012	PPi
00218	C01081_Thiamin monophosphate_C12H18N4O4PS	C01081	C_00003	Y	cpd00793	Thiamine phosphate
00219	C04752_2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate_C6H11N3O7P2	C04752	C_00003	Y	cpd02894	4-Amino-2-methyl-5-diphosphomethylpyrimidine
00220	C00019_S-Adenosyl-L-methionine_C15H22N6O5S	C00019	C_00003	Y	cpd00017	S-Adenosyl-L-methionine
00221	C01595_Linoleate_C18H32O2	C01595	C_00002	Y	cpd01122	Linoleate
00222	C01595_Linoleate_C18H32O2	C01595	C_00003	Y	cpd01122	Linoleate
00223	C07108_Tamoxifen_C26H29NO	C07108	C_00003	Y	cpd04382	Tamoxifen
00224	C07108_Tamoxifen_C26H29NO	C07108	C_00001	Y	cpd04382	Tamoxifen
00225	C02504_alpha-Isopropylmalate_C7H12O5	C02504	C_00002	Y	cpd01646	2-Isopropylmalate
00226	C02504_alpha-Isopropylmalate_C7H12O5	C02504	C_00003	Y	cpd01646	2-Isopropylmalate
00227	C00042_Succinate_C4H6O4	C00042	C_00002	Y	cpd00036	Succinate
00228	C01179_3-(4-Hydroxyphenyl)pyruvate_C9H8O4	C01179	C_00003	Y	cpd00868	p-hydroxyphenylpyruvate
00229	C00082_L-Tyrosine_C9H11NO3	C00082	C_00003	Y	cpd00069	L-Tyrosine
00230	C00084_Acetaldehyde_C2H4O	C00084	C_00003	Y	cpd00071	Acetaldehyde
00231	C00469_Ethanol_C2H6O	C00469	C_00003	Y	cpd00363	Ethanol
00232	C00084_Acetaldehyde_C2H4O	C00084	C_00002	Y	cpd00071	Acetaldehyde
00233	C00469_Ethanol_C2H6O	C00469	C_00002	Y	cpd00363	Ethanol
00234	C00129_Isopentenyl diphosphate_C5H12O7P2	C00129	C_00003	Y	cpd00113	Isopentenyldiphosphate
00235	C00129_Isopentenyl diphosphate_C5H12O7P2	C00129	C_00001	Y	cpd00113	Isopentenyldiphosphate
00236	C00019_S-Adenosyl-L-methionine_C15H22N6O5S	C00019	C_00001	Y	cpd00017	S-Adenosyl-L-methionine
00237	C16255_[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine_C10H18NO2S2R	C16255	C_00002	Y	cpd19180	[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
00238	C15973_Enzyme N6-(dihydrolipoyl)lysine_C8H16NOS2R	C15973	C_00002	Y	cpd19172	Enzyme N6-(dihydrolipoyl)lysine
00239	C00212_Adenosine_C10H13N5O4	C00212	C_00003	Y	cpd00182	Adenosine
00240	C00212_Adenosine_C10H13N5O4	C00212	C_00001	Y	cpd00182	Adenosine
00241	C06102_Adipate semialdehyde_C6H10O3	C06102	C_00003	Y	cpd03640	6-Oxohexanoate
00242	C06102_Adipate semialdehyde_C6H10O3	C06102	C_00001	Y	cpd03640	6-Oxohexanoate
00243	C00119_5-Phospho-alpha-D-ribose 1-diphosphate_C5H13O14P3	C00119	C_00003	Y	cpd00103	PRPP
00244	C00262_Hypoxanthine_C5H4N4O	C00262	C_00003	Y	cpd00226	HYXN
00245	C00130_IMP_C10H13N4O8P	C00130	C_00003	Y	cpd00114	IMP
00246	C04549_1-Phosphatidyl-1D-myo-inositol 3-phosphate_C11H18O16P2R2	C04549	C_00001	Y	cpd12572	1-Phosphatidyl-1D-myo-inositol 3-phosphate
00247	C04549_1-Phosphatidyl-1D-myo-inositol 3-phosphate_C11H18O16P2R2	C04549	C_00003	Y	cpd12572	1-Phosphatidyl-1D-myo-inositol 3-phosphate
00248	C01194_1-Phosphatidyl-D-myo-inositol_C11H17O13PR2	C01194	C_00001	Y	cpd11715	Phosphatidylinositol
00249	C01194_1-Phosphatidyl-D-myo-inositol_C11H17O13PR2	C01194	C_00003	Y	cpd11715	Phosphatidylinositol
