ID	NAMES	KEGG	COMPARTMENT
00067	4.1.1.48		C_00003
00068	1.1.1.21		C_00003
00069	1.1.1.307		C_00003
00070	6.3.4.14		C_00002
00071	2.3.1.180		C_00002
00072	1.14.19.2		C_00003
00073	6.4.1.2		C_00002
00074	2.6.1.1		C_00003
00075	2.6.1.5		C_00003
00076	2.6.1.57		C_00003
00077	2.6.1.9		C_00003
00078	2.4.1.256		C_00003
00079	2.5.1.3		C_00003
00080	2.5.1.6		C_00003
00081	1.1.1.1		C_00003
00082	1.1.1.1		C_00002
00083	2.3.1.12		C_00002
00084	2.4.2.8		C_00003
00085	2.A.1.1.#		C_00004
00086	2.A.1.9.#		C_00004
00087	2.A.1.2.#		C_00004
00088	2.A.1.3.#		C_00004
00089	2.A.1.48.#		C_00004
00090	2.4.2.7		C_00003
00091	2.4.1.259		C_00003
00092	2.4.1.258		C_00003
00093	1.1.1.6		C_00003
00094	2.5.1.9		C_00003
00095	2.6.1.42		C_00003
00096	2.6.1.6		C_00003
00097	4.1.3.38		C_00003
00098	1.I.1.1.#		C_00004
00099	9.A.27.1.#		C_00004
00100	6.1.1.2		C_00003
00101	4.2.1.114		C_00002
00102	4.2.1.36		C_00002
00103	6.1.1.3		C_00003
00104	1.3.5.1		C_00002
00105	4.2.1.116		C_00003
00106	2.7.4.8		C_00002
00107	2.7.1.40		C_00003
00108	4.2.1.114		C_00003
00109	4.2.1.122		C_00003
00110	4.2.1.20		C_00003
00111	2.7.1.49		C_00003
00112	2.A.1.75.#		C_00004
00113	2.A.82.1.#		C_00004
00114	3.A.9.1.#		C_00004
00115	4.1.3.27		C_00003
00116	1.1.1.105		C_00003
00117	3.A.1.203.#		C_00004
00118	9.A.19.1.#		C_00004
00119	2.7.1.48		C_00003
00120	4.1.1.37		C_00002
00121	4.1.3.30		C_00002
00122	3.1.3.27		C_00002
00123	2.7.8.15		C_00003
00124	1.6.5.3		C_00002
00125	1.6.5.8		C_00002
00126	1.6.5.9		C_00002
00127	1.1.1.65		C_00003
00128	1.2.1.5		C_00002
00129	1.1.1.2		C_00003
00130	1.2.1.5		C_00003
00131	2.7.1.91		C_00003
00132	6.1.1.6		C_00003
00133	2.7.8.11		C_00003
00134	4.1.1.33		C_00003
00135	2.6.1.4		C_00003
00136	2.6.1.44		C_00003
00137	1.6.5.2		C_00002
00138	1.1.1.72		C_00003
00139	1.1.1.2		C_00002
00140	1.2.2.1		C_00002
00141	4.2.1.3		C_00002
00142	1.3.1.70		C_00003
00143	4.1.1.36		C_00003
00144	6.1.1.4		C_00003
00145	6.1.1.5		C_00003
00146	2.3.1.35		C_00002
00147	6.1.1.7		C_00003
00148	3.1.3.21		C_00003
00149	4.1.2.13		C_00003
00150	2.1.2.11		C_00003
00151	4.1.2.12		C_00003
00152	1.8.1.9		C_00003
00153	1.3.1.9		C_00003
00154	4.2.1.109		C_00003
00155	2.4.2.1		C_00003
00156	2.4.2.4		C_00003
00157	2.7.1.30		C_00003
00158	2.5.1.47		C_00003
00159	2.5.1.65		C_00003
00160	1.8.1.2		C_00003
00161	4.1.2.17		C_00003
00162	2.7.1.31		C_00003
00163	2.7.1.32		C_00003
00164	1.8.1.4		C_00002
00165	1.4.4.2		C_00002
00166	2.1.2.10		C_00002
00167	2.7.1.33		C_00003
00168	2.3.3.14		C_00003
00169	2.3.3.14		C_00002
00170	4.2.1.51		C_00003
00171	4.2.1.91		C_00003
00172	3.A.9.1.#		C_00001
00173	2.7.1.36		C_00003
00174	4.1.1.23		C_00003
00175	2.3.3.13		C_00003
00176	2.3.3.13		C_00002
00177	1.A.15.1.#		C_00001
00178	3.A.1.106.#		C_00004
00179	3.A.1.201.#		C_00004
00180	3.A.1.208.#		C_00004
00181	3.A.1.212.#		C_00004
00182	1.8.1.7		C_00002
00183	2.A.39.2.#		C_00004
00184	6.3.2.5		C_00003
00185	2.7.1.35		C_00003
00186	6.3.2.3		C_00003
00187	2.3.3.10		C_00003
00188	2.A.29.10.#		C_00002
00189	2.A.29.27.#		C_00002
00190	6.3.2.2		C_00003
00191	6.3.2.1		C_00003
00192	6.3.2.6		C_00003
00193	6.1.1.1		C_00003
00194	2.A.29.5.#		C_00002
00195	4.1.1.21		C_00003
00196	1.1.1.205		C_00003
00197	3.1.3.4		C_00003
00198	1.4.3.3		C_00003
00199	3.1.2.2		C_00002
00200	3.5.4.1		C_00003
00201	3.1.1.13		C_00003
00202	3.5.4.2		C_00003
00203	3.5.4.3		C_00003
00204	3.5.4.4		C_00003
00205	3.6.1.18		C_00003
00206	3.6.1.9		C_00003
00207	1.14.12.17		C_00003
00208	2.A.1.16.#		C_00004
00209	2.4.1.132		C_00003
00210	3.5.4.5		C_00003
00211	3.1.3.46		C_00003
00212	2.3.2.2		C_00003
00213	3.4.19.13		C_00003
00214	2.4.1.131		C_00003
00215	2.7.6.1		C_00003
00216	1.16.1.7		C_00003
00217	3.1.2.4		C_00002
00218	1.2.1.31		C_00003
00219	1.1.1.79		C_00002
00220	1.1.1.79		C_00003
00221	1.1.1.81		C_00003
00222	2.7.4.15		C_00003
00223	2.7.6.2		C_00003
00224	1.A.16.2.#		C_00001
00225	2.A.1.75.#		C_00001
00226	2.A.82.1.#		C_00001
00227	1.2.1.38		C_00002
00228	2.7.6.3		C_00003
00229	1.1.1.85		C_00002
00230	3.1.2.6		C_00002
00231	1.2.1.39		C_00003
00232	1.1.1.85		C_00003
00233	1.1.1.49		C_00003
00234	1.4.3.5		C_00003
00235	2.7.1.151		C_00003
00236	2.7.1.150		C_00003
00237	1.3.1.10		C_00002
00238	1.2.1.3		C_00003
00239	1.2.1.4		C_00003
00240	1.1.1.42		C_00003
00241	1.1.1.42		C_00002
00242	2.A.29.2.#		C_00004
00243	2.A.29.7.#		C_00004
00244	1.1.1.44		C_00003
00245	1.1.1.41		C_00002
00246	2.1.1.222		C_00002
00247	2.7.7.53		C_00003
00248	3.2.1.21		C_00003
00249	3.2.1.74		C_00003
00250	3.1.3.1		C_00003
00251	3.1.3.2		C_00003
00252	1.2.1.63		C_00003
00253	3.5.4.9		C_00002
00254	1.14.11.8		C_00003
00255	2.7.1.158		C_00003
00256	3.5.4.9		C_00003
00257	1.3.98.1		C_00003
00258	3.1.3.11		C_00003
00259	3.1.3.37		C_00003
00260	3.1.3.36		C_00003
00261	1.3.1.13		C_00003
00262	1.2.1.48		C_00003
00263	1.2.1.49		C_00003
00264	1.2.1.49		C_00002
00265	2.A.47.2.#		C_00004
00266	2.A.1.13.#		C_00004
00267	5.4.99.7		C_00003
00268	2.4.2.9		C_00003
00269	1.4.3.22		C_00003
00270	2.A.1.44.#		C_00004
00271	1.2.1.41		C_00003
00272	5.4.99.5		C_00003
00273	4.1.2.5		C_00003
00274	1.8.4.14		C_00003
00275	1.2.1.16		C_00002
00276	1.2.1.16		C_00003
00277	1.2.1.79		C_00003
00278	4.1.2.8		C_00003
00279	6.3.2.12		C_00003
00280	6.3.2.17		C_00003
00281	2.A.39.4.#		C_00004
00282	3.6.1.31		C_00003
00283	2.A.43.2.#		C_00004
00284	2.A.66.1.#		C_00004
00285	1.4.3.19		C_00003
00286	3.1.3.12		C_00003
00287	2.1.1.10		C_00003
00288	3.1.3.15		C_00003
00289	1.4.3.10		C_00003
00290	2.1.1.17		C_00003
00291	2.7.4.14		C_00003
00292	2.7.4.22		C_00003
00293	2.7.4.4		C_00003
00294	1.A.8.5.#		C_00004
00295	2.A.7.13.#		C_00004
00296	2.1.1.13		C_00003
00297	2.1.1.14		C_00003
00298	2.A.57.3.#		C_00004
00299	1.1.1.101		C_00003
00300	2.7.1.67		C_00003
00301	2.7.1.68		C_00003
00302	2.A.92.1.#		C_00001
00303	3.2.1.26		C_00001
00304	4.1.1.50		C_00003
00305	3.6.1.1		C_00003
00306	1.13.11.18		C_00003
00307	3.5.5.1		C_00003
00308	2.A.96.1.#		C_00001
00309	2.7.7.14		C_00003
00310	1.1.1.102		C_00003
00311	1.1.1.100		C_00002
00312	6.1.1.20		C_00003
00313	2.A.1.10.#		C_00004
00314	6.1.1.22		C_00003
00315	1.1.1.100		C_00003
00316	1.A.4.9.#		C_00004
00317	3.A.2.1.#		C_00002
00318	3.A.5.8.#		C_00002
00319	3.A.8.1.#		C_00002
00320	3.D.4.8.#		C_00002
00321	2.7.4.1		C_00003
00322	4.4.1.8		C_00003
00323	6.1.1.17		C_00002
00324	4.4.1.5		C_00002
00325	4.4.1.1		C_00003
00326	3.A.16.1.#		C_00002
00327	5.1.3.3		C_00003
00328	5.1.3.2		C_00003
00329	6.1.1.14		C_00003
00330	1.5.3.17		C_00003
00331	1.5.3.16		C_00003
00332	2.A.105.1.#		C_00002
00333	4.4.1.11		C_00003
00334	4.4.1.2		C_00003
00335	6.1.1.18		C_00003
00336	1.4.1.13		C_00003
00337	1.4.1.3		C_00003
00338	1.4.1.4		C_00003
00339	5.1.3.1		C_00003
00340	3.2.1.10		C_00003
00341	3.2.1.20		C_00003
00342	3.2.1.48		C_00003
00343	3.A.5.8.#		C_00004
00344	3.A.8.1.#		C_00004
00345	3.D.4.8.#		C_00004
00346	3.A.5.8.#		C_00001
00347	3.A.8.1.#		C_00001
00348	2.7.7.12		C_00003
00349	1.4.1.14		C_00003
00350	4.1.1.65		C_00003
00351	4.1.1.65		C_00002
00352	1.8.4.13		C_00003
00353	2.7.7.13		C_00003
00354	2.7.7.15		C_00003
00355	5.1.3.7		C_00003
00356	3.A.1.203.#		C_00002
00357	2.3.1.22		C_00005
00358	2.3.1.22		C_00003
00359	2.3.1.23		C_00003
00360	1.3.3.4		C_00002
00361	2.4.1.15		C_00003
00362	1.14.13.8		C_00003
00363	2.3.1.20		C_00003
00364	1.3.3.3		C_00003
00365	4.2.3.5		C_00003
00366	4.2.3.4		C_00003
00367	1.3.3.6		C_00003
00368	1.3.8.7		C_00003
00369	1.3.8.8		C_00003
00370	4.99.1.1		C_00002
00371	1.3.8.1		C_00003
00372	4.2.1.2		C_00002
00373	1.1.1.302		C_00003
00374	2.5.1.19		C_00003
00375	3.2.1.106		C_00003
00376	2.7.7.23		C_00003
00377	2.3.1.42		C_00003
00378	6.1.1.12		C_00003
00379	6.1.1.23		C_00003
00380	6.1.1.11		C_00003
00381	6.1.1.10		C_00003
00382	6.1.1.15		C_00003
00383	3.1.6.1		C_00003
00384	3.1.6.8		C_00003
00385	2.4.2.22		C_00003
00386	2.3.1.31		C_00003
00387	2.A.1.14.#		C_00004
00388	1.3.8.9		C_00003
00389	2.A.1.12.#		C_00004
00390	4.2.1.1		C_00003
00391	4.1.1.1		C_00003
00392	1.1.1.38		C_00003
00393	1.1.1.40		C_00003
00394	4.1.1.3		C_00003
00395	2.3.1.85		C_00003
00396	2.2.1.6		C_00003
00397	2.A.57.5.#		C_00004
00398	3.2.1.28		C_00003
00399	2.3.1.39		C_00002
00400	2.4.2.23		C_00003
00401	2.3.1.37		C_00002
00402	2.3.1.39		C_00003
00403	2.3.1.86		C_00003
00404	2.5.1.15		C_00003
00405	2.5.1.16		C_00003
00406	1.5.1.3		C_00003
00407	4.2.1.11		C_00003
00408	3.1.3.67		C_00003
00409	2.A.94.1.#		C_00004
00410	3.1.3.68		C_00003
00411	2.5.1.10		C_00003
00412	2.A.17.2.#		C_00004
00413	2.A.67.1.#		C_00004
00414	2.A.67.2.#		C_00004
00415	4.1.99.12		C_00003
00416	4.2.1.10		C_00003
00417	3.1.3.77		C_00003
00418	3.1.3.87		C_00003
00419	1.1.2.3		C_00002
00420	1.1.2.4		C_00002
00421	6.4.1.2		C_00003
00422	1.1.1.286		C_00003
00423	1.1.1.87		C_00003
00424	1.14.13.148		C_00003
00425	2.7.1.11		C_00003
00426	2.7.1.144		C_00003
00427	2.7.1.56		C_00003
00428	4.3.2.1		C_00003
00429	4.3.2.2		C_00003
00430	2.7.1.12		C_00003
00431	6.4.1.1		C_00003
00432	2.7.1.17		C_00003
00433	5.3.2.5		C_00003
00434	2.7.1.15		C_00003
00435	3.2.1.113		C_00003
00436	1.1.1.284		C_00002
00437	2.7.1.23		C_00003
00438	2.7.1.24		C_00003
00439	2.7.1.25		C_00003
00440	1.1.1.25		C_00003
00441	1.1.1.282		C_00003
00442	1.1.1.284		C_00003
00443	2.7.1.2		C_00003
00444	1.1.1.14		C_00003
00445	1.1.1.15		C_00003
00446	3.1.3.81		C_00003
00447	3.1.1.31		C_00003
00448	2.4.1.232		C_00003
00449	6.2.1.3		C_00003
00450	6.2.1.1		C_00003
00451	2.7.1.1		C_00003
00452	2.7.1.7		C_00003
00453	2.7.1.8		C_00003
00454	2.7.2.11		C_00003
00455	1.1.1.169		C_00003
00456	2.7.1.6		C_00003
00457	6.2.1.5		C_00002
00458	2.7.1.4		C_00003
00459	1.5.1.15		C_00003
00460	1.5.1.10		C_00003
00461	9.A.6.1.#		C_00004
00462	1.1.3.12		C_00003
00463	2.1.1.45		C_00003
00464	1.5.1.12		C_00002
00465	6.2.1.4		C_00002
00466	3.A.16.1.#		C_00004
00467	2.A.54.1.#		C_00004
00468	2.1.1.41		C_00003
00469	1.1.1.178		C_00003
00470	2.3.1.24		C_00003
00471	3.1.3.64		C_00003
00472	1.1.1.170		C_00003
00473	2.3.1.16		C_00002
00474	2.A.7.24.#		C_00004
00475	5.3.1.24		C_00003
00476	5.3.1.23		C_00003
00477	2.3.1.50		C_00003
00478	2.1.1.16		C_00003
00479	2.1.1.71		C_00003
00480	3.5.4.16		C_00003
00481	3.5.4.14		C_00003
00482	3.5.4.19		C_00003
00483	2.A.89.1.#		C_00001
00484	9.A.10.1.#		C_00001
00485	9.A.9.1.#		C_00001
00486	2.A.29.2.#		C_00001
00487	2.A.29.7.#		C_00001
00488	2.6.1.42		C_00002
00489	3.5.4.17		C_00003
00490	3.5.4.6		C_00003
00491	2.6.1.39		C_00003
00492	3.1.3.5		C_00003
00493	3.5.4.12		C_00003
00494	3.1.4.17		C_00003
00495	3.1.4.35		C_00003
00496	3.2.1.108		C_00003
00497	3.2.1.23		C_00003
00498	3.5.3.11		C_00003
00499	4.2.1.9		C_00002
00500	1.13.11.54		C_00003
00501	2.6.1.19		C_00003
00502	2.6.1.55		C_00003
00503	1.13.11.53		C_00003
00504	2.3.1.51		C_00003
00505	2.6.1.16		C_00003
00506	4.2.1.19		C_00003
00507	2.1.3.2		C_00003
00508	2.6.1.13		C_00003
00509	2.1.3.3		C_00003
00510	2.6.1.11		C_00002
00511	2.5.1.29		C_00003
00512	2.5.1.21		C_00003
00513	2.7.4.6		C_00003
00514	3.1.3.7		C_00003
00515	2.7.4.6		C_00002
00516	2.5.1.96		C_00003
00517	2.7.8.8		C_00002
00518	2.3.1.7		C_00002
00519	2.A.9.1.#		C_00004
00520	2.A.9.1.#		C_00002
00521	2.7.1.39		C_00003
00522	1.1.5.3		C_00002
00523	2.1.1.114		C_00002
00524	2.1.1.64		C_00002
00525	4.2.1.22		C_00003
00526	2.3.1.51		C_00001
00527	1.1.5.3		C_00003
00528	2.5.1.22		C_00003
00529	1.4.4.2		C_00003
00530	2.3.1.15		C_00005
00531	1.8.1.4		C_00003
00532	2.1.2.10		C_00003
00533	4.3.1.17		C_00003
00534	4.3.1.19		C_00003
00535	5.5.1.4		C_00003
00536	4.3.1.19		C_00002
00537	1.2.4.2		C_00002
00538	2.7.4.3		C_00003
00539	2.1.1.43		C_00003
00540	2.1.1.59		C_00003
00541	2.1.1.60		C_00003
00542	2.7.4.9		C_00003
00543	3.5.3.1		C_00003
00544	4.3.1.17		C_00002
00545	6.2.1.17		C_00003
00546	2.5.1.31		C_00003
00547	2.3.1.1		C_00002
00548	1.14.19.1		C_00002
00549	2.3.1.4		C_00003
00550	1.2.4.1		C_00002
00551	2.6.1.52		C_00003
00552	3.5.4.25		C_00003
00553	2.A.50.1.#		C_00004
00554	3.3.2.10		C_00003
00555	6.3.4.5		C_00003
00556	6.3.4.6		C_00003
00557	6.3.4.2		C_00003
00558	2.A.6.6.#		C_00004
00559	1.17.4.2		C_00003
00560	2.2.1.6		C_00002
00561	2.6.1.78		C_00003
00562	2.3.1.7		C_00003
00563	2.3.1.9		C_00003
00564	2.7.4.7		C_00003
00565	2.A.53.2.#		C_00004
00566	5.3.1.8		C_00003
00567	6.3.5.7		C_00003
00568	1.3.99.12		C_00003
00569	3.1.4.11		C_00003
00570	2.7.7.41		C_00003
00571	2.4.1.141		C_00003
00572	3.5.2.17		C_00003
00573	1.17.4.1		C_00003
00574	6.3.1.1		C_00003
00575	6.3.5.4		C_00003
00576	9.A.17.1.#		C_00002
00577	2.7.1.105		C_00003
00578	6.3.5.5		C_00002
00579	6.3.5.5		C_00003
00580	1.4.7.1		C_00003
00581	3.5.1.2		C_00003
00582	4.3.3.6		C_00003
00583	2.4.1.83		C_00003
00584	2.3.1.16		C_00003
00585	1.7.3.3		C_00003
00586	4.1.3.13		C_00003
00587	2.4.1.117		C_00003
00588	3.A.1.106.#		C_00002
00589	3.A.1.201.#		C_00002
00590	3.A.1.212.#		C_00002
00591	2.4.1.117		C_00005
00592	3.1.3.35		C_00003
00593	3.1.3.3		C_00003
00594	5.3.1.1		C_00003
00595	1.11.1.21		C_00003
00596	1.11.1.6		C_00003
00597	1.11.1.7		C_00003
00598	3.1.4.2		C_00003
00599	3.1.4.46		C_00003
00600	1.5.1.5		C_00003
00601	3.1.2.21		C_00003
00602	3.3.1.1		C_00003
00603	2.4.2.10		C_00003
00604	1.13.99.1		C_00003
00605	1.A.8.10.#		C_00004
00606	1.A.8.8.#		C_00004
00607	1.A.8.9.#		C_00004
00608	3.A.7.13.#		C_00004
00609	3.D.4.9.#		C_00004
00610	2.A.20.2.#		C_00004
00611	2.4.2.11		C_00003
00612	2.A.57.3.#		C_00001
00613	2.4.2.17		C_00003
00614	2.4.2.18		C_00003
00615	1.5.1.5		C_00002
00616	1.5.1.7		C_00003
00617	4.1.3.1		C_00003
00618	1.1.1.95		C_00003
00619	6.3.4.13		C_00003
00620	6.3.4.14		C_00003
00621	2.A.55.1.#		C_00004
00622	3.D.3.3.#		C_00002
00623	4.2.3.1		C_00003
00624	2.4.99.18		C_00003
00625	3.D.3.3.#		C_00004
00626	2.A.29.17.#		C_00002
00627	5.4.2.1		C_00003
00628	5.4.2.2		C_00003
00629	5.4.2.5		C_00003
00630	5.4.2.7		C_00003
00631	3.6.1.5		C_00003
00632	2.7.1.50		C_00003
00633	2.7.1.108		C_00003
00634	2.1.2.11		C_00002
00635	3.2.2.1		C_00003
00636	3.2.2.3		C_00003
00637	6.3.1.5		C_00003
00638	6.3.5.1		C_00003
00639	5.4.2.3		C_00003
00640	1.A.11.2.#		C_00004
00641	1.A.11.3.#		C_00004
00642	2.7.1.137		C_00003
00643	6.3.4.1		C_00003
00644	6.3.5.2		C_00003
00645	6.3.5.3		C_00003
00646	2.5.1.1		C_00003
00647	2.A.96.1.#		C_00004
00648	2.A.40.4.#		C_00004
00649	2.A.40.5.#		C_00004
00650	5.4.2.8		C_00003
00651	3.6.1.6		C_00003
00652	5.3.1.16		C_00003
00653	3.6.5.1		C_00003
00654	3.6.5.2		C_00003
00655	3.6.5.3		C_00003
00656	3.6.5.4		C_00003
00657	3.6.5.5		C_00003
00658	3.6.5.6		C_00003
00659	1.1.1.87		C_00002
00660	4.6.1.1		C_00003
00661	2.4.2.15		C_00003
00662	3.1.1.23		C_00003
00663	5.3.3.2		C_00003
00664	1.1.1.86		C_00002
00665	2.4.2.28		C_00003
00666	4.6.1.2		C_00003
00667	2.4.2.14		C_00003
00668	3.5.1.19		C_00003
00669	4.2.1.17		C_00002
00670	4.2.1.74		C_00002
00671	2.A.7.9.#		C_00004
00672	2.7.8.1		C_00003
00673	3.1.2.1		C_00003
00674	6.3.4.3		C_00003
00675	6.3.4.4		C_00003
00676	6.3.4.3		C_00002
00677	2.7.8.5		C_00002
00678	4.2.1.79		C_00002
00679	2.7.8.8		C_00003
00680	2.5.1.78		C_00003
00681	3.1.1.5		C_00003
00682	2.A.53.2.#		C_00001
00683	2.A.53.3.#		C_00001
00684	9.B.7.2.#		C_00001
00685	2.7.8.2		C_00003
00686	4.2.1.74		C_00003
00687	2.6.1.62		C_00003
00688	3.5.3.4		C_00003
00689	1.1.1.299		C_00003
00690	1.1.1.37		C_00003
00691	2.7.8.7		C_00003
00692	4.1.1.11		C_00003
00693	4.1.1.15		C_00003
00694	2.A.1.24.#		C_00004
00695	2.5.1.46		C_00003
00696	2.A.1.7.#		C_00004
00697	2.5.1.49		C_00003
00698	5.1.3.15		C_00003
00699	5.3.1.9		C_00003
00700	2.3.1.61		C_00002
00701	2.7.1.173		C_00003
00702	3.1.1.3		C_00003
00703	4.99.1.4		C_00002
00704	4.2.1.75		C_00002
00705	2.7.1.22		C_00003
00706	1.3.1.76		C_00002
00707	2.1.1.98		C_00003
00708	2.7.7.9		C_00003
00709	4.2.1.24		C_00002
00710	2.7.7.1		C_00003
00711	2.7.7.18		C_00003
00712	2.6.1.28		C_00003
00713	3.5.3.19		C_00003
00714	2.4.99.18		C_00005
00715	2.3.3.1		C_00002
00716	4.2.1.33		C_00002
00717	2.A.1.2.#		C_00002
00718	2.A.1.3.#		C_00002
00719	2.A.1.48.#		C_00002
00720	2.A.3.8.#		C_00002
00721	2.6.1.27		C_00003
00722	2.5.1.82		C_00003
00723	2.5.1.83		C_00003
00724	1.1.1.330		C_00002
00725	2.3.1.199		C_00002
00726	3.1.1.3		C_00005
00727	4.2.1.134		C_00002
00728	1.3.3.6		C_00002
00729	2.A.1.2.#		C_00001
00730	2.A.1.3.#		C_00001
00731	2.A.1.48.#		C_00001
00732	1.1.1.9		C_00003
00733	2.6.1.85		C_00003
00734	2.7.2.8		C_00002
00735	2.7.2.3		C_00003
00736	2.7.2.4		C_00003
00737	2.3.3.1		C_00003
00738	2.3.3.5		C_00003
00739	4.1.1.17		C_00003
00740	2.2.1.1		C_00003
00741	1.14.13.72		C_00003
00742	2.4.1.11		C_00003
00743	2.4.1.1		C_00003
00744	3.2.1.58		C_00003
00745	2.4.1.16		C_00003
00746	3.2.1.14		C_00003
00747	2.7.7.4		C_00003
00748	1.6.2.2		C_00002
00749	3.6.1.39		C_00003
00750	2.7.7.3		C_00003
00751	2.7.7.2		C_00003
00752	2.3.3.9		C_00003
00753	2.4.1.267		C_00005
00754	1.14.11.27		C_00003
00755	2.4.1.142		C_00003
00756	1.1.1.330		C_00003
00757	1.1.1.36		C_00003
00758	2.3.1.179		C_00003
00759	2.3.1.41		C_00003
00760	1.2.1.12		C_00003
00761	1.2.1.59		C_00003
00762	1.8.1.9		C_00002
00763	3.6.1.43		C_00003
00764	2.6.1.1		C_00002
00765	2.6.1.3		C_00003
00766	1.2.1.19		C_00003
00767	3.6.1.45		C_00003
00768	3.6.1.8		C_00003
00769	2.4.1.80		C_00003
00770	1.3.8.4		C_00003
00771	2.6.1.23		C_00003
00772	2.7.4.14		C_00002
00773	1.2.1.11		C_00003
00774	2.A.7.11.#		C_00004
00775	6.3.1.2		C_00003
00776	3.6.1.11		C_00003
00777	3.6.1.40		C_00003
00778	4.1.2.25		C_00003
00779	1.3.1.31		C_00003
00780	2.7.4.12		C_00003
00781	1.1.1.116		C_00003
00782	1.1.1.117		C_00003
00783	4.1.2.27		C_00003
00784	2.7.4.11		C_00003
00785	2.4.1.34		C_00003
00786	2.7.7.41		C_00002
00787	2.7.1.108		C_00005
00788	3.6.1.13		C_00003
00789	3.6.1.21		C_00003
00790	2.5.1.39		C_00002
00791	2.7.4.2		C_00003
00792	3.6.1.19		C_00003
00793	2.3.1.180		C_00003
00794	2.1.1.201		C_00002
00795	1.3.1.71		C_00005
00796	3.2.1.84		C_00005
00797	2.4.1.265		C_00005
00798	2.4.1.260		C_00005
00799	2.4.1.258		C_00005
00800	3.2.1.84		C_00003
00801	2.1.1.107		C_00003
00802	2.4.1.261		C_00005
00803	2.1.1.107		C_00002
00804	2.4.1.259		C_00005
00805	3.6.2.2		C_00003
00806	1.14.13.70		C_00003
00807	1.14.21.6		C_00005
00808	2.4.1.256		C_00005
00809	1.1.1.38		C_00002
00810	1.1.1.37		C_00002
00811	6.3.3.2		C_00003
00812	2.2.1.2		C_00003
00813	3.1.2.12		C_00003
00814	3.5.1.23		C_00005
00815	1.1.1.31		C_00003
00816	2.3.1.38		C_00003
00817	1.8.4.8		C_00003
00818	3.6.1.29		C_00003
00819	2.4.1.109		C_00003
00820	1.1.1.34		C_00003
00821	1.3.1.6		C_00003
00822	1.1.1.270		C_00003
00823	1.11.1.5		C_00002
00824	9.A.26.1.#		C_00004
00825	2.3.1.181		C_00002
00826	1.4.1.2		C_00003
00827	1.F.1.1.#		C_00004
00828	2.1.2.3		C_00003
00829	3.5.4.10		C_00003
00830	2.1.2.1		C_00003
00831	2.1.2.2		C_00003
00832	3.A.1.210.#		C_00002
00833	2.7.1.86		C_00002
00834	3.6.1.22		C_00003
00835	2.7.1.82		C_00003
00836	2.7.1.174		C_00003
00837	3.A.2.2.#		C_00002
00838	6.3.3.1		C_00003
00839	2.4.1.267		C_00003
00840	1.11.1.15		C_00003
00841	2.7.1.71		C_00003
00842	1.1.1.26		C_00003
00843	1.1.1.29		C_00003
00844	2.1.2.1		C_00002
00845	1.2.1.29		C_00003
00846	1.2.1.53		C_00003
00847	1.1.1.23		C_00003
00848	1.1.1.26		C_00002
00849	2.8.1.8		C_00002
00850	2.8.1.7		C_00003
00851	1.1.1.90		C_00002
00852	3.1.4.4		C_00003
00853	1.1.1.91		C_00002
00854	1.2.1.26		C_00003
00855	1.2.1.24		C_00003
