ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
00013	R00765_C3__(D-Glucosamine6-phosphate+H2O<=>D-Fructose6-phosphate+NH3)	00013(cpd00001)[0] 00035(cpd00288)[0] => 00034(cpd00072)[0] 00036(cpd00013)[0]	N	N	Y	Y	rxn00552	(1) H2O[0] + (1) D-Glucosamine phosphate[0] => (1) NH3[0] + (1) D-fructose-6-phosphate[0]
00014	R07890_C3__(3-Hydroxy-OPC8-CoA+NAD+<=>3-Oxo-OPC8-CoA+NADH+H+)	00037(cpd00003)[0] 00038(cpd15045)[0] => 00039(cpd00004)[0] 00040(cpd15046)[0] 00041(cpd00067)[0]	N	N	Y	Y	rxn07680	(1) NAD[0] + (1) 3-Hydroxy-OPC8-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-OPC8-CoA[0]
00015	R04741_C3__((S)-3-Hydroxydodecanoyl-CoA+NAD+<=>3-Oxododecanoyl-CoA+NADH+H+)	00042(cpd03116)[0] 00037(cpd00003)[0] => 00043(cpd03117)[0] 00039(cpd00004)[0] 00041(cpd00067)[0]	N	N	Y	Y	rxn03242	(1) NAD[0] + (1) (S)-3-Hydroxydodecanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxododecanoyl-CoA[0]
00016	T02790_577_0_0_0_0_C7__(1.0Dimethylallyldiphosphate(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Dimethylallyldiphosphate(EXTR)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	00044(cpd00202)[0] 00012(cpd00002)[0] 00013(cpd00001)[0] => 00045(cpd00202)[1] 00015(cpd00009)[0] 00016(cpd00008)[0]	Y	N	N	Y	frxn00004	
00017	R04743_C4__((S)-Hydroxydecanoyl-CoA+NAD+<=>3-Oxodecanoyl-CoA+NADH+H+)	00046(cpd03118)[0] 00004(cpd00003)[0] => 00047(cpd03119)[0] 00005(cpd00004)[0] 00006(cpd00067)[0]	N	N	Y	Y	rxn03244	(1) NAD[0] + (1) (S)-Hydroxydecanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxodecanoyl-CoA[0]
00018	R07894_C3__(3-Hydroxy-OPC6-CoA+NAD+<=>3-Oxo-OPC6-CoA+NADH+H+)	00037(cpd00003)[0] 00049(cpd15049)[0] => 00039(cpd00004)[0] 00041(cpd00067)[0] 00048(cpd15050)[0]	N	N	Y	Y	rxn07684	(1) NAD[0] + (1) 3-Hydroxy-OPC6-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-OPC6-CoA[0]
00019	R07898_C3__(3-Hydroxy-OPC4-CoA+NAD+<=>3-Oxo-OPC4-CoA+NADH+H+)	00037(cpd00003)[0] 00051(cpd15053)[0] => 00050(cpd15054)[0] 00039(cpd00004)[0] 00041(cpd00067)[0]	N	N	Y	Y	rxn07688	(1) NAD[0] + (1) 3-Hydroxy-OPC4-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxo-OPC4-CoA[0]
00020	R01826_C3__(Phosphoenolpyruvate+D-Erythrose4-phosphate+H2O=>2-Dehydro-3-deoxy-D-arabino-heptonate7-phosphate+Orthophosphate)	00013(cpd00001)[0] 00053(cpd00061)[0] 00054(cpd00236)[0] => 00052(cpd02857)[0] 00015(cpd00009)[0]	N	N	Y	Y	rxn01332	(1) H2O[0] + (1) Phosphoenolpyruvate[0] + (1) D-Erythrose4-phosphate[0] => (1) Phosphate[0] + (1) DAHP[0]
00021	T02699_0_0_901_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Threonine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Threonine(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00055(cpd00161)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00056(cpd00161)[0]	Y	N	N	Y	frxn00005	
00022	T02699_0_0_900_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Methionine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Methionine(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00057(cpd00060)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00058(cpd00060)[0]	Y	N	N	Y	frxn00006	
00023	T00016_2264_C4__(1.0Isocitrate(MITO)<=>1.0Isocitrate(CYTO))	00059(cpd00260)[0] => 00060(cpd00260)[1]	Y	N	Y	Y	rxn12803	(1) Isocitrate[0] <=> (1) Isocitrate[1]
00024	T02699_0_0_19_0_0_C7__(1.02-Naphthol(EXTR)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.02-Naphthol(CYTO)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	00061(cpd08523)[0] 00012(cpd00002)[1] 00013(cpd00001)[1] => 00062(cpd08523)[1] 00015(cpd00009)[1] 00016(cpd00008)[1]	Y	N	N	Y	frxn00007	
00025	T02578_0_0_935_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0TamoxifenN-oxide(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0TamoxifenN-oxide(EXTR))	00012(cpd00002)[0] 00013(cpd00001)[0] 00063(cpd16359)[0] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00064(cpd16359)[1]	Y	N	N	Y	frxn00008	
00026	T02699_0_0_2001_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Citrulline(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Citrulline(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00065(cpd00274)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00066(cpd00274)[0]	Y	N	N	Y	frxn00009	
00027	T02790_596_0_0_0_0_C7__(1.0Presqualenediphosphate(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Presqualenediphosphate(EXTR)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	00067(cpd02169)[0] 00012(cpd00002)[0] 00013(cpd00001)[0] => 00068(cpd02169)[1] 00015(cpd00009)[0] 00016(cpd00008)[0]	Y	N	N	Y	frxn00010	
00028	R00851_C3__(sn-Glycerol3-phosphate+Acyl-CoA=>1-Acyl-sn-glycerol3-phosphate+CoA)	00069(cpd11611)[0] 00071(cpd00080)[0] => 00070(cpd00010)[0] 00072(cpd00517)[0]	N	N	Y	Y	rxn05901	(1) H+[0] + (1) Glycerol-3-phosphate[0] + (1) Acyl-CoA[0] => (1) CoA[0] + (1) 1-Acyl-sn-glycerol 3-phosphate[0]
00029	T01268_C4__(1.0Oxaloacetate(CYTO)+1.0H+(CYTO)<=>1.0Oxaloacetate(MITO)+1.0H+(MITO))	00073(cpd00032)[0] 00041(cpd00067)[0] => 00074(cpd00032)[1] 00006(cpd00067)[1]	Y	N	Y	Y	rxn09733	(1) Oxaloacetate[0] + (1) H+[0] <=> (1) Oxaloacetate[1] + (1) H+[1]
00030	T00016_2291_C4__(1.02-Dehydropantoate(MITO)<=>1.02-Dehydropantoate(CYTO))	00075(cpd00712)[0] => 00076(cpd00712)[1]	Y	N	Y	Y	rxn09806	(1) 2-Dehydropantoate[0] <=> (1) 2-Dehydropantoate[1]
00031	T00014_C4__(1.0Formate(CYTO)<=>1.0Formate(MITO))	00002(cpd00047)[0] => 00001(cpd00047)[1]	Y	N	Y	Y	rxn08525	(1) Formate[0] <=> (1) Formate[1]
00032	T02699_0_0_909_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Histidine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Histidine(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00077(cpd00119)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00078(cpd00119)[0]	Y	N	N	Y	frxn00011	
00033	T02699_0_0_908_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Succinate(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Succinate(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00079(cpd00036)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00080(cpd00036)[0]	Y	N	N	Y	frxn00012	
00034	R03026_C3__((S)-3-Hydroxybutanoyl-CoA<=>Crotonoyl-CoA+H2O)	00081(cpd00842)[0] => 00013(cpd00001)[0] 00082(cpd00650)[0]	N	N	Y	Y	rxn02167	(1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) H2O[0] + (1) Crotonyl-CoA[0]
00035	T00120_907_C4__(1.0HCO3-(MITO)=>1.0HCO3-(CYTO))	00083(cpd00242)[0] => 00084(cpd00242)[1]	Y	N	Y	Y	rxn10826	(1) H2CO3[1] <=> (1) H2CO3[0]
00036	T02699_0_0_907_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Arginine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Arginine(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00085(cpd00051)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00086(cpd00051)[0]	Y	N	N	Y	frxn00013	
00037	T02699_0_0_906_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Valine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Valine(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00087(cpd00156)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00088(cpd00156)[0]	Y	N	N	Y	frxn00014	
00038	R06866_C4__(3-Hexaprenyl-4-hydroxy-5-methoxybenzoate<=>2-Hexaprenyl-6-methoxyphenol+CO2)	00090(cpd03151)[0] => 00089(cpd03439)[0] 00091(cpd00011)[0]	N	N	Y	Y	rxn04680	(1) H+[0] + (1) 3-Hexaprenyl-4-hydroxy-5-methoxybenzoate[0] => (1) CO2[0] + (1) 2-Hexaprenyl-6-methoxyphenol[0]
00039	T02578_0_0_901_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Threonine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Threonine(EXTR))	00012(cpd00002)[0] 00013(cpd00001)[0] 00056(cpd00161)[0] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00055(cpd00161)[1]	Y	N	N	Y	frxn00015	
00040	R06941_C3__((3S)-3-Hydroxyadipyl-CoA+NAD+<=>3-Oxoadipyl-CoA+NADH+H+)	00037(cpd00003)[0] 00093(cpd09844)[0] => 00092(cpd01507)[0] 00039(cpd00004)[0] 00041(cpd00067)[0]	N	N	Y	Y	rxn04750	(1) NAD[0] + (1) (3S)-3-Hydroxyadipyl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) 3-Oxoadipyl-CoA[0]
00041	T00016_2403_C4__(1.03-Methyl-2-oxobutanoicacid(MITO)<=>1.03-Methyl-2-oxobutanoicacid(CYTO))	00094(cpd00123)[0] => 00095(cpd00123)[1]	Y	N	Y	Y	rxn09799	(1) 3-Methyl-2-oxobutanoate[0] <=> (1) 3-Methyl-2-oxobutanoate[1]
00042	R01993_C3__((S)-Dihydroorotate+H2O<=>N-Carbamoyl-L-aspartate)	00097(cpd00282)[0] 00013(cpd00001)[0] => 00096(cpd00343)[0]	N	N	Y	Y	rxn01465	(1) H2O[0] + (1) S-Dihydroorotate[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]
00043	T00896_C7__(1.0Glycine(EXTR)+1.0H+(EXTR)=>1.0Glycine(CYTO)+1.0H+(CYTO))	00027(cpd00033)[0] 00098(cpd00067)[0] => 00026(cpd00033)[1] 00041(cpd00067)[1]	Y	N	Y	Y	rxn05582	(1) Glycine[1] + (1) H+[1] <=> (1) Glycine[0] + (1) H+[0]
00044	T02578_0_0_900_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Methionine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Methionine(EXTR))	00012(cpd00002)[0] 00013(cpd00001)[0] 00058(cpd00060)[0] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00057(cpd00060)[1]	Y	N	N	Y	frxn00016	
00045	R07168_C3__(5-Methyltetrahydrofolate+NAD+<=>5,10-Methylenetetrahydrofolate+NADH+H+)	00100(cpd00345)[0] 00037(cpd00003)[0] => 00099(cpd00125)[0] 00039(cpd00004)[0] 00041(cpd00067)[0]	N	N	Y	Y	rxn04954	(1) NAD[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-10-Methylenetetrahydrofolate[0]
00046	R06261_C3__(DolichylphosphateD-mannose+G10597<=>Dolichylphosphate+G00007)	00102(cpd12407)[0] 00103(cpd21697)[0] => 00101(cpd21504)[0] 00029(cpd11619)[0]	N	N	Y	Y	rxn31501	(1) Dolichyl phosphate D-mannose[0] + (1) (GlcNAc)2(Man)8(PP-Dol)1[0] <=> (1) Dolichyl phosphate[0] + (1) (GlcNAc)2(Man)9(PP-Dol)1[0]
00047	T02578_0_0_908_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Succinate(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Succinate(EXTR))	00012(cpd00002)[0] 00013(cpd00001)[0] 00080(cpd00036)[0] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00079(cpd00036)[1]	Y	N	N	Y	frxn00017	
00048	T02578_0_0_906_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Valine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Valine(EXTR))	00012(cpd00002)[0] 00013(cpd00001)[0] 00088(cpd00156)[0] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00087(cpd00156)[1]	Y	N	N	Y	frxn00018	
00049	T02578_0_0_907_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Arginine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Arginine(EXTR))	00012(cpd00002)[0] 00013(cpd00001)[0] 00086(cpd00051)[0] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00085(cpd00051)[1]	Y	N	N	Y	frxn00019	
00050	R01494_C3__(N-Acylsphingosine+H2O=>Fattyacid+Sphingosine)	00013(cpd00001)[0] 00105(cpd00167)[0] => 00104(cpd19000)[0] 00106(cpd00267)[0]	N	N	Y	Y	rxn15216	(1) H2O[0] + (1) Ceramide[0] => (1) Sphingoid[0] + (1) Fatty acid[0]
00051	R00084_C4__(4Porphobilinogen+H2O=>Hydroxymethylbilane+4NH3)	00107(cpd00001)[0] (4) 00109(cpd00689)[0] => 00108(cpd00755)[0] (4) 00110(cpd00013)[0]	N	N	Y	Y	rxn00060	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]
00052	R00485_C3__(L-Asparagine+H2O=>L-Aspartate+NH3)	00013(cpd00001)[0] 00111(cpd00132)[0] => 00112(cpd00041)[0] 00036(cpd00013)[0]	N	N	Y	Y	rxn00342	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]
00053	T00884_C7__(1.0H+(EXTR)+1.0L-Glutamine(EXTR)=>1.0H+(CYTO)+1.0L-Glutamine(CYTO))	00098(cpd00067)[0] 00113(cpd00053)[0] => 00041(cpd00067)[1] 00114(cpd00053)[1]	Y	N	Y	Y	rxn09678	(1) L-Glutamine[1] + (1) H+[1] <=> (1) L-Glutamine[0] + (1) H+[0]
00054	T00882_C7__(1.0L-Asparagine(EXTR)+1.0H+(EXTR)=>1.0L-Asparagine(CYTO)+1.0H+(CYTO))	00115(cpd00132)[0] 00098(cpd00067)[0] => 00111(cpd00132)[1] 00041(cpd00067)[1]	Y	N	Y	Y	rxn05508	(1) H+[1] + (1) L-Asparagine[1] <=> (1) H+[0] + (1) L-Asparagine[0]
00055	T01262_C4__(1.02-Oxoadipate(CYTO)+1.0H+(MITO)<=>1.02-Oxoadipate(MITO)+1.0H+(CYTO))	00116(cpd00269)[0] 00006(cpd00067)[1] => 00117(cpd00269)[1] 00041(cpd00067)[0]	Y	N	N	Y	frxn00020	
00056	T02699_0_0_935_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0TamoxifenN-oxide(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0TamoxifenN-oxide(CYTO))	00012(cpd00002)[0] 00013(cpd00001)[0] 00064(cpd16359)[1] => 00015(cpd00009)[0] 00016(cpd00008)[0] 00063(cpd16359)[0]	Y	N	N	Y	frxn00021	
00057	R10121_C3__(3-Hydroxypimeloyl-[acp]methylester<=>Enoylpimeloyl-[acp]methylester+H2O)	00119(cpd31067)[0] => 00118(cpd31068)[0] 00013(cpd00001)[0]	N	N	Y	Y	rxn40020	(1) 3-Hydroxypimeloyl-[acp] methyl ester[0] <=> (1) H2O[0] + (1) Enoylpimeloyl-[acp] methyl ester[0]
00058	T00885_C7__(1.0L-Isoleucine(EXTR)+1.0H+(EXTR)=>1.0L-Isoleucine(CYTO)+1.0H+(CYTO))	00120(cpd00322)[0] 00098(cpd00067)[0] => 00121(cpd00322)[1] 00041(cpd00067)[1]	Y	N	Y	Y	rxn05244	(1) H+[1] + (1) L-Isoleucine[1] <=> (1) H+[0] + (1) L-Isoleucine[0]
00059	T00886_C7__(1.0L-Leucine(EXTR)+1.0H+(EXTR)=>1.0L-Leucine(CYTO)+1.0H+(CYTO))	00122(cpd00107)[0] 00098(cpd00067)[0] => 00123(cpd00107)[1] 00041(cpd00067)[1]	Y	N	Y	Y	rxn05243	(1) H+[1] + (1) L-Leucine[1] <=> (1) H+[0] + (1) L-Leucine[0]
00060	R04428_C3__((3R)-3-Hydroxybutanoyl-[acyl-carrierprotein]<=>But-2-enoyl-[acyl-carrierprotein]+H2O)	00124(cpd11478)[0] => 00013(cpd00001)[0] 00125(cpd11465)[0]	N	N	Y	Y	rxn05329	(1) (R)-3-Hydroxybutanoyl-[acyl-carrier protein][0] <=> (1) H2O[0] + (1) But-2-enoyl-[acyl-carrier protein][0]
00061	R03180_C3__(4-Guanidinobutanamide+H2O=>4-Guanidinobutanoate+NH3)	00013(cpd00001)[0] 00126(cpd01973)[0] => 00127(cpd00762)[0] 00036(cpd00013)[0]	N	N	Y	Y	rxn02275	(1) H2O[0] + (1) 4-Guanidinobutanamide[0] => (1) NH3[0] + (1) 4-Guanidinobutanoate[0]
00062	T00890_C7__(1.0L-Proline(EXTR)+1.0H+(EXTR)=>1.0L-Proline(CYTO)+1.0H+(CYTO))	00128(cpd00129)[0] 00098(cpd00067)[0] => 00129(cpd00129)[1] 00041(cpd00067)[1]	Y	N	Y	Y	rxn05638	(1) H+[1] + (1) L-Proline[1] <=> (1) H+[0] + (1) L-Proline[0]
00063	R10117_C3__(3-Hydroxyglutaryl-[acp]methylester<=>Enoylglutaryl-[acp]methylester+H2O)	00131(cpd31063)[0] => 00013(cpd00001)[0] 00130(cpd31064)[0]	N	N	Y	Y	rxn40016	(1) 3-Hydroxyglutaryl-[acp] methyl ester[0] <=> (1) H2O[0] + (1) Enoylglutaryl-[acp] methyl ester[0]
00064	R07497_C8__(Fecosterol=>Episterol)	00133(cpd02755)[0] => 00132(cpd14514)[0]	N	N	Y	Y	rxn07328	(1) Fecosterol[0] => (1) Episterol[0]
00065	T00881_C7__(1.0L-Alanine(EXTR)+1.0H+(EXTR)=>1.0L-Alanine(CYTO)+1.0H+(CYTO))	00134(cpd00035)[0] 00098(cpd00067)[0] => 00135(cpd00035)[1] 00041(cpd00067)[1]	Y	N	Y	Y	rxn05496	(1) L-Alanine[1] + (1) H+[1] <=> (1) L-Alanine[0] + (1) H+[0]
00066	R00842_C3__(Glyceronephosphate+NADH+H+=>sn-Glycerol3-phosphate+NAD+)	00018(cpd00095)[0] 00039(cpd00004)[0] 00041(cpd00067)[0] => 00071(cpd00080)[0] 00037(cpd00003)[0]	N	N	Y	Y	rxn00611	(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0]
00067	R02425_C3__((S)(+)-Allantoin+H2O<=>Allantoate)	00013(cpd00001)[0] 00137(cpd19020)[0] => 00136(cpd00388)[0]	N	N	Y	Y	rxn15334	(1) H2O[0] + (1) (S)(+)-Allantoin[0] => (1) H+[0] + (1) Allantoate[0]
00068	R06518_C3__(Dihydroceramide+H2O=>Fattyacid+Sphinganine)	00013(cpd00001)[0] 00138(cpd08908)[0] => 00104(cpd19000)[0] 00139(cpd00623)[0]	N	N	Y	Y	rxn39729	(1) H2O[0] + (1) Dihydroceramide[0] <=> (1) Sphinganine[0] + (1) Fatty acid[0]
00069	R06528_C3__(Phytoceramide+H2O=>Fattyacid+Phytosphingosine)	00013(cpd00001)[0] 00141(cpd08927)[0] => 00140(cpd08926)[0] 00104(cpd19000)[0]	N	N	Y	Y	rxn39730	(1) H2O[0] + (1) Ceramide II[0] <=> (1) Phytosphingosine[0] + (1) Fatty acid[0]
00070	R06260_C3__(DolichylphosphateD-mannose+G10596<=>Dolichylphosphate+G10597)	00102(cpd12407)[0] 00142(cpd21696)[0] => 00029(cpd11619)[0] 00103(cpd21697)[0]	N	N	Y	Y	rxn39676	(1) Dolichyl phosphate D-mannose[0] + (1) (GlcNAc)2(Man)7(PP-Dol)1[0] <=> (1) Dolichyl phosphate[0] + (1) (GlcNAc)2(Man)8(PP-Dol)1[0]
00071	T00131_100_C4__(1.0Hexadecenoyl-[acp](MITO)<=>1.0Hexadecenoyl-[acp](CYTO))	00143(cpd16235)[0] => 00144(cpd16235)[1]	Y	N	N	Y	frxn00022	
00072	T00131_101_C4__(1.0Octadecanoyl-[acp](MITO)<=>1.0Octadecanoyl-[acp](CYTO))	00145(cpd12458)[0] => 00146(cpd12458)[1]	Y	N	N	Y	frxn00023	
00073	T00131_102_C4__(1.0Decanoyl-[acp](MITO)<=>1.0Decanoyl-[acp](CYTO))	00147(cpd11825)[0] => 00148(cpd11825)[1]	Y	N	Y	Y	rxn09757	(1) Octadecenoyl-ACP[1] <=> (1) Octadecenoyl-ACP[0]
00074	R04535_C4__((3R)-3-Hydroxydecanoyl-[acyl-carrierprotein]<=>trans-Dec-2-enoyl-[acp]+H2O)	00149(cpd11482)[0] => 00107(cpd00001)[0] 00150(cpd11475)[0]	N	N	Y	Y	rxn05333	(1) (R)-3-Hydroxydecanoyl-[acyl-carrier protein][0] <=> (1) H2O[0] + (1) (2E)-Decenoyl-[acp][0]
