ID	Name	Reversible	Reactants	Products	E.C.	Pathway
R_00018	R07894_C3__(3-Hydroxy-OPC6-CoA+NAD+<=>3-Oxo-OPC6-CoA+NADH+H+)	true	M_00037[1];M_00049[1];	M_00039[1];M_00041[1];M_00048[1];			
R_00019	R07898_C3__(3-Hydroxy-OPC4-CoA+NAD+<=>3-Oxo-OPC4-CoA+NADH+H+)	true	M_00037[1];M_00051[1];	M_00050[1];M_00039[1];M_00041[1];			
R_00020	R01826_C3__(Phosphoenolpyruvate+D-Erythrose4-phosphate+H2O=>2-Dehydro-3-deoxy-D-arabino-heptonate7-phosphate+Orthophosphate)	false	M_00013[1];M_00053[1];M_00054[1];	M_00052[1];M_00015[1];			
R_00021	T02699_0_0_901_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Threonine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Threonine(CYTO))	false	M_00012[1];M_00013[1];M_00055[1];	M_00015[1];M_00016[1];M_00056[1];			
R_EX_00055_	R_EX_C00188_L-Threonine_C4H9NO3	false	M_00055[1];				
R_00022	T02699_0_0_900_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Methionine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Methionine(CYTO))	false	M_00012[1];M_00013[1];M_00057[1];	M_00015[1];M_00016[1];M_00058[1];			
R_EX_00057_	R_EX_C00073_L-Methionine_C5H11NO2S	false	M_00057[1];				
R_00023	T00016_2264_C4__(1.0Isocitrate(MITO)<=>1.0Isocitrate(CYTO))	true	M_00059[1];	M_00060[1];			
R_00024	T02699_0_0_19_0_0_C7__(1.02-Naphthol(EXTR)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.02-Naphthol(CYTO)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	false	M_00061[1];M_00012[1];M_00013[1];	M_00062[1];M_00015[1];M_00016[1];			
R_EX_00061_	R_EX_C11713_2-Naphthol_C10H8O	false	M_00061[1];				
R_00025	T02578_0_0_935_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0TamoxifenN-oxide(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0TamoxifenN-oxide(EXTR))	false	M_00012[1];M_00013[1];M_00063[1];	M_00015[1];M_00016[1];M_00064[1];			
R_EX_00064_	R_EX_C16545_Tamoxifen N-oxide_C26H29NO2	false	M_00064[1];				
R_00026	T02699_0_0_2001_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Citrulline(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Citrulline(CYTO))	false	M_00012[1];M_00013[1];M_00065[1];	M_00015[1];M_00016[1];M_00066[1];			
R_EX_00065_	R_EX_C00327_L-Citrulline_C6H13N3O3	false	M_00065[1];				
R_00027	T02790_596_0_0_0_0_C7__(1.0Presqualenediphosphate(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Presqualenediphosphate(EXTR)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	false	M_00067[1];M_00012[1];M_00013[1];	M_00068[1];M_00015[1];M_00016[1];			
R_EX_00068_	R_EX_C03428_Presqualene diphosphate_C30H52O7P2	false	M_00068[1];				
R_00028	R00851_C3__(sn-Glycerol3-phosphate+Acyl-CoA=>1-Acyl-sn-glycerol3-phosphate+CoA)	false	M_00069[1];M_00071[1];	M_00070[1];M_00072[1];			
R_00029	T01268_C4__(1.0Oxaloacetate(CYTO)+1.0H+(CYTO)<=>1.0Oxaloacetate(MITO)+1.0H+(MITO))	true	M_00073[1];M_00041[1];	M_00074[1];M_00006[1];			
R_00030	T00016_2291_C4__(1.02-Dehydropantoate(MITO)<=>1.02-Dehydropantoate(CYTO))	true	M_00075[1];	M_00076[1];			
R_00031	T00014_C4__(1.0Formate(CYTO)<=>1.0Formate(MITO))	true	M_00002[1];	M_00001[1];			
R_00032	T02699_0_0_909_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Histidine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Histidine(CYTO))	false	M_00012[1];M_00013[1];M_00077[1];	M_00015[1];M_00016[1];M_00078[1];			
R_EX_00077_	R_EX_C00135_L-Histidine_C6H9N3O2	false	M_00077[1];				
R_00033	T02699_0_0_908_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Succinate(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Succinate(CYTO))	false	M_00012[1];M_00013[1];M_00079[1];	M_00015[1];M_00016[1];M_00080[1];			
R_EX_00079_	R_EX_C00042_Succinate_C4H6O4	false	M_00079[1];				
R_00034	R03026_C3__((S)-3-Hydroxybutanoyl-CoA<=>Crotonoyl-CoA+H2O)	true	M_00081[1];	M_00013[1];M_00082[1];			
R_00035	T00120_907_C4__(1.0HCO3-(MITO)=>1.0HCO3-(CYTO))	false	M_00083[1];	M_00084[1];			
R_00036	T02699_0_0_907_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Arginine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Arginine(CYTO))	false	M_00012[1];M_00013[1];M_00085[1];	M_00015[1];M_00016[1];M_00086[1];			
R_EX_00085_	R_EX_C00062_L-Arginine_C6H14N4O2	false	M_00085[1];				
R_00037	T02699_0_0_906_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Valine(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Valine(CYTO))	false	M_00012[1];M_00013[1];M_00087[1];	M_00015[1];M_00016[1];M_00088[1];			
R_EX_00087_	R_EX_C00183_L-Valine_C5H11NO2	false	M_00087[1];				
R_00038	R06866_C4__(3-Hexaprenyl-4-hydroxy-5-methoxybenzoate<=>2-Hexaprenyl-6-methoxyphenol+CO2)	true	M_00090[1];	M_00089[1];M_00091[1];			
R_00039	T02578_0_0_901_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Threonine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Threonine(EXTR))	false	M_00012[1];M_00013[1];M_00056[1];	M_00015[1];M_00016[1];M_00055[1];			
R_00040	R06941_C3__((3S)-3-Hydroxyadipyl-CoA+NAD+<=>3-Oxoadipyl-CoA+NADH+H+)	true	M_00037[1];M_00093[1];	M_00092[1];M_00039[1];M_00041[1];			
R_00041	T00016_2403_C4__(1.03-Methyl-2-oxobutanoicacid(MITO)<=>1.03-Methyl-2-oxobutanoicacid(CYTO))	true	M_00094[1];	M_00095[1];			
R_00042	R01993_C3__((S)-Dihydroorotate+H2O<=>N-Carbamoyl-L-aspartate)	true	M_00097[1];M_00013[1];	M_00096[1];			
R_00043	T00896_C7__(1.0Glycine(EXTR)+1.0H+(EXTR)=>1.0Glycine(CYTO)+1.0H+(CYTO))	false	M_00027[1];M_00098[1];	M_00026[1];M_00041[1];			
R_EX_00098_	R_EX_C00080_H+_H	false	M_00098[1];				
R_00044	T02578_0_0_900_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Methionine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Methionine(EXTR))	false	M_00012[1];M_00013[1];M_00058[1];	M_00015[1];M_00016[1];M_00057[1];			
R_00045	R07168_C3__(5-Methyltetrahydrofolate+NAD+<=>5,10-Methylenetetrahydrofolate+NADH+H+)	true	M_00100[1];M_00037[1];	M_00099[1];M_00039[1];M_00041[1];			
R_00046	R06261_C3__(DolichylphosphateD-mannose+G10597<=>Dolichylphosphate+G00007)	true	M_00102[1];M_00103[1];	M_00101[1];M_00029[1];			
R_00047	T02578_0_0_908_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Succinate(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Succinate(EXTR))	false	M_00012[1];M_00013[1];M_00080[1];	M_00015[1];M_00016[1];M_00079[1];			
R_00048	T02578_0_0_906_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Valine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Valine(EXTR))	false	M_00012[1];M_00013[1];M_00088[1];	M_00015[1];M_00016[1];M_00087[1];			
R_00049	T02578_0_0_907_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0L-Arginine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0L-Arginine(EXTR))	false	M_00012[1];M_00013[1];M_00086[1];	M_00015[1];M_00016[1];M_00085[1];			
R_00050	R01494_C3__(N-Acylsphingosine+H2O=>Fattyacid+Sphingosine)	false	M_00013[1];M_00105[1];	M_00104[1];M_00106[1];			
R_00051	R00084_C4__(4Porphobilinogen+H2O=>Hydroxymethylbilane+4NH3)	false	M_00107[1];M_00109[4];	M_00108[1];M_00110[4];			
R_00052	R00485_C3__(L-Asparagine+H2O=>L-Aspartate+NH3)	false	M_00013[1];M_00111[1];	M_00112[1];M_00036[1];			
R_00053	T00884_C7__(1.0H+(EXTR)+1.0L-Glutamine(EXTR)=>1.0H+(CYTO)+1.0L-Glutamine(CYTO))	false	M_00098[1];M_00113[1];	M_00041[1];M_00114[1];			
R_EX_00113_	R_EX_C00064_L-Glutamine_C5H10N2O3	false	M_00113[1];				
R_00054	T00882_C7__(1.0L-Asparagine(EXTR)+1.0H+(EXTR)=>1.0L-Asparagine(CYTO)+1.0H+(CYTO))	false	M_00115[1];M_00098[1];	M_00111[1];M_00041[1];			
R_EX_00115_	R_EX_C00152_L-Asparagine_C4H8N2O3	false	M_00115[1];				
R_00055	T01262_C4__(1.02-Oxoadipate(CYTO)+1.0H+(MITO)<=>1.02-Oxoadipate(MITO)+1.0H+(CYTO))	true	M_00116[1];M_00006[1];	M_00117[1];M_00041[1];			
R_00056	T02699_0_0_935_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0TamoxifenN-oxide(EXTR)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0TamoxifenN-oxide(CYTO))	false	M_00012[1];M_00013[1];M_00064[1];	M_00015[1];M_00016[1];M_00063[1];			
R_00057	R10121_C3__(3-Hydroxypimeloyl-[acp]methylester<=>Enoylpimeloyl-[acp]methylester+H2O)	true	M_00119[1];	M_00118[1];M_00013[1];			
R_00058	T00885_C7__(1.0L-Isoleucine(EXTR)+1.0H+(EXTR)=>1.0L-Isoleucine(CYTO)+1.0H+(CYTO))	false	M_00120[1];M_00098[1];	M_00121[1];M_00041[1];			
R_EX_00120_	R_EX_C00407_L-Isoleucine_C6H13NO2	false	M_00120[1];				
R_00059	T00886_C7__(1.0L-Leucine(EXTR)+1.0H+(EXTR)=>1.0L-Leucine(CYTO)+1.0H+(CYTO))	false	M_00122[1];M_00098[1];	M_00123[1];M_00041[1];			
R_EX_00122_	R_EX_C00123_L-Leucine_C6H13NO2	false	M_00122[1];				
R_00060	R04428_C3__((3R)-3-Hydroxybutanoyl-[acyl-carrierprotein]<=>But-2-enoyl-[acyl-carrierprotein]+H2O)	true	M_00124[1];	M_00013[1];M_00125[1];			
R_00061	R03180_C3__(4-Guanidinobutanamide+H2O=>4-Guanidinobutanoate+NH3)	false	M_00013[1];M_00126[1];	M_00127[1];M_00036[1];			
R_00062	T00890_C7__(1.0L-Proline(EXTR)+1.0H+(EXTR)=>1.0L-Proline(CYTO)+1.0H+(CYTO))	false	M_00128[1];M_00098[1];	M_00129[1];M_00041[1];			
R_EX_00128_	R_EX_C00148_L-Proline_C5H9NO2	false	M_00128[1];				
R_00063	R10117_C3__(3-Hydroxyglutaryl-[acp]methylester<=>Enoylglutaryl-[acp]methylester+H2O)	true	M_00131[1];	M_00013[1];M_00130[1];			
R_00064	R07497_C8__(Fecosterol=>Episterol)	false	M_00133[1];	M_00132[1];			
R_00065	T00881_C7__(1.0L-Alanine(EXTR)+1.0H+(EXTR)=>1.0L-Alanine(CYTO)+1.0H+(CYTO))	false	M_00134[1];M_00098[1];	M_00135[1];M_00041[1];			
R_EX_00134_	R_EX_C00041_L-Alanine_C3H7NO2	false	M_00134[1];				
R_00066	R00842_C3__(Glyceronephosphate+NADH+H+=>sn-Glycerol3-phosphate+NAD+)	false	M_00018[1];M_00039[1];M_00041[1];	M_00071[1];M_00037[1];			
R_00067	R02425_C3__((S)(+)-Allantoin+H2O<=>Allantoate)	true	M_00013[1];M_00137[1];	M_00136[1];			
R_00068	R06518_C3__(Dihydroceramide+H2O=>Fattyacid+Sphinganine)	false	M_00013[1];M_00138[1];	M_00104[1];M_00139[1];			
R_00069	R06528_C3__(Phytoceramide+H2O=>Fattyacid+Phytosphingosine)	false	M_00013[1];M_00141[1];	M_00140[1];M_00104[1];			
R_00070	R06260_C3__(DolichylphosphateD-mannose+G10596<=>Dolichylphosphate+G10597)	true	M_00102[1];M_00142[1];	M_00029[1];M_00103[1];			
R_00071	T00131_100_C4__(1.0Hexadecenoyl-[acp](MITO)<=>1.0Hexadecenoyl-[acp](CYTO))	true	M_00143[1];	M_00144[1];			
R_00072	T00131_101_C4__(1.0Octadecanoyl-[acp](MITO)<=>1.0Octadecanoyl-[acp](CYTO))	true	M_00145[1];	M_00146[1];			
R_00073	T00131_102_C4__(1.0Decanoyl-[acp](MITO)<=>1.0Decanoyl-[acp](CYTO))	true	M_00147[1];	M_00148[1];			
R_00074	R04535_C4__((3R)-3-Hydroxydecanoyl-[acyl-carrierprotein]<=>trans-Dec-2-enoyl-[acp]+H2O)	true	M_00149[1];	M_00107[1];M_00150[1];			
R_00075	R00102_C3__(NAD++H2O=>Nicotinamide+ADP-ribose+H+)	false	M_00013[1];M_00037[1];	M_00151[1];M_00152[1];M_00041[1];			
R_00076	R04961_C4__(Decanoyl-[acp]+NAD+<=>trans-Dec-2-enoyl-[acp]+NADH+H+)	true	M_00153[1];M_00004[1];	M_00005[1];M_00150[1];M_00006[1];			
R_00077	R04430_C3__(Butyryl-[acp]+NADP+<=>But-2-enoyl-[acyl-carrierprotein]+NADPH+H+)	true	M_00154[1];M_00155[1];	M_00156[1];M_00125[1];M_00041[1];			
R_00078	K10255_ACP_C4__(Octadecenoyl-[acp]+Oxygen=>(9Z,12Z)-Octadecadienoyl-CoA+H2O)	true	M_00005[1];M_00157[1];M_00006[1];M_00147[1];	M_00107[2];M_00004[1];M_00158[1];			
R_00079	R00586_C3__(L-Serine+Acetyl-CoA=>O-Acetyl-L-serine+CoA)	false	M_00159[1];M_00160[1];	M_00161[1];M_00070[1];			
R_00080	R01773_C4__(L-Homoserine+NAD+<=>L-Aspartate4-semialdehyde+NADH+H+)	true	M_00162[1];M_00004[1];	M_00005[1];M_00006[1];M_00010[1];			
R_00081	R01775_C3__(L-Homoserine+NADP+<=>L-Aspartate4-semialdehyde+NADPH+H+)	true	M_00163[1];M_00154[1];	M_00156[1];M_00041[1];M_00011[1];			
R_00082	R06238_C3__(GDP-D-mannose+G00004<=>GDP+G00005)	true	M_00164[1];M_00165[1];	M_00166[1];M_00167[1];			
R_00083	R00005_C3__(Urea-1-carboxylate+H2O=>2CO2+2NH3)	false	M_00013[1];M_00169[1];	M_00168[2];M_00036[2];			
R_00084	R01773_C3__(L-Homoserine+NAD+<=>L-Aspartate4-semialdehyde+NADH+H+)	true	M_00163[1];M_00037[1];	M_00039[1];M_00041[1];M_00011[1];			
R_00085	R03260_C3__(O-Succinyl-L-homoserine+L-Cysteine=>L-Cystathionine+Succinate)	false	M_00170[1];M_00172[1];	M_00171[1];M_00080[1];			
R_00086	R00341_C3__(ATP+Oxaloacetate=>ADP+Phosphoenolpyruvate+CO2)	false	M_00012[1];M_00073[1];	M_00053[1];M_00168[1];M_00016[1];			
R_00087	R02317_C3__((S)-2,3,4,5-Tetrahydropyridine-2-carboxylate+H2O<=>L-2-Aminoadipate6-semialdehyde)	true	M_00013[1];M_00173[1];	M_00174[1];			
R_00088	R04355_C4__(Acetyl-[acyl-carrierprotein]+Malonyl-[acyl-carrierprotein]=>Acetoacetyl-[acp]+CO2+Acyl-carrierprotein)	false	M_00175[1];M_00177[1];	M_00091[1];M_00176[1];M_00178[1];			
R_00089	T01416_C7__(1.0Carnitine(EXTR)+1.0H+(EXTR)=>1.0Carnitine(CYTO)+1.0H+(CYTO))	false	M_00179[1];M_00098[1];	M_00180[1];M_00041[1];			
R_EX_00179_	R_EX_C00487_Carnitine_C7H16NO3	false	M_00179[1];				
R_00090	R01775_C4__(L-Homoserine+NADP+<=>L-Aspartate4-semialdehyde+NADPH+H+)	true	M_00162[1];M_00182[1];	M_00181[1];M_00006[1];M_00010[1];			
R_00091	T01470_C7__(1.0Ethanolamine(EXTR)+1.0H+(EXTR)<=>1.0Ethanolamine(CYTO)+1.0H+(CYTO))	true	M_00183[1];M_00098[1];	M_00184[1];M_00041[1];			
R_EX_00183_	R_EX_C00189_Ethanolamine_C2H7NO	false	M_00183[1];				
R_00092	R08162_C4__(Hexadecenoyl-[acyl-carrierprotein]+H2O=>Acyl-carrierprotein+(9Z)-Hexadecenoicacid)	false	M_00107[1];M_00143[1];	M_00185[1];M_00176[1];			
R_00093	R03370_C4__(Octadecanoyl-[acyl-carrierprotein]+Reducedacceptor+Oxygen=>Oleoyl-[acyl-carrierprotein]+Acceptor+2H2O)	false	M_00157[1];M_00145[1];M_00005[1];M_00006[1];	M_00107[2];M_00147[1];M_00004[1];			
R_00094	R08163_C4__(Octadecanoyl-[acyl-carrierprotein]+H2O=>Acyl-carrierprotein+Octadecanoicacid)	false	M_00107[1];M_00145[1];	M_00186[1];M_00176[1];			
R_00095	R03508_C3__(1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose5-phosphate=>Indoleglycerolphosphate+CO2+H2O)	false	M_00187[1];	M_00013[1];M_00168[1];M_00188[1];			
R_00096	R09038_C4__(Cardiolipin+H2O<=>Monolysocardiolipin+Fattyacid)	true	M_00107[1];M_00190[1];	M_00189[1];M_00191[1];			
R_00097	R01431_C3__(Xylitol+NADP+<=>D-Xylose+NADPH+H+)	true	M_00193[1];M_00154[1];	M_00192[1];M_00156[1];M_00041[1];			
R_00098	R09477_C3__(Xylitol+NAD+<=>D-Xylose+NADH+H+)	true	M_00037[1];M_00193[1];	M_00192[1];M_00039[1];M_00041[1];			
R_00099	T02699_0_0_2078_0_0_C7__(1.0ATP(CYTO)+1.0Phosphatidylcholine(EXTR)+1.0H2O(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Phosphatidylcholine(CYTO))	false	M_00012[1];M_00194[1];M_00013[1];	M_00015[1];M_00016[1];M_00195[1];			
R_EX_00194_	R_EX_C00157_Phosphatidylcholine_C10H18NO8PR2	false	M_00194[1];				
R_00100	R08158_C3__(Decanoyl-[acp]+H2O=>Acyl-carrierprotein+Decanoicacid)	false	M_00013[1];M_00196[1];	M_00197[1];M_00198[1];			
R_00101	R04385_C4__(ATP+Holo-[carboxylase]+HCO3-<=>ADP+Orthophosphate+Carboxybiotin-carboxyl-carrierprotein)	true	M_00083[1];M_00199[1];M_00200[1];	M_00201[1];M_00202[1];M_00203[1];			
R_00102	R01624_C4__(Acetyl-CoA+Acyl-carrierprotein=>CoA+Acetyl-[acyl-carrierprotein])	false	M_00176[1];M_00204[1];	M_00175[1];M_00205[1];			
R_00103	T02578_0_0_1238_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0D-Sorbitol(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0D-Sorbitol(EXTR))	false	M_00012[1];M_00013[1];M_00206[1];	M_00015[1];M_00016[1];M_00207[1];			
R_EX_00207_	R_EX_C00794_D-Sorbitol_C6H14O6	false	M_00207[1];				
R_00104	R03370_C3__(Octadecanoyl-[acyl-carrierprotein]+Reducedacceptor+Oxygen=>Oleoyl-[acyl-carrierprotein]+Acceptor+2H2O)	false	M_00208[1];M_00146[1];M_00039[1];M_00041[1];	M_00013[2];M_00148[1];M_00037[1];			
R_00105	R04386_C4__(Acetyl-CoA+Carboxybiotin-carboxyl-carrierprotein+H+<=>Malonyl-CoA+Holo-[carboxylase])	true	M_00202[1];M_00006[1];M_00160[1];	M_00209[1];M_00199[1];			
R_00106	R00694_C3__(L-Phenylalanine+2-Oxoglutarate<=>Phenylpyruvate+L-Glutamate)	true	M_00210[1];M_00212[1];	M_00211[1];M_00024[1];			
R_00107	R03243_C3__(L-Histidinolphosphate+2-Oxoglutarate<=>3-(Imidazol-4-yl)-2-oxopropylphosphate+L-Glutamate)	true	M_00210[1];M_00214[1];	M_00024[1];M_00213[1];			
R_00108	R06264_C3__(DolichylD-glucosylphosphate+G10599<=>Dolichylphosphate+G00008)	true	M_00028[1];M_00030[1];	M_00215[1];M_00029[1];			
R_00109	R03223_C3__(H++2-Methyl-4-amino-5-hydroxymethylpyrimidinediphosphate+4-Methyl-5-(2-phosphoethyl)-thiazole=>Diphosphate+Thiaminmonophosphate)	false	M_00216[1];M_00219[1];M_00041[1];	M_00217[1];M_00218[1];			
R_00110	R00177_C3__(ATP+L-Methionine+H2O=>Orthophosphate+Diphosphate+S-Adenosyl-L-methionine)	false	M_00013[1];M_00058[1];M_00012[1];	M_00015[1];M_00220[1];M_00217[1];			
R_00111	T00120_836_C4__(1.0Linoleate(MITO)=>1.0Linoleate(CYTO))	false	M_00221[1];	M_00222[1];			
R_00112	T02578_0_0_2494_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0Tamoxifen(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0Tamoxifen(EXTR))	false	M_00012[1];M_00013[1];M_00223[1];	M_00015[1];M_00016[1];M_00224[1];			
R_EX_00224_	R_EX_C07108_Tamoxifen_C26H29NO	false	M_00224[1];				
R_00113	T00016_1574_C4__(1.0alpha-Isopropylmalate(MITO)<=>1.0alpha-Isopropylmalate(CYTO))	true	M_00225[1];	M_00226[1];			
R_00114	T01261_C4__(1.0Orthophosphate(MITO)+1.0Succinate(CYTO)<=>1.0Orthophosphate(CYTO)+1.0Succinate(MITO))	true	M_00201[1];M_00080[1];	M_00015[1];M_00227[1];			
R_00115	R00734_C3__(L-Tyrosine+2-Oxoglutarate<=>3-(4-Hydroxyphenyl)pyruvate+L-Glutamate)	true	M_00210[1];M_00229[1];	M_00024[1];M_00228[1];			
R_00116	R00754_C3__(Acetaldehyde+NADH+H+<=>Ethanol+NAD+)	true	M_00039[1];M_00041[1];M_00230[1];	M_00231[1];M_00037[1];			
R_00117	R00754_C4__(Acetaldehyde+NADH+H+<=>Ethanol+NAD+)	true	M_00005[1];M_00006[1];M_00232[1];	M_00233[1];M_00004[1];			
R_00118	T02790_553_0_0_0_0_C7__(1.0Isopentenyldiphosphate(CYTO)+1.0ATP(CYTO)+1.0H2O(CYTO)=>1.0Isopentenyldiphosphate(EXTR)+1.0Orthophosphate(CYTO)+1.0ADP(CYTO))	false	M_00234[1];M_00012[1];M_00013[1];	M_00235[1];M_00015[1];M_00016[1];			
R_EX_00235_	R_EX_C00129_Isopentenyl diphosphate_C5H12O7P2	false	M_00235[1];				
R_00119	T02578_0_0_1108_0_0_C7__(1.0ATP(CYTO)+1.0H2O(CYTO)+1.0S-Adenosyl-L-methionine(CYTO)=>1.0Orthophosphate(CYTO)+1.0ADP(CYTO)+1.0S-Adenosyl-L-methionine(EXTR))	false	M_00012[1];M_00013[1];M_00220[1];	M_00015[1];M_00016[1];M_00236[1];			
