ID	NAMES	FORMULA	CHARGE	MASS
CPD-13970	dTDP-(2R,4R,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one|dTDP-4-dehydro-3-C-methyl-2,6-dideoxy-alpha-L-allose	C17H24N2O14P2	10000000	542.329
BACCATIN-III	baccatin III	C31H38O11	10000000	586.635
CPD-10108	(4S,7R)-7-isopropyl-4-methyloxepan-2-one	C10H18O2	10000000	170.251
CPD-19558	1-propyne|allylene|methyl acetylene|propyne	C3H4	10000000	40.065
CPD-16794	2-amino-4-hydroxy-5-phosphonopentanoate	C5H11NO6P	10000000	212.119
CPD-15285	Nalpha-methyl-L-histidine	C7H11N3O2	10000000	169.183
CPD-19188	PET|PET-P|PETE|PETP|Polyethylene_terephthalate|poly(ethylene terephthalate)|polyethylene terephthalate	noformula	10000000	10000000
CHOLANATE2	3alpha,12alpha-dihydroxy-7-oxo-5beta-cholan-24-oate|3alpha,12alpha-dihydroxy-7-oxo-5beta-cholanate	C24H37O5	10000000	405.553
STRICTOSIDINE	3-alpha(S)-strictosidine|strictosidine	C27H35N2O9	10000000	531.581
CPD-14815	protoemetine	C19H28NO3	10000000	318.435
CPD-20608	4-bromobenzene-1,2-diol|4-bromocatechol	C6H5O2Br	10000000	189.008
CPD-323	4-cholesten-3-one|4-cholestene-3-one|cholest-4-en-3-one|cholestenone	C27H44O	10000000	384.644
CPD-9388	3,6-dideoxy-beta-L-galactose|3,6-dideoxy-beta-L-xylo-hexopyranose|3-deoxy-beta-L-fucose|beta-L-colitose|beta-colitopyranose	C6H12O4	10000000	148.158
CPD-356	D-arabinono-1,4-lactone	C5H8O5	10000000	148.115
CPD-12942	oviedomycin	C19H9O7	10000000	349.276
CPD1G-854	trehalose-cis-keto-di-mycolate	C184H354O17	10000000	2838.81
CPD-17047	3-benzyl-3,6 -bis(cysteinylglycine)- 6-(hydroxymethyl)-DKP|3-benzyl-3,6 -bis(cysteinylglycine)- 6-(hydroxymethyl)-diketopiperazine|3-benzyl-3,6 -bis(cysteinylglycine)- 6-(hydroxymethyl)piperazine-2,5-dione	C22H30N6O9S2	10000000	586.634
CPD-12117	DMKH2-7|demethylmenaquinol-7	C45H64O2	10000000	636.999
CPD-10368	anabaenopeptilide 90B	C45H61N8O14Cl	10000000	973.475
CPD-12410	2,4-bis(5,6-dihydroxy-1H-indol-2-yl)-1H-indole-5,6-diol	C24H17N3O6	10000000	443.415
1-HYDROXY-2-BETA-D-GLUCOSYLOXY-910-AN	1-hydroxy-2-(beta-D-glucosyloxy)-9,10- anthraquinone	C20H18O9	10000000	402.357
CPD-19505	3-butenylnitrile|allylcyanide	C4H5N	10000000	67.09
CPD-12750	(2E,6E,10R)-10,11-epoxy-3,7,11-trimethyl-2,6-dodecadienoate|juvenile hormone III acid|juvenile hormone III carboxylate	C15H23O3	10000000	251.345
CPD-8634	aureusidin 6-O-glucoside	C21H20O11	10000000	448.382
B-DGLC-HEX-1:5	b-dglc-HEX-1:5|beta-D-Glcp	noformula	10000000	10000000
CPD-9187	IDP-D-mannose	C16H22N4O16P2	10000000	588.314
CPD-16657	3-geranylflaviolin	C20H22O5	10000000	342.391
COUMARIN	1,2-benzopyrone|coumarin|cumarin	C9H6O2	10000000	146.145
CPD-10750	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-4-hexulose|UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hex-4-ulose	C17H23N3O16P2	10000000	587.327
CPD0-2559	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate	C8H7O3	10000000	151.141
PSICOSE	D-allulose|D-altrulose|D-ribo-2-hexulose|D-ribo-2-ketohexose|D-ribohexulose|erythrohexulose|keto-D-psicose|pseudofructose|psicose	C6H12O6	10000000	180.157
CPD-18206	FK228|FR901228|romidepsin	C24H36N4O6S2	10000000	540.692
CPD-13030	N,N-dihydroxy-L-phenylalanine	C9H10NO4	10000000	196.182
CPD-20999	2-hydroxy-N-[2-[2-(1H-imidazol-5-yl)ethyl]-5-methyl-3-oxo-1,2-oxazolidin-4-yl]benzamide|pseudomonine	C16H18N4O4	10000000	330.343
METHYLENEDIUREA	methylenediurea	C3H8N4O2	10000000	132.122
--TRANS-ACENAPHTHENE-12-DIOL	(+/-)-trans-acenaphthene-1,2-diol|trans-1,2-acenaphthylene glycol	C12H10O2	10000000	186.21
CPD-7225	N-acetylphospho-phosphonoacetyl-L-ornithine|PALAO	C9H14N2O7P	10000000	293.193
CPD-10223	UDP-D-kanosamine|UDP-alpha-D-kanosamine	C15H24N3O16P2	10000000	564.313
CPD-15052	3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromenium|Peonidin|peonidin	C16H11O6	10000000	299.259
CPD-14223	1-heptadecene	C17H34	10000000	238.456
CPD-13279	butyrospermol	C30H50O	10000000	426.724
CPD0-1914	Gly-Sar|N-Glycylsarcosine|glycylsarcosine	C5H10N2O3	10000000	146.146
CPD-150	(2S)-homocitrate|(S)-2-hydroxy-1,2,4-butanetricarboxylic acid	C7H7O7	10000000	203.128
CPD-14978	quercetin 3-O-(6"-O-p-coumaroyl)-glucoside	C30H26O14	10000000	610.527
CPD-12814	CDP-1,2-dioctadecanoylglycerol	C48H87N3O15P2	10000000	1008.174
CPD-15449	(20S)-protopanaxadiol|(20S)-protopanaxadiol-type ginsenoside aglycone|(3beta,12beta)-dammar-24-ene-3,12,20-triol	C30H52O3	10000000	460.739
CPD-21497	3-(indol-3-yl)acryloyl-CoA	C32H39N8O17P3S	10000000	932.685
CPD-261	(-)-perillyl alcohol|(4S)-perillyl alcohol	C10H16O	10000000	152.236
CPD-20586	2,3,5,7-tetrabromobenzofuro[3,2-b]pyrrole	C10H3NOBr4	10000000	472.756
CPD-17793	dehydrogriseofulvin	C17H15O6Cl	10000000	350.755
CPD-13223	(E)-2-hexen-4-one|(E)-2-hexene-4-one|3-hexanone|3-oxohexane|4-hexen-3-one, (4E)-|ethyl propyl ketone|hexan-3-one	C6H12O	10000000	100.16
OXIDIZED-OPLOPHORUS-LUCIFERIN	N-[3-benzyl-5-(4-hydroxyphenyl)pyrazin-2-yl]-2-(4-hydroxyphenyl)acetamide|Oplophorus oxyluciferin|coelenteramide|oxidized Oplophorus luciferin	C25H21N3O3	10000000	411.459
CPD-13862	tau-muurolene	C15H24	10000000	204.355
CPD-19733	(2Z,4Z)-2-chloro-3-hydroxyhexa-2,4-dienedioate	C6H3O5Cl	10000000	190.54
CPD-7911	4-tricosene	C23H46	10000000	322.616
CPD-12782	6-O-acetyl-D-Man-beta-(1,4)- GlcA-beta-(1,2)-N-acetyl-D-Man-alpha-(1,3)-D-Glc-beta-(1,4)-Glc-alpha-1-diphosphoundecaprenol|6-O-acetyl-beta-D-mannosyl-(1,4)-beta-D-glucoronate-(1,2)-alpha-N-acetyl-D-mannosyl-(1,3)-beta-D-glucosyl-(1,4)-alpha-D-glucosyl-diphosphoundecaprenol|diacetylated xanthan monomer	C89H141O35P2	10000000	1833.019
CPD-12872	1,6-phenazinedicarboxylic acid|phenazine-1,6-dicarboxylate|phenazine-1,6-dicarboxylic acid	C14H6N2O4	10000000	266.212
CPD-20832	5-methoxy-6-methylbenzimidazole ribotide phosphate|N1-(5'-phospho-alpha-D-ribosyl)-5-methoxy-6-methylbenzimidazole|[(2R,3S,4R,5S)-3,4-dihydroxy-5-(5-methoxy-6-methyl-1,3-benzodiazol-1-yl)oxolan-2-yl]methyl phosphate	C14H17N2O8P	10000000	372.271
CPD-18241	5,6,8-trihydroxy-2-methylbenzo[g]chromen-4-one|nor-rubrofusarin|norrubrofusarin	C14H10O5	10000000	258.23
CPD-8348	1-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine|1-18:3-2-lysophosphatidylcholine|1-18:3-lysoPC|1-alpha-linolenoyl-sn-glycero-3-phosphocholine	C26H48NO7P	10000000	517.641
MONO-VINYL-PROTOCHLOROPHYLLIDE-A	monovinyl protochlorophyllide a|protochlorophyllide a	C35H30N4O5Mg	10000000	610.951
CPD-20055	(E)-2-(4-hydroxyphenyl)-N-(sulfonatooxy)ethenimidothioate	C8H8NO5S2	10000000	262.275
CPD-10291	(+)-dihydroquercetin|(+)-epitaxifolin|cis-dihydroquercetin	C15H11O7	10000000	303.248
SKATOLE	methyl-3-indole|skatole	C9H9N	10000000	131.177
CPD-17945	hexanoylholothin|xenorhabdin IV	C12H16N2O2S2	10000000	284.391
CPD-14972	isorhamnetin 7-O-glucoside|isorhamnetin 7-glucoside	C22H22O12	10000000	478.409
CPD-318	ascorbyl radical|monodehydroascorbate radical|monodehydroascorbic acid|semidehydroascorbate|semidehydroascorbic acid	C6H7O6	10000000	175.118
6-LACTOYL-5678-TETRAHYDROPTERIN	(6R)-6-lactoyl-5,6,7,8-tetrahydropterin	C9H13N5O3	10000000	239.233
CPD-1911	(13E)-(15S)-15-hydroxy-9-oxoprosta-10,13-dienoate|PGA1|prostaglandin A1	C20H31O4	10000000	335.462
CPD-533	cyclohex-1-ene-1-carbonyl-CoA|cyclohex-1-ene-1-carboxyl-CoA	C28H40N7O17P3S	10000000	871.642
CPD0-1037	2-thiouridine 5'-triphosphate	C9H11N2O14P3S	10000000	496.172
CPD-562	trans-2,3-epoxysuccinate	C4H2O5	10000000	130.057
CPD-19217	GSNHOH|S-(hydroxysulfenamide)glutathione	C10H17N4O7S	10000000	337.327
CPD-13740	Gal-alpha(1->3)-[GlcA-beta(1->2)-Man]-alpha(1->3)-Gal	C26H43O21	10000000	691.613
CPD-7880	dodecanal|lauraldehyde|lauric aldehyde|lauryl aldehyde|laurylaldehyde|n-dodecyl aldehyde	C12H24O	10000000	184.321
CPD-9194	10beta,14beta-dihydroxytaxa-4(20),11-dien-5alpha-yl acetate	C22H34O4	10000000	362.508
CPD-14998	cyanidin 3-O-beta-D-galactose|cyanidin-3-O-beta-D-galactoside	C21H20O11	10000000	448.382
CPD-20961	N-methyl-N-[(2S)-1-phenylpropan-2-yl]hydroxylamine	C10H15NO	10000000	165.235
CPD-15910	aurachin B	C25H33NO2	10000000	379.541
CPD-14883	(3S,3'R,6'R)-4-ketolutein|4-keto-lutein|fritschiellaxanthin	C40H54O3	10000000	582.865
CPD-8801	alpha-ylangene	C15H24	10000000	204.355
CPD0-1718	7,8-dihydropterin|H2-pterin|dihydropterin	C6H7N5O	10000000	165.154
CPD-8150	2-nitro-1-propanol	C3H7NO3	10000000	105.093
NARINGENIN-7-O-BETA-D-GLUCOSIDE	naringenin 7-O-beta-D-glucoside|prunin	C21H22O10	10000000	434.399
CPD-20716	urolithin M5	C13H8O7	10000000	276.202
CPD-17337	andilesin D	C25H30O6	10000000	426.508
CPD-21309	ferulenol	C24H30O3	10000000	366.499
CPD-8467	16-triacontenal	C30H58O	10000000	434.788
CPD-20933	bilirubin-III alpha	C33H34N4O6	10000000	582.655
CPD-13214	4-nitrophenyl-beta-D-xylobioside|p-nitrophenyl-beta-D-xylobioside	C16H21NO11	10000000	403.342
CPD-21174	4-O-beta-D-glucosyl-indol-3-yl formamide|4OGlcI3F	C15H18N2O7	10000000	338.316
CPD-10388	motuporin|nodularin V	C40H61N5O10	10000000	771.949
CPD-17808	(11Z)-tetradec-11-en-1-yl acetate|(11Z)-tetradecen-1-yl acetate|cis-tetradec-11-en-1-yl acetate	C16H30O2	10000000	254.412
CPD-9536	5'-hydroxy-rot-2'-enonate|5'-hydroxy-rot-2'-enonic acid	C23H23O7	10000000	411.43
CPD-11549	(Z)-cinnamoyl-CoA	C30H38N7O17P3S	10000000	893.648
CPD-17463	3,4-dihydroxyphenylpropanoate|hydrocaffeate|hydrocaffeic acid	C9H9O4	10000000	181.168
CPD-14152	1,2-benzoquinone monoimine|6-iminocyclohexa-2,4-dien-1-one	C6H5NO	10000000	107.112
17-DIAMINOHEPTANE	1,7-diaminoheptane	C7H20N2	10000000	132.248
CPD-4903	(Z)-beta-ocimene|cis-beta-ocimene	C10H16	10000000	136.236
CPD-21007	N-[N'-(2,3-dihydroxybenzoyl)arginyl]serine|vanchrobactin	C16H23N5O7	10000000	397.387
CPD-19023	sucrose-3-isobutanoyl-4-isovalerate	C21H36O13	10000000	496.508
CPD-20281	1,4-dideoxy-1,4-imino-D-mannitol	C6H13NO4	10000000	163.173
CPD-18886	bacteriochlorophyllide g	C35H32N4O5Mg	10000000	612.967
CPD-9474	gypsogenate|gypsogenic acid	C30H44O5	10000000	484.675
CPD-15233	3-(aminooxymethyl)-6-bromphenol|4-bromo-3-hydroxybenzyloxyamine|NSD-1055|brocresine	C7H8NO2Br	10000000	218.05
CPD-16964	4-(beta-D-ribofuranosyl)hydroxybenzene 5'-phosphate|beta-RAH-P	C11H13O8P	10000000	304.193
CPD-14388	Ethyl_oleate|ethyl oleate	C20H38O2	10000000	310.519
CPD-4741	15-hydroxysolavetivone	C15H22O2	10000000	234.338
CPD-16976	18-episcalar-16-ene-6alpha,19-diol	C25H42O2	10000000	374.606
CPD-14628	(3E,5E,7E,10R,12Z,14E,17R,18S,22S)-22-ethyl-10,18-dihydroxy-17-methyl-1-oxacyclodocosa-3,5,7,12,14-pentaene-2,16-dione|11-dehydro-15-oxo spinosyn macrolactone	C24H34O5	10000000	402.53
CPD-21251	aldehydo-D-iduronate	C6H9O7	10000000	193.133
CPD-15211	pulcherriminate|pulcherriminic acid	C12H18N2O4	10000000	254.285
CPD-10206	(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone|EDHMF	C7H8O3	10000000	140.138
CPD-12228	alpha-terpinyl cation	C10H19	10000000	139.26
2-CARBOXYMUCONATE	2-carboxymuconate	C7H3O6	10000000	183.097
CPD-15273	deoxybrevianamide E	C21H25N3O2	10000000	351.447
6-METHYL-INDOLE	6-methyl indole	C9H9N	10000000	131.177
CPD-9436	2-methyl-1,3-butadiene|2-methylbuta-1,3-diene|isoprene	C5H8	10000000	68.118
CPD-20386	L-phenylalanyl-L-serine|Phe-Ser	C12H16N2O4	10000000	252.269
CPD-9158	2-amino-5-chlorophenol	C6H6NOCl	10000000	143.572
CPD-17452	(4Z,7E,10Z,13Z,15Z,17R,19Z)-17-hydroxydocosa 4,7,10,13,15,19-hexaenoate|17R-hydroxy-4Z,7Z,10Z,13Z,15E,19Z-docosahexaenoate|17R-hydroxydocosahexaenoate	C22H31O3	10000000	343.485
CPD-14303	N-methyl-D-alanine	C4H9NO2	10000000	103.121
CPD-15966	CMP-5'-3-(aminopropyl)phosphonate	C12H21N4O10P2	10000000	443.266
CPD-19307	4-O-[1-D-ribitylphospho-(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol|Rib-ol-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol	C79H132N2O29P4	10000000	1697.803
CPD-14401	(+)-3'-hydroxylarreatricin	C18H20O4	10000000	300.354
CPD-14393	(6Z)-hexadec-6-enoate|(6Z)-hexadecenoate|16:1, n-10, cis-6 hexadecenoate|delta6-hexadecenoate|sapienate	C16H29O2	10000000	253.404
CPD-8395	1-(15Z-tetracosenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphoethanolamine|1-24:1-2-18:3-phosphatidylethanolamine|24:1-18:3-PE|phosphatidylethanolamine (1-24:1-2-18:3)	C47H86NO8P	10000000	824.172
CPD-7853	4,4'-dihydro-beta,beta-carotene|isozeaxanthin	C40H56O2	10000000	568.881
CANAVANINE	2-amino-4-(guanidinooxy)butyrate|2-amino-4-(guanidinooxy)butyric acid|L-canavanine|canavanine	C5H13N4O3	10000000	177.183
CPD-20482	cyanidin 3-O-beta-D-glucopyranoside|kuromanin	C21H21O11	10000000	449.39
CPD-9993	(glycyl)adenylate|glycyl-AMP|glycyl-adenylate	C12H16N6O8P	10000000	403.268
CPD-11377	(+)-alpha-santalene	C15H24	10000000	204.355
CPD-10560	2-hydroxymethanesulfonate	CH4O4S	10000000	112.1
CPD-12729	cyanidin 3-O-beta-(2-O-beta-D-glucosyluronate)-beta-D-glucoside	C27H27O17	10000000	623.5
CPD-3861	Kdo2-lipid IVB|alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVB	C100H178N2O38P2	10000000	2078.444
CPD-17231	formyl-methanofuran a	C35H39N4O16	10000000	771.71
CPD-101	1-oxa-2-oxocycloheptane|6-hexanolide|epsilon-caprolactone|hexano-6-lactone	C6H10O2	10000000	114.144
CPD-20724	5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil	C16H22N4O7	10000000	382.372
CPD0-2212	two disacharide linked murein units, pentapeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)	C74H114N14O39	10000000	1823.785
CPD-845	CH3Cl|chloromethane|methyl chloride|monochloromethane	CH3Cl	10000000	50.488
CPD-14765	(E)-16-(3-(4-hydroxy-3,5-dimethoxyphenyl)acryloyloxy)hexadecanoic acid|16-sinapoyloxypalmitate|omega-sinapoyloxypalmitate	C27H41O7	10000000	477.617
CPD-14158	6''-O-carbamoyltobramycin|nebramycin 5'|nebramycin V'|nebramycin factor 5'	C19H43N6O10	10000000	515.583
CPD-7768	tetradecyl hexacosanoate	C40H80O2	10000000	593.071
CPD-18783	porphyra-334	C14H20N2O8	10000000	344.321
--6-HYDROXY-3-OXO-ALPHA-IONONE	(+-)-6-hydroxy-3-oxo-alpha-ionone|(4S)-4-hydroxy-3,5,5-trimethyl-4-[(1E)-3-oxobut-1-enyl]cyclohex-2-en-1-one|(6R)-6-hydroxy-3-oxo-alpha-ionone|(6R)-dehydrovomifoliol	C13H18O3	10000000	222.283
CPD-14036	N-hydroxyhexahomomethioniate	C11H22NO3S	10000000	248.36
CPD-8670	portulacaxanthin II|tyrosine-betaxanthin	C18H15N2O7	10000000	371.326
CPD-18343	olivoretin E	C29H43N3O2	10000000	465.678
CPD-20756	N-acetyl-muramoyl-(L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine)|NAM-(L-Ala-D-isoGlu-L-Lys-D-Ala-D-Ala)|NAM-pentapeptide	C31H52N7O15	10000000	762.79
CPD-13528	meso-diaminopimeloyl-alanine	C10H19N3O5	10000000	261.277
METHYLENETETRAHYDROMETHANOPTERIN	5,10-methylene-5,6,7,8-tetrahydromethanopterin|5,10-methylene-H4MPT|5,10-methylene-tetrahydromethanopterin|N5,N10-methylene-5,6,7,8-tetrahydromethanopterin|N5,N10-methylenetetrahydromethanopterin|methylene-H4MPT	C31H42N6O16P	10000000	785.677
CPD0-2521	[(S)-1-aminoethyl]phosphonate	C2H7NO3P	10000000	124.056
CPD-7157	8-O-methylsterigmatocystin	C19H14O6	10000000	338.316
CPD-983	3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon	C10H8NO5	10000000	222.177
CPD-12881	(-)-gamma-cadinene	C15H24	10000000	204.355
CPD-16649	5,10-dihydro-9-dimethylallylphenazine 1-carboxylate	C18H17N2O2	10000000	293.344
6-HYDROXYCYCLOHEX-1-ENE-1-CARBONYL-COA	6-hydroxycyclohex-1-ene-1-carbonyl-CoA|6-hydroxycyclohex-1-ene-1-carboxyl-CoA|6-hydroxycyclohex-1-enecarbonyl-CoA	C28H40N7O18P3S	10000000	887.641
CPDQT-415	(E)-N-hydroxy-9-(methylsulfanyl)nonimidothioate|(E)-omega-(methylsulfanyl)nonyl-thiohydroximate	C10H21NOS2	10000000	235.402
CPD-17932	a nascent peptidoglycan with D,D cross-links (meso-diaminopimelate containing)	noformula	10000000	10000000
CPD-11960	13'-OH-alpha-tocopherol|13'-hydroxy-alpha-tocopherol	C29H50O3	10000000	446.712
CPD-6542	gallic acid propyl ester|n-propyl gallate|propyl 3,4,5-trihydroxybenzoate|propyl gallate	C10H12O5	10000000	212.202
CPD-16541	cyanidin 3-O-[6"-O-(p-coumaroyl)] glucoside|cyanidin 3-O-beta-D-p-coumaroylglucoside	C30H25O13	10000000	593.52
CPD-6994	(2S)-eriodictyol	C15H11O6	10000000	287.248
CPD-4613	trans-zeatin-9-N-glucoside	C16H23N5O6	10000000	381.388
CPD-13784	dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose|dTDP-D-ravidosamine	C18H30N3O14P2	10000000	574.394
3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	3-hydroxy-2-indolone-3-acetyl-aspartic acid|3-hydroxy-2-oxindole-3-acetyl-L-aspartate|3-hydroxy-2-oxindole-3-acetyl-aspartic acid	C14H12N2O7	10000000	320.258
CPD-13547	3-(methylsulfanyl)acryloyl-CoA|3-(methylthio)acryloyl-CoA|methylthioacryloyl-CoA	C25H36N7O17P3S2	10000000	863.637
CPDQT-420	6-(methylsulfanyl)hexyl-glucosinolate|6-(methylthio)hexyl-glucosinolate	C14H26NO9S3	10000000	448.541
CPD-10413	(-)-epiafzelechin|2,3-cis-epiafzelechin	C15H14O5	10000000	274.273
CPD-18576	C30 mycocerosyl-CoA	C51H90N7O17P3S	10000000	1198.29
CPD-7707	2-methylacetoacetate	C5H7O3	10000000	115.108
CPD-19208	2'-N,N-dihydroxy-nocardicin c	C23H25N4O10	10000000	517.471
CPD-10246	sulfoacetate	C2H2O5S	10000000	138.095
CPD0-1487	5-fluoroanthranilate|5-fluoroanthranilic acid	C7H5NO2F	10000000	154.12
BENZENESULFONATE	BS|benzenesulfonate|benzenesulfonic acid	C6H5O3S	10000000	157.164
CPD-19079	(2S)-ibuprofenoyl-CoA	C34H48N7O17P3S	10000000	951.771
CPD-4211	2-isopentenyl diphosphate|DMAPP|DMPP|DPP|delta-prenyl diphosphate|delta2-isopentenyl-diphosphate|di-CH3-allyl-PPi|dimethylallyl diphosphate|dimethylallyl pyrophosphate|dimethylallyl-PP|dimethylallyl-PPi|dimethylallyl-diphosphate|prenyl diphosphate|prenyl-diphosphate	C5H9O7P2	10000000	243.069
CPD0-1455	S-hexylglutathione	C16H28N3O6S	10000000	390.474
CPD-12997	5,10-methylene-H4PteGlu4|5,10-methylenetetrahydropteroyl tetra-L-glutamate	C35H39N10O15	10000000	839.751
CPD-20855	Coalpha-[alpha-(5-hydroxybenzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate	C70H95N18O21P2Co	10000000	1645.506
CPD-11755	dichloro-arcyriaflavin A|rebeccamycin aglycone	C20H9N3O2Cl2	10000000	394.216
CPD-12101	N5-acetyl-N5-hydroxy-L-ornithine	C7H14N2O4	10000000	190.199
CPD-8048	O-alpha-D-galactopyranosyl-(1->2)-3-O-methyl-chiro-inositol|galactopinitol B	C13H24O11	10000000	356.326
CPD-15428	beta-D-Gal-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol|beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol	C69H113NO17P2	10000000	1290.596
CPD-21304	Oxypurinol|alloxanthine|oxypurinol	C5H4N4O2	10000000	152.112
CPD-8493	4-nonacosene-2-one	C29H56O	10000000	420.761
CPD-17361	notoamide D	C26H31N3O4	10000000	449.549
CPD-1003	4-isopropylbenzaldehyde|cumaldehyde|cuminal|cuminaldehyde|cuminic aldehyde|p-cumic aldehyde	C10H12O	10000000	148.204
CPD-21242	(3E)-hex-3-en-1-ol	C6H12O	10000000	100.16
DUMP	2'-deoxy-5'-uridylic acid|2'-deoxyuridine 5'-phosphate|2'-deoxyuridine 5-monophosphate|2'-deoxyuridylic acid|dUMP|deoxyurdine-phosphate|deoxyuridine-phosphate	C9H11N2O8P	10000000	306.168
CPD0-2107	(S)-3-hydroxydodecanoyl-CoA	C33H54N7O18P3S	10000000	961.807
IODOACETATE	2-iodoacetate|iodoacetate|monoiodoacetate	C2H2O2I	10000000	184.941
7-O-METHYLLUTEONE	3-(2,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-6-(3-methylbut-2-enyl)chromen-4-one|7-O-methylluteone	C21H20O6	10000000	368.385
CPD-962	3-methyl-1-benzazine|3-methylquinoline|beta-methylquinoline	C10H9N	10000000	143.188
CPD-17566	2,4,6-TNP|2,4,6-trinitrophenol|2-hydroxy-1,3,5-trinitrobenzene|picrate|picric acid	C6H2N3O7	10000000	228.098
CPD-19525	3-methyladenosine	C11H15N5O4	10000000	281.271
CPD-18139	indol-4-one	C8H5NO	10000000	131.134
CPD-10762	2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-hex-1-enitol|2-acetamido-1,2-dideoxy-D-arabino-hex-1-enopyranose|2-acetamido-D-glucal|2-acetamidoglucal|3-acetamido-5,6-dihydro-gamma-pyran-4,5-diol-6-methanol	C8H13NO5	10000000	203.194
CPD-20310	(4R,5R)-benzo[a]pyrene-trans-4,5-dihydrodiol	C20H14O2	10000000	286.329
CPD-14529	2-phenylethyl acetate|2-phenylethyl ester|beta-phenylethyl acetate|phenylethyl acetate	C10H12O2	10000000	164.204
CPD-8409	1-24:0-2-18:2-phosphatidylserine|1-tetracosanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine|24:0-18:2-PS|phosphatidyl-L-serine (1-24:0-2-18:2)	C48H89NO10P	10000000	871.206
