ID	NAMES	FORMULA	CHARGE	MASS
C00110	Dolichyl phosphate|Dolichol phosphate	C20H37O4P(C5H8)n	10000000	10000000
C00111	Glycerone phosphate|Dihydroxyacetone phosphate	C3H7O6P	10000000	169.998
C00112	CDP|Cytidine 5'-diphosphate|Cytidine diphosphate	C9H15N3O11P2	10000000	403.0182
C00113	PQQ|Pyrrolo-quinoline quinone|Pyrroloquinoline-quinone|Pyrroloquinoline quinone|4,5-Dioxo-4,5-dihydro-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate|Methoxatin	C14H6N2O8	10000000	330.0124
C00114	Choline|Bilineurine	C5H14NO	10000000	104.1075
C00116	Glycerol|Glycerin|1,2,3-Trihydroxypropane|1,2,3-Propanetriol	C3H8O3	10000000	92.0473
C00117	D-Ribose 5-phosphate|Ribose 5-phosphate	C5H11O8P	10000000	230.0192
C00118	D-Glyceraldehyde 3-phosphate|(2R)-2-Hydroxy-3-(phosphonooxy)-propanal|Glyceraldehyde 3-phosphate	C3H7O6P	10000000	169.998
C00119	5-Phospho-alpha-D-ribose 1-diphosphate|5-Phosphoribosyl diphosphate|5-Phosphoribosyl 1-pyrophosphate|PRPP	C5H13O14P3	10000000	389.9518
C00120	Biotin|D-Biotin|Vitamin H|Coenzyme R	C10H16N2O3S	10000000	244.0882
C00121	D-Ribose	C5H10O5	10000000	150.0528
C00122	Fumarate|Fumaric acid|trans-Butenedioic acid	C4H4O4	10000000	116.011
C00123	L-Leucine|2-Amino-4-methylvaleric acid|(2S)-alpha-2-Amino-4-methylvaleric acid|(2S)-alpha-Leucine	C6H13NO2	10000000	131.0946
C00124	D-Galactose|D-Galactopyranose	C6H12O6	10000000	180.0634
C00125	Ferricytochrome c|Cytochrome c3+	C42H44FeN8O8S2R4	0	0
C00126	Ferrocytochrome c|Cytochrome c2+|Reduced cytochrome c	C42H44FeN8O8S2R4	0	0
C00127	Glutathione disulfide|GSSG|Oxiglutatione|Oxidized glutathione	C20H32N6O12S2	10000000	612.152
C00128	CMP-N-acetylneuraminate|CMP-N-acetyl-beta-neuraminate	C20H31N4O16P	10000000	614.1473
C00129	Isopentenyl diphosphate|delta3-Isopentenyl diphosphate|delta3-Methyl-3-butenyl diphosphate	C5H12O7P2	10000000	246.0058
C00130	IMP|Inosinic acid|Inosine monophosphate|Inosine 5'-monophosphate|Inosine 5'-phosphate|5'-Inosinate|5'-Inosinic acid|5'-Inosine monophosphate|5'-IMP	C10H13N4O8P	10000000	348.0471
C00131	dATP|2'-Deoxyadenosine 5'-triphosphate|Deoxyadenosine 5'-triphosphate|Deoxyadenosine triphosphate	C10H16N5O12P3	10000000	491.0008
C00132	Methanol|Methyl alcohol|CH3OH	CH4O	10000000	32.0262
C00133	D-Alanine|D-2-Aminopropionic acid|D-Ala	C3H7NO2	10000000	89.0477
C00134	Putrescine|1,4-Butanediamine|1,4-Diaminobutane|Tetramethylenediamine|Butane-1,4-diamine	C4H12N2	10000000	88.1
C00135	L-Histidine|(S)-alpha-Amino-1H-imidazole-4-propionic acid	C6H9N3O2	10000000	155.0695
C00136	Butanoyl-CoA|Butyryl-CoA	C25H42N7O17P3S	10000000	837.1571
C00137	myo-Inositol|D-myo-Inositol|1D-myo-Inositol|L-myo-Inositol|1L-myo-Inositol|meso-Inositol|Inositol|Dambose|Cyclohexitol|Meat sugar|Bios I	C6H12O6	10000000	180.0634
C00138	Reduced ferredoxin	noformula	10000000	10000000
C00139	Oxidized ferredoxin	noformula	10000000	10000000
C00140	N-Acetyl-D-glucosamine|N-Acetylchitosamine|2-Acetamido-2-deoxy-D-glucose|GlcNAc	C8H15NO6	10000000	221.0899
C00141	3-Methyl-2-oxobutanoic acid|3-Methyl-2-oxobutyric acid|3-Methyl-2-oxobutanoate|2-Oxo-3-methylbutanoate|2-Oxoisovalerate|2-Oxoisopentanoate|alpha-Ketovaline|2-Ketovaline|2-Keto-3-methylbutyric acid	C5H8O3	10000000	116.0473
C00143	5,10-Methylenetetrahydrofolate|(6R)-5,10-Methylenetetrahydrofolate|5,10-Methylene-THF	C20H23N7O6	10000000	457.171
C00144	GMP|Guanosine 5'-phosphate|Guanosine monophosphate|Guanosine 5'-monophosphate|Guanylic acid	C10H14N5O8P	10000000	363.058
C00145	Thiol|Mercaptan	HSR	0	0
C00146	Phenol|Benzenol|Hydroxybenzene|Phenic acid|Phenylic acid	C6H6O	10000000	94.0419
C00147	Adenine|6-Aminopurine	C5H5N5	10000000	135.0545
C00148	L-Proline|2-Pyrrolidinecarboxylic acid	C5H9NO2	10000000	115.0633
C00149	(S)-Malate|L-Malate|L-Apple acid|L-Malic acid|L-2-Hydroxybutanedioic acid|Malate|Malic acid	C4H6O5	10000000	134.0215
C00150	Molybdenum	Mo	10000000	97.9054
C00151	L-Amino acid|L-2-Amino acid	C2H4NO2R	0	0
C00152	L-Asparagine|2-Aminosuccinamic acid	C4H8N2O3	10000000	132.0535
C00153	Nicotinamide|Nicotinic acid amide|Niacinamide|Vitamin PP	C6H6N2O	10000000	122.048
C00154	Palmitoyl-CoA|Hexadecanoyl-CoA	C37H66N7O17P3S	10000000	1005.3449
C00155	L-Homocysteine|L-2-Amino-4-mercaptobutyric acid|Homocysteine	C4H9NO2S	10000000	135.0354
C00156	4-Hydroxybenzoate|Hydroxybenzoic acid|4-Hydroxybenzoic acid|Hydroxybenzenecarboxylic acid	C7H6O3	10000000	138.0317
C00157	Phosphatidylcholine|Lecithin|Phosphatidyl-N-trimethylethanolamine|1,2-Diacyl-sn-glycero-3-phosphocholine|Choline phosphatide|3-sn-Phosphatidylcholine	C10H18NO8PR2	0	0
C00158	Citrate|Citric acid|2-Hydroxy-1,2,3-propanetricarboxylic acid|2-Hydroxytricarballylic acid	C6H8O7	10000000	192.027
C00159	D-Mannose|Mannose|Seminose|Carubinose	C6H12O6	10000000	180.0634
C00160	Glycolate|Glycolic acid|Hydroxyacetic acid	C2H4O3	10000000	76.016
C00161	2-Oxo acid|2-Oxocarboxylate|2-Oxocarboxylic acid|2-Oxo carboxylate	C2HO3R	0	0
C00162	Fatty acid	CHO2R	0	0
C00163	Propanoate|Propionate|Propanoic acid|Propionic acid	C3H6O2	10000000	74.0368
C00164	Acetoacetate|3-Oxobutanoic acid|beta-Ketobutyric acid|Acetoacetic acid	C4H6O3	10000000	102.0317
C00165	Diacylglycerol|Diglyceride	C5H6O5R2	0	0
C00166	Phenylpyruvate|Phenylpyruvic acid|alpha-Ketohydrocinnamic acid|keto-Phenylpyruvate|3-Phenyl-2-oxopropanoate|2-Oxo-3-phenylpropanoate	C9H8O3	10000000	164.0473
C00167	UDP-glucuronate|UDPglucuronate|UDP-D-glucuronate|UDP-alpha-D-glucuronate	C15H22N2O18P2	10000000	580.0343
C00168	Hydroxypyruvate|Hydroxypyruvic acid|3-Hydroxypyruvate|3-Hydroxypyruvic acid	C3H4O4	10000000	104.011
C00169	Carbamoyl phosphate	CH4NO5P	10000000	140.9827
C00170	5'-Methylthioadenosine|Methylthioadenosine|S-Methyl-5'-thioadenosine|5-Methylthioadenosine|5'-Deoxy-5'-(methylthio)adenosine|Thiomethyladenosine|MTA	C11H15N5O3S	10000000	297.0896
C00171	5'-Phosphomononucleotide|5'-Nucleotide	C5H10O7PR	0	0
C00172	3'-Phosphooligonucleotide	C10H19O16P3R2(C5H8O6PR)n	0	0
C00173	Acyl-[acyl-carrier protein]	C3H4OSR2	0	0
C00174	Acid	noformula	10000000	10000000
C00175	Cobalt ion|Cobalt(2+)|Co2+|Co(II)	Co	10000000	58.9332
C00176	Flavin	C12H9N4O2R	0	0
C00177	Cyanide ion|Prussiate|CN-|Cyano|Cyanide	CN	10000000	26.0031
C00178	Thymine|5-Methyluracil	C5H6N2O2	10000000	126.0429
C00179	Agmatine|(4-Aminobutyl) guanidine	C5H14N4	10000000	130.1218
C00180	Benzoate|Benzoic acid|Benzenecarboxylic acid|Phenylformic acid|Dracylic acid	C7H6O2	10000000	122.0368
C00181	D-Xylose|Wood sugar	C5H10O5	10000000	150.0528
C00182	Glycogen	C24H42O21	10000000	666.2219
C00183	L-Valine|2-Amino-3-methylbutyric acid	C5H11NO2	10000000	117.079
C00184	Glycerone|Dihydroxyacetone|1,3-Dihydroxyacetone|1,3-Dihydroxy-2-propanone|1,3-Dihydroxypropan-2-one	C3H6O3	10000000	90.0317
C00185	Cellobiose|1-beta-D-Glucopyranosyl-4-D-glucopyranose	C12H22O11	10000000	342.1162
C00186	(S)-Lactate|L-Lactate|L-Lactic acid	C3H6O3	10000000	90.0317
C00187	Cholesterol|Cholest-5-en-3beta-ol	C27H46O	10000000	386.3549
C00188	L-Threonine|2-Amino-3-hydroxybutyric acid	C4H9NO3	10000000	119.0582
C00189	Ethanolamine|Aminoethanol|2-Hydroxyethylamine	C2H7NO	10000000	61.0528
C00190	UDP-D-xylose|UDP-xylose|UDP-alpha-D-xylose	C14H22N2O16P2	10000000	536.0445
C00191	D-Glucuronate|Glucuronic acid|Glucuronate	C6H10O7	10000000	194.0427
C00192	Hydroxylamine|NH2OH	NH3O	10000000	33.0215
C00193	Aromatic aldehyde	C7H6O	10000000	106.0419
C00194	Cobamide coenzyme|Adenosylcobalamin|Adenosylcob(III)alamin|Deoxyadenosylcobalamin|Cobamamide|Vitamin B12 coenzyme|5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide|(5'-Deoxy-5'-adenosyl)cobamide coenzyme|(5,6-Dimethylbenzimidazolyl)cobamide coenzyme|alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme|5'-Deoxy-5'-adenosylcobalamin|5'-Deoxy-5'-adenosyl vitamin B12|5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide|5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide|Calomide|Cobalamin coenzyme|Coenzyme B12|DMBC coenzyme|Dibencozide|Funacomide	C72H100CoN18O17P	10000000	1578.6583
C00195	N-Acylsphingosine|Ceramide	C19H36NO3R	0	0
C00196	2,3-Dihydroxybenzoate|2,3-Dihydroxybenzoic acid	C7H6O4	10000000	154.0266
C00197	3-Phospho-D-glycerate|D-Glycerate 3-phosphate|3-Phospho-(R)-glycerate|3-Phosphoglycerate	C3H7O7P	10000000	185.9929
C00198	D-Glucono-1,5-lactone|Gluconic lactone|Gluconic acid lactone|1,5-Gluconolactone|delta-Gluconolactone|D-Gluconolactone|Gluconolactone	C6H10O6	10000000	178.0477
C00199	D-Ribulose 5-phosphate	C5H11O8P	10000000	230.0192
C00200	Phenazine methosulfate|N-Methylphenazonium methosulfate|5-Methylphenazinium methyl sulphate	C13H11N2. CH3SO4	10000000	306.0674
C00201	Nucleoside triphosphate|NTP|Nucleoside 5'-triphosphate	C5H12O13P3R	0	0
C00202	Isoflurophate|Diisopropyl fluorophosphate|DFP	C6H14FO3P	10000000	184.0665
C00203	UDP-N-acetyl-D-galactosamine|UDP-N-acetyl-alpha-D-galactosamine	C17H27N3O17P2	10000000	607.0816
C00204	2-Dehydro-3-deoxy-D-gluconate|2-Keto-3-deoxy-D-gluconate	C6H10O6	10000000	178.0477
C00205	hn|Light|Photon|hnu	noformula	0	0
C00206	dADP|2'-Deoxyadenosine 5'-diphosphate	C10H15N5O9P2	10000000	411.0345
C00207	Acetone|Dimethyl ketone|2-Propanone	C3H6O	10000000	58.0419
C00208	Maltose|Malt sugar|alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	C12H22O11	10000000	342.1162
C00209	Oxalate|Oxalic acid|Ethanedioic acid	C2H2O4	10000000	89.9953
C00210	Cobamide	C53H79CoN11O14P(R1)(R2)	0	0
C00211	Collagen	C4H6N2O3R2(C7H9N2O2R)n	0	0
C00212	Adenosine	C10H13N5O4	10000000	267.0968
C00213	Sarcosine|N-Methylglycine	C3H7NO2	10000000	89.0477
C00214	Thymidine|Deoxythymidine	C10H14N2O5	10000000	242.0903
C00215	Nucleotide	noformula	10000000	10000000
C00216	D-Arabinose	C5H10O5	10000000	150.0528
C00217	D-Glutamate|D-Glutamic acid|D-Glutaminic acid|D-2-Aminoglutaric acid	C5H9NO4	10000000	147.0532
C00218	Methylamine|Methanamine	CH5N	10000000	31.0422
C00219	Arachidonate|Arachidonic acid|(5Z,8Z,11Z,14Z)-Icosatetraenoic acid|cis-5,8,11,14-Eicosatetraenoic acid	C20H32O2	10000000	304.2402
C00220	Methylene blue|Methylthioninium chloride	C16H18N3S. Cl	10000000	319.091
C00221	beta-D-Glucose	C6H12O6	10000000	180.0634
C00222	3-Oxopropanoate|Malonate semialdehyde	C3H4O3	10000000	88.016
C00223	p-Coumaroyl-CoA|4-Coumaroyl-CoA|4-Hydroxycinnamoyl-CoA	C30H42N7O18P3S	10000000	913.152
C00224	Adenylyl sulfate|Adenosine 5'-phosphosulfate|APS|5'-Adenylyl sulfate	C10H14N5O10PS	10000000	427.0199
C00225	Methyl viologen|Paraquat dichloride|1,1'-Dimethyl-4,4'-bipyridinium dichloride	C12H14N2. 2Cl	10000000	256.0534
C00226	Primary alcohol|1-Alcohol	CH3OR	0	0
C00227	Acetyl phosphate	C2H5O5P	10000000	139.9875
C00229	Acyl-carrier protein|ACP|[Acyl-carrier protein]|Holo-[acyl-carrier protein]	HSR	0	0
C00230	3,4-Dihydroxybenzoate|3,4-Dihydroxybenzoic acid|Protocatechuate|Protocatechuic acid	C7H6O4	10000000	154.0266
C00231	D-Xylulose 5-phosphate	C5H11O8P	10000000	230.0192
C00232	Succinate semialdehyde|Succinic semialdehyde|4-Oxobutanoate	C4H6O3	10000000	102.0317
C00233	4-Methyl-2-oxopentanoate|2-Oxoisocaproate	C6H10O3	10000000	130.063
C00234	10-Formyltetrahydrofolate|10-Formyl-THF	C20H23N7O7	10000000	473.1659
C00235	Dimethylallyl diphosphate|2-Isopentenyl diphosphate|delta2-Isopentenyl diphosphate|Dimethylallyl pyrophosphate|DMAPP|Monoprenyl diphosphate|Prenyl diphosphate	C5H12O7P2	10000000	246.0058
C00236	3-Phospho-D-glyceroyl phosphate|1,3-Bisphospho-D-glycerate|(R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid|D-Glycerate 1,3-diphosphate	C3H8O10P2	10000000	265.9593
C00237	CO|Carbon monoxide	CO	10000000	27.9949
C00238	Potassium cation|K+|Potassium(1+)|Potassium ion	K	10000000	38.9637
C00239	dCMP|Deoxycytidylic acid|Deoxycytidine monophosphate|Deoxycytidylate|2'-Deoxycytidine 5'-monophosphate	C9H14N3O7P	10000000	307.0569
C00240	rRNA|Ribosomal RNA	C15H25O16P2R3	0	0
C00241	Amide	CH2NOR	0	0
C00242	Guanine|2-Amino-6-hydroxypurine	C5H5N5O	10000000	151.0494
C00243	Lactose|1-beta-D-Galactopyranosyl-4-D-glucopyranose|beta-D-Gal-(1->4)-D-Glc|Milk sugar	C12H22O11	10000000	342.1162
C00244	Nitrate|Nitric acid	HNO3	10000000	62.9956
C00245	Taurine|2-Aminoethanesulfonic acid|Aminoethylsulfonic acid	C2H7NO3S	10000000	125.0147
C00246	Butanoic acid|Butanoate|Butyrate|Butyric acid	C4H8O2	10000000	88.0524
C00247	L-Sorbose|L-xylo-Hexulose	C6H12O6	10000000	180.0634
C00248	Lipoamide|Thioctic acid amide	C8H15NOS2	10000000	205.0595
C00249	Hexadecanoic acid|Hexadecanoate|Hexadecylic acid|Palmitic acid|Palmitate|Cetylic acid	C16H32O2	10000000	256.2402
C00250	Pyridoxal	C8H9NO3	10000000	167.0582
C00251	Chorismate|Chorismic acid|(3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	C10H10O6	10000000	226.0477
C00252	Isomaltose|Brachiose	C12H22O11	10000000	342.1162
C00253	Nicotinate|Nicotinic acid|Niacin|3-Pyridinecarboxylic acid	C6H5NO2	10000000	123.032
C00254	Prephenate|Prephenic acid	C10H10O6	10000000	226.0477
C00255	Riboflavin|Lactoflavin|7,8-Dimethyl-10-ribitylisoalloxazine|Vitamin B2	C17H20N4O6	10000000	376.1383
