ID	NAMES	EQUATION
r0026	urea carboxylase / allophanate hydrolase	h2o[0] (3) h[0] ureac[0] => (2) co2[0] (2) nh3[0]
r0027	non enzymatic	glugsal[0] => h2o[0] h[0] p5c[0]
r0028	procollagen-proline dioxygenase	akg[0] o2[0] pro[0] => co2[0] hpro[0] succ[0]
r0029	N-Acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) and acetylglutamate kinase (EC 2.7.2.8)	h[0] nadph[0] naglup[0] => nadp[0] naglus[0] pi[0]
r0030	glutamate-5-semialdehyde dehydrogenase	glup[0] h[0] nadph[0] => glugsal[0] nadp[0] pi[0]
r0031	1-pyrroline-5-carboxylate dehydrogenase	glugsal[0] h2o[0] nad[0] => glu[0] (2) h[0] nadh[0]
r0032	Pyrroline-5-carboxylate reductase	(2) h[0] nadph[0] p5c[0] => nadp[0] pro[0]
r0033	Pyrroline-5-carboxylate reductase	(2) h[0] nadph[0] phc[0] => hpro[0] nadp[0]
r0034	Pyrroline-5-carboxylate reductase	(2) h[0] nadh[0] phc[0] => hpro[0] nad[0]
r0035	Proline dehydrogenase	nad[0] pro[0] => (2) h[0] nadh[0] p5c[0]
r0036	Ornithine carbamoyltransferase	cap[0] orn[0] => citr[0] h[0] pi[0]
r0037	Glutamate N-acetyltransferase	glu[0] naorn[0] => naglu[0] orn[0]
r0038	acetylornithine transaminase	glu[0] naglus[0] => akg[0] naorn[0]
r0039	ornithine aminotransferase	akg[0] orn[0] => glu[0] glugsal[0]
r0040	Gamma-glutamyl kinase, glutamate kinase	atp[0] glu[0] => adp[0] glup[0]
r0041	Acetylornithine deacetylase	h2o[0] naorn[0] => ac[0] orn[0]
r0042	amidase	gbad[0] h2o[0] => gbat[0] nh3[0]
r0043	Arginase (argA)	arg[0] h2o[0] => orn[0] urea[0]
r0044	Arginase (argA)	arg[0] h2o[0] => orn[0] urea[0]
r0045	Agmatinase	agmt[0] h2o[0] => ptrsc[0] urea[0]
r0046	Ornithine decarboxylase	h[0] orn[0] => co2[0] ptrsc[0]
r0047	Ornithine decarboxylase	h[0] orn[0] => co2[0] ptrsc[0]
r0048	Amino-acid N-acetyltransferase	accoa[0] glu[0] => coa[0] h[0] naglu[0]
r0049	Acetylglutamate kinase	atp[0] naglu[0] => adp[0] naglup[0]
r0050	glutaminase	gln[0] h2o[0] => glu[0] nh3[0]
r0051	spermidine synthase	dsam[0] ptrsc[0] => h[0] mta[0] sprmd[0]
r0052	adenosylmethionine decarboxylase	h[0] sam[0] => co2[0] dsam[0]
r0053	Argininosuccinate synthase	asp[0] atp[0] citr[0] => amp[0] argsucc[0] (2) h[0] ppi[0]
r0054	Argininosuccinate lyase	argsucc[0] => arg[0] fum[0]
r0055	cystathionine lyase	cysn[0] h2o[0] => nh3[0] pyr[0] tcysn[0]
r0056	thiosulfate/3-mercaptopyruvate sulfurtransferase	mrpyr[0] slfi[0] => pyr[0] tsulf[0]
r0057	L-lactate dehydrogenase	h[0] mrpyr[0] nadh[0] => mrlac[0] nad[0]
r0058	non-enzymatic	3sulpyr[0] h2o[0] => pyr[0] slfi[0]
r0059	L-methionine (R)-S-oxide reductase	metso[0] rthio[0] => h2o[0] met[0] othio[0]
r0060	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	dmpeno[0] o2[0] => for[0] (2) h[0] mob[0]
r0061	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	dmpeno[0] o2[0] => co[0] for[0] h[0] mtprop[0]
r0062	Cystathionine gamma-synthase	h2o[0] osuhs[0] => nh3[0] obut[0] succ[0]
r0063	Cystathionine gamma-synthase	h2s[0] h[0] osuhs[0] => hcys[0] succ[0]
r0064	cysteine synthase	oaser[0] tsulf[0] => ac[0] h[0] scysn[0]
r0065	5'-methylthioadenosine phosphorylase	mta[0] pi[0] => ad[0] mtrip[0]
r0066	methylthioribose-1-phosphate isomerase:dehydratase	mtrip[0] => dkmtp[0] h2o[0]
r0067	L-amino-acid oxidase	h2o[0] met[0] o2[0] => h2o2[0] mob[0] nh3[0]
r0068	L-amino-acid oxidase	h2o[0] met[0] o2[0] => h2o2[0] mob[0] nh3[0]
r0069	L-aspartate:2-oxoglutarate aminotransferase	3sulala[0] akg[0] => 3sulpyr[0] glu[0]
r0070	Transferases	glu[0] mob[0] => akg[0] met[0]
r0071	Homocysteine S-methyltransferase	hcys[0] sam[0] => h[0] met[0] sah[0]
r0072	Methionine synthase	hcys[0] mthf[0] => met[0] thf[0]
r0073	Cystathionine gamma-synthase	cys[0] oahser[0] => ac[0] h[0] llct[0]
r0074	O-acetylhomoserine lyase	h2s[0] oahser[0] => ac[0] hcys[0]
r0075	O-acetylhomoserine	mseth[0] oahser[0] => ac[0] h[0] met[0]
r0076	methionine adenosyltransferase	atp[0] h2o[0] met[0] => h[0] pi[0] ppi[0] sam[0]
r0077	adenosylhomocysteinase	h2o[0] sah[0] => adn[0] hcys[0]
r0078	Cystathionine gamma-lyase	h2o[0] llct[0] => cys[0] nh3[0] obut[0]
r0079	cystathionine lyase	cys[0] h2o[0] => h2s[0] h[0] nh3[0] pyr[0]
r0080	Cystathionine beta-synthase	hcys[0] ser[0] => h2o[0] llct[0]
r0081	L-Serine ammonia-lyase	ser[0] => nh3[0] pyr[0]
r0082	L-amino-acid oxidase	h2o[0] o2[0] trp[0] => h2o2[0] ipyr[0] nh3[0]
r0083	aspartate-semialdehyde dehydrogenase	basp[0] h[0] nadph[0] => aspsa[0] nadp[0] pi[0]
r0084	Aspartate kinase	asp[0] atp[0] => adp[0] basp[0]
r0085	Cystathionine gamma-synthase	cys[0] osuhs[0] => llct[0] succ[0]
r0086	cysteine synthase;O-acetylhomoserine (thiol)-lyase	oaser[0] rthio[0] tsulf[0] => ac[0] cys[0] h[0] othio[0] slfi[0]
r0087	serine O-acetyltransferase	accoa[0] ser[0] => coa[0] oaser[0]
r0088	homoserine O-acetyltransferase	accoa[0] hser[0] => coa[0] oahser[0]
r0089	cysteine synthase	h2s[0] oaser[0] => ac[0] cys[0]
r0090	Cystathionine gamma-synthase	oahser[0] rthio[0] tsulf[0] => ac[0] h[0] hcys[0] othio[0] slfi[0]
r0091	Cysteine dioxygenase	cys[0] o2[0] => 3sulala[0] h[0]
r0092	glutamate synthase (NADH)	akg[0] gln[0] h[0] nadh[0] => (2) glu[0] nad[0]
r0093	Glutamate dehydrogenase (nad+)	glu[0] h2o[0] nad[0] => akg[0] h[0] nadh[0] nh3[0]
r0094	Glutamate dehydrogenase (nadp+)	glu[0] h2o[0] nadp[0] => akg[0] h[0] nadph[0] nh3[0]
r0095	1-pyrroline-5-carboxylate dehydrogenase	glugsal[0] h2o[0] nadp[0] => glu[0] (2) h[0] nadph[0]
r0096	1-pyrroline-5-carboxylate dehydrogenase	(2) h2o[0] nad[0] p5c[0] => glu[0] h[0] nadh[0]
r0097	Amine oxidase	amac[0] h2o[0] o2[0] => h2o2[0] mgxl[0] nh3[0]
r0098	glycine hydroxymethyltransferase	ser[0] thf[0] => gly[0] h2o[0] metthf[0]
r0099	Choline dehydrogenase	cln[0] fad[0] h[0] => betald[0] fadh2[0]
r0100	serine---pyruvate transaminase	pyr[0] ser[0] => 3hpyr[0] ala[0]
r0101	L-serine hydro-lyase	h2s[0] ser[0] => cys[0] h2o[0]
r0102	D-amino-acid oxidase 	gly[0] h2o[0] o2[0] => glx[0] h2o2[0] nh3[0]
r0103	sarcosine oxidase	h2o[0] o2[0] sarc[0] => fald[0] gly[0] h2o2[0]
r0104	Phosphoglycerate dehydrogenase	3pg[0] nad[0] => h[0] nadh[0] php[0]
r0105	Choline dehydrogenase	cln[0] fad[0] h[0] => betald[0] fadh2[0]
r0106	betaine aldehyde dehydrogenase	betald[0] h2o[0] nad[0] => bet[0] (2) h[0] nadh[0]
r0107	Amine oxidase	amac[0] h2o[0] o2[0] => h2o2[0] mgxl[0] nh3[0]
r0108	glycine dehydrogenase (decarboxylating)	h[0] hplys[0] nadh[0] => dhplys[0] nad[0]
r0109	dimethylglycine dehydrogenase	dmgly[0] fad[0] h2o[0] h[0] => fadh2[0] fald[0] sarc[0]
r0110	L-Threonine 3-dehydrogenase	nad[0] thr[0] => aobut[0] h[0] nadh[0]
r0111	Aminomethyltransferase	gly[0] nad[0] thf[0] => co2[0] metthf[0] nadh[0] nh3[0]
r0112	alanine-glyoxylate transaminase	ala[0] glx[0] => gly[0] pyr[0]
r0113	phosphoserine aminotransferase	glu[0] php[0] => 3pser[0] akg[0]
r0114	Homoserine kinase	atp[0] hser[0] => adp[0] h[0] phser[0]
r0115	phosphoserine phosphatase	3pser[0] h2o[0] => pi[0] ser[0]
r0116	Threonine aldolase	acal[0] gly[0] => thr[0]
r0117	Threonine synthase	h2o[0] phser[0] => pi[0] thr[0]
r0118	glutamate--glyoxylate aminotransferase	akg[0] gly[0] => glu[0] glx[0]
r0119	threonine dehydratase	thr[0] => nh3[0] obut[0]
r0120	homoserine dehydrogenase	aspsa[0] h[0] nadph[0] => hser[0] nadp[0]
r0121	threonine dehydratase	thr[0] => nh3[0] obut[0]
r0122	serine-glyoxylate transaminase	glx[0] ser[0] => 3hpyr[0] gly[0]
r0123	Aminomethyltransferase	h2o[0] methf[0] => foli[0] h[0]
r0124	Aminomethyltransferase	dhplys[0] metthf[0] nh3[0] => h[0] hpsamlys[0] thf[0]
r0125	Aminomethyltransferase	co2[0] hpsamlys[0] => gly[0] hplys[0]
r0126	aromatic-L-amino-acid decarboxylase	h[0] his[0] => co2[0] hisan[0]
r0127	ATP phosphoribosyltransferase	atp[0] prpp[0] => h[0] ppi[0] prbatp[0]
r0128	histidinol dehydrogenase	h2o[0] hisol[0] (2) nad[0] => (3) h[0] his[0] (2) nadh[0]
r0129	HNRNP arginine N-methyltransferase	his[0] sam[0] => mhis[0] sah[0]
r0130	ribose-phosphate diphosphokinase	atp[0] r5p[0] => amp[0] h[0] prpp[0]
r0131	Glutamine amidotransferase:cyclase/imidazole glycerol phosphate synthase	gln[0] prlp[0] => aicar[0] dimgp[0] glu[0] (2) h[0]
r0132	histidinol-phosphate transaminase	glu[0] imacp[0] => akg[0] hisolp[0]
r0133	histidinol-phosphatase	h2o[0] hisolp[0] => hisol[0] pi[0]
r0134	phosphoribosyl-AMP cyclohydrolase	h2o[0] prbamp[0] => prfp[0]
r0135	phosphoribosyl-ATP diphosphatase	h2o[0] prbatp[0] => (2) h[0] ppi[0] prbamp[0]
r0136	Imidazoleglycerol-phosphate dehydratase	dimgp[0] => h2o[0] imacp[0]
r0137	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	h[0] prfp[0] => prlp[0]
r0138	Homoisocitrate dehydrogenase	aka[0] co2[0] nadh[0] => hicit[0] nad[0]
r0139	L-aminoadipate-semialdehyde dehydrogenase	ama[0] (2) h[0] nadph[0] => amasa[0] h2o[0] nadp[0]
r0140	L-aminoadipate-semialdehyde dehydrogenase	ama[0] (2) h[0] nadh[0] => amasa[0] h2o[0] nad[0]
r0141	Saccharopine dehydrogenase (NADP+, L-glutamate forming)	amasa[0] glu[0] h[0] nadph[0] => h2o[0] nadp[0] sacp[0]
r0142	Saccharopine dehydrogenase (NAD+, L-lysine forming)	h2o[0] nad[0] sacp[0] => akg[0] h[0] lys[0] nadh[0]
r0143	Homocitrate synthase	accoa[0] akg[0] h2o[0] => coa[0] h[0] hcit[0]
r0144	Homoaconitate hydratase	h2o[0] hacn[0] => hicit[0]
r0145	Dihydrodipicolinate synthase	aspsa[0] pyr[0] => didipc[0] (2) h2o[0] h[0]
r0146	2-Methylcitrate dehydratase	h2o[0] hacn[0] => hcit[0]
r0147	2-aminoadipate transaminase	aka[0] glu[0] => akg[0] ama[0]
r0148	2-aminoadipate transaminase	aka[0] glu[0] => akg[0] ama[0]
r0149	phenylalanine degradation	h2o[0] nadp[0] phal[0] => (2) h[0] nadph[0] pac[0]
r0150	Phenethylamine:oxygen oxidoreductase (deaminating);monoamine oxidase	h2o[0] o2[0] phem[0] => h2o2[0] nh3[0] phal[0]
r0151	Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating);4-hydroxyphenylpyruvate dioxygenase	o2[0] ppyr[0] => co2[0] hphea[0]
r0152	peroxidase	o2[0] phe[0] => co2[0] h2o[0] pad[0]
r0153	Aromatic-L-amino-acid decarboxylase	h[0] phe[0] => co2[0] phem[0]
r0154	catalase/peroxidase	(2) h2o2[0] => (2) h2o[0] o2[0]
r0155	phenylacetate 2-hydroxylase	h[0] nadh[0] o2[0] pac[0] => h2o[0] hphea[0] nad[0]
r0156	2-phenylacetamide amidohydrolase	h2o[0] pad[0] => nh3[0] pac[0]
r0157	chorismate synthase	3psme[0] => chor[0] pi[0]
r0158	3-dehydroshikimate dehydratase	h2o[0] pcace[0] => dhsk[0]
r0159	3-dehydroshikimate dehydratase	dhsk[0] => h2o[0] papce[0]
r0160	3-dehydroshikimate dehydratase	dhsk[0] => h2o[0] papce[0]
r0161	Prephenate dehydrogenase (NADP+)	nadp[0] phen[0] => 4hppyr[0] co2[0] nadph[0]
r0162	quinate dehydrogenase	dqt[0] h[0] nadh[0] => nad[0] qt[0]
r0163	shikimate dehydrogenase	dhsk[0] h[0] nadh[0] => nad[0] sme[0]
r0164	shikimate dehydrogenase	dhsk[0] h[0] nadph[0] => nadp[0] sme[0]
r0165	anthranilate phosphoribosyltransferase	an[0] prpp[0] => h[0] npran[0] ppi[0]
r0166	3-phosphoshikimate 1-carboxyvinyltransferase	pep[0] sme3p[0] => 3psme[0] pi[0]
r0167	3-deoxy-7-phosphoheptulonate synthase	e4p[0] h2o[0] pep[0] => 3ddah7p[0] pi[0]
r0168	shikimate kinase	atp[0] sme[0] => adp[0] h[0] sme3p[0]
r0169	Aminocarboxymuconate-semialdehyde decarboxylase	cmusa[0] (2) h[0] => am6sa[0] co2[0]
r0170	indole-3-glycerol-phosphate synthase	cpad5p[0] h[0] => co2[0] h2o[0] igp[0]
r0171	Anthranilate synthase	chor[0] gln[0] => an[0] glu[0] h[0] pyr[0]
r0172	3-dehydroquinate dehydratase 1	dqt[0] => dhsk[0] h2o[0]
r0173	tryptophan synthase	igp[0] ser[0] => h2o[0] t3p1[0] trp[0]
r0174	Prephenate dehydratase	h[0] phen[0] => co2[0] h2o[0] ppyr[0]
r0175	3-dehydroquinate synthase	3ddah7p[0] => dqt[0] pi[0]
r0176	Maleylacetoacetate isomerase	macac[0] => fuacac[0]
r0177	phosphoribosylanthranilate isomerase	npran[0] => cpad5p[0]
r0178	Chorismate mutase	chor[0] => phen[0]
r0179	L-amino-acid oxidase	h2o[0] o2[0] phe[0] => h2o2[0] nh3[0] ppyr[0]
r0180	L-amino-acid oxidase	h2o[0] o2[0] tyr[0] => 4hppyr[0] h2o2[0] nh3[0]
r0181	L-aspartate:2-oxoglutarate aminotransferase	akg[0] phe[0] => glu[0] ppyr[0]
r0182	L-tyrosine:2-oxoglutarate aminotransferase	akg[0] tyr[0] => 4hppyr[0] glu[0]
r0183	3-hydroxyanthranilate 3,4-dioxygenase	han[0] o2[0] => cmusa[0] h[0]
r0184	L-amino-acid oxidase	h2o[0] o2[0] trp[0] => h2o2[0] ipyr[0] nh3[0]
r0185	tryptophan aminotransferase	akg[0] trp[0] => glu[0] ipyr[0]
r0186	indolepyruvate decarboxylase	h[0] ipyr[0] => co2[0] i3ad[0]
r0187	2-oxoglutarate dehydrogenase E1 component	aka[0] coa[0] nad[0] => co2[0] gltcoa[0] nadh[0]
r0188	monoamine oxidase	h2o[0] o2[0] trpm[0] => h2o2[0] i3ad[0] nh3[0]
r0189	tryptophan 2,3-dioxygenase	o2[0] trp[0] => fkyn[0]
r0190	Kynurenine 3-monooxygenase	h[0] kyn[0] nadph[0] o2[0] => h2o[0] hkyn[0] nadp[0]
r0191	kynurenine-oxoglutarate transaminase	akg[0] kyn[0] => apebu[0] glu[0]
r0192	Kynureninase	h2o[0] kyn[0] => ala[0] an[0] h[0]
r0193	Kynureninase	h2o[0] hkyn[0] => ala[0] h[0] han[0]
r0194	Aromatic-L-amino-acid decarboxylase	h[0] trp[0] => co2[0] trpm[0]
r0195	Kynurenine formamidase	fkyn[0] h2o[0] => for[0] h[0] kyn[0]
r0196	Nitrilase	acnl[0] (2) h2o[0] => iaa[0] nh3[0]
r0197	 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase 	dhpen[0] => pyr[0] succsal[0]
r0198	gentisate 1,2-dioxygenase	25dhba[0] o2[0] => h[0] mpyr[0]
r0199	homogentisate 1,2-dioxygenase	h[0] macac[0] => homogen[0] o2[0]
r0200	Fumarylacetoacetase	fuacac[0] h2o[0] => acact[0] fum[0] h[0]
r0201	4-hydroxyphenylpyruvate dioxygenase	4hppyr[0] o2[0] => co2[0] homogen[0]
r0202	catechol O-methyltransferase	ccl[0] fald[0] h2o[0] nadp[0] => gua[0] h[0] nadph[0] o2[0]
r0203	spontaneous (following EC 1.1.1.85	h[0] oicap[0] => 4mop[0] co2[0]
r0204	spontaneous (following EC 1.1.1.85	h[0] oicap[0] => 4mop[0] co2[0]
r0205	ketol-acid reductoisomerase	abut[0] h[0] nadph[0] => dmvat[0] nadp[0]
r0206	3-isopropylmalate dehydrogenase	ippmal[0] nad[0] => h[0] nadh[0] oicap[0]
r0207	Ketol-acid reductoisomerase	aclac[0] h[0] nadph[0] => dhmva[0] nadp[0]
r0208	dihydroxy-acid dehydratase	dhmva[0] => h2o[0] oival[0]
r0209	dihydroxy-acid dehydratase	dmvat[0] => h2o[0] omval[0]
r0210	branched-chain-amino-acid transaminase	glu[0] omval[0] => akg[0] ile[0]
r0211	branched-chain-amino-acid transaminase	glu[0] omval[0] => akg[0] ile[0]
r0212	branched-chain-amino-acid transaminase	4mop[0] glu[0] => akg[0] leu[0]
r0213	branched-chain-amino-acid transaminase	4mop[0] glu[0] => akg[0] leu[0]
r0214	branched-chain-amino-acid transaminase	glu[0] oival[0] => akg[0] val[0]
r0215	branched-chain-amino-acid transaminase	glu[0] oival[0] => akg[0] val[0]
r0216	2-isopropylmalate synthase:3-isopropylmalate dehydratase	accoa[0] h2o[0] oival[0] => coa[0] h[0] ippmal[0]
r0217	methylglutaconyl-CoA hydratase	h2o[0] mgcoa[0] => hmgcoa[0]
r0218	Acyl-CoA dehydrogenase	fad[0] h[0] isocoa[0] => fadh2[0] maclcoa[0]
r0219	acetyl-CoA acyltransferase	coa[0] mcecoa[0] => accoa[0] ppacoa[0]
r0220	Acyl-CoA dehydrogenase	fad[0] h[0] mbcoa[0] => fadh2[0] mcrocoa[0]
r0221	3-hydroxyisobutyrate dehydrogenase	hyisorate[0] nad[0] => h[0] mmshy[0] nadh[0]
r0222	3-oxoacid CoA-transferase	acact[0] succoa[0] => aaccoa[0] succ[0]
r0223	2-oxoisovalerate dehydrogenase complex	coa[0] nad[0] oival[0] => co2[0] isocoa[0] nadh[0]
r0224	Methylcrotonoyl-CoA carboxylase	atp[0] hco3[0] mcrcoa[0] => adp[0] h[0] mgcoa[0] pi[0]
r0225	2-oxoisovalerate dehydrogenase complex	coa[0] nad[0] omval[0] => co2[0] mbcoa[0] nadh[0]
r0226	2-oxoisovalerate dehydrogenase complex	4mop[0] coa[0] nad[0] => co2[0] ivacoa[0] nadh[0]
r0227	Isovaleryl-CoA dehydrogenase	fad[0] h[0] ivacoa[0] => fadh2[0] mcrcoa[0]
r0228	Acetolactate synthase	h[0] obut[0] pyr[0] => abut[0] co2[0]
r0229	Acetolactate synthase	h[0] (2) pyr[0] => aclac[0] co2[0]
r0230	3-hydroxyisobutyrate dehydrogenase	hyisorate[0] nad[0] => h[0] mmshy[0] nadh[0]
r0231	3-hydroxyisobutyryl-CoA hydrolase	h2o[0] hyisocoa[0] => coa[0] h[0] hyisorate[0]
r0232	3-hydroxyacyl-CoA dehydrogenase	metbycoa[0] nad[0] => h[0] mcecoa[0] nadh[0]
r0233	Hydroxymethylglutaryl-CoA lyase	hmgcoa[0] => acact[0] accoa[0]
r0234	Enoyl-CoA hydratase	h2o[0] maclcoa[0] => hyisocoa[0]
r0235	Enoyl-CoA hydratase	h2o[0] mcrocoa[0] => metbycoa[0]
r0236	acetyl-CoA C-acetyltransferase	aaccoa[0] coa[0] => (2) accoa[0]
r0237	acetyl-CoA C-acetyltransferase	aaccoa[0] coa[0] => (2) accoa[0]
r0238	Alcohol dehydrogenase	meth[0] nad[0] => fald[0] h[0] nadh[0]
r0239	6-methylsalicylic acid synthase (Artificial reaction, chlor left out)	(4) accoa[0] (3) h[0] malcoa[0] phe[0] => (5) coa[0] (3) h2o[0] ota[0]
r0240	6-methylsalicylic acid synthase	accoa[0] (3) h[0] (3) malcoa[0] nadph[0] => (3) co2[0] (4) coa[0] h2o[0] msali[0] nadp[0]
r0241	Beta-glucosidase	cellob[0] h2o[0] => (2) dglc[0]
r0242	oxaloacetase	h2o[0] oa[0] => ac[0] h[0] oxal[0]
r0243	chitosanase	chito[0] (3) h[0] => glua[0]
r0244	Glucosamine 6-phosphate N-acetyltransferase	accoa[0] ga6p[0] => coa[0] h[0] nag6p[0]
r0245	Glucosamine 6-phosphate N-acetyltransferase	accoa[0] ga6p[0] => coa[0] h[0] nag6p[0]
r0246	Glucosamine-6-phosphate deaminase	ga6p[0] h2o[0] => f6p[0] nh3[0]
r0247	chitin synthase	udpnag[0] => chit[0] udp[0]
r0248	UDP-N-acetylglucosamine diphosphorylase	naga1p[0] utp[0] => ppi[0] udpnag[0]
r0249	Phosphoacetylglucosamine mutase	naga1p[0] => nag6p[0]
r0250	hexokinase	atp[0] glcn[0] => adp[0] ga6p[0] h[0]
r0251	Chitinase	chit[0] h2o[0] => nag[0]
r0252	N-acetylglucosamine deacetylase	h2o[0] nag[0] => ac[0] glcn[0]
r0253	Chitin deacetylase	(3) chit[0] (4) h2o[0] => (3) ac[0] chito[0] (3) h[0]
r0254	beta-N-acetylhexosaminidase	chib[0] h2o[0] => (2) nag[0]
r0255	beta-N-acetylhexosaminidase	chib[0] h2o[0] => (2) nag[0]
r0256	Glutamine-fructose-6-phosphate transaminase (isomerizing)	f6p[0] gln[0] => ga6p[0] glu[0]
r0257	alpha-N-arabinofuranosidase;Alpha-L-arabinofuranosidase	arabin[0] (3) h2o[0] => (3) larab[0]
r0258	glucarate dehydratase	gcar[0] => 54gcar[0] h2o[0]
r0259	glucarate dehydratase	gcar[0] => 23gcar[0] h2o[0]
r0260	Acetoacetyl-CoA synthase	acact[0] atp[0] coa[0] => aaccoa[0] amp[0] h[0] ppi[0]
r0261	Acyl-CoA dehydrogenase	cronylcoa[0] fad[0] (5) h[0] => c40coa[0] fadh2[0]
r0262	cis-aconitic decarboxylase	aco[0] h[0] => co2[0] ia[0]
r0263	ATP citrate synthase	atp[0] cit[0] coa[0] => accoa[0] adp[0] oa[0] pi[0]
r0264	Isocitrate dehydrogenase (NADP+)	icit[0] nadp[0] => akg[0] co2[0] nadph[0]
r0265	Isocitrate dehydrogenase (NAD+)	icit[0] nad[0] => akg[0] co2[0] nadh[0]
r0266	citrate (pro-3S)-lyase	cit[0] => ac[0] oa[0]
r0267	Fumarate hydratase	fum[0] h2o[0] => mal[0]
r0268	Malate dehydrogenase	mal[0] nad[0] => h[0] nadh[0] oa[0]
