ID	Name	Reversible	Reactants	Products	E.C.	Pathway
R_r0602	nitrate reductase (NADPH)	false	M_h_c[1];M_hno3_c[1];M_nadph_c[1];	M_h2o_c[1];M_hno2_c[1];M_nadp_c[1];			
R_r0605	Urease	false	M_h2o_c[1];M_h_c[2];M_urea_c[1];	M_co2_c[1];M_nh3_c[2];			
R_r0604	nitrite reductase [NAD(P)H]	false	M_h_c[5];M_hno2_c[1];M_nadh_c[3];	M_h2o_c[1];M_nad_c[3];M_nh4oh_c[1];			
R_r0607	Nitrate reductase (NADH)	false	M_h_c[1];M_hno3_c[1];M_nadh_c[1];	M_h2o_c[1];M_hno2_c[1];M_nad_c[1];			
R_r0606	carbonate dehydratase	false	M_co2_c[1];M_h2o_c[1];	M_h_c[1];M_hco3_c[1];			
R_r0609	Formamidase	false	M_frid_c[1];M_h2o_c[1];	M_for_c[1];M_nh3_c[1];			
R_r0608	Glutamate-ammonia ligase	false	M_atp_c[1];M_glu_c[1];M_nh3_c[1];	M_adp_c[1];M_gln_c[1];M_h_c[1];M_pi_c[1];			
R_tr_c161coa	Hexadecenoyl-CoA transporter	true	M_c161coa_c[1];	M_c161coa_m[1];			
R_r0933	amidophosphoribosyltransferase	false	M_gln_c[1];M_h2o_c[1];M_prpp_c[1];	M_glu_c[1];M_h_c[1];M_ppi_c[1];M_pram_c[1];			
R_r0932	purine-nucleoside phosphorylase	true	M_pi_c[1];M_xtsine_c[1];	M_r1p_c[1];M_xan_c[1];			
R_r0931	purine-nucleoside phosphorylase	true	M_dr1p_c[1];M_gn_c[1];	M_dg_c[1];M_pi_c[1];			
R_r0930	purine-nucleoside phosphorylase	false	M_inos_c[1];M_pi_c[1];	M_hyxn_c[1];M_r1p_c[1];			
R_ex_mal_e	(S)-Malate exchange	true	M_mal_e[1];				
R_r0936	Adenylate kinase	true	M_adp_c[2];	M_amp_c[1];M_atp_c[1];M_h_c[1];			
R_r0935	Adenylate kinase (deoxy)	true	M_adp_c[1];M_dadp_c[1];	M_atp_c[1];M_damp_c[1];M_h_c[1];			
R_r0934	Adenine phosphoribosyltransferase	true	M_ad_c[1];M_prpp_c[1];	M_amp_c[1];M_h_c[1];M_ppi_c[1];			
R_r0939	5'-nucleotidase	false	M_damp_c[1];M_h2o_c[1];	M_da_c[1];M_pi_c[1];			
R_r0938	5'-nucleotidase	false	M_amp_c[1];M_h2o_c[1];	M_adn_c[1];M_pi_c[1];			
R_tr_c162coa	Hexadecadienoyl-CoA transporter	true	M_c162coa_c[1];	M_c162coa_m[1];			
R_r0119	threonine dehydratase	false	M_thr_c[1];	M_nh3_c[1];M_obut_c[1];			
R_r0118	glutamate--glyoxylate aminotransferase	true	M_akg_c[1];M_gly_c[1];	M_glu_c[1];M_glx_c[1];			
R_r0115	phosphoserine phosphatase	false	M_3pser_c[1];M_h2o_c[1];	M_pi_c[1];M_ser_c[1];			
R_r0114	Homoserine kinase	false	M_atp_c[1];M_hser_c[1];	M_adp_c[1];M_h_c[1];M_phser_c[1];			
R_r0117	Threonine synthase	false	M_h2o_c[1];M_phser_c[1];	M_pi_c[1];M_thr_c[1];			
R_r0116	Threonine aldolase	true	M_acal_c[1];M_gly_c[1];	M_thr_c[1];			
R_r0111	Aminomethyltransferase	false	M_gly_m[1];M_nad_m[1];M_thf_m[1];	M_co2_m[1];M_metthf_m[1];M_nadh_m[1];M_nh3_m[1];			
R_r0110	L-Threonine 3-dehydrogenase	false	M_nad_c[1];M_thr_c[1];	M_aobut_c[1];M_h_c[1];M_nadh_c[1];			
R_r0113	phosphoserine aminotransferase	true	M_glu_c[1];M_php_c[1];	M_3pser_c[1];M_akg_c[1];			
R_r0112	alanine-glyoxylate transaminase	true	M_ala_m[1];M_glx_m[1];	M_gly_m[1];M_pyr_m[1];			
R_tr_ura	Uracil permease	false	M_ura_e[1];	M_ura_c[1];			
R_tr_uri	uridine permease	false	M_uri_e[1];	M_uri_c[1];			
R_r0591	catalase	false	M_h2o2_c[2];	M_h2o_c[2];M_o2_c[1];			
R_r0590	Alcohol oxidase	false	M_gl_c[1];M_o2_c[1];	M_glyn_c[1];M_h2o2_c[1];			
R_r0593	S-(hydroxymethyl)glutathione dehydrogenase	false	M_hygta_c[1];M_nad_c[1];	M_fgt_c[1];M_h_c[1];M_nadh_c[1];			
R_r0592	formaldehyde transketolase	true	M_glyn_c[1];M_t3p1_c[1];	M_fald_c[1];M_x5p_c[1];			
R_r0595	S-formylglutathione hydrolase	true	M_fgt_c[1];M_h2o_c[1];	M_for_c[1];M_gsh_c[1];M_h_c[1];			
R_r0594	S-(hydroxymethyl)glutathione dehydrogenase	false	M_hygta_c[1];M_nadp_c[1];	M_fgt_c[1];M_h_c[1];M_nadph_c[1];			
R_r0597	Cyanate hydratase	false	M_cyan_e[1];M_h_e[2];M_hco3_e[1];	M_co2_e[2];M_nh3_e[1];			
R_r0596	ethanol degradation IV	false	M_eth_c[1];M_h2o2_c[1];	M_acal_c[1];M_h2o_c[2];			
R_r0599	spontaneous conversion	true	M_nh4oh_c[1];	M_h2o_c[1];M_nh3_c[1];			
R_r0598	carbonate dehydratase	false	M_co2_e[1];M_h2o_e[1];	M_h_e[1];M_hco3_e[1];			
R_r0733	Stearoyl-CoA 12-desaturase	false	M_c182acp_c[1];M_h_c[1];M_nadh_c[1];M_o2_c[1];	M_c183acp_c[1];M_h2o_c[2];M_nad_c[1];			
R_ex_o2_e	O2 exchange	true	M_o2_e[1];				
R_r0029	N-Acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) and acetylglutamate kinase (EC 2.7.2.8)	false	M_h_m[1];M_nadph_m[1];M_naglup_m[1];	M_nadp_m[1];M_naglus_m[1];M_pi_m[1];			
R_r0028	procollagen-proline dioxygenase	false	M_akg_c[1];M_o2_c[1];M_pro_c[1];	M_co2_c[1];M_hpro_c[1];M_succ_c[1];			
R_r0021	aspartate aminotransferase	false	M_akg_c[1];M_cys_c[1];	M_glu_c[1];M_mrpyr_c[1];			
R_r0020	agmatine deiminase	false	M_agmt_c[1];M_h2o_c[1];	M_ncapsc_c[1];M_nh3_c[1];			
R_r0023	hydroxyproline oxidase	false	M_fad_m[1];M_hpro_c[1];	M_fadh2_m[1];M_phc_c[1];			
R_r0022	aspartate aminotransferase	false	M_akg_c[1];M_cyse_c[1];	M_glu_c[1];M_slpyr_c[1];			
R_r0025	spermidine synthase	false	M_dsam_c[1];M_sprmd_c[1];	M_h_c[1];M_mta_c[1];M_spere_c[1];			
R_r0024	diamine N-acetyltransferase	false	M_accoa_c[1];M_ptrsc_c[1];	M_coa_c[1];M_h_c[1];M_naps_c[1];			
R_r0027	non enzymatic	true	M_glugsal_c[1];	M_h2o_c[1];M_h_c[1];M_p5c_c[1];			
R_r0026	urea carboxylase / allophanate hydrolase	false	M_h2o_c[1];M_h_c[3];M_ureac_c[1];	M_co2_c[2];M_nh3_c[2];			
R_r0335	aldehyde dehydrogenase (NAD+)	false	M_acal_m[1];M_h2o_m[1];M_nad_m[1];	M_ac_m[1];M_h_m[2];M_nadh_m[1];			
R_r0334	pyruvate kinase	false	M_adp_c[1];M_h_c[1];M_pep_c[1];	M_atp_c[1];M_pyr_c[1];			
R_r0337	aldehyde dehydrogenase (NAD+)	false	M_acal_c[1];M_h2o_c[1];M_nad_c[1];	M_ac_c[1];M_h_c[2];M_nadh_c[1];			
R_r0336	L-lactate dehydrogenase	false	M_llac_c[1];M_nad_c[1];	M_h_c[1];M_nadh_c[1];M_pyr_c[1];			
R_r0331	Aldose 1-epimerase	true	M_gal_c[1];	M_bgal_c[1];			
R_r0330	Aldose 1-epimerase	true	M_bdglc_c[1];	M_adglc_c[1];			
R_r0333	Aldose 1-epimerase	true	M_dfru_c[1];	M_bdfru_c[1];			
R_r0332	Aldose 1-epimerase	true	M_larab_c[1];	M_arab_c[1];			
R_r0339	acetyl-CoA synthetase	false	M_ac_c[1];M_atp_c[1];M_coa_c[1];	M_accoa_c[1];M_amp_c[1];M_h_c[1];M_ppi_c[1];			
R_r0338	acetyl-CoA synthetase	false	M_ac_m[1];M_atp_m[1];M_coa_m[1];	M_accoa_m[1];M_amp_m[1];M_h_m[1];M_ppi_m[1];			
R_r0004	D-amino-acid oxidase 	false	M_dasp_e[1];M_h2o_e[1];M_o2_e[1];	M_h2o2_e[1];M_nh3_e[1];M_oa_e[1];			
R_r0418	lactoylglutathione lyase	true	M_lgt_c[1];	M_gsh_c[1];M_mgxl_c[1];			
R_r0002	L-amino-acid oxidase	false	M_asp_m[1];M_h2o_m[1];M_o2_m[1];	M_h2o2_m[1];M_nh3_m[1];M_oa_m[1];			
R_r0001	L-amino-acid oxidase	true	M_h2o_m[1];M_ile_m[1];M_o2_m[1];	M_h2o2_m[1];M_nh3_m[1];M_omval_m[1];			
R_ex_urate_e	urate exchange	true	M_urate_e[1];				
R_tr_hisan	Hisamine transporter	true	M_hisan_c[1];	M_hisan_e[1];			
R_ex_sot_e	D-Sorbitol exchange	true	M_sot_e[1];				
R_ex_bdfru_e	fructose exchange	true	M_bdfru_e[1];				
R_ex_gln_e	L-Glutamine exchange	true	M_gln_e[1];				
R_tr_trp	L-tryptophan transporter	true	M_trp_c[1];	M_trp_m[1];			
R_ex_c160_e	C160 exchange	true	M_c160_e[1];				
R_tr_lac	(R)-lactate transporter	true	M_lac_c[1];	M_lac_m[1];			
R_tr_succ/pi	Dicarboxylate carrier	true	M_pi_m[1];M_succ_c[1];	M_pi_c[1];M_succ_m[1];			
R_tr_rib	Ribose transporter	false	M_rib_e[1];	M_rib_c[1];			
R_ex_glcnt_e	D-Gluconate exchange	true	M_glcnt_e[1];				
R_tr_pep	phosphoenolpyruvate transporter	true	M_pep_c[1];	M_pep_m[1];			
R_tr_c120coa	Lauroyl-CoA transporter	true	M_c120coa_c[1];	M_c120coa_m[1];			
R_tr_dglc:h	D-glucose transporter	false	M_dglc_e[1];M_h_e[1];	M_dglc_c[1];M_h_c[1];			
R_ex_ota_e	Ochratoxin A exchange	false	M_ota_e[1];				
R_r1078	O-Methylsterigmatocystin oxidoreductase	false	M_dhomst_c[1];M_h_c[3];M_nadph_c[1];M_o2_c[1];	M_afg2_c[1];M_h2o_c[1];M_nadp_c[1];			
R_r1075	O-Methylsterigmatocystin oxidoreductase	false	M_h_c[2];M_nadph_c[2];M_o2_c[2];M_omst_c[1];	M_afb1_c[1];M_co2_c[1];M_h2o_c[1];M_meth_c[1];M_nadp_c[2];			
R_r1074	Sterigmatocystin biosynthesis monooxygenase	false	M_avn_c[1];M_h_c[1];M_nadph_c[1];M_o2_c[1];	M_h2o_c[1];M_havn_c[1];M_nadp_c[1];			
R_r1077	O-Methylsterigmatocystin oxidoreductase	false	M_dhomst_c[1];M_h_c[3];M_nadph_c[1];M_o2_c[1];	M_afb2_c[1];M_h2o_c[1];M_nadp_c[1];			
R_r1076	O-Methylsterigmatocystin oxidoreductase	false	M_h_c[3];M_nadph_c[1];M_o2_c[1];M_omst_c[1];	M_afg1_c[1];M_eth_c[1];M_nadp_c[1];			
R_r1071	Polyketide syntase	false	M_accoa_c[1];M_malcoa_c[9];M_o2_c[1];	M_nor_c[1];			
R_r1070	Aflatoxins biosynthesis;1,3,6,8-tetra hydroxy naphthalene reductase	false	M_h_c[1];M_nadph_c[1];M_vera_c[1];	M_dmst_c[1];M_nadp_c[1];			
R_r1073	hydroxyquinol 1,2-dioxygenase	false	M_btol_c[1];M_o2_c[1];	M_2mac_c[1];M_h_c[2];			
R_r1072	Sterigmatocystin biosynthesis lipase/esterase STCI	false	M_h2o_c[1];M_vha_c[1];	M_ac_c[1];M_h_c[2];M_vhoh_c[1];			
R_tr_hco3	HCO3 transporter	true	M_hco3_m[1];	M_hco3_c[1];			
R_ex_llac_e	L-Lactate exchange	true	M_llac_e[1];				
R_tr_aobut	L-2-amino-3-oxobutanoate transporter	true	M_aobut_c[1];	M_aobut_m[1];			
R_r0612	sulfite oxidase	false	M_h2o_c[1];M_o2_c[1];M_slfi_c[1];	M_h2o2_c[1];M_h_c[1];M_slf_c[1];			
R_r0613	3'(2'),5'-bisphosphate nucleotidase	false	M_h2o_c[1];M_paps_c[1];	M_aps_c[1];M_pi_c[1];			
R_r0610	Inorganic diphosphatase	false	M_h2o_c[1];M_ppi_c[1];	M_h_c[1];M_pi_c[2];			
R_r0611	Inorganic diphosphatase	false	M_h2o_m[1];M_ppi_m[1];	M_h_m[1];M_pi_m[2];			
R_r0616	adenylylsulfate reductase	true	M_amp_c[1];M_fad_m[1];M_h_c[2];M_slfi_c[1];	M_aps_c[1];M_fadh2_m[1];			
R_r0617	sulfate adenylyltransferase	false	M_atp_c[1];M_slf_c[1];	M_aps_c[1];M_ppi_c[1];			
R_tr_star	Starch transporter	false	M_star_e[1];	M_star_c[1];			
R_r0615	phosphoadenylyl-sulfate reductase (thioredoxin)	false	M_paps_c[1];M_rthio_c[1];	M_h_c[1];M_othio_c[1];M_pap_c[1];M_slfi_c[1];			
R_tr_xul	D-Xylulose transporter	false	M_xul_e[1];	M_xul_c[1];			
R_r0619	3'(2'),5'-bisphosphate nucleotidase	false	M_h2o_m[1];M_pap_m[1];	M_amp_m[1];M_pi_m[1];			
R_tr_h2o	H2O transporter	true	M_h2o_c[1];	M_h2o_m[1];			
R_ex_glu_e	L-Glutamate exchange	true	M_glu_e[1];				
R_r0854	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c183_c[1];M_coa_c[1];	M_amp_c[1];M_c183coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0855	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c40_c[1];M_coa_c[1];	M_amp_c[1];M_c40coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0856	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c60_c[1];M_coa_c[1];	M_amp_c[1];M_c60coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0857	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c80_c[1];M_coa_c[1];	M_amp_c[1];M_c80coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0850	Enoyl-CoA hydratase	true	M_c6hcoa_m[1];	M_c6dcoa_m[1];M_h2o_m[1];			
R_r0851	Enoyl-CoA hydratase	true	M_c4hcoa_m[1];	M_c4dcoa_m[1];M_h2o_m[1];			
R_r0852	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c181_c[1];M_coa_c[1];	M_amp_c[1];M_c181coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0853	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c182_c[1];M_coa_c[1];	M_amp_c[1];M_c182coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0858	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c100_c[1];M_coa_c[1];	M_amp_c[1];M_c100coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0859	Long-chain acyl-CoA synthetase	false	M_atp_c[1];M_c120_c[1];M_coa_c[1];	M_amp_c[1];M_c120coa_c[1];M_h_c[1];M_ppi_c[1];			
R_r0928	purine-nucleoside phosphorylase	true	M_ad_c[1];M_dr1p_c[1];	M_da_c[1];M_pi_c[1];			
R_r0929	purine-nucleoside phosphorylase	true	M_din_c[1];M_pi_c[1];	M_dr1p_c[1];M_hyxn_c[1];			
R_r0924	ribonucleoside-diphosphate reductase	false	M_adp_c[1];M_rthio_c[1];	M_dadp_c[1];M_h2o_c[1];M_othio_c[1];			
R_r0925	ribonucleoside-diphosphate reductase	false	M_gdp_c[1];M_rthio_c[1];	M_dgdp_c[1];M_h2o_c[1];M_othio_c[1];			
R_r0926	urate oxidase	true	M_h2o_c[1];M_o2_c[1];M_urate_c[1];	M_h2o2_c[1];M_hiura_c[1];			
R_r0927	IMP dehydrogenase	false	M_h2o_c[1];M_imp_c[1];M_nad_c[1];	M_h_c[1];M_nadh_c[1];M_xmp_c[1];			
R_r0920	Nucleoside diphosphate kinase	true	M_atp_c[1];M_idp_c[1];	M_adp_c[1];M_itp_c[1];			
R_r0921	dITP/XTP pyrophosphatase	false	M_h2o_c[1];M_itp_c[1];	M_h_c[2];M_imp_c[1];M_ppi_c[1];			
R_r0922	Xanthine dehydrogenase	false	M_h2o_c[1];M_hyxn_c[1];M_nad_c[1];	M_h_c[1];M_nadh_c[1];M_xan_c[1];			
R_r0923	xanthine dehydrogenase	false	M_h2o_c[1];M_nad_c[1];M_xan_c[1];	M_h_c[1];M_nadh_c[1];M_urate_c[1];			
R_tr_sot	D-sorbitol transporter	true	M_sot_e[1];	M_sot_c[1];			
R_tr_sor	Sorbose transporter	false	M_sor_e[1];	M_sor_c[1];			
R_r0108	glycine dehydrogenase (decarboxylating)	true	M_h_m[1];M_hplys_m[1];M_nadh_m[1];	M_dhplys_m[1];M_nad_m[1];			
R_r0109	dimethylglycine dehydrogenase	false	M_dmgly_m[1];M_fad_m[1];M_h2o_m[1];M_h_m[1];	M_fadh2_m[1];M_fald_m[1];M_sarc_m[1];			
R_r0106	betaine aldehyde dehydrogenase	false	M_betald_c[1];M_h2o_c[1];M_nad_c[1];	M_bet_c[1];M_h_c[2];M_nadh_c[1];			
R_r0107	Amine oxidase	false	M_amac_m[1];M_h2o_m[1];M_o2_m[1];	M_h2o2_m[1];M_mgxl_m[1];M_nh3_m[1];			
R_r0104	Phosphoglycerate dehydrogenase	true	M_3pg_c[1];M_nad_c[1];	M_h_c[1];M_nadh_c[1];M_php_c[1];			
R_r0105	Choline dehydrogenase	false	M_cln_e[1];M_fad_e[1];M_h_e[1];	M_betald_e[1];M_fadh2_e[1];			
R_r0102	D-amino-acid oxidase 	false	M_gly_c[1];M_h2o_c[1];M_o2_c[1];	M_glx_c[1];M_h2o2_c[1];M_nh3_c[1];			
R_r0103	sarcosine oxidase	false	M_h2o_m[1];M_o2_m[1];M_sarc_m[1];	M_fald_m[1];M_gly_m[1];M_h2o2_m[1];			
R_r0100	serine---pyruvate transaminase	true	M_pyr_c[1];M_ser_c[1];	M_3hpyr_c[1];M_ala_c[1];			
R_r0101	L-serine hydro-lyase	false	M_h2s_c[1];M_ser_c[1];	M_cys_c[1];M_h2o_c[1];			
R_ex_uri_e	uridine exchange	true	M_uri_e[1];				
R_r0582	NAD(P)H oxidase	false	M_h_c[1];M_nadph_c[1];M_o2_c[1];	M_h2o2_c[1];M_nadp_c[1];			
R_r0583	NADPH dehydrogenase	false	M_h_c[1];M_nadph_c[1];M_q_m[1];	M_nadp_c[1];M_qh2_m[1];			
R_r0580	pyridoxamine 5'-phosphate oxidase	true	M_h2o_c[1];M_o2_c[1];M_pdxam_c[1];	M_h2o2_c[1];M_nh3_c[1];M_pdxal_c[1];			
R_r0581	glutamine amidotransferase	false	M_gln_c[1];M_rl5p_c[1];M_t3p1_c[1];	M_glu_c[1];M_h2o_c[3];M_h_c[1];M_pi_c[1];M_plp_c[1];			
R_r0586	catalase	false	M_h2o2_e[2];	M_h2o_e[2];M_o2_e[1];			
R_r0587	Alcohol oxidase	false	M_meth_c[1];M_o2_c[1];	M_fald_c[1];M_h2o2_c[1];			
R_r0584	S-(hydroxymethyl)glutathione synthase	false	M_fald_c[1];M_gsh_c[1];	M_hygta_c[1];			
R_r0585	catalase/peroxidase	false	M_h2o2_c[1];M_meth_c[1];	M_fald_c[1];M_h2o_c[2];			
R_r0588	Alcohol oxidase	false	M_eth_c[1];M_o2_c[1];	M_acal_c[1];M_h2o2_c[1];			
R_r0589	Alcohol oxidase	false	M_gl_c[1];M_o2_c[1];	M_glyal_c[1];M_h2o2_c[1];			
R_r0038	acetylornithine transaminase	false	M_glu_m[1];M_naglus_m[1];	M_akg_m[1];M_naorn_m[1];			
R_r0039	ornithine aminotransferase	false	M_akg_c[1];M_orn_c[1];	M_glu_c[1];M_glugsal_c[1];			
R_r0032	Pyrroline-5-carboxylate reductase	true	M_h_c[2];M_nadph_c[1];M_p5c_c[1];	M_nadp_c[1];M_pro_c[1];			
R_r0033	Pyrroline-5-carboxylate reductase	false	M_h_c[2];M_nadph_c[1];M_phc_c[1];	M_hpro_c[1];M_nadp_c[1];			
R_r0030	glutamate-5-semialdehyde dehydrogenase	false	M_glup_c[1];M_h_c[1];M_nadph_c[1];	M_glugsal_c[1];M_nadp_c[1];M_pi_c[1];			
R_r0031	1-pyrroline-5-carboxylate dehydrogenase	false	M_glugsal_m[1];M_h2o_m[1];M_nad_m[1];	M_glu_m[1];M_h_m[2];M_nadh_m[1];			
R_r0036	Ornithine carbamoyltransferase	false	M_cap_m[1];M_orn_m[1];	M_citr_m[1];M_h_m[1];M_pi_m[1];			
R_r0037	Glutamate N-acetyltransferase	false	M_glu_m[1];M_naorn_m[1];	M_naglu_m[1];M_orn_m[1];			
R_r0034	Pyrroline-5-carboxylate reductase	false	M_h_c[2];M_nadh_c[1];M_phc_c[1];	M_hpro_c[1];M_nad_c[1];			
R_r0035	Proline dehydrogenase	false	M_nad_m[1];M_pro_m[1];	M_h_m[2];M_nadh_m[1];M_p5c_m[1];			
R_ex_gl_e	Glycerol exchange	true	M_gl_e[1];				
R_ex_val_e	L-Valine exchange	true	M_val_e[1];				
R_tr_fru	MFS monosaccharide transporter	false	M_dfru_e[1];	M_dfru_c[1];			
R_r0326	Alpha-glucosidase	false	M_h2o_e[1];M_suc_e[1];	M_dfru_e[1];M_dglc_e[1];			
R_ex_h2o_e	Water exchange	true	M_h2o_e[1];				
R_r0324	Alpha-galactosidase	true	M_h2o_e[1];M_stac_e[1];	M_gal_e[1];M_raff_e[1];			
R_r0325	Alpha-galactosidase	true	M_h2o_e[1];M_raff_e[1];	M_gal_e[1];M_suc_e[1];			
R_r0322	Phosphoglucomutase	true	M_g1p_c[1];	M_dg6p_c[1];			
R_r0323	Alpha-galactosidase	false	M_h2o_e[1];M_meli_e[1];	M_dglc_e[1];M_gal_e[1];			
R_r0320	Galactonate dehydratase	false	M_galnt_c[1];	M_2d3dgalt_c[1];M_h2o_c[1];			
R_r0321	UDP-glucose 4-epimerase	true	M_udpgal_c[1];	M_udpg_c[1];			
R_r0328	Alcohol dehydrogenase (NADP+)	false	M_eth_c[1];M_nadp_c[1];	M_acal_c[1];M_h_c[1];M_nadph_c[1];			
R_r0329	Alcohol dehydrogenase	true	M_eth_m[1];M_nad_m[1];	M_acal_m[1];M_h_m[1];M_nadh_m[1];			
R_tr_ins	Myo-inositol transporter	true	M_ins_c[1];	M_ins_e[1];			
R_tr_c60coa	Hexanoyl-CoA transporter	true	M_c60coa_c[1];	M_c60coa_m[1];			
R_ex_phe_e	L-Phenylalanine exchange	true	M_phe_e[1];				
R_tr_fum/succ	Succinate/fumarate mitochondrial antiporter	true	M_fum_m[1];M_succ_c[1];	M_fum_c[1];M_succ_m[1];			
R_tr_sphe	Sphingenine transporter	false	M_sphe_e[1];	M_sphe_c[1];			
R_tr_c120	laurate transporter	true	M_c120_e[1];	M_c120_c[1];			
R_tr_mannan	Mannan transporter	false	M_mannan_e[1];	M_mannan_c[1];			
R_ex_galunt_e	D-Galacturonate exchange	true	M_galunt_e[1];				
R_ex_g15l_e	Gluconic_acid_lactone exchange	false	M_g15l_e[1];				
R_tr_dtb	Dethiobiotin transporter	true	M_dtb_m[1];	M_dtb_c[1];			
R_ex_gaba_e	4-Aminobutanoate exchange	true	M_gaba_e[1];				
R_tr_llac	(S)-lactate transporter	true	M_llac_c[1];	M_llac_m[1];			
R_tr_bdfru	MFS monosaccharide transporter	true	M_bdfru_e[1];	M_bdfru_c[1];			
R_r0937	Adenylate kinase	true	M_adp_c[1];M_gdp_c[1];	M_amp_c[1];M_gtp_c[1];M_h_c[1];			
R_tr_c60	hexanoate transporter	true	M_c60_e[1];	M_c60_c[1];			
R_r1068	farnesyltranstransferase	false	M_fpp_c[1];M_ippp_c[1];	M_ggpp_c[1];M_h_c[1];M_ppi_c[1];			
R_r1069	hydroxymethylglutaryl-CoA synthase	true	M_coa_c[1];M_h_c[1];M_hmgcoa_c[1];	M_aaccoa_c[1];M_accoa_c[1];M_h2o_c[1];			
R_r1066	isopentenyl-diphosphate DELTA-isomerase	true	M_dmpp_c[1];	M_ippp_c[1];			
R_r1067	Lanosterol synthase	false	M_s23e_c[1];	M_lnst_c[1];			
R_r1064	Phosphomevalonate kinase	false	M_atp_c[1];M_h_c[1];M_pmvl_c[1];	M_adp_c[1];M_ppmvl_c[1];			
