ID	NAMES
74508	5-carboxymethylaminomethyluridine 5'-phosphate residue
74511	5-carboxymethylaminomethyl-2'-O-uridine 5'-phosphate residue
65315	UMP residue
74478	2'-O-methyluridine 5'-phosphate residue
74269	GMP residue
73542	N(1)-methylguanosine residue
65315	UMP residue
17546	(Z)-2-methyl-5-isopropylhexa-2,5-dienal
74478	2'-O-methyluridine 5'-phosphate residue
74269	GMP residue
82833	7-aminomethyl-7-carbaguanine 5'-phosphate residue
71984	an N-acyleicosasphinganine
71986	an N-acyleicosasphing-4-enine
82831	queuosine 5'-phosphate residue
82834	epoxyqueuosine 5'-phosphate residue
41837	oxidized dithiothreitol
29033	Fe(2+)
82841	N-octanoylsphinganine
82842	N-octanoyl-4-hydroxysphinganine
74269	GMP residue
74269	GMP residue
74513	N(2)-dimethylguanosine 5'-phosphate residue
74513	N(2)-dimethylguanosine 5'-phosphate residue
74269	GMP residue
74481	N(2)-methylguanosine 5'-monophosphate residue
74513	N(2)-dimethylguanosine 5'-phosphate residue
74269	GMP residue
58046	3,5-dibromo-4-hydroxybenzonitrile
74513	N(2)-dimethylguanosine 5'-phosphate residue
74411	AMP residue
74491	N(1)-methyladenosine 5'-phosphate residue
74411	AMP residue
74491	N(1)-methyladenosine 5'-phosphate residue
74411	AMP residue
74491	N(1)-methyladenosine 5'-phosphate residue
74269	GMP residue
73542	N(1)-methylguanosine residue
74411	AMP residue
57744	2-O-(alpha-D-mannosyl)-3-phosphoglycerate
74449	N(6)-methyladenosine 5'-phosphate residue
82850	7-cyano-7-carbaguanine 5'-phosphate residue
74269	GMP residue
74411	AMP residue
82852	IMP residue
74415	N(6)-(3-methylbut-2-en-1-yl)-adenosine 5'-phosphate residue
74417	N(6)-(3-methylbut-2-en-1-yl)-2-(methylsulfanyl)adenosine 5'-phosphate residue
74416	N(6)-(3-methylbut-2-en-1-yl)-2-thioadenosine 5'-phosphate residue
73550	4-demethyl-7-[(3S)-3-amino-3-carboxypropyl]wyosine 5'-phosphate residue
73543	7-[(3S)-3-amino-3-carboxypropyl]wyosine 5'-phosphate residue
82748	CMP residue
74483	5-methylcytidine 5'-phosphate residue
74483	5-methylcytidine 5'-phosphate residue
74269	GMP residue
74480	N(7)-methylguanosine 5'-phosphate residue
82748	CMP residue
74483	5-methylcytidine 5'-phosphate residue
82748	CMP residue
74483	5-methylcytidine 5'-phosphate residue
65315	UMP residue
74502	N(3)-methyluridine 5'-phosphate residue
65315	UMP residue
74502	N(3)-methyluridine 5'-phosphate residue
82748	CMP residue
74495	2'-O-methylcytidine 5'-phosphate residue
82748	CMP residue
16632	4-hydroxy-3-methoxybenzoate
74495	2'-O-methylcytidine 5'-phosphate residue
74411	AMP residue
74477	2'-O-methyladenosine 5'-phosphate residue
82748	CMP residue
74495	2'-O-methylcytidine 5'-phosphate residue
82748	CMP residue
74495	2'-O-methylcytidine 5'-phosphate residue
74882	carboxymethyluridine 5'-phosphate residue
74851	5-(2-methoxy-2-oxoethyl)uridine 5'-phosphate residue
74411	AMP residue
74477	2'-O-methyladenosine 5'-phosphate residue
82869	(24S)-24-hydroxycholesterol ester
74269	GMP residue
74481	N(2)-methylguanosine 5'-monophosphate residue
74896	a 3'-terminal ribonucleotide residue
74898	a 3'-terminal 2'-O-methylribonucleotide residue
82875	(24S)-hydroxycholesterol 3-linoleoate
30011	L-glutamine residue
61891	N(5)-methyl-L-glutamine residue
27539	isatin
82904	isatinate
82921	1,2-dioctadecanoyl-sn-glycero-3-phosphate
82924	1,2-di-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate
82925	1,2-di-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol
82927	1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycerol
82929	1,2-dihexadecanoyl-sn-glycerol
65315	UMP residue
82930	3-[(3S)-3-amino-3-carboxypropyl]-uridine 5'-phosphate residue
29034	Fe(3+)
58225	alpha-D-glucose 6-phosphate
29033	Fe(2+)
29033	Fe(2+)
29034	Fe(3+)
29034	Fe(3+)
29033	Fe(2+)
29033	Fe(2+)
29034	Fe(3+)
29034	Fe(3+)
82943	1-hexadecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine
79210	ganglioside GM3
79218	ganglioside GM2
79214	ganglioside GD3
79220	ganglioside GD2
82945	ganglioside GalNAc-GD1a
82637	ganglioside GD1a
82928	1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate
82949	1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol
82951	alpha-N-glycoloylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide
82950	N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-glycoloylneuraminosyl-(2->3)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide
82953	1-(3-O-sulfo-beta-D-galactosyl)-ceramide
82959	N-hexanoylsphing-4-enine 1-phosphate
82983	1-(9Z-octadecenoyl)-2-acyl-sn-3-glycerol
29961	L-aspartate residue
48563	methylsulfanyl group
58315	L-tyrosine
64428	H group
73599	3-methylsulfanyl-L-aspartate residue
29961	L-aspartate residue
64428	H group
83062	a 3'-terminal ribonucleotide 3'-phosphate residue
83064	a 3'-terminal ribonucleotide 2',3'-cyclic phosphate residue
74896	a 3'-terminal ribonucleotide residue
83071	tRNA 3'-terminal nucleotidyl-cytidyl-cytidyl-adenosine residue
83088	(R)-lipoate
83091	(R)-lipoyl-5'-AMP
83094	(R)-lipoamide
83096	(R)-S(6)-acetyldihydrolipoamide
83099	(R)-N(6)-lipoyl-L-lysine residue
83100	(R)-N(6)-dihydrolipoyl-L-lysine residue
83111	(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine residue
16089	6-deoxyerythronolide B
83099	(R)-N(6)-lipoyl-L-lysine residue
83111	(R)-N(6)-(S(8)-acetyldihydrolipoyl)-L-lysine residue
83099	(R)-N(6)-lipoyl-L-lysine residue
83120	(R)-N(6)-(S(8)-succinyldihydrolipoyl)-L-lysine residue
74497	2-methyladenosine 5'-phosphate residue
83139	a long-chain fatty acyl-CoA
83099	(R)-N(6)-lipoyl-L-lysine residue
83142	(R)-N(6)-(S(8)-2-methylpropanoyldihydrolipoyl)-L-lysine residue
72290	1-(4-amino-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium
57975	1-(4-hydroxy-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium
83143	(R)-N(6)-(S(8)-aminomethyldihydrolipoyl)-L-lysine residue
83099	(R)-N(6)-lipoyl-L-lysine residue
83143	(R)-N(6)-(S(8)-aminomethyldihydrolipoyl)-L-lysine residue
83142	(R)-N(6)-(S(8)-2-methylpropanoyldihydrolipoyl)-L-lysine residue
57291	3-oxopristanoyl-CoA
29969	L-lysine residue
29969	L-lysine residue
83099	(R)-N(6)-lipoyl-L-lysine residue
78809	N(6)-octanoyl-L-lysine residue
78809	N(6)-octanoyl-L-lysine residue
83144	N(6)-biotinyl-L-lysine residue
83145	carboxybiotinyl-L-lysine residue
29969	L-lysine residue
83144	N(6)-biotinyl-L-lysine residue
29969	L-lysine residue
83144	N(6)-biotinyl-L-lysine residue
29969	L-lysine residue
83144	N(6)-biotinyl-L-lysine residue
83203	1-octadecanoylglycerone 3-phosphate
82919	an N-acyl-beta-D-glucosyl-(1<->1')-sphinganine
83223	L-erythro-N-acylsphing-4-enine
83224	beta-D-glucosyl-L-erythro-N-acylsphing-4-enine
61417	TDP
83228	an L-alpha amino acid residue
29965	L-arginine residue
83226	N(omega)-phospho-L-arginine residue
83234	beta-D-galactosyl-(1<->1')-sphinganine
83241	1D-myo-inositol 3,4-bisphosphate
83242	1D-myo-inositol 1,3-bisphosphate
83243	1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1D-myo-inositol 3,4,5-triphosphate)
83244	N-(2-hydroxy-hexanoyl)-sphing-4-enine
83246	N-(2-hydroxy-hexanoyl)-beta-D-galactosyl-sphing-4-enine
83248	N-(2-hydroxy-hexanoyl)-sphinganine
83257	N-(2-hydroxyhexanoyl)-beta-D-galactosylsphinganine
83273	an N-acyl-sphingoid base
11152	1,2-didecanoylglycerol
83334	(8Z,10E,14Z)-12-hydroperoxyeicosatrienoate
83336	14-hydroperoxy-(4Z,7Z,10Z,12E,16Z,19Z)-docosahexaenoate
83342	10-hydroperoxy-(6Z,8E,12Z)-octadecatrienoate
83344	1-O-methyl-8-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate
58416	chlorophyll a
83348	chlorophyllide a
83349	3,8-divinyl chlorophyllide a
15387	(1S,3R,5S)-sabinol
83350	protochlorophyllide a
83356	chlorophyllide b
83357	7(1)-hydroxychlorophyllide a
83373	3-deacetyl-3-vinylbacteriochlorophyllide a
83377	7(1)-hydroxychlorophyll a
61721	chlorophyll b
59881	keto-D-fructuronate
29195	cyanate
83383	D-galactaro-1,5-lactone
75525	D-galacturonate
83384	D-glucaro-1,5-lactone
412516	5-hydroxymethylfurfural
83389	2,5-dicarboxyfuran
83385	2,5-diformylfuran
83386	2-(dihydroxymethyl)-5-formylfuran
83387	2-carboxy-5-formylfuran
83388	2-carboxy-5-(dihydroxymethyl)furan
79068	bis(beta-D-gentiobiosyl) crocetin
37080	acrylate
83100	(R)-N(6)-dihydrolipoyl-L-lysine residue
83120	(R)-N(6)-(S(8)-succinyldihydrolipoyl)-L-lysine residue
78326	5-hydroxyxanthotoxin
78327	pseudobaptigenin
78328	scutellarein
78948	(2S)-2-amino-3-oxobutanoate
83397	L-citrulline residue
36557	N-methylanthranilate
83402	a ribonucleoside 3',5'-bisphosphate
50058	L-cystine residue
29950	L-cysteine residue
29950	L-cysteine residue
35924	a hydroperoxide
83407	4-(hydroxymethyl)-2-furancarboxaldehyde phosphate
37449	a 2-deoxy-alpha-D-glucoside
83408	a sn-glycero-3-phosphodiester
83410	an alpha-amino acid ester
83411	a beta-D-glucuronoside
83412	N(5)-acyl-L-ornithine ester
83414	an alkyl sulfate
29999	L-serine residue
83421	O-phospho-L-serine residue
83425	gamma-L-glutamyltyramine
83416	1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)
83417	1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)
16813	galactitol
83419	1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)
83420	1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)
83422	1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)
83423	1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)
83431	[5-(aminomethyl)-3-furyl]methyl phosphate
83435	3,6-anhydro-L-galactonate
83433	3,6-anhydro-alpha-L-galactopyranose
83436	1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4-phosphate)
83439	iminoarginine
83441	O-(S-3R-hydroxyeicosanoylpantetheine-4'-phosphoryl)-L-serine residue
58561	precorrin-3A
83440	O-(S-3-oxoeicosanoylpantetheine-4'-phosphoryl)-L-serine residue
57618	FMNH2
58210	FMN
71677	(2S)-2-hydroxy-3,4-dioxopentyl phosphate
82748	CMP residue
83545	agmatidine 5'-phosphate residue
80651	1,2-ditetradecanoyl-sn-glycerol
83550	1,2-ditetradecanoyl-sn-glycero-3-phosphate
28396	1,2-diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
65315	UMP residue
74447	5-methyluridine 5'-phosphate residue
78597	N-terminal L-alpha-amino-acid residue
83561	N-terminal L-phenylalanyl-L-alpha-amino acid residue
83562	N-terminal L-arginyl-L-alpha-amino acid residue
49298	N-formyl-L-methionine residue
64731	N-terminal L-methionine residue
2220	a 6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranoside
83577	2-carboxytetracosanoyl-CoA
83578	2-carboxyhexacosanoyl-CoA
83580	1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
83581	1',3'-bis-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
83582	1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho]-glycerol
83583	1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phospho]-glycerol
29979	L-histidine residue
30013	L-threonine residue
30013	L-threonine residue
83586	N(tele)-phospho-L-histidine residue
61977	O-phospho-L-threonine residue
83586	N(tele)-phospho-L-histidine residue
83276	(2E,6E)-farnesoate
80535	methyl (2E,6E)-farnesoate
83626	tetradecanoyl-AMP
83627	hexadecanoyl-AMP
83623	dodecanoyl-AMP
46858	L-tyrosine residue
83624	L-tyrosine-O-adenyl residue
83274	juvenile hormone III carboxylate
27493	juvenile hormone III
35757	a monocarboxylate
83628	a monocarboxylic acid amide
77272	1,3-diacyl-sn-glycerol
74411	AMP residue
74449	N(6)-methyladenosine 5'-phosphate residue
58375	trans-4-hydroxy-L-proline
83665	lysidine monophosphate residue
64718	N-terminal L-alanine residue
83683	N-terminal N(alpha)-acetyl-L-alanine residue
64718	N-terminal L-alanine residue
83683	N-terminal N(alpha)-acetyl-L-alanine residue
20476	4-sulfobenzoate
64738	N-terminal L-serine residue
83690	N-terminal N(alpha)-acetyl-L-serine residue
83697	N(5)-alkyl-L-glutamine residue
57692	FAD
58307	FADH2
74481	N(2)-methylguanosine 5'-monophosphate residue
74269	GMP residue
58599	N'-phosphoguanidinoethyl methylphosphate
64583	an N-(acyl)-sphingosylphosphocholine
74411	AMP residue
74491	N(1)-methyladenosine 5'-phosphate residue
82748	CMP residue
74900	N(4)-acetylcytidine 5'-phosphate residue
74411	AMP residue
74491	N(1)-methyladenosine 5'-phosphate residue
29950	L-cysteine residue
29950	L-cysteine residue
57383	(9Z,12Z)-octadecadienoyl-CoA
50058	L-cystine residue
83714	1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
83715	1'-[1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
83717	1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine
73851	1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine
83718	1,2-dioctadecanoyl-sn-glycero-3-phosphocholine
83723	a medium-chain 2,3-saturated fatty acyl-CoA
83726	a medium-chain trans-(2E)-enoyl-CoA
83721	a long-chain 2,3-saturated fatty acyl-CoA
83727	a long-chain (2E)-enoyl-CoA
83724	a very-long-chain 2,3-saturated fatty acyl-CoA
83728	a very-long-chain (2E)-enoyl-CoA
83563	a long-chain alkane
83725	an alkylmercury
83736	5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate
83738	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]propanoyl-CoA
83586	N(tele)-phospho-L-histidine residue
58772	L-methionine (S)-S-oxide
17703	26-hydroxycholesterol
29950	L-cysteine residue
29950	L-cysteine residue
83739	holocytochrome c residue
29950	L-cysteine residue
29950	L-cysteine residue
29105	Zn(2+)
50058	L-cystine residue
61930	N(6)-acetyl-L-lysine residue
83767	2''-O-acetyl-ADP-D-ribose
83795	3-oxo-dotriacontanoyl-CoA
73873	1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine
83777	3-oxochol-4-en-22-oate
83792	3-oxochol-4-en-22-oyl-CoA
