id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	abstract_compound	comprised_of	aliases	smiles	notes
cpd36021	2-[(2'-methylsulfanyl)propyl]maleate	2-[(2'-methylsulfanyl)propyl]maleate	C8H10O4S	202.225	Primary Database	RQAOZCCKOFEXBK-WAYWQWQTSA-L	-2	0	0	null	0	null	null	Name: (2Z)-2-[3-(methylsulfanyl)propyl]but-2-enedioate; 2-(2-methylsulfanyl)propylmaleate; 2-[(2'-methylsulfanyl)propyl]maleate; 2-[(2'-methylthio)propyl]maleate|ChEBI: 133500|MetaCyc: CPD-19477|metanetx.chemical: MNXM164096	CSCCC/C(=C/C(=O)[O-])C(=O)[O-]	GC|EQ|EQU
cpd36022	solanacol	solanacol	C19H18O6	342.348	Primary Database	LFVSQVHIKFDYFI-LGIIKBFTSA-N	0	0	0	null	0	null	null	Name: solanacol|MetaCyc: CPD-20505	CC1=C[C@H](O/C=C2/C(=O)O[C@@H]3c4c(ccc(C)c4C)[C@H](O)[C@H]23)OC1=O	GC
cpd36023	tetraborate	tetraborate	H2B4O7	155.244	Primary Database	XDVOLDOITVSJGL-UHFFFAOYSA-N	0	0	0	null	0	null	null	Name: tetraborate|MetaCyc: CPD0-2516|metanetx.chemical: MNXM109216	OB1OB2OB(O)OB(O1)O2	GC
cpd36024	flexixanthin	flexixanthin	C40H54O3	582.865	Primary Database	LLKMUZAISVDKFO-WYRSRSBYSA-N	0	0	0	null	0	null	null	Name: flexixanthin|MetaCyc: CPD-20677	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)O)C(C)(C)CC(O)C1=O	GC
cpd36025	(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate	(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate	C10H13N5O14P3	519.151	Primary Database	HRBCPXBJAWPPIC-FLISOKMQSA-K	-3	0	0	null	0	null	null	Name: (8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate; (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate; 3',8-cH2GTP|ChEBI: 131766|MetaCyc: CPD-19179|metanetx.chemical: MNXM162448	[NH2+]=c1nc(O)c2c([nH]1)N1[C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@](O)([C@H]3O)[C@H]1N2	GC
cpd36026	isorhamnetin 3-O-(4"-O-p-coumaroyl)-glucoside	isorhamnetin 3-O-(4"-O-p-coumaroyl)-glucoside	C31H27O14	624.554	Primary Database	LKWIXESNIMZHTI-ZNTBQNMRSA-M	-1	0	0	null	0	null	null	Name: isorhamnetin 3-<i>O</i>-(4"-<i>O</i>-4-coumaroyl)-glucoside; isorhamnetin 3-<i>O</i>-(4"-<i>O</i>-<i>p</i>-coumaroyl)-glucoside; isorhamnetin 3-O-(4"-O-p-coumaroyl)-glucoside|MetaCyc: CPD-14993|metanetx.chemical: MNXM114687	COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](OC(=O)/C=C/c3ccc(O)cc3)[C@H](O)[C@H]2O)ccc1O	GC|EQ
cpd36027	4-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one	4-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one	C21H22O4	338.402	Primary Database	DBMJZOMNXBSRED-OQLLNIDSSA-N	0	0	0	null	0	null	null	Name: 4-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one; 5-geranoxypsoralen; bergamottin|MetaCyc: CPD-20605	CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12	GC|EQ
cpd36028	6,8-di-C-glucosyl-2-hydroxynaringenin	6,8-di-C-glucosyl-2-hydroxynaringenin	C27H31O16	611.532	Primary Database	MOFALENOUFVZRM-IGHLKJQESA-M	-1	0	0	null	0	null	null	Name: 6,8-di-<i>C</i>-glucosyl-2-hydroxynaringenin; 6,8-di-C-glucosyl-2-hydroxynaringenin|MetaCyc: CPD-20016	O=C1CC(O)(c2ccc(O)cc2)Oc2c1c(O)c([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c([O-])c2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	GC
cpd36029	benzyl 2-acetamido-2-deoxy-beta-D-glucopyranoside	benzyl 2-acetamido-2-deoxy-beta-D-glucopyranoside	C15H20NO6	311.334	Primary Database	SKOZFDIGKDPQBO-KJWHEZOQSA-M	-1	0	0	null	0	null	null	Name: benzyl 2-acetamido-2-deoxy-beta-D-glucopyranoside|MetaCyc: CPD-19687|metanetx.chemical: MNXM491807	CC([O-])=N[C@H]1[C@H](OCc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O	GC|EQ|EQU
cpd36030	ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramate	ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramate	C74H117N2O19P2	1402.704	Primary Database	BKNZZLAWFBEHQY-LLUSABRBSA-I	-5	0	0	null	0	null	null	Name: <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramate; Und-PP-[beta-D-GlcNAc-(1->4)]-MurNAc; ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramate|MetaCyc: CPD-15797|metanetx.chemical: MNXM149032	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N=C(C)[O-])[C@H](O[C@H](C)C(=O)[O-])[C@H]1N=C(C)[O-]	GC|EQ|EQU
cpd36031	novclobiocin 101	novclobiocin 101	C35H37N2O11	661.684	Primary Database	GMMYCBAAMDJSHV-YQQRZDPSSA-M	-1	0	0	null	0	null	null	Name: novclobiocin 101|MetaCyc: CPD-15509|metanetx.chemical: MNXM158804	CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2)OC1(C)C	GC|EQ
cpd36032	castalagin	castalagin	C41H25O26	934.641	Primary Database	UDYKDZHZAKSYCO-JLQXGYSZSA-M	-1	0	0	null	0	null	null	Name: castalagin|MetaCyc: CPD-17776|metanetx.chemical: MNXM153193	O=C1OC[C@H]2OC(=O)c3cc(O)c([O-])c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)O[C@H]([C@H]3OC(=O)c5c-4c(O)c(O)c(O)c5[C@H]3O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O	GC
cpd36033	(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA	(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA	C35H55N7O18P3S	987.845	Primary Database	WGCARZJTIJIWSL-JCJYIPITSA-I	-5	0	0	null	0	null	null	Name: (S)-3-hydroxy-(7Z)-tetradecenoyl-CoA; (S)-3-hydroxy-14:1-delta7-CoA; (S)-3-hydroxy-7-cis-tetradecenoyl-CoA|MetaCyc: CPD-19154|metanetx.chemical: MNXM164007	CCCCCC/C=C\CCC[C@H](O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)[nH+]cnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	GC|EQ|EQU
cpd36034	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-1-phosphoserine	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-1-phosphoserine	C46H93NO9P	835.216	Primary Database	YALRQOMGANIIQK-QQLPJPLTSA-M	-1	0	0	null	0	null	null	Name: 2-<i>O</i>-(3'-hydroxy)phytanyl-3-<i>O</i>-phytanyl-<i>sn</i>-glycero-1-phosphoserine; 2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-1-phosphoserine|MetaCyc: CPD-19666|metanetx.chemical: MNXM480740	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)(O)OC[C@H](N)C(=O)[O-])OCC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	GC
cpd36035	3,4-dihydroxy-2-methyl-4-farnesyl-3H-quinolin-1-ium-1-olate	3,4-dihydroxy-2-methyl-4-farnesyl-3H-quinolin-1-ium-1-olate	C25H35NO3	397.556	Primary Database	QONKLYKAMCVBLM-YEFHWUCQSA-N	0	0	0	null	0	null	null	Name: 2-methyl-1-oxo-4-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]-3,4-dihydro-1lambda(5)-quinoline-3,4-diol; 3,4-dihydroxy-2-methyl-1-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide; 3,4-dihydroxy-2-methyl-4-farnesyl-3H-quinolin-1-ium-1-olate; 4-farnesyl-2-methyl-1-oxo-3,4-dihydroquinoline-3,4-diol|ChEBI: 90786|MetaCyc: CPD-18736|metanetx.chemical: MNXM162452	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1(O)c2ccccc2[N+]([O-])=C(C)C1O	GC
cpd36036	3-hydroxy-5-methoxybiphenyl	3-hydroxy-5-methoxybiphenyl	C13H12O2	200.237	Primary Database	MFGGGJCBWVBPEO-UHFFFAOYSA-N	0	0	0	null	0	null	null	Name: 3-hydroxy-5-methoxybiphenyl; 5-methoxy-3-biphenylol|MetaCyc: CPD-18574|metanetx.chemical: MNXM101836	COc1cc(O)cc(-c2ccccc2)c1	GC|EQ|EQU
cpd36037	S-fenclorimyl-L-cysteine	S-fenclorimyl-L-cysteine	C13H12ClN3O2S	309.77	Primary Database	LUJYEBNGNGLDOW-VIFPVBQESA-N	0	0	0	null	0	null	null	Name: <i>S</i>-fenclorimyl-L-cysteine; S-fenclorimyl-L-cysteine|MetaCyc: CPD-21169	[NH3+][C@@H](CSc1cc(Cl)nc(-c2ccccc2)n1)C(=O)[O-]	GC
cpd36038	KM 208	KM 208	C12H17N2O5	270.285	Primary Database	XFOUAXMJRHNTOP-PFQXTLEHSA-M	-1	0	0	null	0	null	null	Name: (2S)-2-{[(2S)-2-azaniumylpropanoyl]amino}-3-[(1R,2S,6R)-5-oxo-7-oxabicyclo[4.1.0]hept-2-yl]propanoate; KM 208; L-alanyl-3-[(1R,2R,6R)-5-oxo-7-oxabicyclo[4.1.0]hept-2-yl]-L-alanine; L-alanyl-3-[(1R,2S,6R)-5-oxo-7-oxabicyclo[4.1.0]hept-2-yl]-L-alanine; L-alanyl-L-anticapsin; bacilysin; tetaine|ChEBI: 84311|MetaCyc: CPD-17508|metanetx.chemical: MNXM119606	C[C@H]([NH3+])C([O-])=N[C@@H](C[C@@H]1CCC(=O)[C@@H]2O[C@H]12)C(=O)[O-]	GC
cpd36039	(-)-epipodophyllotoxin	(-)-epipodophyllotoxin	C22H22O8	414.411	Primary Database	YJGVMLPVUAXIQN-LGWHJFRWSA-N	0	0	0	null	0	null	null	Name: (-)-epipodophyllotoxin; (10R,11R,15R,16S)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.03,7.011,15]hexadeca-1(9),2,7-trien-12-one; (10R,11R,15R,16S)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0<sup>3,7</sup>.0<sup>11,15</sup>]hexadeca-1(9),2,7-trien-12-one|MetaCyc: CPD-18758|metanetx.chemical: MNXM165253	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC	GC|EQ
cpd36040	(2'S)-deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)	(2'S)-deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)	C48H70O6	743.077	Primary Database	BLYISYDKTSMYSK-GKZFAFHHSA-N	0	0	0	null	0	null	null	Name: (2'S)-deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside); deoxymyxol 2'-dimethyl-fucoside|MetaCyc: CPD-17673|metanetx.chemical: MNXM507665	CO[C@@H]1[C@H](O[C@@H](/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)O)O[C@@H](C)[C@@H](OC)[C@H]1O	GC|EQ|EQU
cpd36041	eugenyl-O-beta-D-glucopyranoside	eugenyl-O-beta-D-glucopyranoside	C16H22O7	326.346	Primary Database	VADSVXSGIFBZLI-IBEHDNSVSA-N	0	0	0	null	0	null	null	Name: eugenol O-beta-D-glucopyranoside; eugenol beta-glucoside; eugenyl-O-beta-D-glucopyranoside|MetaCyc: CPD-19195|metanetx.chemical: MNXM511906	C=CCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1	GC|EQ|EQU
cpd36042	(1R,3R)-chrysanthemoyl CoA	(1R,3R)-chrysanthemoyl CoA	C31H45N7O17P3S	913.722	Primary Database	IOIRXYHMXCHGNR-JRAGNYAJSA-I	-5	0	0	null	0	null	null	Name: (1R,3R)-chrysanthemoyl CoA; (1R,3R)-chrysanthemoyl-CoA; (<i>R</i>,<i>R</i>)-chrysanthemoyl CoA|ChEBI: 143950|MetaCyc: CPD-14450|metanetx.chemical: MNXM97357	CC(C)=C[C@@H]1[C@@H](C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)[nH+]cnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])C1(C)C	GC|EQ|EQU
