id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn23012	RXN-12575.c	all-trans retinyl-ester hydrolase	(1) cpd00001[0] + (1) cpd22351[0] <=> (1) cpd00365[0] + (1) cpd27424[0]	-1:cpd00001:0:0:"H2O";-1:cpd22351:0:0:"All-trans-Retinyl-Esters";1:cpd00067:0:0:"H+";1:cpd00365:0:0:"Retinol";1:cpd27424:0:0:"Long-Chain-Fatty-Acids"	0	(1) cpd00001[0] + (1) cpd22351[0] <= (1) cpd00067[0] + (1) cpd00365[0] + (1) cpd27424[0]	(1) H2O[0] + (1) All-trans-Retinyl-Esters[0] <= (1) H+[0] + (1) Retinol[0] + (1) Long-Chain-Fatty-Acids[0]	?	<	null	MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6857 (retinol biosynthesis); Vitamin-A-Biosynthesis (Vitamin A Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)	AraCyc: RXN-12575|CornCyc: RXN-12575|MetaCyc: RXN-12575|Name: all-trans retinyl-ester hydrolase	3.1.1.1	10000000.0	10000000.0	cpd00001;cpd00067;cpd00365;cpd22351;cpd27424	MI:C:12/H:24	0	null	HB|GCP|EQP	Primary Database
rxn23013	RXN-12576.c	all-trans-retinyl ester 13-cis isomerohydrolase	(1) cpd00001[0] + (1) cpd22351[0] <=> (1) cpd21201[0] + (1) cpd27058[0]	-1:cpd00001:0:0:"H2O";-1:cpd22351:0:0:"All-trans-Retinyl-Esters";1:cpd00067:0:0:"H+";1:cpd21201:0:0:"13-cis-Retinol";1:cpd27058:0:0:"Fatty-Acids"	0	(1) cpd00001[0] + (1) cpd22351[0] <= (1) cpd00067[0] + (1) cpd21201[0] + (1) cpd27058[0]	(1) H2O[0] + (1) All-trans-Retinyl-Esters[0] <= (1) H+[0] + (1) 13-cis-Retinol[0] + (1) Fatty-Acids[0]	?	<	null	null	MetaCyc: RXN-12576|Name: all-trans-retinyl ester 13-cis isomerohydrolase; all-trans-retinyl ester acylhydrolase, 13-cis retinol forming	3.1.1.90	10000000.0	10000000.0	cpd00001;cpd00067;cpd21201;cpd22351;cpd27058	OK	0	null	HB|GCP|EQP	Primary Database
rxn23014	RXN-12577.c	13-cis-retinol dehydrogenase	(1) cpd00003[0] + (1) cpd21201[0] <=> (1) cpd00004[0] + (1) cpd23916[0]	-1:cpd00003:0:0:"NAD";-1:cpd21201:0:0:"13-cis-Retinol";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd23916:0:0:"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenal"	0	(1) cpd00003[0] + (1) cpd21201[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd23916[0]	(1) NAD[0] + (1) 13-cis-Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenal[0]	=	=	null	null	MetaCyc: RXN-12577|Name: 13-cis-retinol dehydrogenase	1.1.1.-	4.89	0.24	cpd00003;cpd00004;cpd00067;cpd21201;cpd23916	OK	0	null	GCC|EQC|EQU	Primary Database
rxn23015	RXN-12578.c	interphotoreceptor retinoid-binding protein	(1) cpd01430[0] + (1) cpd27296[0] <=> (1) cpd28093[0]	-1:cpd01430:0:0:"11-cis-Retinal";-1:cpd27296:0:0:"IRBPs";1:cpd28093:0:0:"Retinal-IRBPs"	0	(1) cpd01430[0] + (1) cpd27296[0] => (1) cpd28093[0]	(1) 11-cis-Retinal[0] + (1) IRBPs[0] => (1) Retinal-IRBPs[0]	?	>	null	MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6861 (the visual cycle I (vertebrates)); Visual-Cycle (Visual Cycles); Vitamin-A-Biosynthesis (Vitamin A Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)	MetaCyc: RXN-12578|Name: interphotoreceptor retinoid-binding protein	null	10000000.0	10000000.0	cpd01430;cpd27296;cpd28093	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn23016	RXN-12579.c	RXN-12579.c	(1) cpd00001[0] + (1) cpd26964[0] <=> (1) cpd00365[0] + (1) cpd27424[0]	-1:cpd00001:0:0:"H2O";-1:cpd26964:0:0:"Dietary-retinyl-esters";1:cpd00067:0:0:"H+";1:cpd00365:0:0:"Retinol";1:cpd27424:0:0:"Long-Chain-Fatty-Acids"	0	(1) cpd00001[0] + (1) cpd26964[0] <= (1) cpd00067[0] + (1) cpd00365[0] + (1) cpd27424[0]	(1) H2O[0] + (1) Dietary-retinyl-esters[0] <= (1) H+[0] + (1) Retinol[0] + (1) Long-Chain-Fatty-Acids[0]	?	<	null	MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6857 (retinol biosynthesis); Vitamin-A-Biosynthesis (Vitamin A Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)	AraCyc: RXN-12579|CornCyc: RXN-12579|MetaCyc: RXN-12579|Name: 	3.1.1.3	10000000.0	10000000.0	cpd00001;cpd00067;cpd00365;cpd26964;cpd27424	MI:C:12/H:24	0	null	HB|GCP|EQP	Primary Database
rxn23017	RXN-12581.c	all-trans-retinol dehydrogenase (NAD+)	(1) cpd00003[0] + (1) cpd26664[0] <=> (1) cpd00004[0] + (1) cpd26663[0]	-1:cpd00003:0:0:"NAD";-1:cpd26664:0:0:"CRPB-all-trans-Retinol";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd26663:0:0:"CRPB-all-trans-Retinal"	0	(1) cpd00003[0] + (1) cpd26664[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd26663[0]	(1) NAD[0] + (1) CRPB-all-trans-Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) CRPB-all-trans-Retinal[0]	?	=	null	MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6872 (retinoate biosynthesis I); Vitamin-A-Biosynthesis (Vitamin A Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)	MetaCyc: RXN-12581|Name: MDR; RDH16 (gene name); SDR16C5 (gene name); all-trans retinol:NAD+ oxidoreductase; all-trans-retinol dehydrogenase (NAD+); epidermal retinol dehydrogenase 2; microsomal retinol dehydrogenase; retinal reductase; retinene reductase; retinol (vitamin A1) dehydrogenase; retinol dehydrogenase (misleading)	1.1.1.105	10000000.0	10000000.0	cpd00003;cpd00004;cpd00067;cpd26663;cpd26664	OK	0	rxn23018	GCP|EQP	Primary Database
rxn23018	RXN-12581.r	all-trans-retinol dehydrogenase (NAD+)	(1) cpd00003[0] + (1) cpd26664[0] <=> (1) cpd00004[0] + (1) cpd26663[0]	-1:cpd00003:0:0:"NAD";-1:cpd26664:0:0:"CRPB-all-trans-Retinol";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd26663:0:0:"CRPB-all-trans-Retinal"	0	(1) cpd00003[0] + (1) cpd26664[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd26663[0]	(1) NAD[0] + (1) CRPB-all-trans-Retinol[0] <=> (1) NADH[0] + (1) H+[0] + (1) CRPB-all-trans-Retinal[0]	?	=	null	MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6872 (retinoate biosynthesis I); Vitamin-A-Biosynthesis (Vitamin A Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)	MetaCyc: RXN-12581|Name: MDR; RDH16 (gene name); SDR16C5 (gene name); all-trans retinol:NAD+ oxidoreductase; all-trans-retinol dehydrogenase (NAD+); epidermal retinol dehydrogenase 2; microsomal retinol dehydrogenase; retinal reductase; retinene reductase; retinol (vitamin A1) dehydrogenase; retinol dehydrogenase (misleading)	1.1.1.105	10000000.0	10000000.0	cpd00003;cpd00004;cpd00067;cpd26663;cpd26664	OK	1	rxn23017	GCP|EQP	Primary Database
rxn23019	RXN-12584.c	adenosinee 5'-phosphoramidase	(1) cpd00001[0] + (1) cpd02402[0] <=> (1) cpd00013[0] + (1) cpd00018[0]	-1:cpd00001:0:0:"H2O";-1:cpd02402:0:0:"Adenosine 5'-phosphoramidate";1:cpd00013:0:0:"NH3";1:cpd00018:0:0:"AMP"	0	(1) cpd00001[0] + (1) cpd02402[0] => (1) cpd00013[0] + (1) cpd00018[0]	(1) H2O[0] + (1) Adenosine 5'-phosphoramidate[0] => (1) NH3[0] + (1) AMP[0]	>	>	null	null	MetaCyc: RXN-12584|Name: adenosinee 5'-phosphoramidase	3.9.1.-	-10.32	4.39	cpd00001;cpd00013;cpd00018;cpd02402	OK	0	null	GCC|EQP	Primary Database
rxn23020	RXN-12585.c	RXN-12585.c	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd26663[0] <=> (1) cpd00004[0] + (1) cpd00577[0] + (1) cpd26684[0]	-1:cpd00001:0:0:"H2O";-1:cpd00003:0:0:"NAD";-1:cpd26663:0:0:"CRPB-all-trans-Retinal";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00577:0:0:"Tretin M";1:cpd26684:0:0:"Cellular-Retinol-Binding-Proteins"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd26663[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00577[0] + (1) cpd26684[0]	(1) H2O[0] + (1) NAD[0] + (1) CRPB-all-trans-Retinal[0] <= (1) NADH[0] + (1) H+[0] + (1) Tretin M[0] + (1) Cellular-Retinol-Binding-Proteins[0]	?	<	null	MetaCyc: Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-6872 (retinoate biosynthesis I); Vitamin-A-Biosynthesis (Vitamin A Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)	MetaCyc: RXN-12585|Name: 	1.2.1.36	10000000.0	10000000.0	cpd00001;cpd00003;cpd00004;cpd00067;cpd00577;cpd26663;cpd26684	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn23021	RXN-12586.c	arsenite oxidase (ambiguous)	(1) cpd00001[0] + (1) cpd04098[0] + (2) cpd26784[0] <=> (1) cpd01048[0] + (2) cpd26785[0]	-1:cpd00001:0:0:"H2O";-1:cpd04098:0:0:"Arsenite";-2:cpd26784:0:0:"Cytochromes-C-Oxidized";3:cpd00067:0:0:"H+";1:cpd01048:0:0:"Arsenate";2:cpd26785:0:0:"Cytochromes-C-Reduced"	0	(1) cpd00001[0] + (1) cpd04098[0] + (2) cpd26784[0] <=> (3) cpd00067[0] + (1) cpd01048[0] + (2) cpd26785[0]	(1) H2O[0] + (1) Arsenite[0] + (2) Cytochromes-C-Oxidized[0] <=> (3) H+[0] + (1) Arsenate[0] + (2) Cytochromes-C-Reduced[0]	?	=	null	MetaCyc: AEROBIC-RESPIRATION (Aerobic Respiration); Arsenate-Detoxification (Arsenate Detoxification); CHEMOAUTOTROPHIC-ENERGY-METABOLISM (Chemoautotrophic Energy Metabolism); Detoxification (Detoxification); Electron-Transfer (Electron Transfer); Energy-Metabolism (Generation of Precursor Metabolite and Energy); PWY-4521 (arsenite oxidation I (respiratory)); Respiration ()	MetaCyc: RXN-12586|Name: arsenate reductase (cytochrome c); arsenite oxidase (ambiguous); arsenite:cytochrome c oxidoreductase	1.20.2.1	10000000.0	10000000.0	cpd00001;cpd00067;cpd01048;cpd04098;cpd26784;cpd26785	OK	0	null	GCP|EQP	Primary Database
rxn23022	RXN-12587.c	RXN-12587.c	(1) cpd27847[0] + (1) cpd28204[0] <=> (1) cpd27355[0] + (1) cpd28207[0]	-1:cpd00067:0:0:"H+";-1:cpd27847:0:0:"Persulfurated-L-cysteine-desulfurases";-1:cpd28204:0:0:"Sulfur-Acceptors";1:cpd27355:0:0:"L-Cysteine-Desulfurases";1:cpd28207:0:0:"Sulfurated-Sulfur-Acceptors"	0	(1) cpd00067[0] + (1) cpd27847[0] + (1) cpd28204[0] <=> (1) cpd27355[0] + (1) cpd28207[0]	(1) H+[0] + (1) Persulfurated-L-cysteine-desulfurases[0] + (1) Sulfur-Acceptors[0] <=> (1) L-Cysteine-Desulfurases[0] + (1) Sulfurated-Sulfur-Acceptors[0]	?	=	null	null	AraCyc: RXN-12587|CornCyc: RXN-12587|EcoCyc: RXN-12587|MetaCyc: RXN-12587|SoyCyc: RXN-12587|Name: 	null	10000000.0	10000000.0	cpd00067;cpd27355;cpd27847;cpd28204;cpd28207	CI:-1	0	null	HB|GCP|EQP	Primary Database
rxn23023	RXN-12588.c	IscS	(1) cpd00084[0] + (1) cpd28204[0] <=> (1) cpd00035[0] + (1) cpd28207[0]	-1:cpd00067:0:0:"H+";-1:cpd00084:0:0:"L-Cysteine";-1:cpd28204:0:0:"Sulfur-Acceptors";1:cpd00035:0:0:"L-Alanine";1:cpd28207:0:0:"Sulfurated-Sulfur-Acceptors"	0	(1) cpd00067[0] + (1) cpd00084[0] + (1) cpd28204[0] <=> (1) cpd00035[0] + (1) cpd28207[0]	(1) H+[0] + (1) L-Cysteine[0] + (1) Sulfur-Acceptors[0] <=> (1) L-Alanine[0] + (1) Sulfurated-Sulfur-Acceptors[0]	?	=	null	null	AraCyc: RXN-12588|CornCyc: RXN-12588|EcoCyc: RXN-12588|MetaCyc: RXN-12588|SoyCyc: RXN-12588|Name: IscS; L-cysteine:acceptor sulfurtransferase; NIFS; NifS; SufS; cysteine desulfurase; cysteine desulfurylase	2.8.1.7	10000000.0	10000000.0	cpd00035;cpd00067;cpd00084;cpd28204;cpd28207	CI:-1	0	null	GCP|EQP	Primary Database
