id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn21010	RXN-10656.c	RXN-10656.c	(1) cpd22061[0] <=> (1) cpd00001[0] + (1) cpd28276[0]	-1:cpd22061:0:0:"3-hydroxy-cis-D7-tetraecenoyl-ACPs";1:cpd00001:0:0:"H2O";1:cpd28276:0:0:"Trans-D3-cis-D7-tetradecenoyl-ACPs"	0	(1) cpd22061[0] => (1) cpd00001[0] + (1) cpd28276[0]	(1) 3-hydroxy-cis-D7-tetraecenoyl-ACPs[0] => (1) H2O[0] + (1) Trans-D3-cis-D7-tetradecenoyl-ACPs[0]	?	>	null	MetaCyc: Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6282 (palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)); PWY-6284 (superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)); PWY-6285 (superpathway of fatty acids biosynthesis (<i>E. coli</i>)); Palmitoleate-Biosynthesis (Palmitoleate Biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis)	AraCyc: RXN-10656|CornCyc: RXN-10656|EcoCyc: RXN-10656|MetaCyc: RXN-10656|Name: 	4.2.1.59	10000000.0	10000000.0	cpd00001;cpd22061;cpd28276	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn21011	RXN-10657.c	RXN-10657.c	(1) cpd00005[0] + (1) cpd28276[0] <=> (1) cpd00006[0] + (1) cpd26727[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00067:0:0:"H+";-1:cpd28276:0:0:"Trans-D3-cis-D7-tetradecenoyl-ACPs";1:cpd00006:0:0:"NADP";1:cpd26727:0:0:"Cis-Delta7-tetradecenoyl-ACPs"	0	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd28276[0] <=> (1) cpd00006[0] + (1) cpd26727[0]	(1) NADPH[0] + (1) H+[0] + (1) Trans-D3-cis-D7-tetradecenoyl-ACPs[0] <=> (1) NADP[0] + (1) Cis-Delta7-tetradecenoyl-ACPs[0]	?	=	null	MetaCyc: Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6282 (palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)); PWY-6284 (superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)); PWY-6285 (superpathway of fatty acids biosynthesis (<i>E. coli</i>)); Palmitoleate-Biosynthesis (Palmitoleate Biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis)	EcoCyc: RXN-10657|MaizeCyc: RXN-10657|MetaCyc: RXN-10657|Name: 	1.3.1.10	10000000.0	10000000.0	cpd00005;cpd00006;cpd00067;cpd26727;cpd28276	CPDFORMERROR	0	rxn38293	GCP|EQP	Primary Database
rxn21012	RXN-10658.c	RXN-10658.c	(1) cpd11492[0] + (1) cpd26727[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd22076[0]	-2:cpd00067:0:0:"H+";-1:cpd11492:0:0:"Malonyl-acyl-carrierprotein-";-1:cpd26727:0:0:"Cis-Delta7-tetradecenoyl-ACPs";1:cpd00011:0:0:"CO2";1:cpd11493:0:0:"ACP";1:cpd22076:0:0:"3-oxo-cis-D9-hexadecenoyl-ACPs"	0	(2) cpd00067[0] + (1) cpd11492[0] + (1) cpd26727[0] => (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd22076[0]	(2) H+[0] + (1) Malonyl-acyl-carrierprotein-[0] + (1) Cis-Delta7-tetradecenoyl-ACPs[0] => (1) CO2[0] + (1) ACP[0] + (1) 3-oxo-cis-D9-hexadecenoyl-ACPs[0]	?	>	null	MetaCyc: Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6282 (palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)); PWY-6284 (superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)); PWY-6285 (superpathway of fatty acids biosynthesis (<i>E. coli</i>)); Palmitoleate-Biosynthesis (Palmitoleate Biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis)	AraCyc: RXN-10658|BrachyCyc: RXN-10658|CornCyc: RXN-10658|EcoCyc: RXN-10658|MetaCyc: RXN-10658|Name: 	2.3.1.41	10000000.0	10000000.0	cpd00011;cpd00067;cpd11492;cpd11493;cpd22076;cpd26727	CI:-2	0	rxn38294	HB|GCP|EQP	Primary Database
rxn21013	RXN-10659.c	RXN-10659.c	(1) cpd00005[0] + (1) cpd22076[0] <=> (1) cpd00006[0] + (1) cpd22062[0]	-1:cpd00005:0:0:"NADPH";-1:cpd22076:0:0:"3-oxo-cis-D9-hexadecenoyl-ACPs";1:cpd00006:0:0:"NADP";1:cpd22062:0:0:"3-hydroxy-cis-D9-hexaecenoyl-ACPs"	0	(1) cpd00005[0] + (1) cpd22076[0] <=> (1) cpd00006[0] + (1) cpd22062[0]	(1) NADPH[0] + (1) 3-oxo-cis-D9-hexadecenoyl-ACPs[0] <=> (1) NADP[0] + (1) 3-hydroxy-cis-D9-hexaecenoyl-ACPs[0]	?	=	null	MetaCyc: Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6282 (palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)); PWY-6284 (superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)); PWY-6285 (superpathway of fatty acids biosynthesis (<i>E. coli</i>)); Palmitoleate-Biosynthesis (Palmitoleate Biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis)	AraCyc: RXN-10659|CornCyc: RXN-10659|EcoCyc: RXN-10659|MaizeCyc: RXN-10659|MetaCyc: RXN-10659|Name: 	1.1.1.100	10000000.0	10000000.0	cpd00005;cpd00006;cpd22062;cpd22076	CI:1	0	rxn38295;rxn38296;rxn38297	HB|GCP|EQP	Primary Database
rxn21014	RXN-10660.c	RXN-10660.c	(1) cpd22062[0] <=> (1) cpd00001[0] + (1) cpd28277[0]	-1:cpd22062:0:0:"3-hydroxy-cis-D9-hexaecenoyl-ACPs";1:cpd00001:0:0:"H2O";1:cpd28277:0:0:"Trans-D3-cis-D9-hexadecenoyl-ACPs"	0	(1) cpd22062[0] => (1) cpd00001[0] + (1) cpd28277[0]	(1) 3-hydroxy-cis-D9-hexaecenoyl-ACPs[0] => (1) H2O[0] + (1) Trans-D3-cis-D9-hexadecenoyl-ACPs[0]	?	>	null	MetaCyc: Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6282 (palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)); PWY-6284 (superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)); PWY-6285 (superpathway of fatty acids biosynthesis (<i>E. coli</i>)); Palmitoleate-Biosynthesis (Palmitoleate Biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis)	AraCyc: RXN-10660|CornCyc: RXN-10660|EcoCyc: RXN-10660|MetaCyc: RXN-10660|Name: 	4.2.1.59	10000000.0	10000000.0	cpd00001;cpd22062;cpd28277	OK	0	null	GCP|EQP	Primary Database
rxn21015	RXN-10661.c	RXN-10661.c	(1) cpd00005[0] + (1) cpd28277[0] <=> (1) cpd00006[0] + (1) cpd27830[0]	-1:cpd00005:0:0:"NADPH";-3:cpd00067:0:0:"H+";-1:cpd28277:0:0:"Trans-D3-cis-D9-hexadecenoyl-ACPs";1:cpd00006:0:0:"NADP";1:cpd27830:0:0:"Palmitoleoyl-ACPs"	0	(1) cpd00005[0] + (3) cpd00067[0] + (1) cpd28277[0] <=> (1) cpd00006[0] + (1) cpd27830[0]	(1) NADPH[0] + (3) H+[0] + (1) Trans-D3-cis-D9-hexadecenoyl-ACPs[0] <=> (1) NADP[0] + (1) Palmitoleoyl-ACPs[0]	?	=	null	MetaCyc: Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6282 (palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)); PWY-6284 (superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)); PWY-6285 (superpathway of fatty acids biosynthesis (<i>E. coli</i>)); Palmitoleate-Biosynthesis (Palmitoleate Biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis)	EcoCyc: RXN-10661|MaizeCyc: RXN-10661|MetaCyc: RXN-10661|Name: 	1.3.1.10	10000000.0	10000000.0	cpd00005;cpd00006;cpd00067;cpd27830;cpd28277	CI:-2	0	rxn38298	HB|GCP|EQP	Primary Database
rxn21016	RXN-10662.c	RXN-10662.c	(1) cpd00001[0] + (1) cpd22622[0] <=> (1) cpd00010[0] + (1) cpd05274[0]	-1:cpd00001:0:0:"H2O";-1:cpd22622:0:0:"16:1-delta9-CoA";1:cpd00010:0:0:"CoA";1:cpd00067:0:0:"H+";1:cpd05274:0:0:"Palmitoleic acid"	0	(1) cpd00001[0] + (1) cpd22622[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd05274[0]	(1) H2O[0] + (1) 16:1-delta9-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Palmitoleic acid[0]	>	>	null	null	MetaCyc: RXN-10662|Name: 	3.1.2.-	-5.82	0.35	cpd00001;cpd00010;cpd00067;cpd05274;cpd22622	OK	0	null	GCC|EQC|EQU	Primary Database
rxn21017	RXN-10663.c	RXN-10663.c	(1) cpd15277[0] + (1) cpd26978[0] <=> (1) cpd22290[0] + (1) cpd27830[0]	-1:cpd15277:0:0:"Palmitoyl-ACP";-1:cpd26978:0:0:"Donor-H2";1:cpd22290:0:0:"Acceptor";1:cpd27830:0:0:"Palmitoleoyl-ACPs"	0	(1) cpd15277[0] + (1) cpd26978[0] <=> (1) cpd22290[0] + (1) cpd27830[0]	(1) Palmitoyl-ACP[0] + (1) Donor-H2[0] <=> (1) Acceptor[0] + (1) Palmitoleoyl-ACPs[0]	?	=	null	null	MetaCyc: RXN-10663|Name: 	1.14.99.-	10000000.0	10000000.0	cpd15277;cpd22290;cpd26978;cpd27830	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn21018	RXN-10664.c	RXN-10664.c	(1) cpd00007[0] + (1) cpd00134[0] + (2) cpd27031[0] <=> (2) cpd00001[0] + (1) cpd22622[0] + (2) cpd27029[0]	-1:cpd00007:0:0:"O2";-2:cpd00067:0:0:"H+";-1:cpd00134:0:0:"Palmitoyl-CoA";-2:cpd27031:0:0:"FERROCYTOCHROME-B5";2:cpd00001:0:0:"H2O";1:cpd22622:0:0:"16:1-delta9-CoA";2:cpd27029:0:0:"FERRICYTOCHROME-B5"	0	(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd00134[0] + (2) cpd27031[0] => (2) cpd00001[0] + (1) cpd22622[0] + (2) cpd27029[0]	(1) O2[0] + (2) H+[0] + (1) Palmitoyl-CoA[0] + (2) FERROCYTOCHROME-B5[0] => (2) H2O[0] + (1) 16:1-delta9-CoA[0] + (2) FERRICYTOCHROME-B5[0]	?	>	null	MetaCyc: PHENYLPROPANOID-SYN (Phenylpropanoid Derivative Biosynthesis); PWY-5987 (sorgoleone biosynthesis); QUINONE-SYN (Quinone Secondary Metabolite Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-10664|Name: 	1.14.99.1	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd00134;cpd22622;cpd27029;cpd27031	OK	0	rxn21019	GCP|EQP	Primary Database
rxn21019	RXN-10664.r	RXN-10664.r	(1) cpd00007[0] + (1) cpd00134[0] + (2) cpd27031[0] <=> (2) cpd00001[0] + (1) cpd22622[0] + (2) cpd27029[0]	-1:cpd00007:0:0:"O2";-2:cpd00067:0:0:"H+";-1:cpd00134:0:0:"Palmitoyl-CoA";-2:cpd27031:0:0:"FERROCYTOCHROME-B5";2:cpd00001:0:0:"H2O";1:cpd22622:0:0:"16:1-delta9-CoA";2:cpd27029:0:0:"FERRICYTOCHROME-B5"	0	(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd00134[0] + (2) cpd27031[0] => (2) cpd00001[0] + (1) cpd22622[0] + (2) cpd27029[0]	(1) O2[0] + (2) H+[0] + (1) Palmitoyl-CoA[0] + (2) FERROCYTOCHROME-B5[0] => (2) H2O[0] + (1) 16:1-delta9-CoA[0] + (2) FERRICYTOCHROME-B5[0]	?	>	null	MetaCyc: PHENYLPROPANOID-SYN (Phenylpropanoid Derivative Biosynthesis); PWY-5987 (sorgoleone biosynthesis); QUINONE-SYN (Quinone Secondary Metabolite Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-10664|Name: 	1.14.99.1	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd00134;cpd22622;cpd27029;cpd27031	OK	1	rxn21018	GCP|EQP	Primary Database
rxn21020	RXN-10666.c	1-hydroxyneurosporene 3,4-desaturase	(1) cpd00007[0] + (1) cpd14623[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd14628[0] + (1) cpd22290[0]	-1:cpd00007:0:0:"O2";-1:cpd14623:0:0:"Chloroxanthin";-1:cpd26978:0:0:"Donor-H2";2:cpd00001:0:0:"H2O";1:cpd14628:0:0:"Demethylspheroidene";1:cpd22290:0:0:"Acceptor"	0	(1) cpd00007[0] + (1) cpd14623[0] + (1) cpd26978[0] <=> (2) cpd00001[0] + (1) cpd14628[0] + (1) cpd22290[0]	(1) O2[0] + (1) Chloroxanthin[0] + (1) Donor-H2[0] <=> (2) H2O[0] + (1) Demethylspheroidene[0] + (1) Acceptor[0]	?	=	null	MetaCyc: C40-Carotenoids-Biosynthesis (C<sub>40</sub> Carotenoid Biosynthesis); CAROTENOID-SYN (Carotenoid Biosynthesis); PWY-6286 (spheroidene and spheroidenone biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); TETRATERPENOID-SYN (Tetraterpenoid Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)	BrachyCyc: RXN-10666|MaizeCyc: RXN-10666|MetaCyc: RXN-10666|PoplarCyc: RXN-10666|SoyCyc: RXN-10666|Name: 1-hydroxyneurosporene 3,4-desaturase	1.14.99.-|1.14.99.M7	10000000.0	10000000.0	cpd00001;cpd00007;cpd14623;cpd14628;cpd22290;cpd26978	CPDFORMERROR	0	null	GCP|EQP	Primary Database
