id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn36010	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14267_CPD-7874_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd24934[0] <=> (1) cpd00005[0] + (1) cpd24261[0]	-1:cpd00006:0:"NADP";-1:cpd24934:0:"1-tetracosanol";1:cpd00005:0:"NADPH";3:cpd00067:0:"H+";1:cpd24261:0:"(15Z)-tetracos-15-enal"	0	(1) cpd00006[0] + (1) cpd24934[0] <=> (1) cpd00005[0] + (3) cpd00067[0] + (1) cpd24261[0]	(1) NADP[0] + (1) 1-tetracosanol[0] <=> (1) NADPH[0] + (3) H+[0] + (1) (15Z)-tetracos-15-enal[0]	=	=	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	3.9	0.48	cpd00005;cpd00006;cpd00067;cpd24261;cpd24934	CI:2	0	null	GCC|EQC|EQU	Primary Database
rxn36011	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14267_CPD-7874_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd24934[0] <=> (1) cpd00004[0] + (1) cpd24261[0]	-1:cpd00003:0:"NAD";-1:cpd24934:0:"1-tetracosanol";1:cpd00004:0:"NADH";3:cpd00067:0:"H+";1:cpd24261:0:"(15Z)-tetracos-15-enal"	0	(1) cpd00003[0] + (1) cpd24934[0] <=> (1) cpd00004[0] + (3) cpd00067[0] + (1) cpd24261[0]	(1) NAD[0] + (1) 1-tetracosanol[0] <=> (1) NADH[0] + (3) H+[0] + (1) (15Z)-tetracos-15-enal[0]	=	=	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	3.9	0.48	cpd00003;cpd00004;cpd00067;cpd24261;cpd24934	CI:2	0	null	GCC|EQC|EQU	Primary Database
rxn36012	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1903_CPD-7986_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd01218[0] <=> (1) cpd00005[0] + (1) cpd08238[0]	-1:cpd00006:0:"NADP";-1:cpd00067:0:"H+";-1:cpd01218:0:"d-Borneol";1:cpd00005:0:"NADPH";1:cpd08238:0:"(S)-(-)-Citronellal"	0	(1) cpd00006[0] + (1) cpd00067[0] + (1) cpd01218[0] <= (1) cpd00005[0] + (1) cpd08238[0]	(1) NADP[0] + (1) H+[0] + (1) d-Borneol[0] <= (1) NADPH[0] + (1) (S)-(-)-Citronellal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	55.14	8.69	cpd00005;cpd00006;cpd00067;cpd01218;cpd08238	CI:-2	0	null	GCC|EQC	Primary Database
rxn36013	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1903_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd01218[0] <=> (1) cpd00004[0] + (1) cpd08238[0]	-1:cpd00003:0:"NAD";-1:cpd00067:0:"H+";-1:cpd01218:0:"d-Borneol";1:cpd00004:0:"NADH";1:cpd08238:0:"(S)-(-)-Citronellal"	0	(1) cpd00003[0] + (1) cpd00067[0] + (1) cpd01218[0] <= (1) cpd00004[0] + (1) cpd08238[0]	(1) NAD[0] + (1) H+[0] + (1) d-Borneol[0] <= (1) NADH[0] + (1) (S)-(-)-Citronellal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	55.14	8.7	cpd00003;cpd00004;cpd00067;cpd01218;cpd08238	CI:-2	0	null	GCC|EQC	Primary Database
rxn36014	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1903_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd01218[0] <=> (1) cpd00005[0] + (1) cpd09079[0]	-1:cpd00006:0:"NADP";-3:cpd00067:0:"H+";-1:cpd01218:0:"d-Borneol";1:cpd00005:0:"NADPH";1:cpd09079:0:"Decanal"	0	(1) cpd00006[0] + (3) cpd00067[0] + (1) cpd01218[0] <= (1) cpd00005[0] + (1) cpd09079[0]	(1) NADP[0] + (3) H+[0] + (1) d-Borneol[0] <= (1) NADPH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	56.02	8.7	cpd00005;cpd00006;cpd00067;cpd01218;cpd09079	CI:-4	0	null	GCC|EQC	Primary Database
rxn36015	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1903_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd01218[0] <=> (1) cpd00004[0] + (1) cpd09079[0]	-1:cpd00003:0:"NAD";-3:cpd00067:0:"H+";-1:cpd01218:0:"d-Borneol";1:cpd00004:0:"NADH";1:cpd09079:0:"Decanal"	0	(1) cpd00003[0] + (3) cpd00067[0] + (1) cpd01218[0] <= (1) cpd00004[0] + (1) cpd09079[0]	(1) NAD[0] + (3) H+[0] + (1) d-Borneol[0] <= (1) NADH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	56.02	8.71	cpd00003;cpd00004;cpd00067;cpd01218;cpd09079	CI:-4	0	null	GCC|EQC	Primary Database
rxn36016	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1903_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd01218[0] <=> (1) cpd00005[0] + (1) cpd01061[0]	-1:cpd00006:0:"NADP";-1:cpd01218:0:"d-Borneol";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00006[0] + (1) cpd01218[0] <= (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01061[0]	(1) NADP[0] + (1) d-Borneol[0] <= (1) NADPH[0] + (1) H+[0] + (1) Geranial[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	56.33	8.73	cpd00005;cpd00006;cpd00067;cpd01061;cpd01218	OK	0	null	GCC|EQC	Primary Database
rxn36017	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1903_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd01218[0] <=> (1) cpd00004[0] + (1) cpd01061[0]	-1:cpd00003:0:"NAD";-1:cpd01218:0:"d-Borneol";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00003[0] + (1) cpd01218[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01061[0]	(1) NAD[0] + (1) d-Borneol[0] <= (1) NADH[0] + (1) H+[0] + (1) Geranial[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	56.33	8.74	cpd00003;cpd00004;cpd00067;cpd01061;cpd01218	OK	0	null	GCC|EQC	Primary Database
rxn36018	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1905_CPD-7986_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd00433[0] <=> (1) cpd00005[0] + (1) cpd08238[0]	-1:cpd00006:0:"NADP";-1:cpd00433:0:"(+)-Neomenthol";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd08238:0:"(S)-(-)-Citronellal"	0	(1) cpd00006[0] + (1) cpd00433[0] <= (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd08238[0]	(1) NADP[0] + (1) (+)-Neomenthol[0] <= (1) NADPH[0] + (1) H+[0] + (1) (S)-(-)-Citronellal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	23.13	1.62	cpd00005;cpd00006;cpd00067;cpd00433;cpd08238	OK	0	null	GCC|EQC|EQU	Primary Database
rxn36019	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1905_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd00433[0] <=> (1) cpd00004[0] + (1) cpd08238[0]	-1:cpd00003:0:"NAD";-1:cpd00433:0:"(+)-Neomenthol";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd08238:0:"(S)-(-)-Citronellal"	0	(1) cpd00003[0] + (1) cpd00433[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd08238[0]	(1) NAD[0] + (1) (+)-Neomenthol[0] <= (1) NADH[0] + (1) H+[0] + (1) (S)-(-)-Citronellal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	23.13	1.62	cpd00003;cpd00004;cpd00067;cpd00433;cpd08238	OK	0	null	GCC|EQC|EQU	Primary Database
rxn36020	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1905_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd00433[0] <=> (1) cpd00005[0] + (1) cpd09079[0]	-1:cpd00006:0:"NADP";-1:cpd00067:0:"H+";-1:cpd00433:0:"(+)-Neomenthol";1:cpd00005:0:"NADPH";1:cpd09079:0:"Decanal"	0	(1) cpd00006[0] + (1) cpd00067[0] + (1) cpd00433[0] <= (1) cpd00005[0] + (1) cpd09079[0]	(1) NADP[0] + (1) H+[0] + (1) (+)-Neomenthol[0] <= (1) NADPH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	24.06	1.67	cpd00005;cpd00006;cpd00067;cpd00433;cpd09079	CI:-2	0	null	GCC|EQC|EQU	Primary Database
rxn36021	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1905_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd00433[0] <=> (1) cpd00004[0] + (1) cpd09079[0]	-1:cpd00003:0:"NAD";-1:cpd00067:0:"H+";-1:cpd00433:0:"(+)-Neomenthol";1:cpd00004:0:"NADH";1:cpd09079:0:"Decanal"	0	(1) cpd00003[0] + (1) cpd00067[0] + (1) cpd00433[0] <= (1) cpd00004[0] + (1) cpd09079[0]	(1) NAD[0] + (1) H+[0] + (1) (+)-Neomenthol[0] <= (1) NADH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	24.06	1.66	cpd00003;cpd00004;cpd00067;cpd00433;cpd09079	CI:-2	0	null	GCC|EQC|EQU	Primary Database
rxn36022	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1905_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd00433[0] <=> (1) cpd00005[0] + (1) cpd01061[0]	-1:cpd00006:0:"NADP";-1:cpd00433:0:"(+)-Neomenthol";1:cpd00005:0:"NADPH";3:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00006[0] + (1) cpd00433[0] <= (1) cpd00005[0] + (3) cpd00067[0] + (1) cpd01061[0]	(1) NADP[0] + (1) (+)-Neomenthol[0] <= (1) NADPH[0] + (3) H+[0] + (1) Geranial[0]	=	<	null	null	CornCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	21.14	1.76	cpd00005;cpd00006;cpd00067;cpd00433;cpd01061	CI:2	0	null	GCC|EQC|EQU	Primary Database
rxn36023	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-1905_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd00433[0] <=> (1) cpd00004[0] + (1) cpd01061[0]	-1:cpd00003:0:"NAD";-1:cpd00433:0:"(+)-Neomenthol";1:cpd00004:0:"NADH";3:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00003[0] + (1) cpd00433[0] <= (1) cpd00004[0] + (3) cpd00067[0] + (1) cpd01061[0]	(1) NAD[0] + (1) (+)-Neomenthol[0] <= (1) NADH[0] + (3) H+[0] + (1) Geranial[0]	=	<	null	null	CornCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	21.14	1.76	cpd00003;cpd00004;cpd00067;cpd00433;cpd01061	CI:2	0	null	GCC|EQC|EQU	Primary Database
