id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	abstract_compound	comprised_of	aliases	smiles	notes
cpd32010	2-(hydroxylamino)benzoylacetate	2-(hydroxylamino)benzoylacetate	C9H8NO4	194.166	Primary Database	UIBMKCRZKGGRIZ-UHFFFAOYSA-M	-1	0	0	null	0	null	null	Name: 2-(hydroxylamino)benzoylacetate; 3-[2-(hydroxyamino)phenyl]-3-oxopropanoate|MetaCyc: CPD-19118|metanetx.chemical: MNXM163649	O=C([O-])CC(=O)c1ccccc1NO	GC|EQ
cpd32011	3,3'-thiodipropanoate	3,3'-thiodipropanoate	C6H8O4S	176.187	Primary Database	ODJQKYXPKWQWNK-UHFFFAOYSA-L	-2	0	0	null	0	null	null	Name: 3,3'-thiodipropanoate; 3,3'-thiodipropionate; 3,3'-thiodipropionic acid|MetaCyc: CPD-16587|metanetx.chemical: MNXM117202	O=C([O-])CCSCCC(=O)[O-]	GC|EQ|EQU
cpd32012	12-alpha-hydroxy-3 oxochol-4-enoate	12-alpha-hydroxy-3 oxochol-4-enoate	C24H35O4	387.538	Primary Database	BGHDKUPKUZDVRW-QUPGBHKMSA-M	-1	0	0	null	0	null	null	Name: 12-alpha-hydroxy-3 oxochol-4-enoate; 3-dehydro-delta4-deoxycholate; 3-dehydro-deoxychol-4-enoate|MetaCyc: CPD-20995	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	GC|EQ
cpd32013	7-methyl-GTP	7-methyl-GTP	C11H15N5O14P3	534.186	Primary Database	DKVRNHPCAOHRSI-KQYNXXCUSA-K	-3	0	0	null	0	null	null	Name: 7-methyl-GTP; N(7)-methyl-GTP; m(7)GTP(3-); m7GTP; m<sup>7</sup>GTP|ChEBI: 87133|MetaCyc: CPD0-2552|metanetx.chemical: MNXM39141	C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c2[n-]c(=[NH2+])nc([O-])c21	GC|EQ
cpd32014	acinetoferrin	acinetoferrin	C28H45N4O9	583.701	Primary Database	ZYPXWYPUWAXTQR-JOBJLJCHSA-K	-3	0	0	null	0	null	null	Name: acinetoferrin|MetaCyc: CPD-21021	CCCCC/C=C/C(=O)N(O)CCCN=C([O-])CC(O)(CC([O-])=NCCCN(O)C(=O)/C=C/CCCCC)C(=O)[O-]	GC
cpd32015	(4Z)-2-oxo-hex-4-enoate	(4Z)-2-oxo-hex-4-enoate	C6H7O3	127.119	Primary Database	SKGFXOFUJGUPDM-ARJAWSKDSA-M	-1	0	0	null	0	null	null	Name: (4Z)-2-oxo-hex-4-enoate; <I>cis</I>-2-oxohex-4-enoate; cis-2-oxohex-4-enoate|MetaCyc: CPD-19469	CC/C=C\C(=O)C(=O)[O-]	GC|EQ|EQU
cpd32016	cholesterol 20,22 epoxide	cholesterol 20,22 epoxide	C27H44O2	400.643	Primary Database	GXXSUWZCDVJLJJ-SDRJTJMFSA-N	0	0	0	null	0	null	null	Name: cholesterol 20,22 epoxide|MetaCyc: CPD-14671|metanetx.chemical: MNXM103814	CC(C)CCC1O[C@]1(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	GC|EQ
cpd32017	2-O,3-dimethylflaviolin	2-O,3-dimethylflaviolin	C12H10O5	234.208	Primary Database	MMVQTVRCJUHCSV-UHFFFAOYSA-N	0	0	0	null	0	null	null	Name: 2-<i>O</i>,3-dimethylflaviolin; 2-O,3-dimethylflaviolin; 2-O-methyl-3-methylflaviolin; 2-methoxy-3-methylflaviolin-7-olate; 4-hydroxy-7-methoxy-6-methyl-5,8-dioxo-5,8-dihydronaphthalen-2-olate; 5,7-dihydroxy-2-methoxy-3-methylnaphthalene-1,4-dione|ChEBI: 78589|MetaCyc: CPD-16658|metanetx.chemical: MNXM145837	COC1=C(C)C(=O)c2c(O)cc(O)cc2C1=O	GC|EQ|EQU
cpd32018	6-hydroxy-7,10-diketo-pre-bikaverin	6-hydroxy-7,10-diketo-pre-bikaverin	C18H8O8	352.256	Primary Database	IOUBXOBOOBQUHW-UHFFFAOYSA-L	-2	0	0	null	0	null	null	Name: 6-hydroxy-7,10-diketo-pre-bikaverin; 6-hydroxy-norbikaverin; nor-norbikaverin|MetaCyc: CPD-18211|metanetx.chemical: MNXM164373	Cc1cc([O-])cc2oc3c(O)c4c(c(O)c3c(=O)c12)C(=O)C=C([O-])C4=O	GC|EQ
cpd32019	N,N',N'',N'''-tetraacetyl chitotetraose	N,N',N'',N'''-tetraacetyl chitotetraose	C32H50N4O21	830.793	Primary Database	PFZKWTWCVGDJQC-VNVOTFTJSA-J	-4	0	0	null	0	null	null	Name: 2-acetamido-2-deoxy-beta-D-gluco-hexopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-gluco-hexopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-gluco-hexopyranosyl-(1->4)-2-acetamido-2-deoxy-D-gluco-hexopyranose; 2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->4)-2-acetamido-2-deoxy-D-glucopyranose; GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc; N,N',N'',N'''-tetraacetyl chitotetraose; N,N',N'',N'''-tetraacetylchitotetraose; N-[(3R,4R,5S,6R)-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-5-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,4-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide; Tetraacetyl-chitotetraose; WURCS=2.0/2,4,3/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O]/1-2-2-2/a4-b1_b4-c1_c4-d1; chitotetraose; tetra-N-acetyl chitotetraose|ChEBI: 143142|MetaCyc: CPD-19298|metanetx.chemical: MNXM168376	CC([O-])=N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](N=C(C)[O-])C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N=C(C)[O-])[C@H](O)[C@H]2N=C(C)[O-])[C@@H]1O	GC|EQ|EQU
cpd32020	Man2-GlcNAc-PP-undecaprenol	Man2-GlcNAc-PP-undecaprenol	C75H122NO22P2	1452.738	Primary Database	WEOMLABQFSVBKP-PARKMBRWSA-K	-3	0	0	null	0	null	null	Name: Man2-GlcNAc-PP-undecaprenol; Man<sub>2</sub>-GlcNAc-PP-undecaprenol; alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-PP-Und; alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol|MetaCyc: CPD-20068	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@H]1N=C(C)[O-]	GC
cpd32021	Elenolic_acid	Elenolic_acid	C11H13O6	241.22	Primary Database	MQFAJBBHEYTHKF-BIIVOSGPSA-M	-1	0	0	null	0	null	null	Name: Elenolic_acid; elenolate; elenolic acid|MetaCyc: CPD-17785|metanetx.chemical: MNXM511731	COC(=O)C1=CO[C@@H](C)[C@@H](C=O)[C@@H]1CC(=O)[O-]	GC|EQ|EQU
cpd32022	18,19-dehydro-9-methoxy-camptothecin	18,19-dehydro-9-methoxy-camptothecin	C21H16N2O5	376.368	Primary Database	XVXFFULWTYSDDG-NRFANRHFSA-N	0	0	0	null	0	null	null	Name: 18,19-dehydro-9-methoxy-camptothecin|MetaCyc: CPD-21273	C=C[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1	GC
cpd32023	3-methyl-delta1-pyrroline-5-carboxylic acid	3-methyl-delta1-pyrroline-5-carboxylic acid	C6H8NO2	126.135	Primary Database	GSYWFASSLUGNSS-UHNVWZDZSA-M	-1	0	0	null	0	null	null	Name: 3-methyl-delta1-pyrroline-5-carboxylic acid; 3-methyl-pyrroline-5-carboxylate; 3-methyl-pyrroline-5-carboxylic acid|MetaCyc: CPD-17725|metanetx.chemical: MNXM147790	C[C@H]1C=N[C@H](C(=O)[O-])C1	GC|EQ|EQU
cpd32024	18-hydroxy-octadecanoyl-CoA	18-hydroxy-octadecanoyl-CoA	C39H65N7O18P3S	1045.968	Primary Database	WMNWNRKMANJLHY-LFZQUHGESA-I	-5	0	0	null	0	null	null	Name: 18-hydroxy-octadecanoyl-CoA; 18-hydroxystearoyl-CoA; omega-hydroxy-octadecanoyl-coenzyme A; omega-hydroxystearoyl-CoA|MetaCyc: CPD-17641|metanetx.chemical: MNXM147693	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)[nH+]cnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CCCCCCCCCCCCCCCCCO	GC|EQ|EQU
cpd32025	isovitexin 7-O-galactoside	isovitexin 7-O-galactoside	C27H29O15	594.525	Primary Database	HGUVPEBGCAVWID-MKTWGIEUSA-M	-1	0	0	null	0	null	null	Name: isovitexin 7-<i>O</i>-galactoside; isovitexin 7-O-galactoside|MetaCyc: CPD-18158|metanetx.chemical: MNXM168040	O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])c12	GC|EQ
cpd32026	Ile-Ile	Ile-Ile	C12H23N2O3	244.333	Primary Database	BCVIOZZGJNOEQS-XKNYDFJKSA-M	-1	0	0	null	0	null	null	Name: Ile-Ile; L-isoleucyl-L-isoleucine|MetaCyc: CPD-20357	CC[C@H](C)[C@H]([NH3+])C([O-])=N[C@H](C(=O)[O-])[C@@H](C)CC	GC|EQ|EQU
cpd32027	anthraquinone-2-sulfonate	anthraquinone-2-sulfonate	C14H7O5S	10000000.0	Primary Database	MMNWSHJJPDXKCH-UHFFFAOYSA-M	-1	0	0	null	0	null	null	Name: anthraquinone-2-sulfonate|MetaCyc: CPD0-2587|metanetx.chemical: MNXM491522	O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21	null
cpd32028	2-(4-hydroxyphenyl)ethyl (3S,4E)-4-formyl-3-(2-oxoethyl)hex-4-enoate	2-(4-hydroxyphenyl)ethyl (3S,4E)-4-formyl-3-(2-oxoethyl)hex-4-enoate	C17H20O5	304.342	Primary Database	VPOVFCBNUOUZGG-VAKDEWRISA-N	0	0	0	null	0	null	null	Name: 2-(4-hydroxyphenyl)ethyl (3S,4E)-4-formyl-3-(2-oxoethyl)hex-4-enoate; Oleocanthal; oleocanthal|MetaCyc: CPD-17783|metanetx.chemical: MNXM158981	C/C=C(/C=O)[C@@H](CC=O)CC(=O)OCCc1ccc(O)cc1	GC|EQ|EQU
cpd32029	4,5-epoxy-17R-hydroxy-6E,8E,10Z,13Z,15E19Z-docosahexaenoate	4,5-epoxy-17R-hydroxy-6E,8E,10Z,13Z,15E19Z-docosahexaenoate	C22H29O4	357.469	Primary Database	JQSJFHDWAHTRSL-NMDACHMWSA-M	-1	0	0	null	0	null	null	Name: 4,5-epoxy-17R-hydroxy-6E,8E,10Z,13Z,15E19Z-docosahexaenoate; 4,5-epoxy-17R-hydroxy-6E,8E,10Z,13Z,15E19Z-docosahexaenoic acid; 4,5-epoxy-17R-hydroxy-docosahexaenoate|MetaCyc: CPD66-73|metanetx.chemical: MNXM147383	CC/C=C\C[C@@H](O)/C=C/C=C\C\C=C/C=C/C=C/C1OC1CCC(=O)[O-]	GC|EQ|EQU
cpd32030	1,4,5-trihydroxy-5-hydroxymethyl-cyclohex-1-en-3-one	1,4,5-trihydroxy-5-hydroxymethyl-cyclohex-1-en-3-one	C7H9O6	190.152	Primary Database	LPGZCSYNTZEOIL-NKWVEPMBSA-M	-1	0	0	null	0	null	null	Name: 1,4,5-trihydroxy-5-hydroxymethyl-cyclohex-1-en-3-one; desmethyl gadusol|MetaCyc: CPD-18785|metanetx.chemical: MNXM164730	O=C1C[C@@](O)(CO)[C@@H](O)C([O-])=C1O	GC|EQ|EQU
cpd32031	fischerindole L	fischerindole L	C21H23ClN2	338.879	Primary Database	ADPQVXWEVQETCB-NFUAGSSKSA-N	0	0	0	null	0	null	null	Name: fischerindole L|MetaCyc: CPD-20796	[C-]#[N+][C@@H]1[C@H]2c3c([nH]c4ccccc34)C(C)(C)[C@H]2C[C@@H](Cl)[C@@]1(C)C=C	GC
cpd32032	5-methylbenzimidazolyl methylcobamide	5-methylbenzimidazolyl methylcobamide	C62H88CoN13O14P	1330.367	Primary Database	RREWAHGIEXPUMP-CEHJMQLYSA-L	-1	0	0	null	0	null	null	Name: 5-methylbenzimidazolyl methylcobamide; Coalpha-[alpha-(5-methylbenzimidazolyl)]-Cobeta-methylcobamide|MetaCyc: CPD-20880	CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)ccc52)[Co-3]325([CH3])[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O	GC
cpd32033	isovitexin 2''-O-arabinoside	isovitexin 2''-O-arabinoside	C26H26O14	563.491	Primary Database	AGWLCWWJARYSTD-MCTXPTQWSA-L	-2	0	0	null	0	null	null	Name: isovitexin 2''-<i>O</i>-arabinoside; isovitexin 2''-O-arabinoside|MetaCyc: CPD-18156	O=c1cc(-c2ccc(O)cc2)oc2cc([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3CO[C@@H](O)[C@@H](O)[C@@H]3O)c([O-])c12	GC
cpd32034	(12aR,17bS,18aS)-17b-Hydroxy-13,17b,18,18a-tetrahydro-11H-indolo[3',2':4,5]pyrrolo[2,1-c]quinazolino[3,2-a][1,4]benzodiazepine-5,11(12aH)-dione	(12aR,17bS,18aS)-17b-Hydroxy-13,17b,18,18a-tetrahydro-11H-indolo[3',2':4,5]pyrrolo[2,1-c]quinazolino[3,2-a][1,4]benzodiazepine-5,11(12aH)-dione	C25H18N4O3	422.442	Primary Database	HYHLSEUXMRFVND-WXRCJJMSSA-N	0	0	0	null	0	null	null	Name: (12aR,17bS,18aS)-17b-Hydroxy-13,17b,18,18a-tetrahydro-11H-indolo[3',2':4,5]pyrrolo[2,1-c]quinazolino[3,2-a][1,4]benzodiazepine-5,11(12aH)-dione; asperlicin E|MetaCyc: CPD-17023|metanetx.chemical: MNXM148952	O=C1c2ccccc2-n2c(nc3ccccc3c2=O)[C@@H]2C[C@]3(O)c4ccccc4NC3N12	GC
cpd32035	(2R,3aS,5aR,5bS,9S,13S,14R,16aS,16bR)-9-ethyl-13-hydroxy-14-methyl-2-{[(3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy}-1H,2H,3H,3aH,5aH,5bH,6H,7H,9H,10H,11H,12H,13H,14H,15H,16aH,16bH-as-indaceno[3,2-d]oxacyclododecane-7,15-dione	(2R,3aS,5aR,5bS,9S,13S,14R,16aS,16bR)-9-ethyl-13-hydroxy-14-methyl-2-{[(3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy}-1H,2H,3H,3aH,5aH,5bH,6H,7H,9H,10H,11H,12H,13H,14H,15H,16aH,16bH-as-indaceno[3,2-d]oxacyclododecane-7,15-dione	C33H50O9	590.753	Primary Database	KSCLXDPNSMLYPU-YDZPRSSASA-N	0	0	0	null	0	null	null	Name: (2R,3aS,5aR,5bS,9S,13S,14R,16aS,16bR)-9-ethyl-13-hydroxy-14-methyl-2-{[(3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy}-1H,2H,3H,3aH,5aH,5bH,6H,7H,9H,10H,11H,12H,13H,14H,15H,16aH,16bH-as-indaceno[3,2-d]oxacyclododecane-7,15-dione; 2',3',4'-<i>O</i>-methyl-rhamnosyl tetracyclic spinosyn pseudoaglycone; 2',3',4'-O-methyl-rhamnosyl tetracyclic spinosyn pseudoaglycone|MetaCyc: CPD-14634|metanetx.chemical: MNXM97377	CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1	GC|EQ
cpd32036	(2E,9Z)-hexadecenoyl-CoA	(2E,9Z)-hexadecenoyl-CoA	C37H57N7O17P3S	997.883	Primary Database	BEQWCBBSKHMRCA-HENMZMGOSA-I	-5	0	0	null	0	null	null	Name: (2E,9Z)-hexadecadienoyl-CoA; (2E,9Z)-hexadecadienoyl-coenzyme A(4-); (2E,9Z)-hexadecenoyl-CoA; 16:2-delta2,delta9-CoA; 2-trans,9-cis-hexadecenoyl-CoA; 3'-phosphonatoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E,9Z)-hexadeca-2,9-dienoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] diphosphate}|ChEBI: 77549|MetaCyc: CPD-19162|metanetx.chemical: MNXM146680	CCCCCC/C=C\CCCCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)[nH+]cnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	GC|EQ|EQU
cpd32037	(11Z,14Z)-3-oxoicosa-11,14-dienoyl-CoA	(11Z,14Z)-3-oxoicosa-11,14-dienoyl-CoA	C41H63N7O18P3S	1067.974	Primary Database	PUWDUOCPCWFEFG-YGYQDCEASA-I	-5	0	0	null	0	null	null	Name: (11Z,14Z)-3-oxoeicosa-11,14-dienoyl-CoA(4-); (11Z,14Z)-3-oxoeicosa-11,14-dienoyl-coenzyme A(4-); (11Z,14Z)-3-oxoicosa-11,14-dienoyl-CoA; (11Z,14Z)-3-oxoicosa-11,14-dienoyl-coenzyme A(4-); (11Z,14Z)-3-oxoicosadienoyl-CoA; 3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-({3-[(2-{[(11Z,14Z)-3-oxoicosa-11,14-dienoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-4-oxobutyl] diphosphate}; 3-keto-(11Z,14Z)-e icosa-11,14-dienoyl-CoA(4-); 3-keto-(11Z,14Z)-icosa-11,14-dienoyl-CoA(4-); 3-oxo-(11Z,14Z)-eicosa-11,14-dienoyl-CoA(4-); 3-oxo-(11Z,14Z)-icosa-11,14-dienoyl-coenzyme A(4-)|ChEBI: 74012|MetaCyc: CPD-17346|metanetx.chemical: MNXM145819	CCCCC/C=C\C/C=C\CCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)[nH+]cnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	GC|EQ|EQU
cpd32038	(2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-hydroxypropanoate	(2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-hydroxypropanoate	C10H10N2O5	238.199	Primary Database	OQWVUTOBHZSTIG-JGVFFNPUSA-L	-2	0	0	null	0	null	null	Name: (2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-hydroxypropanoate|MetaCyc: CPD-18537|metanetx.chemical: MNXM163958	Nc1ccccc1N[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]	GC|EQ|EQU
cpd32039	M1	M1	C25H29N4O6	481.527	Primary Database	OTFLAJNTHVWZOG-UHFFFAOYSA-O	1	0	0	null	0	null	null	Name: AZD1979 oxetane hydrolysis product; [3-(4-{[3,3-bis(hydroxymethyl)azetidin-1-yl]methyl}phenoxy)azetidin-1-yl][5-(4-methoxyphenyl)-1,3,4-oxadiazol-2-yl]methanone; [3-(hydroxymethyl)-1-{[4-({1-[5-(4-methoxyphenyl)-1,3,4-oxadiazole-2-carbonyl]azetidin-3-yl}oxy)phenyl]methyl}azetidin-3-yl]methanol|ChEBI: 139019|MetaCyc: CPD-20319	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(C[NH+]5CC(CO)(CO)C5)cc4)C3)o2)cc1	GC
