ID	NAMES	EQUATION
0078	primary-amine oxidase	13dampp[0] o2[0] h2o[0] <=> aproa[0] nh4[0] h2o2[0]
0079	ATP:L-methionine S-adenosyltransferase	atp[0] met-L[0] h2o[0] <=> pi[0] ppi[0] amet[0]
0080	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]	amet[0] h[0] <=> ametam[0] co2[0]
0081	S-Adenosyl-L-homocysteine hydrolase	ahcys[0] h2o[0] <=> adn[0] hcys-L[0]
0082	S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase	amet[0] hcys-L[0] <=> ahcys[0] met-L[0] h[0]
0083	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)	cys-L[0] h2o[0] => h2s[0] pyr[0] nh4[0]
0084	L-Cysteine:oxygen oxidoreductase	cys-L[0] o2[0] <=> 3sala[0] (2) h[0]
0085	L-Cysteine:2-oxoglutarate aminotransferase	cys-L[0] akg[0] => mercppyr[0] glu-L[0]
0086	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	acser[0] h2s[0] <=> cys-L[0] ac[0] h[0]
0087	O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)	suchms[0] h2o[0] => 2obut[0] succ[0] nh4[0] h[0]
0088	L-cystathionine L-homocysteine-lyase (deaminating; pyruvate-forming)	cyst-L[0] h2o[0] <=> hcys-L[0] nh4[0] pyr[0]
0089	O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-acetyl-L-homoserine acetate-lyase (adding hydrogen sulfide)	achms[0] h2s[0] <=> hcys-L[0] ac[0] h[0]
0090	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide)	suchms[0] h2s[0] <=> hcys-L[0] succ[0] h[0]
0091	S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase	5mta[0] pi[0] <=> ade[0] 5mdr1p[0]
0092	Acetyl-CoA:L-homoserine O-acetyltransferase	accoa[0] hom-L[0] <=> coa[0] achms[0]
0093	S-adenosylmethioninamine:putrescine 3-aminopropyltransferase	ametam[0] ptrc[0] <=> 5mta[0] spmd[0] h[0]
0094	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)	achms[0] tsul[0] trdrd[0] <=> hcys-L[0] so3[0] trdox[0] ac[0] h[0]
0097	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	3sala[0] akg[0] h[0] <=> 3snpyr[0] glu-L[0]
0098	3-Mercaptopyruvate:cyanide sulfurtransferase	mercppyr[0] so3[0] <=> tsul[0] pyr[0]
0099	O-Acetyl-L-homoserine succinate-lyase (adding cysteine)	achms[0] cys-L[0] <=> cyst-L[0] ac[0] h[0]
0100	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	suchms[0] cys-L[0] <=> cyst-L[0] succ[0] h[0]
0101	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	mhpglu[0] hcys-L[0] <=> hpglu[0] met-L[0]
0102	5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase	5mdr1p[0] <=> 5mdru1p[0]
0103	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming); O3-acetyl-L-serine acetate-lyase (thiosulfate-reducing, L-cysteine-forming)	acser[0] tsul[0] trdrd[0] <=> cys-L[0] so3[0] trdox[0] ac[0] h[0]
0105	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)	ppc12dh5p[0] o2[0] <=> 2kmb[0] for[0] (2) h[0]
0106	S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase	5mdru1p[0] <=> dkmpp[0] h2o[0]
0107	5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)	dkmpp[0] h2o[0] <=> ppc12dh5p[0] pi[0]
0108	NO NAME	3snpyr[0] h2o[0] <=> so3[0] pyr[0] h[0]
0109	L-methionine:oxidized-thioredoxin S-oxidoreductase	metsox-S-L[0] trdrd[0] <=> met-L[0] trdox[0] h2o[0]
0110	NO NAME	2kmb[0] glu-L[0] <=> met-L[0] akg[0]
0116	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	glu-L[0] h[0] <=> 4abut[0] co2[0]
0118	4-aminobutanoate:2-oxoglutarate aminotransferase	4abut[0] akg[0] => sucsal[0] glu-L[0]
0119	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	3hbcoa[0] nadp[0] => aacoa[0] nadph[0] h[0]
0124	fatty acid synthase (n-C8:0), lumped reaction	accoa[0] (8) h[0] (3) malcoa[0] (6) nadph[0] <=> (3) co2[0] (4) coa[0] (2) h2o[0] (6) nadp[0] octa[0]
0125	fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction	accoa[0] (9) h[0] (3) malcoa[0] (6) nadph[0] <=> (3) co2[0] (3) coa[0] (3) h2o[0] (6) nadp[0] occoa[0]
0126	fatty acyl-CoA synthase (n-C10:0CoA)	(3) h[0] malcoa[0] (2) nadph[0] occoa[0] <=> co2[0] coa[0] dcacoa[0] h2o[0] (2) nadp[0]
0127	fatty acid synthase (n-C10:0)	(3) h[0] malcoa[0] (2) nadph[0] octa[0] <=> co2[0] coa[0] dca[0] h2o[0] (2) nadp[0]
0128	fatty acid synthase (n-C12:0)	dca[0] (3) h[0] malcoa[0] (2) nadph[0] <=> co2[0] coa[0] ddca[0] h2o[0] (2) nadp[0]
0129	fatty-acyl-CoA synthase (n-C12:0CoA)	dcacoa[0] (3) h[0] malcoa[0] (2) nadph[0] <=> co2[0] coa[0] ddcacoa[0] h2o[0] (2) nadp[0]
0130	fatty acid synthase (n-C14:0)	ddca[0] (3) h[0] malcoa[0] (2) nadph[0] <=> co2[0] coa[0] h2o[0] (2) nadp[0] ttdca[0]
0131	fatty-acyl-CoA synthase (n-C14:0CoA)	ddcacoa[0] (3) h[0] malcoa[0] (2) nadph[0] <=> co2[0] coa[0] h2o[0] (2) nadp[0] tdcoa[0]
0132	fatty acid synthase (n-C16:0)	(3) h[0] malcoa[0] (2) nadph[0] ttdca[0] <=> co2[0] coa[0] h2o[0] hdca[0] (2) nadp[0]
0133	fatty-acyl-CoA synthase (n-C16:0CoA)	(3) h[0] malcoa[0] (2) nadph[0] tdcoa[0] <=> co2[0] coa[0] h2o[0] (2) nadp[0] pmtcoa[0]
0134	fatty acid synthase (n-C18:0)	(3) h[0] hdca[0] malcoa[0] (2) nadph[0] <=> co2[0] coa[0] h2o[0] (2) nadp[0] ocdca[0]
0135	fatty-acyl-CoA synthase (n-C18:0CoA)	(3) h[0] malcoa[0] (2) nadph[0] pmtcoa[0] <=> co2[0] coa[0] h2o[0] (2) nadp[0] stcoa[0]
0136	fatty acid synthase (n-C24:0), lumped reaction	(9) h[0] (3) malcoa[0] (6) nadph[0] ocdca[0] <=> (3) co2[0] (3) coa[0] (3) h2o[0] (6) nadp[0] ttc[0]
0137	fatty acid synthase (n-C26:0)	(3) h[0] malcoa[0] (2) nadph[0] ttc[0] <=> co2[0] coa[0] h2o[0] hexc[0] (2) nadp[0]
0138	fatty acid synthase (n-C14:1)	ddca[0] (4) h[0] malcoa[0] (3) nadph[0] o2[0] <=> co2[0] coa[0] (3) h2o[0] (3) nadp[0] ttdcea[0]
0139	fatty acid synthase (n-C16:1)	(4) h[0] malcoa[0] (3) nadph[0] o2[0] ttdca[0] <=> co2[0] coa[0] (3) h2o[0] hdcea[0] (3) nadp[0]
0140	fatty acid synthase (n-C18:1)	(4) h[0] hdca[0] malcoa[0] (3) nadph[0] o2[0] <=> co2[0] coa[0] (3) h2o[0] (3) nadp[0] ocdcea[0]
0141	fatty-acid--CoA ligase (decanoate)	atp[0] coa[0] dca[0] => amp[0] dcacoa[0] ppi[0]
0142	fatty-acid--CoA ligase (dodecanoate)	atp[0] coa[0] ddca[0] => amp[0] ddcacoa[0] ppi[0]
0143	fatty-acid--CoA ligase (tetradecanoate)	atp[0] coa[0] ttdca[0] => amp[0] ppi[0] tdcoa[0]
0144	fatty-acid--CoA ligase (tetradecenoate)	atp[0] coa[0] ttdcea[0] => amp[0] ppi[0] tdecoa[0]
0145	fatty-acid--CoA ligase (hexadecanoate)	atp[0] coa[0] hdca[0] => amp[0] pmtcoa[0] ppi[0]
0146	fatty-acid--CoA ligase (hexadecenoate)	atp[0] coa[0] hdcea[0] => amp[0] hdcoa[0] ppi[0]
0147	fatty-acid--CoA ligase (octadecanoate)	atp[0] coa[0] ocdca[0] => amp[0] ppi[0] stcoa[0]
0148	fatty-acid--CoA ligase (octadecenoate)	atp[0] coa[0] ocdcea[0] => amp[0] odecoa[0] ppi[0]
0149	fatty-acid--CoA ligase (octadecynoate)	atp[0] coa[0] ocdcya[0] => amp[0] ocdycacoa[0] ppi[0]
0150	fatty-acid--CoA ligase (n-C24:0)	atp[0] coa[0] ttc[0] => amp[0] ppi[0] ttccoa[0]
0151	fatty-acid--CoA ligase (n-C26:0)	atp[0] coa[0] hexc[0] => amp[0] hexccoa[0] ppi[0]
0152	fatty-acid--CoA ligase (octanoate)	atp[0] coa[0] octa[0] => amp[0] occoa[0] ppi[0]
0153	Myristicoyl-CoA desaturase (n-C14:0CoA -> n-C14:1CoA)	h[0] nadph[0] o2[0] tdcoa[0] <=> (2) h2o[0] nadp[0] tdecoa[0]
0154	Palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA)	h[0] nadph[0] o2[0] pmtcoa[0] <=> (2) h2o[0] hdcoa[0] nadp[0]
0155	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	h[0] nadph[0] o2[0] stcoa[0] <=> (2) h2o[0] nadp[0] odecoa[0]
0156	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	h[0] nadph[0] o2[0] odecoa[0] <=> (2) h2o[0] nadp[0] ocdycacoa[0]
0160	acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase	accoa[0] ACP[0] <=> coa[0] acACP[0]
0161	Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase	malcoa[0] ACP[0] => coa[0] malACP[0]
0162	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	atp[0] accoa[0] hco3[0] => adp[0] pi[0] malcoa[0] h[0]
0163	fatty acyl-ACP synthase (n-C8:0ACP), lumped reaction	acACP[0] (9) h[0] (3) malACP[0] (6) nadph[0] <=> (3) ACP[0] (3) co2[0] (3) h2o[0] (6) nadp[0] ocACP[0]
0164	fatty-acyl-ACP synthase (n-C10:0ACP)	(3) h[0] malACP[0] (2) nadph[0] ocACP[0] <=> ACP[0] co2[0] dcaACP[0] h2o[0] (2) nadp[0]
0165	fatty-acyl-ACP synthase (n-C12:0ACP)	dcaACP[0] (3) h[0] malACP[0] (2) nadph[0] <=> ACP[0] co2[0] ddcaACP[0] h2o[0] (2) nadp[0]
0166	fatty-acyl-ACP synthase (n-C14:0ACP)	ddcaACP[0] (3) h[0] malACP[0] (2) nadph[0] <=> ACP[0] co2[0] h2o[0] myrsACP[0] (2) nadp[0]
0167	fatty-acyl-ACP synthase (n-C14:1ACP)	ddcaACP[0] (4) h[0] malACP[0] (3) nadph[0] o2[0] <=> ACP[0] co2[0] (3) h2o[0] (3) nadp[0] tdeACP[0]
0168	fatty-acyl-ACP synthase (n-C16:1ACP)	(4) h[0] malACP[0] myrsACP[0] (3) nadph[0] o2[0] <=> ACP[0] co2[0] (3) h2o[0] hdeACP[0] (3) nadp[0]
0169	fatty-acyl-ACP synthase (n-C16:0ACP)	(3) h[0] malACP[0] myrsACP[0] (2) nadph[0] <=> ACP[0] co2[0] h2o[0] (2) nadp[0] palmACP[0]
0170	fatty-acyl-ACP synthase (n-C18:2ACP)	(5) h[0] malACP[0] (4) nadph[0] (2) o2[0] palmACP[0] <=> ACP[0] co2[0] (5) h2o[0] (4) nadp[0] ocdcyaACP[0]
0171	fatty-acyl-ACP synthase (n-C18:1ACP)	(4) h[0] malACP[0] (3) nadph[0] o2[0] palmACP[0] <=> ACP[0] co2[0] (3) h2o[0] (3) nadp[0] octeACP[0]
0172	fatty-acyl-ACP synthase (n-C18:0ACP)	(3) h[0] malACP[0] (2) nadph[0] palmACP[0] <=> ACP[0] co2[0] h2o[0] (2) nadp[0] ocdcaACP[0]
0173	fatty-acyl-ACP hydrolase	ddcaACP[0] h2o[0] => ACP[0] ddca[0] h[0]
0174	fatty-acyl-ACP hydrolase	h2o[0] myrsACP[0] => ACP[0] h[0] ttdca[0]
0175	fatty-acyl-ACP hydrolase	h2o[0] tdeACP[0] => ACP[0] h[0] ttdcea[0]
0176	fatty-acyl-ACP hydrolase	h2o[0] palmACP[0] => ACP[0] h[0] hdca[0]
0177	fatty-acyl-ACP hydrolase	h2o[0] hdeACP[0] => ACP[0] h[0] hdcea[0]
0178	fatty-acyl-ACP hydrolase	h2o[0] ocdcaACP[0] => ACP[0] h[0] ocdca[0]
0179	fatty-acyl-ACP hydrolase	h2o[0] octeACP[0] => ACP[0] h[0] ocdcea[0]
0180	fatty-acyl-ACP hydrolase	h2o[0] ocdcyaACP[0] => ACP[0] h[0] ocdcya[0]
0181	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	utp[0] g1p[0] h[0] => ppi[0] udpg[0]
0182	UDP-glucose 4-epimerase	udpg[0] => udpgal[0]
0183	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase	udpg[0] gal1p[0] => g1p[0] udpgal[0]
0184	ATP:D-galactose 1-phosphotransferase	atp[0] gal[0] <=> adp[0] gal1p[0] h[0]
0191	acyl-CoA oxidase (hexacanoyl-CoA)	hexccoa[0] o2[0] <=> h2o2[0] hxc2coa[0]
0192	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexacosyl-CoA)	h2o[0] hxc2coa[0] => 3hxccoa[0]
0193	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosyl-CoA)	3hxccoa[0] nad[0] => 3ohxccoa[0] h[0] nadh[0]
0194	acetyl-CoA acyltransferase (tetracosanoyl-CoA)	3ohxccoa[0] coa[0] <=> accoa[0] ttccoa[0]
0195	fatty acid oxidation (tetradecansoyl-CoA)	(3) coa[0] (3) h2o[0] (3) nad[0] (3) o2[0] ttccoa[0] <=> (3) accoa[0] (3) h[0] (3) h2o2[0] (3) nadh[0] stcoa[0]
0196	acyl-CoA oxidase (octadecanoyl-CoA)	o2[0] stcoa[0] <=> h2o2[0] od2coa[0]
0197	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	3hodcoa[0] => h2o[0] od2coa[0]
0198	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	3ohodcoa[0] h[0] nadh[0] => 3hodcoa[0] nad[0]
0199	acetyl-CoA acyltransferase (hexadecanoyl-CoA)	3ohodcoa[0] coa[0] <=> accoa[0] pmtcoa[0]
0200	acyl-CoA oxidase (hexadecanoyl-CoA)	o2[0] pmtcoa[0] <=> h2o2[0] hdd2coa[0]
0201	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	3hhdcoa[0] => hdd2coa[0] h2o[0]
0202	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	3ohdcoa[0] h[0] nadh[0] => 3hhdcoa[0] nad[0]
0203	myristoyl-CoA:acetylCoA C-myristoyltransferase	coa[0] 3ohdcoa[0] <=> tdcoa[0] accoa[0]
0204	acyl-CpA oxidase (tetradecanoyl-CoA)	o2[0] tdcoa[0] <=> h2o2[0] td2coa[0]
0205	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	3htdcoa[0] => td2coa[0] h2o[0]
0206	3-Hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	3otdcoa[0] h[0] nadh[0] => 3htdcoa[0] nad[0]
0207	Lauroyl-CoA:acetyl-CoA C-acyltransferase	coa[0] 3otdcoa[0] <=> ddcacoa[0] accoa[0]
0208	acyl-CoA oxidase (dodecanoyl-CoA)	ddcacoa[0] o2[0] <=> dd2coa[0] h2o2[0]
0209	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase	3hddcoa[0] => dd2coa[0] h2o[0]
0210	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	3oddcoa[0] h[0] nadh[0] => 3hddcoa[0] nad[0]
0211	Decanoyl-CoA:acetyl-CoA C-acyltransferase	coa[0] 3oddcoa[0] <=> dcacoa[0] accoa[0]
0212	acyl-CoA oxidase (decanoyl-CoA)	dcacoa[0] o2[0] <=> dc2coa[0] h2o2[0]
0213	(S)-Hydroxydecanoyl-CoA hydro-lyase	3hdcoa[0] => dc2coa[0] h2o[0]
0214	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	3odcoa[0] h[0] nadh[0] => 3hdcoa[0] nad[0]
0215	Octanoyl-CoA:acetyl-CoA C-acyltransferase	coa[0] 3odcoa[0] <=> occoa[0] accoa[0]
0216	fatty acid oxidation (octanoyl-CoA)	(3) coa[0] (3) h2o[0] (3) nad[0] (3) o2[0] occoa[0] <=> (4) accoa[0] (3) h[0] (3) h2o2[0] (3) nadh[0]
0217	fatty acid oxidation	(6) coa[0] (6) h2o[0] (6) nad[0] nadph[0] (6) o2[0] tdecoa[0] <=> (7) accoa[0] (5) h[0] (6) h2o2[0] (6) nadh[0] nadp[0]
0218	Fatty acid oxidation	(6) coa[0] (6) h2o[0] (6) nad[0] (5) o2[0] tdecoa[0] <=> (7) accoa[0] (6) h[0] (5) h2o2[0] (6) nadh[0]
0219	Fatty acid oxidation	(7) coa[0] (7) h2o[0] hdcoa[0] (7) nad[0] nadph[0] (7) o2[0] <=> (8) accoa[0] (6) h[0] (7) h2o2[0] (7) nadh[0] nadp[0]
0220	Fatty acid oxidation	(7) coa[0] (7) h2o[0] hdcoa[0] (7) nad[0] (6) o2[0] <=> (8) accoa[0] (7) h[0] (6) h2o2[0] (7) nadh[0]
0221	Fatty acid oxidation	(8) coa[0] (8) h2o[0] (8) nad[0] nadph[0] (8) o2[0] odecoa[0] <=> (9) accoa[0] (7) h[0] (8) h2o2[0] (8) nadh[0] nadp[0]
0222	Fatty acid oxidation	(8) coa[0] (8) h2o[0] (8) nad[0] (7) o2[0] odecoa[0] <=> (9) accoa[0] (8) h[0] (7) h2o2[0] (8) nadh[0]
0223	Fatty acid oxidation	(8) coa[0] (8) h2o[0] (8) nad[0] (2) nadph[0] (8) o2[0] ocdycacoa[0] <=> (9) accoa[0] (6) h[0] (8) h2o2[0] (8) nadh[0] (2) nadp[0]
0224	Fatty acid oxidation	(8) coa[0] (8) h2o[0] (8) nad[0] nadph[0] (7) o2[0] ocdycacoa[0] <=> (9) accoa[0] (7) h[0] (7) h2o2[0] (8) nadh[0] nadp[0]
0225	Fatty acid oxidation	(8) coa[0] (8) h2o[0] (8) nad[0] (6) o2[0] ocdycacoa[0] <=> (9) accoa[0] (8) h[0] (6) h2o2[0] (8) nadh[0]
0226	acyl-CoA thioesterase	dcacoa[0] h2o[0] <=> coa[0] dca[0] h[0]
0227	acyl-CoA thioesterase	ddcacoa[0] h2o[0] <=> coa[0] ddca[0] h[0]
0228	acyl-CoA thioesterase	h2o[0] ttccoa[0] <=> coa[0] h[0] ttc[0]
0229	acyl-CoA thioesterase	h2o[0] pmtcoa[0] <=> coa[0] h[0] hdca[0]
0230	acyl-CoA thioesterase	h2o[0] tdcoa[0] <=> coa[0] h[0] ttdca[0]
0231	acyl-CoA thioesterase	h2o[0] stcoa[0] <=> coa[0] h[0] ocdca[0]
0232	acyl-CoA thioesterase	h2o[0] occoa[0] <=> coa[0] h[0] octa[0]
0233	fatty-acid--CoA ligase (decanoate)	atp[0] coa[0] dca[0] => amp[0] dcacoa[0] ppi[0]
0234	fatty-acid--CoA ligase (dodecanoate)	atp[0] coa[0] ddca[0] => amp[0] ddcacoa[0] ppi[0]
0235	fatty-acid--CoA ligase (tetradecanoate)	atp[0] coa[0] ttdca[0] => amp[0] ppi[0] tdcoa[0]
0236	fatty-acid--CoA ligase (tetradecenoate)	atp[0] coa[0] ttdcea[0] => amp[0] ppi[0] tdecoa[0]
0237	fatty-acid--CoA ligase (hexadecanoate)	atp[0] coa[0] hdca[0] => amp[0] pmtcoa[0] ppi[0]
0238	fatty-acid--CoA ligase (hexadecenoate)	atp[0] coa[0] hdcea[0] => amp[0] hdcoa[0] ppi[0]
0239	fatty-acid--CoA ligase (octadecanoate)	atp[0] coa[0] ocdca[0] => amp[0] ppi[0] stcoa[0]
0240	fatty-acid--CoA ligase (octadecenoate)	atp[0] coa[0] ocdcea[0] => amp[0] odecoa[0] ppi[0]
0241	fatty-acid--CoA ligase (octadecynoate)	atp[0] coa[0] ocdcya[0] => amp[0] ocdycacoa[0] ppi[0]
0242	fatty-acid--CoA ligase (n-C24:0)	atp[0] coa[0] ttc[0] => amp[0] ppi[0] ttccoa[0]
0243	fatty-acid--CoA ligase (n-C26:0)	atp[0] coa[0] hexc[0] => amp[0] hexccoa[0] ppi[0]
0244	fatty-acid--CoA ligase (octanoate)	atp[0] coa[0] octa[0] => amp[0] occoa[0] ppi[0]
0245	Acetyl-CoA:carnitine O-acetyltransferase	accoa[0] crn-D[0] => coa[0] acrn[0]
0246	Acetyl-CoA:carnitine O-acetyltransferase	accoa[0] crn-D[0] => coa[0] acrn[0]
0247	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	thf[0] nadp[0] => dhf[0] nadph[0] h[0]
