ID	Name	Reversible	Reactants	Products	E.C.	Pathway
R0094	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)	False	M_achms_c[1];M_tsul_c[1];M_trdrd_c[1];	M_hcys-L_c[1];M_so3_c[1];M_trdox_c[1];M_ac_c[1];M_h_c[1];			
R0097	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	False	M_3sala_c[1];M_akg_c[1];M_h_c[1];	M_3snpyr_c[1];M_glu-L_c[1];			
R0098	3-Mercaptopyruvate:cyanide sulfurtransferase	False	M_mercppyr_c[1];M_so3_c[1];	M_tsul_c[1];M_pyr_c[1];			
R0099	O-Acetyl-L-homoserine succinate-lyase (adding cysteine)	False	M_achms_c[1];M_cys-L_c[1];	M_cyst-L_c[1];M_ac_c[1];M_h_c[1];			
R0100	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	False	M_suchms_c[1];M_cys-L_c[1];	M_cyst-L_c[1];M_succ_c[1];M_h_c[1];			
R0101	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	False	M_mhpglu_c[1];M_hcys-L_c[1];	M_hpglu_c[1];M_met-L_c[1];			
R0102	5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase	False	M_5mdr1p_c[1];	M_5mdru1p_c[1];			
R0103	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming); O3-acetyl-L-serine acetate-lyase (thiosulfate-reducing, L-cysteine-forming)	False	M_acser_c[1];M_tsul_c[1];M_trdrd_c[1];	M_cys-L_c[1];M_so3_c[1];M_trdox_c[1];M_ac_c[1];M_h_c[1];			
R0105	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)	False	M_ppc12dh5p_c[1];M_o2_c[1];	M_2kmb_c[1];M_for_c[1];M_h_c[ 2 ];			
R0106	S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase	False	M_5mdru1p_c[1];	M_dkmpp_c[1];M_h2o_c[1];			
R0107	5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)	False	M_dkmpp_c[1];M_h2o_c[1];	M_ppc12dh5p_c[1];M_pi_c[1];			
R0108	NO NAME	False	M_3snpyr_c[1];M_h2o_c[1];	M_so3_c[1];M_pyr_c[1];M_h_c[1];			
R0109	L-methionine:oxidized-thioredoxin S-oxidoreductase	False	M_metsox-S-L_c[1];M_trdrd_c[1];	M_met-L_c[1];M_trdox_c[1];M_h2o_c[1];			
R0110	NO NAME	False	M_2kmb_c[1];M_glu-L_c[1];	M_met-L_c[1];M_akg_c[1];			
R0116	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	False	M_glu-L_c[1];M_h_c[1];	M_4abut_c[1];M_co2_c[1];			
R0118	4-aminobutanoate:2-oxoglutarate aminotransferase	UNDEF	M_4abut_c[1];M_akg_c[1];	M_sucsal_c[1];M_glu-L_c[1];			
R0119	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	UNDEF	M_3hbcoa_c[1];M_nadp_c[1];	M_aacoa_c[1];M_nadph_c[1];M_h_c[1];			
R0124	fatty acid synthase (n-C8:0), lumped reaction	False	M_accoa_c[1];M_h_c[ 8 ];M_malcoa_c[ 3 ];M_nadph_c[ 6 ];	M_co2_c[ 3 ];M_coa_c[ 4 ];M_h2o_c[ 2 ];M_nadp_c[ 6 ];M_octa_c[1];			
R0125	fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction	False	M_accoa_c[1];M_h_c[ 9 ];M_malcoa_c[ 3 ];M_nadph_c[ 6 ];	M_co2_c[ 3 ];M_coa_c[ 3 ];M_h2o_c[ 3 ];M_nadp_c[ 6 ];M_occoa_c[1];			
R0126	fatty acyl-CoA synthase (n-C10:0CoA)	False	M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];M_occoa_c[1];	M_co2_c[1];M_coa_c[1];M_dcacoa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];			
R0127	fatty acid synthase (n-C10:0)	False	M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];M_octa_c[1];	M_co2_c[1];M_coa_c[1];M_dca_c[1];M_h2o_c[1];M_nadp_c[ 2 ];			
R0128	fatty acid synthase (n-C12:0)	False	M_dca_c[1];M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];	M_co2_c[1];M_coa_c[1];M_ddca_c[1];M_h2o_c[1];M_nadp_c[ 2 ];			
R0129	fatty-acyl-CoA synthase (n-C12:0CoA)	False	M_dcacoa_c[1];M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];	M_co2_c[1];M_coa_c[1];M_ddcacoa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];			
R0130	fatty acid synthase (n-C14:0)	False	M_ddca_c[1];M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_ttdca_c[1];			
R0131	fatty-acyl-CoA synthase (n-C14:0CoA)	False	M_ddcacoa_c[1];M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_tdcoa_c[1];			
R0132	fatty acid synthase (n-C16:0)	False	M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];M_ttdca_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_hdca_c[1];M_nadp_c[ 2 ];			
R0133	fatty-acyl-CoA synthase (n-C16:0CoA)	False	M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];M_tdcoa_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_pmtcoa_c[1];			
R0134	fatty acid synthase (n-C18:0)	False	M_h_c[ 3 ];M_hdca_c[1];M_malcoa_c[1];M_nadph_c[ 2 ];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_ocdca_c[1];			
R0135	fatty-acyl-CoA synthase (n-C18:0CoA)	False	M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];M_pmtcoa_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_stcoa_c[1];			
R0136	fatty acid synthase (n-C24:0), lumped reaction	False	M_h_c[ 9 ];M_malcoa_c[ 3 ];M_nadph_c[ 6 ];M_ocdca_c[1];	M_co2_c[ 3 ];M_coa_c[ 3 ];M_h2o_c[ 3 ];M_nadp_c[ 6 ];M_ttc_c[1];			
R0137	fatty acid synthase (n-C26:0)	False	M_h_c[ 3 ];M_malcoa_c[1];M_nadph_c[ 2 ];M_ttc_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[1];M_hexc_c[1];M_nadp_c[ 2 ];			
R0138	fatty acid synthase (n-C14:1)	False	M_ddca_c[1];M_h_c[ 4 ];M_malcoa_c[1];M_nadph_c[ 3 ];M_o2_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[ 3 ];M_nadp_c[ 3 ];M_ttdcea_c[1];			
R0139	fatty acid synthase (n-C16:1)	False	M_h_c[ 4 ];M_malcoa_c[1];M_nadph_c[ 3 ];M_o2_c[1];M_ttdca_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[ 3 ];M_hdcea_c[1];M_nadp_c[ 3 ];			
R0140	fatty acid synthase (n-C18:1)	False	M_h_c[ 4 ];M_hdca_c[1];M_malcoa_c[1];M_nadph_c[ 3 ];M_o2_c[1];	M_co2_c[1];M_coa_c[1];M_h2o_c[ 3 ];M_nadp_c[ 3 ];M_ocdcea_c[1];			
R0141	fatty-acid--CoA ligase (decanoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_dca_c[1];	M_amp_c[1];M_dcacoa_c[1];M_ppi_c[1];			
R0142	fatty-acid--CoA ligase (dodecanoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_ddca_c[1];	M_amp_c[1];M_ddcacoa_c[1];M_ppi_c[1];			
R0143	fatty-acid--CoA ligase (tetradecanoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_ttdca_c[1];	M_amp_c[1];M_ppi_c[1];M_tdcoa_c[1];			
R0144	fatty-acid--CoA ligase (tetradecenoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_ttdcea_c[1];	M_amp_c[1];M_ppi_c[1];M_tdecoa_c[1];			
R0145	fatty-acid--CoA ligase (hexadecanoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_hdca_c[1];	M_amp_c[1];M_pmtcoa_c[1];M_ppi_c[1];			
R0146	fatty-acid--CoA ligase (hexadecenoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_hdcea_c[1];	M_amp_c[1];M_hdcoa_c[1];M_ppi_c[1];			
R0147	fatty-acid--CoA ligase (octadecanoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_ocdca_c[1];	M_amp_c[1];M_ppi_c[1];M_stcoa_c[1];			
R0148	fatty-acid--CoA ligase (octadecenoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_ocdcea_c[1];	M_amp_c[1];M_odecoa_c[1];M_ppi_c[1];			
R0149	fatty-acid--CoA ligase (octadecynoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_ocdcya_c[1];	M_amp_c[1];M_ocdycacoa_c[1];M_ppi_c[1];			
R0150	fatty-acid--CoA ligase (n-C24:0)	UNDEF	M_atp_c[1];M_coa_c[1];M_ttc_c[1];	M_amp_c[1];M_ppi_c[1];M_ttccoa_c[1];			
R0151	fatty-acid--CoA ligase (n-C26:0)	UNDEF	M_atp_c[1];M_coa_c[1];M_hexc_c[1];	M_amp_c[1];M_hexccoa_c[1];M_ppi_c[1];			
R0152	fatty-acid--CoA ligase (octanoate)	UNDEF	M_atp_c[1];M_coa_c[1];M_octa_c[1];	M_amp_c[1];M_occoa_c[1];M_ppi_c[1];			
R0153	Myristicoyl-CoA desaturase (n-C14:0CoA -> n-C14:1CoA)	False	M_h_c[1];M_nadph_c[1];M_o2_c[1];M_tdcoa_c[1];	M_h2o_c[ 2 ];M_nadp_c[1];M_tdecoa_c[1];			
R0154	Palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA)	False	M_h_c[1];M_nadph_c[1];M_o2_c[1];M_pmtcoa_c[1];	M_h2o_c[ 2 ];M_hdcoa_c[1];M_nadp_c[1];			
R0155	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	False	M_h_c[1];M_nadph_c[1];M_o2_c[1];M_stcoa_c[1];	M_h2o_c[ 2 ];M_nadp_c[1];M_odecoa_c[1];			
R0156	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	False	M_h_c[1];M_nadph_c[1];M_o2_c[1];M_odecoa_c[1];	M_h2o_c[ 2 ];M_nadp_c[1];M_ocdycacoa_c[1];			
R0160	acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase	False	M_accoa_c[1];M_ACP_c[1];	M_coa_c[1];M_acACP_c[1];			
R0161	Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase	UNDEF	M_malcoa_c[1];M_ACP_c[1];	M_coa_c[1];M_malACP_c[1];			
R0162	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	UNDEF	M_atp_c[1];M_accoa_c[1];M_hco3_c[1];	M_adp_c[1];M_pi_c[1];M_malcoa_c[1];M_h_c[1];			
R0163	fatty acyl-ACP synthase (n-C8:0ACP), lumped reaction	False	M_acACP_c[1];M_h_c[ 9 ];M_malACP_c[ 3 ];M_nadph_c[ 6 ];	M_ACP_c[ 3 ];M_co2_c[ 3 ];M_h2o_c[ 3 ];M_nadp_c[ 6 ];M_ocACP_c[1];			
R0164	fatty-acyl-ACP synthase (n-C10:0ACP)	False	M_h_c[ 3 ];M_malACP_c[1];M_nadph_c[ 2 ];M_ocACP_c[1];	M_ACP_c[1];M_co2_c[1];M_dcaACP_c[1];M_h2o_c[1];M_nadp_c[ 2 ];			
R0165	fatty-acyl-ACP synthase (n-C12:0ACP)	False	M_dcaACP_c[1];M_h_c[ 3 ];M_malACP_c[1];M_nadph_c[ 2 ];	M_ACP_c[1];M_co2_c[1];M_ddcaACP_c[1];M_h2o_c[1];M_nadp_c[ 2 ];			
R0166	fatty-acyl-ACP synthase (n-C14:0ACP)	False	M_ddcaACP_c[1];M_h_c[ 3 ];M_malACP_c[1];M_nadph_c[ 2 ];	M_ACP_c[1];M_co2_c[1];M_h2o_c[1];M_myrsACP_c[1];M_nadp_c[ 2 ];			
R0167	fatty-acyl-ACP synthase (n-C14:1ACP)	False	M_ddcaACP_c[1];M_h_c[ 4 ];M_malACP_c[1];M_nadph_c[ 3 ];M_o2_c[1];	M_ACP_c[1];M_co2_c[1];M_h2o_c[ 3 ];M_nadp_c[ 3 ];M_tdeACP_c[1];			
R0168	fatty-acyl-ACP synthase (n-C16:1ACP)	False	M_h_c[ 4 ];M_malACP_c[1];M_myrsACP_c[1];M_nadph_c[ 3 ];M_o2_c[1];	M_ACP_c[1];M_co2_c[1];M_h2o_c[ 3 ];M_hdeACP_c[1];M_nadp_c[ 3 ];			
R0169	fatty-acyl-ACP synthase (n-C16:0ACP)	False	M_h_c[ 3 ];M_malACP_c[1];M_myrsACP_c[1];M_nadph_c[ 2 ];	M_ACP_c[1];M_co2_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_palmACP_c[1];			
R0170	fatty-acyl-ACP synthase (n-C18:2ACP)	False	M_h_c[ 5 ];M_malACP_c[1];M_nadph_c[ 4 ];M_o2_c[ 2 ];M_palmACP_c[1];	M_ACP_c[1];M_co2_c[1];M_h2o_c[ 5 ];M_nadp_c[ 4 ];M_ocdcyaACP_c[1];			
R0171	fatty-acyl-ACP synthase (n-C18:1ACP)	False	M_h_c[ 4 ];M_malACP_c[1];M_nadph_c[ 3 ];M_o2_c[1];M_palmACP_c[1];	M_ACP_c[1];M_co2_c[1];M_h2o_c[ 3 ];M_nadp_c[ 3 ];M_octeACP_c[1];			
R0172	fatty-acyl-ACP synthase (n-C18:0ACP)	False	M_h_c[ 3 ];M_malACP_c[1];M_nadph_c[ 2 ];M_palmACP_c[1];	M_ACP_c[1];M_co2_c[1];M_h2o_c[1];M_nadp_c[ 2 ];M_ocdcaACP_c[1];			
R0173	fatty-acyl-ACP hydrolase	UNDEF	M_ddcaACP_c[1];M_h2o_c[1];	M_ACP_c[1];M_ddca_c[1];M_h_c[1];			
R0174	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_myrsACP_c[1];	M_ACP_c[1];M_h_c[1];M_ttdca_c[1];			
R0175	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_tdeACP_c[1];	M_ACP_c[1];M_h_c[1];M_ttdcea_c[1];			
R0176	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_palmACP_c[1];	M_ACP_c[1];M_h_c[1];M_hdca_c[1];			
R0177	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_hdeACP_c[1];	M_ACP_c[1];M_h_c[1];M_hdcea_c[1];			
R0178	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_ocdcaACP_c[1];	M_ACP_c[1];M_h_c[1];M_ocdca_c[1];			
R0179	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_octeACP_c[1];	M_ACP_c[1];M_h_c[1];M_ocdcea_c[1];			
R0180	fatty-acyl-ACP hydrolase	UNDEF	M_h2o_c[1];M_ocdcyaACP_c[1];	M_ACP_c[1];M_h_c[1];M_ocdcya_c[1];			
R0181	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	UNDEF	M_utp_c[1];M_g1p_c[1];M_h_c[1];	M_ppi_c[1];M_udpg_c[1];			
R0182	UDP-glucose 4-epimerase	UNDEF	M_udpg_c[1];	M_udpgal_c[1];			
R0183	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase	UNDEF	M_udpg_c[1];M_gal1p_c[1];	M_g1p_c[1];M_udpgal_c[1];			
R0184	ATP:D-galactose 1-phosphotransferase	False	M_atp_c[1];M_gal_c[1];	M_adp_c[1];M_gal1p_c[1];M_h_c[1];			
R0191	acyl-CoA oxidase (hexacanoyl-CoA)	False	M_hexccoa_m[1];M_o2_m[1];	M_h2o2_m[1];M_hxc2coa_m[1];			
R0192	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexacosyl-CoA)	UNDEF	M_h2o_m[1];M_hxc2coa_m[1];	M_3hxccoa_m[1];			
