ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
2MPPALt	2-methylpropanal transport (extracellular)	2mppal(cpd16874)[0] => 2mppal(cpd16874)[1]	Y	N	Y	Y	rxn13193	(1) 2-methylpropanal[0] <=> (1) 2-methylpropanal[1]
2OBUTtm	2obut transporter (mitochondrial)	2obut(cpd00094)[0] => 2obut(cpd00094)[1]	Y	N	Y	Y	rxn13195	(1) 2-Oxobutyrate[0] <=> (1) 2-Oxobutyrate[1]
2OXOADPtim	2-oxoadipate transport out of mitochondria via diffusion	2oxoadp(cpd00269)[0] => 2oxoadp(cpd00269)[1]	Y	N	Y	Y	rxn09803	(1) 2-Oxoadipate[1] <=> (1) 2-Oxoadipate[0]
2PHETOHt	2-phenylethanol reversible transport	2phetoh(cpd03481)[0] => 2phetoh(cpd03481)[1]	Y	N	Y	Y	rxn13196	(1) 2-phenylethanol[1] <=> (1) 2-phenylethanol[0]
2PHETOHtm	2-phenylethanol reversible transport, mitochondrial	2phetoh(cpd03481)[0] => 2phetoh(cpd03481)[1]	Y	N	Y	Y	rxn13196	(1) 2-phenylethanol[1] <=> (1) 2-phenylethanol[0]
34HPLFm	3-(4-hydroxyphenyl-)lactate formation	h(cpd00067)[0] 34hpp(cpd00868)[0] nadh(cpd00004)[0] => 34hpl(cpd02305)[0] nad(cpd00003)[0]	N	N	Y	Y	rxn02392	(1) NAD[0] + (1) HPL[0] <=> (1) NADH[0] + (1) H+[0] + (1) p-hydroxyphenylpyruvate[0]
34HPPOR	4-Hydroxyphenylpyruvate:oxygen oxidoreductase	34hpp(cpd00868)[0] o2(cpd00007)[0] => co2(cpd00011)[0] hgentis(cpd00426)[0]	N	N	Y	Y	rxn01827	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) Homogentisate[0]
34HPPt2m	3-(4-hydroxyphenyl)pyruvate mitochondrial transport via proton symport	h(cpd00067)[0] 34hpp(cpd00868)[0] => h(cpd00067)[1] 34hpp(cpd00868)[1]	Y	N	Y	Y	rxn09802	(1) H+[0] + (1) p-hydroxyphenylpyruvate[0] <=> (1) H+[1] + (1) p-hydroxyphenylpyruvate[1]
34HPPt2p	3-(4-hydroxyphenyl)pyruvate peroxisomal transport via proton symport	h(cpd00067)[0] 34hpp(cpd00868)[0] => 34hpp(cpd00868)[1] h(cpd00067)[1]	Y	N	Y	Y	rxn09802	(1) H+[0] + (1) p-hydroxyphenylpyruvate[0] <=> (1) H+[1] + (1) p-hydroxyphenylpyruvate[1]
3C3HMPt	2-Isopropylmalate transport, diffusion	3c3hmp(cpd01646)[0] => 3c3hmp(cpd01646)[1]	Y	N	Y	Y	rxn09801	(1) 2-Isopropylmalate[0] <=> (1) 2-Isopropylmalate[1]
3C3HMPtm	2-Isopropylmalate transport, diffusion, mitochondrial	3c3hmp(cpd01646)[0] => 3c3hmp(cpd01646)[1]	Y	N	Y	Y	rxn09801	(1) 2-Isopropylmalate[0] <=> (1) 2-Isopropylmalate[1]
3C4MOPtm	3-Carboxy-4-methyl-2-oxopentanoate transport, diffusion, mitochondrial	3c4mop(cpd02605)[0] => 3c4mop(cpd02605)[1]	Y	N	Y	Y	rxn09800	(1) 2-isopropyl-3-oxosuccinate[0] <=> (1) 2-isopropyl-3-oxosuccinate[1]
3DH5HPBMTm	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase, mitochondrial	amet(cpd00017)[0] 3dh5hpb(cpd03092)[0] => ahcys(cpd00019)[0] h(cpd00067)[0] 3hph5mb(cpd03151)[0]	N	N	Y	Y	rxn03224	(1) S-Adenosyl-L-methionine[0] + (1) 3-Hexaprenyl-4,5-dihydroxybenzoate[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 3-Hexaprenyl-4-hydroxy-5-methoxybenzoate[0]
3DH5HPBtm	3-Hexaprenyl-4,5-dihydroxybenzoate transport, mitochondrial	3dh5hpb(cpd03092)[0] => 3dh5hpb(cpd03092)[1]	Y	N	Y	Y	rxn13199	(1) 3-Hexaprenyl-4,5-dihydroxybenzoate[0] <=> (1) 3-Hexaprenyl-4,5-dihydroxybenzoate[1]
3DSPHR	3-Dehydrosphinganine reductase	h(cpd00067)[0] 3dsphgn(cpd01879)[0] nadph(cpd00005)[0] => nadp(cpd00006)[0] sphgn(cpd00623)[0]	N	N	Y	Y	rxn02134	(1) NADP[0] + (1) Sphinganine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-Dehydrosphinganine[0]
3HAO	3-hydroxyanthranilate 3,4-dioxygenase	o2(cpd00007)[0] 3hanthrn(cpd00483)[0] => h(cpd00067)[0] cmusa(cpd02692)[0]	N	N	Y	Y	rxn01927	(1) O2[0] + (1) 3-Hydroxyanthranilate[0] => (1) 2-Amino-3-carboxymuconate semialdehyde[0]
3HBCOAHL	3-hydroxyisobutyryl-CoA hydrolase	h2o(cpd00001)[0] 3hibutcoa(cpd02503)[0] => h(cpd00067)[0] 3hmp(cpd00876)[0] coa(cpd00010)[0]	N	N	Y	Y	rxn02406	(1) H2O[0] + (1) 3-Hydroxyisobutyryl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) 3-Hydroxyisobutyrate[0]
3HPH5MBDCm	3-Hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase, mitochondrial	3hph5mb(cpd03151)[0] => 2hp6mp(cpd03439)[0] co2(cpd00011)[0]	N	N	Y	Y	rxn04680	(1) H+[0] + (1) 3-Hexaprenyl-4-hydroxy-5-methoxybenzoate[0] => (1) CO2[0] + (1) 2-Hexaprenyl-6-methoxyphenol[0]
3MBALDt	3-methylbutanal transport (extracellular)	3mbald(cpd01000)[0] => 3mbald(cpd01000)[1]	Y	N	N	Y	frxn00001	
3MBALDtm	3-methylbutanal transport (mitochondrial)	3mbald(cpd01000)[0] => 3mbald(cpd01000)[1]	Y	N	N	Y	frxn00001	(1) Prenol[0] <=> (1) Prenol[1]
3MOBDC	3-Methyl-2-oxobutanoate decarboxylase	h(cpd00067)[0] 3mob(cpd00123)[0] => 2mppal(cpd16874)[0] co2(cpd00011)[0]	N	N	Y	Y	rxn13203	(1) H+[0] + (1) 3-Methyl-2-oxobutanoate[0] <= (1) CO2[0] + (1) 2-methylpropanal[0]
3MOBtm	3-methyl-2-oxobutanoate transport, diffusion, mitochondrial	3mob(cpd00123)[0] => 3mob(cpd00123)[1]	Y	N	Y	Y	rxn09799	(1) 3-Methyl-2-oxobutanoate[0] <=> (1) 3-Methyl-2-oxobutanoate[1]
3MOPDC	3-Methyl-2-oxopentanoate decarboxylase	h(cpd00067)[0] 3mop(cpd00508)[0] => 2mbald(cpd01499)[0] co2(cpd00011)[0]	N	N	Y	Y	rxn02748	(1) H+[0] + (1) 3MOP[0] => (1) CO2[0] + (1) 2-Methylbutanal[0]
3MOPt	3mop reversible trasport	3mop(cpd00508)[0] => 3mop(cpd00508)[1]	Y	N	Y	Y	rxn09798	(1) 3MOP[0] <=> (1) 3MOP[1]
3MOPtm	3-Methyl-2-oxopentanoate transport, diffusion, mitochondrial	3mop(cpd00508)[0] => 3mop(cpd00508)[1]	Y	N	Y	Y	rxn09798	(1) 3MOP[0] <=> (1) 3MOP[1]
3OPHB5Hm	3-Hexaprenyl-4,5-dihydroxybenzoate hydroxylase, mitochondrial	(0.5) o2(cpd00007)[0] 3ophb_5(cpd09429)[0] => 3dh5hpb(cpd03092)[0]	N	N	Y	Y	rxn13204	(0.5) O2[0] + (1) 3-Hexaprenyl-4-hydroxybenzoate[0] => (1) 3-Hexaprenyl-4,5-dihydroxybenzoate[0]
3OPHB_5tm	3-Octaprenyl-4-hydroxybenzoate mitochondrial transport	3ophb_5(cpd09429)[0] => 3ophb_5(cpd09429)[1]	Y	N	Y	Y	rxn13205	(1) 3-Hexaprenyl-4-hydroxybenzoate[0] <=> (1) 3-Hexaprenyl-4-hydroxybenzoate[1]
3SALACLHTF	3-Sulfino-L-alanine carboxy-lyase hypotaurine forming	h(cpd00067)[0] 3sala(cpd00467)[0] => co2(cpd00011)[0] hyptaur(cpd00406)[0]	N	N	Y	Y	rxn01784	(1) H+[0] + (1) 3-Sulfinoalanine[0] => (1) CO2[0] + (1) Hypotaurine[0]
3SALACLTF	3-Sulfo-L-alanine carboxy-lyase taurine-forming 	h(cpd00067)[0] Lcyst(cpd00395)[0] => co2(cpd00011)[0] taur(cpd00210)[0]	N	N	Y	Y	rxn01231	(1) H+[0] + (1) L-Cysteate[0] => (1) CO2[0] + (1) Taurine[0]
3SALADH	cysteinesulfinic acid dehydrogenase	h2o(cpd00001)[0] nad(cpd00003)[0] 3sala(cpd00467)[0] => nadh(cpd00004)[0] Lcyst(cpd00395)[0]	N	N	Y	Y	rxn01758	(1) NADH[0] + (1) H+[0] + (1) L-Cysteate[0] <=> (1) H2O[0] + (1) NAD[0] + (1) 3-Sulfinoalanine[0]
4ABUTNtm	4-aminobutanal mitochondrial transport via diffusion	4abutn(cpd00434)[0] => 4abutn(cpd00434)[1]	Y	N	Y	Y	rxn09796	(1) 4-Aminobutanal[0] <=> (1) 4-Aminobutanal[1]
4ABUTtm	4-aminobutanoate mitochondrial transport via diffusion	4abut(cpd00281)[0] => 4abut(cpd00281)[1]	Y	N	Y	Y	rxn08028	(1) GABA[0] <=> (1) GABA[1]
4ABZt	4-Aminobenzoate mitochondrial transport via diffusion	4abz(cpd00443)[0] => 4abz(cpd00443)[1]	Y	N	Y	Y	rxn09794	(1) ABEE[0] <=> (1) ABEE[1]
4ABZtm	4-Aminobenzoate mitochondrial transport via diffusion	4abz(cpd00443)[0] => 4abz(cpd00443)[1]	Y	N	Y	Y	rxn09794	(1) ABEE[0] <=> (1) ABEE[1]
4H2OGLTtm	4-hydroxy-2-oxoglutarate mitochondrial transport via diffusion	4h2oglt(cpd00830)[0] => 4h2oglt(cpd00830)[1]	Y	N	Y	Y	rxn09793	(1) 4-Hydroxy-2-oxoglutarate[0] <=> (1) 4-Hydroxy-2-oxoglutarate[1]
4H2OGLTtp	4-hydroxy-2-oxoglutarate peroxisomal transport via diffusion	4h2oglt(cpd00830)[0] => 4h2oglt(cpd00830)[1]	Y	N	Y	Y	rxn09793	(1) 4-Hydroxy-2-oxoglutarate[0] <=> (1) 4-Hydroxy-2-oxoglutarate[1]
4HBZCOAFm	4-hydroxybenzoyl-CoA formation	h2o(cpd00001)[0] nad(cpd00003)[0] coa(cpd00010)[0] coucoa(cpd00192)[0] => h(cpd00067)[0] nadh(cpd00004)[0] 4hbzcoa(cpd01892)[0] accoa(cpd00022)[0]	N	N	Y	Y	rxn15780	(1) H2O[0] + (1) NAD[0] + (1) CoA[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADH[0] + (1) Acetyl-CoA[0] + (1) H+[0] + (1) 4-Hydroxybenzoyl-CoA[0]
4HBZFm	4-hydroxybenzoate formation	h2o(cpd00001)[0] 4hbzcoa(cpd01892)[0] => h(cpd00067)[0] coa(cpd00010)[0] 4hbz(cpd00136)[0]	N	N	Y	Y	rxn00965	(1) H2O[0] + (1) 4-Hydroxybenzoyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0]
4HBZtm	4-Hydroxybenzoate mitochondrial transport	4hbz(cpd00136)[0] => 4hbz(cpd00136)[1]	Y	N	Y	Y	rxn09792	(1) 4-Hydroxybenzoate[0] <=> (1) 4-Hydroxybenzoate[1]
4HDBHPT	4-hydroxybenzoate hexaprenyltransferase	4hbz(cpd00136)[0] hexdp(cpd00906)[0] => 3ophb_5(cpd09429)[0] ppi(cpd00012)[0]	N	N	Y	Y	rxn03894	(1) 4-Hydroxybenzoate[0] + (1) all-trans-Hexaprenyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) 3-Hexaprenyl-4-hydroxybenzoate[0]
4HGLSDm	L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial	h2o(cpd00001)[0] nad(cpd00003)[0] 4hglusa(cpd03530)[0] => (2) h(cpd00067)[0] nadh(cpd00004)[0] e4hglu(cpd19042)[0]	N	N	Y	Y	rxn30330	(1) H2O[0] + (1) NAD[0] + (1) L-4-Hydroxyglutamatesemialdehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) L-erythro-4-Hydroxyglutamate[0]
4HPRO-LTtm	trans-4-hydroxy-L-proline mitochondrial transport via diffusion	4hpro-LT(cpd00851)[0] => 4hpro-LT(cpd00851)[1]	Y	N	Y	Y	rxn09791	(1) trans-4-Hydroxy-L-proline[0] <=> (1) trans-4-Hydroxy-L-proline[1]
4HTHRS	4-Hydroxy-L-threonine synthase	h2o(cpd00001)[0] phthr(cpd03607)[0] => pi(cpd00009)[0] 4hthr(cpd03608)[0]	N	N	Y	Y	rxn03446	(1) H2O[0] + (1) 4-(Phosphonooxy)-threonine[0] <=> (1) Phosphate[0] + (1) 4-Hydroxy-L-threonine[0]
4MOPDC	4-Methyl-2-oxopentanoate decarboxylase	h(cpd00067)[0] 4mop(cpd00200)[0] => co2(cpd00011)[0] 3mbald(cpd01000)[0]	N	N	N	Y	frxn00002	
4PERNADOR	4-phospho-D-erythronate:NAD+ 2-oxidoreductase	nad(cpd00003)[0] 4per(cpd02147)[0] => h(cpd00067)[0] nadh(cpd00004)[0] ohpb(cpd03606)[0]	N	N	Y	Y	rxn02939	(1) NAD[0] + (1) 4-Phosphoerythronate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Oxo-3-hydroxy-4-phosphobutanoate[0]
5AOPt2	5-Aminolevulinate transport in via proton symport	h(cpd00067)[0] 5aop(cpd00338)[0] => h(cpd00067)[1] 5aop(cpd00338)[1]	Y	N	Y	Y	rxn09702	(1) H+[1] + (1) 5-Aminolevulinate[1] <=> (1) H+[0] + (1) 5-Aminolevulinate[0]
5AOPtm	5-Aminolevulinate mitochondrial transport	5aop(cpd00338)[0] => 5aop(cpd00338)[1]	Y	N	Y	Y	rxn09790	(1) 5-Aminolevulinate[0] <=> (1) 5-Aminolevulinate[1]
5FTHFtm	5-Formyltetrahydrofolate transport	5fthf(cpd02197)[0] => 5fthf(cpd02197)[1]	Y	N	Y	Y	rxn32628	(1) 5-Formyltetrahydrofolate[0] <=> (1) 5-Formyltetrahydrofolate[1]
5HXIUAH	5-hydroxyisourate amidohydrolase	h2o(cpd00001)[0] 5hoxiu(cpd08625)[0] => 5hox2o4u25dh5c(cpd09027)[0]	N	N	Y	Y	rxn04453	(1) H2O[0] + (1) 5-Hydroxyisourate[0] => (1) H+[0] + (1) 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate[0]
8AONNt2	8-Amino-7-oxononanoate reversible transport via proton symport	h(cpd00067)[0] 8aonn(cpd00800)[0] => h(cpd00067)[1] 8aonn(cpd00800)[1]	Y	N	Y	Y	rxn09701	(1) H+[1] + (1) 8-Amino-7-oxononanoate[1] <=> (1) H+[0] + (1) 8-Amino-7-oxononanoate[0]
AABTN	4-acetamidobutyrate deacetylase	h2o(cpd00001)[0] 4aabutn(cpd01889)[0] => 4abut(cpd00281)[0] ac(cpd00029)[0]	N	N	Y	Y	rxn01460	(1) Acetate[0] + (1) GABA[0] <=> (1) H2O[0] + (1) 4-Acetamidobutanoate[0]
AACOAtm	Acetoacetyl-CoA transport	aacoa(cpd00279)[0] => aacoa(cpd00279)[1]	Y	N	Y	Y	rxn31567	(1) Acetoacetyl-CoA[0] <=> (1) Acetoacetyl-CoA[1]
AACTOOR	Aminoacetoneoxygen oxidoreductase deaminating flavin containing 	h2o(cpd00001)[0] o2(cpd00007)[0] aact(cpd01298)[0] => h2o2(cpd00025)[0] mthgxl(cpd00428)[0] nh4(cpd00013)[0]	N	N	Y	Y	rxn01833	(1) H2O[0] + (1) O2[0] + (1) Aminoacetone[0] => (1) NH3[0] + (1) H2O2[0] + (1) 2-Oxopropanal[0]
AASAD1	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	h(cpd00067)[0] nadph(cpd00005)[0] L2aadp(cpd00705)[0] atp(cpd00002)[0] => nadp(cpd00006)[0] L2aadp6sa(cpd01046)[0] amp(cpd00018)[0] ppi(cpd00012)[0]	N	N	Y	Y	rxn41952	(1) NADP[0] + (1) PPi[0] + (1) AMP[0] + (1) Allysine[0] <=> (1) ATP[0] + (1) NADPH[0] + (1) L-2-Aminoadipate[0]
AASAD2	L-aminoadipate-semialdehyde dehydrogenase (NADH)	h(cpd00067)[0] nadh(cpd00004)[0] L2aadp(cpd00705)[0] atp(cpd00002)[0] => nad(cpd00003)[0] L2aadp6sa(cpd01046)[0] amp(cpd00018)[0] ppi(cpd00012)[0]	N	N	N	Y	frxn00003	
AATA	2-aminoadipate transaminase	2oxoadp(cpd00269)[0] glu-L(cpd00023)[0] => L2aadp(cpd00705)[0] akg(cpd00024)[0]	N	N	Y	Y	rxn01423	(1) 2-Oxoglutarate[0] + (1) L-2-Aminoadipate[0] <=> (1) L-Glutamate[0] + (1) 2-Oxoadipate[0]
ABTA	4-aminobutyrate transaminase	4abut(cpd00281)[0] akg(cpd00024)[0] => glu-L(cpd00023)[0] sucsal(cpd00199)[0]	N	N	Y	Y	rxn01204	(1) 2-Oxoglutarate[0] + (1) GABA[0] <=> (1) L-Glutamate[0] + (1) 4-Oxobutanoate[0]
ABTt	L-arabinitol transport via passive diffusion	abt(cpd00417)[0] => abt(cpd00417)[1]	Y	N	Y	Y	rxn05483	(1) L-Lyxitol[1] <=> (1) L-Lyxitol[0]
ABUTDm	Aminobutyraldehyde dehydrogenase, mitochondrial	h2o(cpd00001)[0] nad(cpd00003)[0] 4abutn(cpd00434)[0] => (2) h(cpd00067)[0] nadh(cpd00004)[0] 4abut(cpd00281)[0]	N	N	Y	Y	rxn01851	(1) H2O[0] + (1) NAD[0] + (1) 4-Aminobutanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) GABA[0]
ABUTt2r	4-aminobutyrate reversible transport in via proton symport	h(cpd00067)[0] 4abut(cpd00281)[0] => h(cpd00067)[1] 4abut(cpd00281)[1]	Y	N	Y	Y	rxn05564	(1) H+[1] + (1) GABA[1] <=> (1) H+[0] + (1) GABA[0]
ACACT1	acetyl-CoA C-acetyltransferase	(2) accoa(cpd00022)[0] => coa(cpd00010)[0] aacoa(cpd00279)[0]	N	N	Y	Y	rxn00178	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]
ACACT1m	acetyl-CoA C-acetyltransferase, mitochondrial	(2) accoa(cpd00022)[0] => coa(cpd00010)[0] aacoa(cpd00279)[0]	N	N	Y	Y	rxn00178	(2) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetoacetyl-CoA[0]
ACACT4p	acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal	3odcoa(cpd03119)[0] coa(cpd00010)[0] => accoa(cpd00022)[0] occoa(cpd01335)[0]	N	N	Y	Y	rxn02680	(1) Acetyl-CoA[0] + (1) Octanoyl-CoA[0] <=> (1) CoA[0] + (1) 3-Oxodecanoyl-CoA[0]
ACACT5p	acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal	coa(cpd00010)[0] 3oddcoa(cpd03117)[0] => accoa(cpd00022)[0] dcacoa(cpd03128)[0]	N	N	Y	Y	rxn03243	(1) Acetyl-CoA[0] + (1) Decanoyl-CoA[0] <=> (1) CoA[0] + (1) 3-Oxododecanoyl-CoA[0]
ACACT6p	acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal	coa(cpd00010)[0] 3otdcoa(cpd12689)[0] => accoa(cpd00022)[0] ddcacoa(cpd01260)[0]	N	N	Y	Y	rxn06510	(1) Acetyl-CoA[0] + (1) Lauroyl-CoA[0] <=> (1) CoA[0] + (1) 3-Oxotetradecanoyl-CoA[0]
ACACT7p	acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal	coa(cpd00010)[0] 3ohdcoa(cpd03114)[0] => accoa(cpd00022)[0] tdcoa(cpd01695)[0]	N	N	Y	Y	rxn02804	(1) Acetyl-CoA[0] + (1) Myristoyl-CoA[0] <=> (1) CoA[0] + (1) 3-Oxopalmitoyl-CoA[0]
ACACT8p	acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal	coa(cpd00010)[0] 3ohodcoa(cpd14935)[0] => accoa(cpd00022)[0] pmtcoa(cpd00134)[0]	N	N	Y	Y	rxn08767	(1) CoA[0] + (1) 3-Oxostearoyl-CoA[0] <=> (1) Acetyl-CoA[0] + (1) Palmitoyl-CoA[0]
ACACT9p	acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal	coa(cpd00010)[0] 3ohxncoa(cpd03123)[0] => accoa(cpd00022)[0] ttccoa(cpd29705)[0]	N	N	N	Y	frxn00004	
ACACTDC10p	acetyl-CoA C-acetyltransferase (decanedioyl-CoA), peroxisomal	coa(cpd00010)[0] oxo-C10DC-coa[0] => accoa(cpd00022)[0] C8DC-coa[0]	N	N	N	N	frxn00005	
ACACTDC12p	acetyl-CoA C-acetyltransferase (dodecanedioyl-CoA), peroxisomal	coa(cpd00010)[0] oxo-C12DC-coa[0] => accoa(cpd00022)[0] C10DC-coa[0]	N	N	N	N	frxn00006	
ACACTDC14p	acetyl-CoA C-acetyltransferase (tetradecanedioyl-CoA), peroxisomal	coa(cpd00010)[0] oxo-C14DC-coa[0] => accoa(cpd00022)[0] C12DC-coa[0]	N	N	N	N	frxn00007	
ACACTDC16p	acetyl-CoA C-acetyltransferase (hexadecanedioyl-CoA), peroxisomal	coa(cpd00010)[0] oxo-C16DC-coa[0] => accoa(cpd00022)[0] C14DC-coa[0]	N	N	N	N	frxn00008	
ACACTDC6p	acetyl-CoA C-acetyltransferase (adipoyl-CoA), peroxisomal	coa(cpd00010)[0] oxo-C6DC-coa[0] => accoa(cpd00022)[0] succoa(cpd00078)[0]	N	N	N	N	frxn00009	
ACACTDC8p	acetyl-CoA C-acetyltransferase (octanedioyl-CoA), peroxisomal	coa(cpd00010)[0] oxo-C8DC-coa[0] => accoa(cpd00022)[0] C6DC-coa[0]	N	N	N	N	frxn00010	
ACALDCD	Acetaldehyde condensation	(2) acald(cpd00071)[0] => actn-R(cpd19008)[0]	N	N	N	Y	frxn00011	
ACALDt	acetaldehyde reversible transport	acald(cpd00071)[0] => acald(cpd00071)[1]	Y	N	Y	Y	rxn08032	(1) Acetaldehyde[0] <=> (1) Acetaldehyde[1]
ACALDtm	acetaldehyde mitochondrial diffusion	acald(cpd00071)[0] => acald(cpd00071)[1]	Y	N	Y	Y	rxn08032	(1) Acetaldehyde[0] <=> (1) Acetaldehyde[1]
