complex_id	complex_name	complex_source	complex_type	role_id	role_name	role_type	role_source	role_aliases	role_exemplar	type	triggering	optional
cpx.13	cpx.13	ModelSEED	SEED_role_complex	fr.1957	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	SEED_role	SEED	searchname:acyl-coadehydrogenase,short-chainspecific(ec)	null	role_mapping	1	0
cpx.14	cpx.14	ModelSEED	SEED_role_complex	fr.7036	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	SEED_role	SEED	searchname:o-acetylhomoserinesulfhydrylase(ec)	null	role_mapping	1	0
cpx.15	cpx.15	ModelSEED	SEED_role_complex	fr.2541	Adenosylcobinamide amidohydrolase (EC 3.5.1.90)	SEED_role	SEED	searchname:adenosylcobinamideamidohydrolase(ec)	null	role_mapping	1	0
cpx.17	cpx.17	ModelSEED	SEED_role_complex	fr.6131	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.-)	SEED_role	SEED	searchname:udp-n-acetyl-d-mannosaminedehydrogenase(ec)	null	role_mapping	1	0
cpx.18	cpx.18	ModelSEED	SEED_role_complex	fr.4993	Poly(glycerophosphate chain) D-alanine transfer protein DltD	SEED_role	SEED	searchname:poly(glycerophosphatechain)d-alaninetransferproteindltd	null	role_mapping	1	0
cpx.19	cpx.19	ModelSEED	SEED_role_complex	fr.4000	Lysophospholipase L2 (EC 3.1.1.5)	SEED_role	SEED	searchname:lysophospholipasel2(ec)	null	role_mapping	1	0
cpx.20	cpx.20	ModelSEED	SEED_role_complex	fr.7503	Lysophospholipase (EC 3.1.1.5)	SEED_role	SEED	searchname:lysophospholipase(ec)	null	role_mapping	1	0
cpx.21	cpx.21	ModelSEED	SEED_role_complex	fr.2935	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	SEED_role	SEED	searchname:glucosamine-1-phosphaten-acetyltransferase(ec)	null	role_mapping	1	0
cpx.21	cpx.21	ModelSEED	SEED_role_complex	fr.2936	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	SEED_role	SEED	searchname:n-acetylglucosamine-1-phosphateuridyltransferase(ec)	null	role_mapping	1	0
cpx.22	cpx.22	ModelSEED	SEED_role_complex	fr.5893	Argininosuccinate lyase (EC 4.3.2.1)	SEED_role	SEED	searchname:argininosuccinatelyase(ec)	null	role_mapping	1	0
cpx.23	cpx.23	ModelSEED	SEED_role_complex	fr.9236	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	SEED_role	SEED	searchname:4-carboxymuconolactonedecarboxylase(ec)	null	role_mapping	1	0
cpx.24	cpx.24	ModelSEED	SEED_role_complex	fr.1615	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainf(ec)	null	role_mapping	1	0
cpx.25	cpx.25	ModelSEED	SEED_role_complex	fr.2284	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechaini(ec)	null	role_mapping	1	0
cpx.26	cpx.26	ModelSEED	SEED_role_complex	fr.2285	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainh(ec)	null	role_mapping	1	0
cpx.27	cpx.27	ModelSEED	SEED_role_complex	fr.2282	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechaink(ec)	null	role_mapping	1	0
cpx.28	cpx.28	ModelSEED	SEED_role_complex	fr.2280	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainm(ec)	null	role_mapping	1	0
cpx.29	cpx.29	ModelSEED	SEED_role_complex	fr.2287	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechaine(ec)	null	role_mapping	1	0
cpx.30	cpx.30	ModelSEED	SEED_role_complex	fr.2290	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainb(ec)	null	role_mapping	1	0
cpx.31	cpx.31	ModelSEED	SEED_role_complex	fr.2283	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainj(ec)	null	role_mapping	1	0
cpx.32	cpx.32	ModelSEED	SEED_role_complex	fr.2291	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	SEED_role	SEED	searchname:nadhubiquinoneoxidoreductasechaina(ec)	null	role_mapping	1	0
cpx.33	cpx.33	ModelSEED	SEED_role_complex	fr.2281	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainl(ec)	null	role_mapping	1	0
cpx.34	cpx.34	ModelSEED	SEED_role_complex	fr.2279	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechainn(ec)	null	role_mapping	1	0
cpx.35	cpx.35	ModelSEED	SEED_role_complex	fr.1997	NADH dehydrogenase (EC 1.6.99.3)	SEED_role	SEED	searchname:nadhdehydrogenase(ec)	null	role_mapping	1	0
cpx.36	cpx.36	ModelSEED	SEED_role_complex	fr.2289	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechaind(ec)	null	role_mapping	1	0
cpx.37	cpx.37	ModelSEED	SEED_role_complex	fr.2286	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	SEED_role	SEED	searchname:nadh-ubiquinoneoxidoreductasechaing(ec)	null	role_mapping	1	0
cpx.38	cpx.38	ModelSEED	SEED_role_complex	fr.5346	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	SEED_role	SEED	searchname:1-acyl-sn-glycerol-3-phosphateacyltransferase(ec)	null	role_mapping	1	0
cpx.39	cpx.39	ModelSEED	SEED_role_complex	fr.168	Xylulose kinase (EC 2.7.1.17)	SEED_role	SEED	searchname:xylulosekinase(ec)	null	role_mapping	1	0
cpx.40	cpx.40	ModelSEED	SEED_role_complex	fr.1527	N-acetyl-lysine aminotransferase (EC 2.6.1.-)	SEED_role	SEED	searchname:n-acetyl-lysineaminotransferase(ec)	null	role_mapping	1	0
cpx.41	cpx.41	ModelSEED	SEED_role_complex	fr.2320	D-galactarate permease	SEED_role	SEED	searchname:d-galactaratepermease	null	role_mapping	1	0
cpx.42	cpx.42	ModelSEED	SEED_role_complex	fr.2311	D-glucarate permease	SEED_role	SEED	searchname:d-glucaratepermease	null	role_mapping	1	0
cpx.43	cpx.43	ModelSEED	SEED_role_complex	fr.9922	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	SEED_role	SEED	searchname:glycerol-3-phosphateacyltransferase(ec)	null	role_mapping	1	0
cpx.44	cpx.44	ModelSEED	SEED_role_complex	fr.9923	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	SEED_role	SEED	searchname:acyl-phosphate:glycerol-3-phosphateo-acyltransferaseplsy	null	role_mapping	1	0
cpx.45	cpx.45	ModelSEED	SEED_role_complex	fr.6967	Phosphate:acyl-ACP acyltransferase PlsX	SEED_role	SEED	searchname:phosphate:acyl-acpacyltransferaseplsx	null	role_mapping	1	0
cpx.46	cpx.46	ModelSEED	SEED_role_complex	fr.10821	Sulfur carrier protein adenylyltransferase ThiF	SEED_role	SEED	searchname:sulfurcarrierproteinadenylyltransferasethif	null	role_mapping	1	0
cpx.47	cpx.47	ModelSEED	SEED_role_complex	fr.3651	Uridine kinase (EC 2.7.1.48) [C1]	SEED_role	SEED	searchname:uridinekinase(ec)[c1]	null	role_mapping	1	0
cpx.48	cpx.48	ModelSEED	SEED_role_complex	fr.671	Lipopolysaccharide core biosynthesis protein RfaZ	SEED_role	SEED	searchname:lipopolysaccharidecorebiosynthesisproteinrfaz	null	role_mapping	1	0
cpx.49	cpx.49	ModelSEED	SEED_role_complex	fr.1387	Acetate kinase (EC 2.7.2.1)	SEED_role	SEED	searchname:acetatekinase(ec)	null	role_mapping	1	0
cpx.50	cpx.50	ModelSEED	SEED_role_complex	fr.3313	Low-specificity L-threonine aldolase (EC 4.1.2.5)	SEED_role	SEED	searchname:low-specificityl-threoninealdolase(ec)	null	role_mapping	1	0
cpx.51	cpx.51	ModelSEED	SEED_role_complex	fr.2388	C4-dicarboxylate transporter DcuB	SEED_role	SEED	searchname:c4-dicarboxylatetransporterdcub	null	role_mapping	1	0
cpx.51	cpx.51	ModelSEED	SEED_role_complex	fr.2390	C4-dicarboxylate transporter DcuA	SEED_role	SEED	searchname:c4-dicarboxylatetransporterdcua	null	role_mapping	1	0
cpx.52	cpx.52	ModelSEED	SEED_role_complex	fr.9211	Solanesyl diphosphate synthase (EC 2.5.1.11)	SEED_role	SEED	searchname:solanesyldiphosphatesynthase(ec)	null	role_mapping	1	0
cpx.53	cpx.53	ModelSEED	SEED_role_complex	fr.6398	Octaprenyl diphosphate synthase (EC 2.5.1.90)	SEED_role	SEED	searchname:octaprenyldiphosphatesynthase(ec)	null	role_mapping	1	0
cpx.54	cpx.54	ModelSEED	SEED_role_complex	fr.7556	Polyhydroxyalkanoic acid synthase	SEED_role	SEED	searchname:polyhydroxyalkanoicacidsynthase	null	role_mapping	1	0
cpx.55	cpx.55	ModelSEED	SEED_role_complex	fr.5951	Choline dehydrogenase (EC 1.1.99.1)	SEED_role	SEED	searchname:cholinedehydrogenase(ec)	null	role_mapping	1	0
cpx.57	cpx.57	ModelSEED	SEED_role_complex	fr.2220	Oligopeptide transport ATP-binding protein oppF (TC 3.A.1.5.1)	SEED_role	SEED	searchname:oligopeptidetransportatp-bindingproteinoppf(tc3.a.1.5.1)	null	role_mapping	1	0
cpx.62	cpx.62	ModelSEED	SEED_role_complex	fr.2218	Oligopeptide transport system permease protein oppC (TC 3.A.1.5.1)	SEED_role	SEED	searchname:oligopeptidetransportsystempermeaseproteinoppc(tc3.a.1.5.1)	null	role_mapping	1	0
cpx.64	cpx.64	ModelSEED	SEED_role_complex	fr.2219	Oligopeptide transport ATP-binding protein oppD (TC 3.A.1.5.1)	SEED_role	SEED	searchname:oligopeptidetransportatp-bindingproteinoppd(tc3.a.1.5.1)	null	role_mapping	1	0
cpx.65	cpx.65	ModelSEED	SEED_role_complex	fr.2342	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	SEED_role	SEED	searchname:dipeptide-bindingabctransporter,periplasmicsubstrate-bindingcomponent(tc3.a.1.5.2)	null	role_mapping	1	0
cpx.67	cpx.67	ModelSEED	SEED_role_complex	fr.2216	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein oppA (TC 3.A.1.5.1)	SEED_role	SEED	searchname:oligopeptideabctransporter,periplasmicoligopeptide-bindingproteinoppa(tc3.a.1.5.1)	null	role_mapping	1	0
cpx.68	cpx.68	ModelSEED	SEED_role_complex	fr.2609	Magnesium citrate secondary transporter	SEED_role	SEED	searchname:magnesiumcitratesecondarytransporter	null	role_mapping	1	0
cpx.69	cpx.69	ModelSEED	SEED_role_complex	fr.4432	Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)	SEED_role	SEED	searchname:succinylglutamicsemialdehydedehydrogenase(ec)	null	role_mapping	1	0
cpx.70	cpx.70	ModelSEED	SEED_role_complex	fr.6604	Maltodextrin phosphorylase (EC 2.4.1.1)	SEED_role	SEED	searchname:maltodextrinphosphorylase(ec)	null	role_mapping	1	0
cpx.71	cpx.71	ModelSEED	SEED_role_complex	fr.5208	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	SEED_role	SEED	searchname:acyl-[acyl-carrier-protein]--udp-n-acetylglucosamineo-acyltransferase(ec)	null	role_mapping	1	0
cpx.72	cpx.72	ModelSEED	SEED_role_complex	fr.150	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	SEED_role	SEED	searchname:isocitratedehydrogenase[nadp](ec)	null	role_mapping	1	0
cpx.73	cpx.73	ModelSEED	SEED_role_complex	fr.6657	Pyridoxal kinase (EC 2.7.1.35)	SEED_role	SEED	searchname:pyridoxalkinase(ec)	null	role_mapping	1	0
cpx.74	cpx.74	ModelSEED	SEED_role_complex	fr.2919	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	SEED_role	SEED	searchname:n-acetylmannosamine-6-phosphate2-epimerase(ec)	null	role_mapping	1	0
cpx.75	cpx.75	ModelSEED	SEED_role_complex	fr.1624	Thiazole biosynthesis protein ThiH	SEED_role	SEED	searchname:thiazolebiosynthesisproteinthih	null	role_mapping	1	0
cpx.76	cpx.76	ModelSEED	SEED_role_complex	fr.8427	Thiazole biosynthesis protein ThiG	SEED_role	SEED	searchname:thiazolebiosynthesisproteinthig	null	role_mapping	1	0
cpx.77	cpx.77	ModelSEED	SEED_role_complex	fr.2330	Branched-chain amino acid transport ATP-binding protein livF (TC 3.A.1.4.1)	SEED_role	SEED	searchname:branched-chainaminoacidtransportatp-bindingproteinlivf(tc3.a.1.4.1)	null	role_mapping	1	0
cpx.78	cpx.78	ModelSEED	SEED_role_complex	fr.2335	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	SEED_role	SEED	searchname:branched-chainaminoacidabctransporter,aminoacid-bindingprotein(tc3.a.1.4.1)	null	role_mapping	1	0
cpx.79	cpx.79	ModelSEED	SEED_role_complex	fr.2332	Branched-chain amino acid transport system permease protein livM (TC 3.A.1.4.1)	SEED_role	SEED	searchname:branched-chainaminoacidtransportsystempermeaseproteinlivm(tc3.a.1.4.1)	null	role_mapping	1	0
cpx.80	cpx.80	ModelSEED	SEED_role_complex	fr.2331	Branched-chain amino acid transport ATP-binding protein livG (TC 3.A.1.4.1)	SEED_role	SEED	searchname:branched-chainaminoacidtransportatp-bindingproteinlivg(tc3.a.1.4.1)	null	role_mapping	1	0
cpx.81	cpx.81	ModelSEED	SEED_role_complex	fr.2333	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)	SEED_role	SEED	searchname:high-affinitybranched-chainaminoacidtransportsystempermeaseproteinlivh(tc3.a.1.4.1)	null	role_mapping	1	0
cpx.82	cpx.82	ModelSEED	SEED_role_complex	fr.8648	Dihydroxyacetone kinase, ATP-dependent (EC 2.7.1.29)	SEED_role	SEED	searchname:dihydroxyacetonekinase,atp-dependent(ec)	null	role_mapping	1	0
cpx.83	cpx.83	ModelSEED	SEED_role_complex	fr.9292	Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	SEED_role	SEED	searchname:putativedihydroxyacetonekinase(ec),adp-bindingsubunit	null	role_mapping	1	0
cpx.84	cpx.84	ModelSEED	SEED_role_complex	fr.9291	Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	SEED_role	SEED	searchname:putativedihydroxyacetonekinase(ec),dihydroxyacetonebindingsubunit	null	role_mapping	1	0
cpx.85	cpx.85	ModelSEED	SEED_role_complex	fr.11177	Ornithine transporter	SEED_role	SEED	searchname:ornithinetransporter	null	role_mapping	1	0
cpx.86	cpx.86	ModelSEED	SEED_role_complex	fr.5962	Sarcosine oxidase beta subunit (EC 1.5.3.1)	SEED_role	SEED	searchname:sarcosineoxidasebetasubunit(ec)	null	role_mapping	1	0
cpx.86	cpx.86	ModelSEED	SEED_role_complex	fr.5961	Sarcosine oxidase alpha subunit (EC 1.5.3.1)	SEED_role	SEED	searchname:sarcosineoxidasealphasubunit(ec)	null	role_mapping	1	0
cpx.87	cpx.87	ModelSEED	SEED_role_complex	fr.3556	Sucrose-6-phosphate hydrolase (EC 3.2.1.B3)	SEED_role	SEED	searchname:sucrose-6-phosphatehydrolase(ec3.2.1.b3)	null	role_mapping	1	0
cpx.88	cpx.88	ModelSEED	SEED_role_complex	fr.4745	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	SEED_role	SEED	searchname:enoyl-[acyl-carrier-protein]reductase[nadph](ec)	null	role_mapping	1	0
cpx.89	cpx.89	ModelSEED	SEED_role_complex	fr.3954	2-methylisocitrate dehydratase (EC 4.2.1.99)	SEED_role	SEED	searchname:2-methylisocitratedehydratase(ec)	null	role_mapping	1	0
cpx.90	cpx.90	ModelSEED	SEED_role_complex	fr.1645	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	SEED_role	SEED	searchname:anaerobicdimethylsulfoxidereductasechainb(ec)	null	role_mapping	1	0
cpx.90	cpx.90	ModelSEED	SEED_role_complex	fr.1947	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	SEED_role	SEED	searchname:anaerobicdimethylsulfoxidereductasechainc(ec)	null	role_mapping	1	0
cpx.90	cpx.90	ModelSEED	SEED_role_complex	fr.1946	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	SEED_role	SEED	searchname:anaerobicdimethylsulfoxidereductasechaina(ec)	null	role_mapping	1	0
cpx.91	cpx.91	ModelSEED	SEED_role_complex	fr.2368	Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)	SEED_role	SEED	searchname:riboseabctransportsystem,atp-bindingproteinrbsa(tc3.a.1.2.1)	null	role_mapping	1	0
cpx.91	cpx.91	ModelSEED	SEED_role_complex	fr.2370	Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	SEED_role	SEED	searchname:riboseabctransportsystem,periplasmicribose-bindingproteinrbsb(tc3.a.1.2.1)	null	role_mapping	1	0
cpx.91	cpx.91	ModelSEED	SEED_role_complex	fr.2369	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	SEED_role	SEED	searchname:riboseabctransportsystem,permeaseproteinrbsc(tc3.a.1.2.1)	null	role_mapping	1	0
cpx.91	cpx.91	ModelSEED	SEED_role_complex	fr.2367	Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)	SEED_role	SEED	searchname:riboseabctransportsystem,highaffinitypermeaserbsd(tc3.a.1.2.1)	null	role_mapping	1	0
cpx.92	cpx.92	ModelSEED	SEED_role_complex	fr.3524	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	SEED_role	SEED	searchname:3-hydroxydecanoyl-[acyl-carrier-protein]dehydratase(ec)	null	role_mapping	1	0
cpx.93	cpx.93	ModelSEED	SEED_role_complex	fr.1418	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	SEED_role	SEED	searchname:(3r)-hydroxymyristoyl-[acylcarrierprotein]dehydratase(ec)	null	role_mapping	1	0
cpx.94	cpx.94	ModelSEED	SEED_role_complex	fr.3201	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	SEED_role	SEED	searchname:2-c-methyl-d-erythritol2,4-cyclodiphosphatesynthase(ec)	null	role_mapping	1	0
cpx.95	cpx.95	ModelSEED	SEED_role_complex	fr.2992	Cobalt-precorrin-6x reductase (EC 1.3.1.54)	SEED_role	SEED	searchname:cobalt-precorrin-6xreductase(ec)	null	role_mapping	1	0
cpx.96	cpx.96	ModelSEED	SEED_role_complex	fr.285	Carnitinyl-CoA dehydratase (EC 4.2.1.-)	SEED_role	SEED	searchname:carnitinyl-coadehydratase(ec)	null	role_mapping	1	0
cpx.97	cpx.97	ModelSEED	SEED_role_complex	fr.2512	Magnesium transporter	SEED_role	SEED	searchname:magnesiumtransporter	null	role_mapping	1	0
cpx.98	cpx.98	ModelSEED	SEED_role_complex	fr.2433	Magnesium and cobalt transport protein CorA	SEED_role	SEED	searchname:magnesiumandcobalttransportproteincora	null	role_mapping	1	0
cpx.99	cpx.99	ModelSEED	SEED_role_complex	fr.3148	Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8)	SEED_role	SEED	searchname:acetyl-coa:acetoacetyl-coatransferase,alphasubunit(ec)	null	role_mapping	1	0
cpx.99	cpx.99	ModelSEED	SEED_role_complex	fr.3147	Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)	SEED_role	SEED	searchname:acetyl-coa:acetoacetyl-coatransferase,betasubunit(ec)	null	role_mapping	1	0
cpx.100	cpx.100	ModelSEED	SEED_role_complex	fr.4234	Beta-galactosidase large subunit (EC 3.2.1.23)	SEED_role	SEED	searchname:beta-galactosidaselargesubunit(ec)	null	role_mapping	1	0
cpx.101	cpx.101	ModelSEED	SEED_role_complex	fr.4210	Beta-galactosidase (EC 3.2.1.23)	SEED_role	SEED	searchname:beta-galactosidase(ec)	null	role_mapping	1	0
cpx.102	cpx.102	ModelSEED	SEED_role_complex	fr.4233	Beta-galactosidase small subunit (EC 3.2.1.23)	SEED_role	SEED	searchname:beta-galactosidasesmallsubunit(ec)	null	role_mapping	1	0
cpx.103	cpx.103	ModelSEED	SEED_role_complex	fr.3141	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	SEED_role	SEED	searchname:3-hydroxybutyryl-coaepimerase(ec)	null	role_mapping	1	0
cpx.104	cpx.104	ModelSEED	SEED_role_complex	fr.4258	Trehalose synthase (EC 5.4.99.16)	SEED_role	SEED	searchname:trehalosesynthase(ec)	null	role_mapping	1	0
cpx.105	cpx.105	ModelSEED	SEED_role_complex	fr.8585	Succinyl-CoA ligase [GDP-forming] beta chain (EC 6.2.1.4)	SEED_role	SEED	searchname:succinyl-coaligase[gdp-forming]betachain(ec)	null	role_mapping	1	0
cpx.106	cpx.106	ModelSEED	SEED_role_complex	fr.2413	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	SEED_role	SEED	searchname:succinatedehydrogenaseflavoproteinsubunit(ec)	null	role_mapping	1	0
cpx.107	cpx.107	ModelSEED	SEED_role_complex	fr.9165	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	SEED_role	SEED	searchname:fumaratereductaseflavoproteinsubunit(ec)	null	role_mapping	1	0
cpx.107	cpx.107	ModelSEED	SEED_role_complex	fr.7617	Fumarate reductase subunit D	SEED_role	SEED	searchname:fumaratereductasesubunitd	null	role_mapping	1	0
cpx.107	cpx.107	ModelSEED	SEED_role_complex	fr.9157	Succinate dehydrogenase hydrophobic membrane anchor protein	SEED_role	SEED	searchname:succinatedehydrogenasehydrophobicmembraneanchorprotein	null	role_mapping	1	0
cpx.107	cpx.107	ModelSEED	SEED_role_complex	fr.2412	Succinate dehydrogenase cytochrome b558 subunit	SEED_role	SEED	searchname:succinatedehydrogenasecytochromeb558subunit	null	role_mapping	1	0
cpx.107	cpx.107	ModelSEED	SEED_role_complex	fr.9156	Succinate dehydrogenase cytochrome b-556 subunit	SEED_role	SEED	searchname:succinatedehydrogenasecytochromeb-556subunit	null	role_mapping	1	0
cpx.107	cpx.107	ModelSEED	SEED_role_complex	fr.7616	Fumarate reductase subunit C	SEED_role	SEED	searchname:fumaratereductasesubunitc	null	role_mapping	1	0
cpx.108	cpx.108	ModelSEED	SEED_role_complex	fr.2413	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	SEED_role	SEED	searchname:succinatedehydrogenaseflavoproteinsubunit(ec)	null	role_mapping	1	0
cpx.108	cpx.108	ModelSEED	SEED_role_complex	fr.1616	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	SEED_role	SEED	searchname:succinatedehydrogenaseiron-sulfurprotein(ec)	null	role_mapping	1	0
cpx.109	cpx.109	ModelSEED	SEED_role_complex	fr.5121	Alkanesulfonate monooxygenase (EC 1.14.14.5)	SEED_role	SEED	searchname:alkanesulfonatemonooxygenase(ec)	null	role_mapping	1	0
cpx.110	cpx.110	ModelSEED	SEED_role_complex	fr.2689	Uridine kinase (EC 2.7.1.48)	SEED_role	SEED	searchname:uridinekinase(ec)	null	role_mapping	1	0
cpx.112	cpx.112	ModelSEED	SEED_role_complex	fr.2823	3-dehydroquinate synthase (EC 4.2.3.4)	SEED_role	SEED	searchname:3-dehydroquinatesynthase(ec)	null	role_mapping	1	0
cpx.113	cpx.113	ModelSEED	SEED_role_complex	fr.4422	3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 4.2.3.-)	SEED_role	SEED	searchname:3,7-dideoxy-d-threo-hepto-2,6-diulosonatesynthase(ec)	null	role_mapping	1	0
cpx.114	cpx.114	ModelSEED	SEED_role_complex	fr.970	GTP cyclohydrolase I (EC 3.5.4.16) type 1	SEED_role	SEED	searchname:gtpcyclohydrolasei(ec)type1	null	role_mapping	1	0
